tour,year,date,tournament,round,surface,player,opponent,actual_aces,projected_aces,naive_aces,actual_dfs,projected_dfs,naive_dfs,ace_confidence,df_confidence,expected_service_points,same_tournament_matches,notes
ATP,2024,2024-01-15,Australian Open,R128,Hard,Novak Djokovic,Dino Prizmic,11,10.716,10.632,1,3.734,4.181,MED,HIGH,109.313,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Dino Prizmic,Novak Djokovic,7,6.267,3.486,7,3.066,2.324,LOW,LOW,118.898,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexei Popyrin,Marc Polmans,20,14.579,14.537,3,4.280,4.244,MED,MED,121.070,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Marc Polmans,Alexei Popyrin,11,12.642,13.752,5,3.983,5.001,LOW,LOW,116.266,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Gael Monfils,Yannick Hanfmann,16,14.220,12.997,5,6.246,7.061,MED,MED,115.596,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Yannick Hanfmann,Gael Monfils,6,9.032,8.943,4,2.722,2.620,MED,MED,124.030,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Tomas Martin Etcheverry,Andy Murray,11,9.144,8.498,0,2.233,2.037,MED,MED,115.764,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Andy Murray,Tomas Martin Etcheverry,6,7.981,6.209,2,3.383,3.152,MED,MED,120.091,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Adrian Mannarino,Stan Wawrinka,13,8.861,8.076,6,2.796,2.866,MED,HIGH,114.725,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Stan Wawrinka,Adrian Mannarino,14,13.377,13.278,0,2.735,2.939,MED,MED,114.464,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jaume Munar,Alexander Shevchenko,8,8.539,7.928,3,4.827,4.648,MED,MED,120.835,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexander Shevchenko,Jaume Munar,3,7.921,7.326,5,3.267,3.324,MED,MED,119.004,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Christopher Oconnell,Cristian Garin,18,12.641,12.256,5,2.421,2.096,MED,MED,117.985,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Cristian Garin,Christopher Oconnell,13,8.313,8.073,10,4.528,5.056,MED,MED,118.154,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Ben Shelton,Roberto Bautista Agut,14,14.250,13.774,2,5.194,5.509,MED,HIGH,115.036,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Roberto Bautista Agut,Ben Shelton,1,6.163,4.807,2,2.685,2.737,MED,MED,115.694,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Taylor Fritz,Facundo Diaz Acosta,8,16.567,14.802,1,3.182,3.269,MED,HIGH,113.782,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Facundo Diaz Acosta,Taylor Fritz,4,6.691,3.467,7,5.195,6.935,LOW,LOW,119.813,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Hugo Gaston,Roberto Carballes Baena,8,6.431,4.821,3,3.600,2.893,MED,MED,126.321,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Roberto Carballes Baena,Hugo Gaston,8,5.847,5.220,3,3.635,3.692,MED,MED,116.873,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Fabian Marozsan,Marin Cilic,10,8.447,7.889,3,3.238,3.254,MED,MED,114.982,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Marin Cilic,Fabian Marozsan,16,16.648,17.769,6,4.879,10.661,MED,MED,115.496,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Francisco Cerundolo,Dane Sweeny,9,5.725,5.302,3,4.608,4.846,MED,MED,118.582,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Dane Sweeny,Francisco Cerundolo,1,6.643,1.428,7,3.425,2.856,LOW,LOW,116.388,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Lorenzo Musetti,Benjamin Bonzi,7,7.489,5.819,4,3.253,3.645,MED,MED,116.116,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Benjamin Bonzi,Lorenzo Musetti,6,11.011,10.222,4,3.443,3.516,MED,MED,117.651,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Luca Van Assche,James Duckworth,11,8.719,6.854,6,3.607,3.782,MED,MED,118.727,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,James Duckworth,Luca Van Assche,21,12.587,12.543,3,2.986,2.701,MED,MED,116.743,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jordan Thompson,Aleksandar Vukic,18,13.140,12.292,3,2.262,1.874,MED,MED,116.361,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Aleksandar Vukic,Jordan Thompson,14,13.012,12.596,2,3.000,3.178,MED,MED,117.603,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Stefanos Tsitsipas,Zizou Bergs,10,12.125,11.998,6,2.727,3.072,MED,HIGH,112.103,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Zizou Bergs,Stefanos Tsitsipas,6,11.250,11.565,3,3.600,3.751,MED,MED,115.028,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jannik Sinner,Botic Van De Zandschulp,7,9.932,9.518,2,2.880,2.692,HIGH,HIGH,114.684,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Botic Van De Zandschulp,Jannik Sinner,8,10.178,9.930,2,5.062,4.839,MED,HIGH,120.081,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jesper De Jong,Pedro Cachin,11,12.029,10.334,2,4.265,4.114,LOW,LOW,120.940,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Pedro Cachin,Jesper De Jong,7,9.737,9.023,3,3.035,3.609,MED,MED,115.041,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Daniel Elahi Galan,Jason Kubler,16,9.737,10.291,2,2.462,2.916,MED,MED,120.238,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jason Kubler,Daniel Elahi Galan,11,10.143,8.679,4,3.335,3.080,MED,MED,116.187,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Sebastian Baez,J J Wolf,6,4.524,3.770,2,2.345,2.030,MED,MED,119.411,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,J J Wolf,Sebastian Baez,13,12.190,11.983,5,4.401,4.750,MED,HIGH,115.343,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Frances Tiafoe,Borna Coric,15,13.981,13.140,8,3.282,3.317,MED,HIGH,116.392,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Borna Coric,Frances Tiafoe,12,9.689,7.520,2,3.160,3.477,MED,MED,114.009,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Tomas Machac,Shintaro Mochizuki,4,8.540,7.811,0,2.898,2.644,MED,MED,116.207,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Shintaro Mochizuki,Tomas Machac,4,6.047,4.560,4,4.126,3.840,MED,MED,120.969,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Aleksandar Kovacevic,Alejandro Tabilo,23,12.433,12.461,8,3.621,3.926,MED,MED,117.951,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alejandro Tabilo,Aleksandar Kovacevic,34,12.236,12.332,6,3.422,2.605,MED,MED,117.936,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Karen Khachanov,Daniel Altmaier,15,13.286,11.515,4,3.090,2.798,HIGH,HIGH,115.198,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Daniel Altmaier,Karen Khachanov,10,10.388,9.661,3,3.462,3.547,MED,MED,121.741,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alex De Minaur,Milos Raonic,10,6.838,5.961,1,3.733,4.058,MED,HIGH,115.826,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Milos Raonic,Alex De Minaur,12,20.006,27.281,1,5.626,7.839,LOW,LOW,112.573,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Matteo Arnaldi,Adam Walton,16,9.021,8.470,1,4.316,4.578,MED,MED,122.873,0,NO_OPP_DATA;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Adam Walton,Matteo Arnaldi,1,10.909,9.199,0,3.295,0.000,LOW,LOW,117.287,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Pavel Kotov,Arthur Rinderknech,9,6.709,5.355,4,3.937,4.108,MED,MED,119.344,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Arthur Rinderknech,Pavel Kotov,18,14.731,14.338,6,3.330,4.271,MED,MED,117.246,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Flavio Cobolli,Nicolas Jarry,14,8.919,7.355,4,3.501,4.203,LOW,LOW,114.000,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Nicolas Jarry,Flavio Cobolli,8,13.246,13.177,2,2.605,2.577,MED,MED,112.270,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Sebastian Korda,Vit Kopriva,12,11.460,12.310,5,3.204,3.326,MED,HIGH,117.916,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Vit Kopriva,Sebastian Korda,13,9.211,9.671,11,4.152,3.851,LOW,LOW,113.187,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Quentin Halys,Lloyd Harris,21,20.471,18.467,5,5.205,6.074,MED,MED,114.331,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Lloyd Harris,Quentin Halys,15,17.718,17.492,2,3.927,4.912,MED,MED,115.253,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Christopher Eubanks,Taro Daniel,9,15.633,14.939,2,3.700,3.735,MED,MED,117.781,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Taro Daniel,Christopher Eubanks,4,8.653,6.373,3,3.502,4.013,MED,MED,116.543,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Andrey Rublev,Thiago Seyboth Wild,21,13.417,11.442,1,2.669,2.638,MED,HIGH,113.676,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Thiago Seyboth Wild,Andrey Rublev,15,10.371,9.502,6,4.527,5.158,LOW,LOW,123.530,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Holger Rune,Yoshihito Nishioka,17,10.999,10.135,5,4.845,4.973,MED,HIGH,116.155,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Yoshihito Nishioka,Holger Rune,4,3.907,3.262,4,2.313,2.531,MED,MED,119.128,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Arthur Cazaux,Laslo Djere,11,12.494,11.627,3,3.038,1.292,LOW,LOW,126.607,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Laslo Djere,Arthur Cazaux,5,11.853,10.417,7,4.130,3.915,MED,MED,122.882,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Arthur Fils,Jiri Vesely,18,12.090,10.631,4,4.890,5.269,MED,HIGH,116.756,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jiri Vesely,Arthur Fils,3,15.245,13.750,8,6.222,8.197,MED,MED,111.850,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Tallon Griekspoor,Roman Safiullin,15,13.811,12.861,5,4.461,4.677,MED,HIGH,116.300,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Roman Safiullin,Tallon Griekspoor,16,12.204,10.547,3,5.034,5.711,MED,MED,118.060,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Ugo Humbert,David Goffin,9,9.816,10.093,1,3.086,3.086,MED,HIGH,115.312,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,David Goffin,Ugo Humbert,9,8.729,11.922,3,3.508,1.626,MED,MED,119.223,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Zhizhen Zhang,Federico Coria,13,9.424,8.987,2,2.804,2.921,MED,MED,114.361,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Federico Coria,Zhizhen Zhang,14,5.370,3.048,7,3.593,3.919,MED,MED,119.746,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jakub Mensik,Denis Shapovalov,12,11.039,11.199,4,3.350,3.294,LOW,LOW,110.009,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Denis Shapovalov,Jakub Mensik,12,12.847,11.888,7,8.370,11.535,MED,MED,113.587,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Hubert Hurkacz,Omar Jasika,24,19.420,19.577,1,2.207,2.166,MED,HIGH,114.264,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Omar Jasika,Hubert Hurkacz,3,10.831,10.025,0,3.800,3.991,LOW,LOW,117.324,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Grigor Dimitrov,Marton Fucsovics,8,11.323,11.242,8,4.216,4.441,MED,HIGH,112.974,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Marton Fucsovics,Grigor Dimitrov,5,6.370,5.693,6,4.239,4.097,MED,MED,117.327,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Thanasi Kokkinakis,Sebastian Ofner,26,17.353,15.619,3,3.425,3.563,MED,MED,118.476,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Sebastian Ofner,Thanasi Kokkinakis,15,13.631,12.350,3,3.080,3.087,MED,MED,116.763,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Nuno Borges,Maximilian Marterer,18,8.154,6.771,0,3.513,3.701,MED,MED,117.545,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Maximilian Marterer,Nuno Borges,11,12.886,12.028,4,3.088,2.776,MED,MED,117.200,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alejandro Davidovich Fokina,Constant Lestienne,11,5.943,5.612,2,2.944,2.896,MED,HIGH,119.072,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Constant Lestienne,Alejandro Davidovich Fokina,7,7.986,7.867,4,4.425,4.720,MED,MED,123.872,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Felix Auger Aliassime,Dominic Thiem,16,16.287,13.429,10,5.446,6.432,HIGH,HIGH,114.757,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Dominic Thiem,Felix Auger Aliassime,15,8.700,8.311,8,3.710,4.201,MED,MED,117.082,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Hugo Grenier,Alexandre Muller,31,9.841,10.092,10,4.237,4.018,MED,MED,118.105,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexandre Muller,Hugo Grenier,12,7.610,6.514,5,2.683,2.380,MED,MED,119.753,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Emil Ruusuvuori,Patrick Kypson,19,7.363,7.740,5,3.365,3.278,MED,HIGH,117.825,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Patrick Kypson,Emil Ruusuvuori,17,10.329,10.025,1,3.800,3.991,LOW,LOW,117.324,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Daniil Medvedev,Terence Atmane,9,12.662,11.216,4,5.773,6.389,MED,HIGH,117.149,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Terence Atmane,Daniil Medvedev,12,10.537,11.965,7,4.152,5.128,LOW,LOW,110.675,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexander Zverev,Dominik Koepfer,19,12.745,12.220,2,3.302,3.035,MED,HIGH,113.533,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Dominik Koepfer,Alexander Zverev,8,8.150,8.317,1,4.625,4.909,MED,MED,117.806,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Lukas Klein,Soon Woo Kwon,16,9.547,7.859,6,4.005,4.442,LOW,LOW,116.521,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Soon Woo Kwon,Lukas Klein,6,8.820,9.567,10,4.018,4.048,MED,MED,116.279,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alex Michelsen,James Mccabe,8,8.074,7.086,4,3.335,3.281,MED,MED,120.993,0,NO_OPP_DATA;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,James Mccabe,Alex Michelsen,13,9.168,2.084,3,3.522,2.084,LOW,LOW,116.686,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jiri Lehecka,Bernabe Zapata Miralles,6,9.912,9.406,2,3.367,3.496,MED,HIGH,117.271,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Bernabe Zapata Miralles,Jiri Lehecka,3,4.137,2.114,3,3.657,3.775,MED,MED,119.429,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Cameron Norrie,Juan Pablo Varillas,6,8.347,7.552,3,3.109,3.317,MED,MED,115.831,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Juan Pablo Varillas,Cameron Norrie,2,9.959,9.306,4,2.528,2.148,MED,MED,124.800,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Giulio Zeppieri,Dusan Lajovic,15,10.277,9.929,6,3.685,3.953,LOW,LOW,116.199,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Dusan Lajovic,Giulio Zeppieri,2,5.334,5.035,1,2.155,1.984,MED,MED,115.351,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Max Purcell,Mate Valkusz,17,14.610,14.898,3,4.069,4.350,MED,MED,117.815,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Mate Valkusz,Max Purcell,9,7.385,1.786,11,3.111,1.786,LOW,LOW,112.516,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Casper Ruud,Albert Ramos,11,10.601,9.224,5,3.265,3.670,MED,MED,114.412,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Albert Ramos,Casper Ruud,2,5.068,4.200,2,2.889,2.856,MED,MED,118.769,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Tommy Paul,Gregoire Barrere,9,9.651,9.924,2,3.119,3.028,HIGH,HIGH,116.356,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Gregoire Barrere,Tommy Paul,6,7.484,6.995,2,3.004,3.109,MED,MED,117.936,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jack Draper,Marcos Giron,17,14.493,13.988,5,3.887,3.612,MED,MED,116.437,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Marcos Giron,Jack Draper,13,8.634,8.205,4,2.078,2.178,MED,HIGH,115.322,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Miomir Kecmanovic,Yosuke Watanuki,8,7.151,6.886,1,2.846,3.018,MED,HIGH,119.463,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Yosuke Watanuki,Miomir Kecmanovic,11,14.736,14.263,4,4.596,4.986,MED,MED,118.628,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Jan Lennard Struff,Rinky Hijikata,25,13.272,12.835,4,4.426,4.590,MED,MED,121.664,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Rinky Hijikata,Jan Lennard Struff,24,7.594,6.134,6,4.728,5.138,MED,MED,124.144,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Sumit Nagal,Alexander Bublik,1,9.562,10.029,0,3.635,3.993,LOW,LOW,117.368,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R128,Hard,Alexander Bublik,Sumit Nagal,13,17.167,16.075,9,10.046,12.248,MED,MED,116.629,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R128,Hard,Juncheng Shang,Mackenzie Mcdonald,4,5.278,4.511,4,3.221,3.038,MED,MED,116.182,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Mackenzie Mcdonald,Juncheng Shang,6,8.702,7.709,4,3.243,3.522,MED,HIGH,116.065,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Lorenzo Sonego,Daniel Evans,23,9.479,9.138,1,2.789,2.861,MED,HIGH,115.899,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Daniel Evans,Lorenzo Sonego,3,7.862,6.828,6,4.196,4.779,MED,MED,114.022,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Carlos Alcaraz,Richard Gasquet,9,7.048,6.324,3,3.357,3.395,MED,HIGH,114.761,0,
ATP,2024,2024-01-15,Australian Open,R128,Hard,Richard Gasquet,Carlos Alcaraz,3,8.276,8.387,3,4.250,4.355,MED,MED,117.337,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Novak Djokovic,Alexei Popyrin,11,12.018,10.632,0,3.734,4.181,MED,HIGH,109.313,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Alexei Popyrin,Novak Djokovic,17,14.381,14.537,4,4.280,4.244,MED,MED,121.070,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Tomas Martin Etcheverry,Gael Monfils,5,8.817,8.498,0,2.233,2.037,MED,MED,115.764,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Gael Monfils,Tomas Martin Etcheverry,12,14.070,12.997,4,6.246,7.061,MED,MED,115.596,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Adrian Mannarino,Jaume Munar,7,8.780,8.076,3,2.796,2.866,MED,HIGH,114.725,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Jaume Munar,Adrian Mannarino,10,8.040,7.928,8,4.827,4.648,MED,MED,120.835,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Ben Shelton,Christopher Oconnell,17,14.959,13.774,4,5.194,5.509,MED,HIGH,115.036,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Christopher Oconnell,Ben Shelton,9,13.545,12.256,1,2.421,2.096,MED,MED,117.985,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Taylor Fritz,Hugo Gaston,11,15.664,14.802,2,3.182,3.269,MED,HIGH,113.782,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Hugo Gaston,Taylor Fritz,2,6.342,4.821,5,3.600,2.893,MED,MED,126.321,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Fabian Marozsan,Francisco Cerundolo,7,8.590,7.889,3,3.238,3.254,MED,MED,114.982,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R64,Hard,Francisco Cerundolo,Fabian Marozsan,6,5.780,5.302,6,4.608,4.846,MED,MED,118.582,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Luca Van Assche,Lorenzo Musetti,9,7.907,6.854,3,3.607,3.782,MED,MED,118.727,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Lorenzo Musetti,Luca Van Assche,6,7.519,5.819,0,3.253,3.645,MED,MED,116.116,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Stefanos Tsitsipas,Jordan Thompson,13,12.560,11.998,2,2.727,3.072,HIGH,HIGH,112.103,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Jordan Thompson,Stefanos Tsitsipas,5,13.306,12.292,0,2.262,1.874,MED,MED,116.361,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Jannik Sinner,Jesper De Jong,7,9.759,9.518,1,2.880,2.692,MED,HIGH,114.684,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R64,Hard,Jesper De Jong,Jannik Sinner,6,10.369,10.334,3,4.265,4.114,LOW,LOW,120.940,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R64,Hard,Sebastian Baez,Daniel Elahi Galan,4,4.409,3.770,5,2.345,2.030,MED,MED,119.411,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Daniel Elahi Galan,Sebastian Baez,6,9.089,10.291,2,2.462,2.916,MED,MED,120.238,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Tomas Machac,Frances Tiafoe,10,8.777,7.811,1,2.898,2.644,MED,MED,116.207,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Frances Tiafoe,Tomas Machac,13,13.295,13.140,2,3.282,3.317,MED,HIGH,116.392,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Karen Khachanov,Aleksandar Kovacevic,22,12.289,11.515,0,3.090,2.798,MED,HIGH,115.198,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Aleksandar Kovacevic,Karen Khachanov,16,12.823,12.461,5,3.621,3.926,MED,MED,117.951,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R64,Hard,Alex De Minaur,Matteo Arnaldi,4,6.685,5.961,3,3.733,4.058,HIGH,HIGH,115.826,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Matteo Arnaldi,Alex De Minaur,4,8.496,8.470,2,4.316,4.578,MED,MED,122.873,0,SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R64,Hard,Flavio Cobolli,Pavel Kotov,5,8.648,7.355,4,3.501,4.203,LOW,LOW,114.000,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R64,Hard,Pavel Kotov,Flavio Cobolli,2,6.014,5.355,5,3.937,4.108,MED,MED,119.344,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Sebastian Korda,Quentin Halys,12,13.208,12.310,4,3.204,3.326,HIGH,HIGH,117.916,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Quentin Halys,Sebastian Korda,19,18.650,18.467,4,5.205,6.074,MED,MED,114.331,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Andrey Rublev,Christopher Eubanks,10,14.006,11.442,0,2.669,2.638,HIGH,HIGH,113.676,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Christopher Eubanks,Andrey Rublev,10,15.469,14.939,2,3.700,3.735,MED,MED,117.781,0,
ATP,2024,2024-01-15,Australian Open,R64,Hard,Arthur Cazaux,Holger Rune,18,12.167,11.627,2,3.038,1.292,LOW,LOW,126.607,0,LOW_SAMPLE;SLAM_DEBUT
ATP,2024,2024-01-15,Australian Open,R64,Hard,Holger Rune,Arthur Cazaux,6,10.671,10.135,4,4.845,4.973,MED,HIGH,116.155,0,NO_OPP_DATA
ATP,2024,2024-01-15,Australian Open,R64,Hard,Tallon Griekspoor,Arthur Fils,11,14.094,12.861,3,4.461,4.677,MED,HIGH,116.300,0,
