tour,market,feature,gain,splits
WTA,aces_live,opponent_l12m_svpt,786.1051268577576,53
WTA,aces_live,player_l24m_first_win_pct,746.0851726531982,46
WTA,aces_live,player_l12m_second_win_pct,700.6572289466858,56
WTA,aces_live,opponent_career4y_svpt,640.9478392601013,50
WTA,aces_live,opponent_l24m_matches,626.8467607498169,49
WTA,aces_live,player_l24m_second_win_pct,569.2982692718506,42
WTA,aces_live,player_l24m_first_serve_pct,565.9118132591248,44
WTA,aces_live,player_l24m_svpt,558.130419254303,38
WTA,aces_live,opponent_return_factor,556.4515438079834,55
WTA,aces_live,player_l12m_svpt,553.874707698822,44
WTA,aces_live,opponent_l12m_svpt_per_match,540.9943013191223,48
WTA,aces_live,opponent_career4y_first_win_pct,501.56743907928467,42
WTA,aces_live,player_l24m_df_rate,500.5432300567627,47
WTA,aces_live,player_career4y_svpt_per_match,479.989839553833,42
WTA,aces_live,player_l24m_svpt_per_match,460.74479150772095,39
WTA,aces_live,opponent_ret_first_blend,447.89671993255615,31
WTA,aces_live,opponent_l24m_svpt,447.4292230606079,38
WTA,aces_live,player_l12m_matches,447.2993097305298,29
WTA,aces_live,opponent_career4y_second_win_pct,433.70656156539917,37
WTA,aces_live,player_career4y_svpt,393.22387886047363,33
WTA,aces_live,player_aces_allowed_blend,383.0576882362366,36
WTA,aces_live,opponent_l12m_second_win_pct,372.5386199951172,33
WTA,aces_live,opponent_l12m_df_rate,358.21141242980957,30
WTA,aces_live,player_ret_second_blend,353.0818409919739,33
WTA,aces_live,player_l12m_svpt_per_match,341.83468103408813,37
WTA,aces_live,opponent_df_rate_blend,313.2076687812805,23
WTA,aces_live,opponent_svpt_per_svg_blend,312.56264066696167,29
WTA,aces_live,opponent_l24m_second_win_pct,292.92045974731445,23
WTA,aces_live,player_career4y_second_win_pct,292.7465109825134,28
WTA,aces_live,player_df_rate_blend,278.81527185440063,23
WTA,aces_live,player_svpt_per_svg_blend,273.7315402030945,29
WTA,aces_live,opponent_career4y_svpt_per_match,272.4789881706238,28
WTA,aces_live,player_career4y_df_rate,262.39106035232544,26
WTA,aces_live,opponent_ret_second_blend,231.00930881500244,20
WTA,aces_live,player_career4y_matches,230.31573009490967,14
WTA,aces_live,expected_service_points,227.5952911376953,22
WTA,aces_live,opponent_l12m_first_win_pct,219.90389204025269,21
WTA,aces_live,opponent_l24m_first_win_pct,202.2074909210205,18
WTA,aces_live,opponent_career4y_first_serve_pct,190.50381135940552,19
WTA,aces_live,player_l24m_aces_allowed_rate,184.4747610092163,17
WTA,aces_live,opponent_ace_rate_blend,181.56113147735596,15
WTA,aces_live,opponent_l24m_svpt_per_match,173.55871057510376,19
WTA,aces_live,player_career4y_aces_allowed_rate,171.15521049499512,9
WTA,aces_live,opponent_l12m_ace_rate,146.33071994781494,15
WTA,aces_live,opponent_l24m_first_serve_pct,130.81539821624756,14
WTA,aces_live,player_l12m_df_rate,115.78548002243042,11
WTA,aces_live,opponent_l24m_df_rate,114.45705127716064,9
WTA,aces_live,player_l12m_aces_allowed_rate,104.91061067581177,12
WTA,aces_live,opponent_l12m_first_serve_pct,95.35898923873901,11
WTA,aces_live,opponent_career4y_df_rate,88.4549298286438,9
WTA,aces_live,opponent_career4y_ace_rate,77.58276033401489,7
WTA,aces_live,incumbent_dfs,68.6974401473999,6
WTA,aces_live,opponent_l12m_matches,52.93446063995361,4
WTA,aces_live,opponent_l24m_ace_rate,48.92692947387695,5
WTA,aces_live,surface,21.13309955596924,2
WTA,aces_live,best_of,0.0,0
