tour,year,date,tournament,round,surface,player,opponent,actual_aces,projected_aces,naive_aces,actual_dfs,projected_dfs,naive_dfs,ace_confidence,df_confidence,expected_service_points,same_tournament_matches,notes
WTA,2024,2024-01-15,Australian Open,R128,Hard,Diane Parry,Xin Yu Wang,9,3.430,4.564,4,2.562,2.882,MED,MED,69.295,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Xin Yu Wang,Diane Parry,2,2.336,2.051,3,2.932,3.015,MED,HIGH,68.346,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Laura Siegemund,Ekaterina Alexandrova,0,0.753,0.406,4,2.922,2.930,MED,MED,71.758,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Ekaterina Alexandrova,Laura Siegemund,2,4.319,4.449,8,5.768,6.407,MED,HIGH,69.471,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Storm Hunter,Sara Errani,2,2.079,2.015,1,3.213,2.564,MED,MED,69.225,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Sara Errani,Storm Hunter,0,1.430,0.000,0,2.941,2.509,LOW,LOW,72.541,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Tamara Korpatsch,Jodie Burrage,0,1.867,1.756,5,3.641,3.902,MED,MED,70.086,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Jodie Burrage,Tamara Korpatsch,4,3.646,4.251,4,2.816,2.797,MED,MED,66.900,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Barbora Krejcikova,Mai Hontama,2,3.379,3.666,1,4.167,4.481,MED,HIGH,69.165,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Mai Hontama,Barbora Krejcikova,2,0.990,0.435,5,2.595,2.611,MED,MED,65.263,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Amanda Anisimova,Liudmila Samsonova,4,2.990,2.331,4,3.385,3.565,MED,MED,69.511,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Liudmila Samsonova,Amanda Anisimova,4,5.646,5.398,7,3.757,4.393,MED,HIGH,67.366,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Nadia Podoroska,Tamara Zidansek,1,1.526,1.432,0,3.768,4.117,MED,MED,66.770,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Tamara Zidansek,Nadia Podoroska,0,1.690,1.366,3,3.606,4.098,MED,MED,72.845,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Paula Badosa,Taylor Townsend,8,3.955,3.362,2,3.931,4.869,MED,MED,69.908,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Taylor Townsend,Paula Badosa,1,4.330,5.010,2,2.052,1.547,MED,MED,64.839,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Anastasia Pavlyuchenkova,Donna Vekic,5,3.512,3.686,9,4.056,4.706,MED,MED,67.985,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Donna Vekic,Anastasia Pavlyuchenkova,2,4.031,3.929,7,4.651,5.228,MED,MED,71.075,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Lesia Tsurenko,Lucia Bronzetti,0,0.489,0.092,8,3.538,3.744,MED,MED,68.726,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Lucia Bronzetti,Lesia Tsurenko,1,2.016,2.083,5,2.601,2.593,MED,MED,71.150,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Rebeka Masarova,Aliaksandra Sasnovich,6,4.606,4.538,3,3.552,3.832,MED,MED,71.751,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Aliaksandra Sasnovich,Rebeka Masarova,0,2.481,2.372,6,3.438,3.752,MED,MED,70.211,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Brenda Fruhvirtova,Ana Bogdan,2,2.290,1.798,5,3.357,3.897,LOW,LOW,65.644,0,LOW_SAMPLE;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Ana Bogdan,Brenda Fruhvirtova,3,3.248,2.939,2,2.353,2.155,MED,MED,70.540,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Aryna Sabalenka,Ella Seidel,6,5.850,6.659,2,4.948,4.676,MED,HIGH,68.435,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R128,Hard,Ella Seidel,Aryna Sabalenka,0,2.846,2.810,2,3.373,3.654,LOW,LOW,69.089,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Iga Swiatek,Danielle Collins,1,2.097,1.942,4,1.972,1.897,HIGH,MED,65.148,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Danielle Collins,Iga Swiatek,2,3.121,3.153,7,4.226,4.303,HIGH,HIGH,69.195,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Linda Noskova,Mccartney Kessler,2,3.235,2.960,5,3.738,4.193,MED,HIGH,71.311,0,NO_OPP_DATA;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Mccartney Kessler,Linda Noskova,7,2.618,1.085,2,3.422,4.342,LOW,LOW,68.382,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Elina Svitolina,Viktoriya Tomova,1,3.577,4.076,1,2.728,2.890,MED,MED,70.996,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Viktoriya Tomova,Elina Svitolina,1,1.620,1.291,2,2.640,2.213,MED,MED,70.805,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Viktorija Golubic,Katerina Siniakova,0,0.898,0.666,1,2.620,2.856,MED,MED,68.553,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Katerina Siniakova,Viktorija Golubic,1,2.452,2.503,7,4.640,5.368,MED,HIGH,69.352,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Jelena Ostapenko,Ajla Tomljanovic,3,3.269,3.332,4,3.990,4.559,HIGH,HIGH,69.586,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Ajla Tomljanovic,Jelena Ostapenko,4,2.676,2.917,7,3.793,4.084,MED,MED,69.724,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Victoria Azarenka,Clara Tauson,0,3.223,3.283,2,4.096,4.377,HIGH,HIGH,70.201,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Clara Tauson,Victoria Azarenka,11,2.992,2.915,5,2.747,2.832,MED,MED,66.963,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Emma Navarro,Elisabetta Cocciaretto,1,1.609,1.397,1,2.557,2.507,MED,MED,70.059,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Elisabetta Cocciaretto,Emma Navarro,1,1.517,0.943,3,2.775,2.986,MED,MED,67.494,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Dayana Yastremska,Varvara Gracheva,5,2.591,2.432,1,4.074,4.923,MED,MED,69.379,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Varvara Gracheva,Dayana Yastremska,2,1.970,1.793,1,3.308,3.558,MED,HIGH,70.185,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Anna Blinkova,Elena Rybakina,4,3.141,2.895,6,4.212,4.946,MED,MED,67.635,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Elena Rybakina,Anna Blinkova,9,7.191,7.185,2,2.601,2.845,HIGH,HIGH,69.109,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Jasmine Paolini,Tatjana Maria,1,1.259,1.219,1,1.799,1.686,MED,MED,68.558,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Tatjana Maria,Jasmine Paolini,1,3.630,3.692,4,3.017,3.269,MED,MED,67.524,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Anna Kalinskaya,Arantxa Rus,1,1.776,1.579,1,3.357,3.201,MED,MED,68.412,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Arantxa Rus,Anna Kalinskaya,3,2.734,2.678,1,3.004,3.273,MED,MED,66.883,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Sloane Stephens,Daria Kasatkina,1,1.381,1.343,1,2.237,2.164,MED,MED,69.215,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Daria Kasatkina,Sloane Stephens,3,1.247,0.965,2,3.958,4.354,MED,HIGH,73.467,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Qinwen Zheng,Katie Boulter,7,6.906,7.336,8,4.018,4.419,MED,HIGH,67.670,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Katie Boulter,Qinwen Zheng,1,3.216,3.031,3,4.430,5.220,MED,MED,73.416,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Yafan Wang,Emma Raducanu,6,2.867,3.014,4,3.365,4.019,LOW,LOW,66.810,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Emma Raducanu,Yafan Wang,6,2.869,2.423,2,3.098,3.160,MED,MED,67.097,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Oceane Dodin,Martina Trevisan,5,3.318,3.029,7,4.750,3.939,MED,MED,74.479,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Martina Trevisan,Oceane Dodin,0,0.984,0.776,3,3.393,3.475,MED,HIGH,71.434,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Clara Burel,Jessica Pegula,2,2.097,2.069,4,4.715,5.294,MED,MED,69.315,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Jessica Pegula,Clara Burel,0,2.522,2.665,2,2.612,2.665,HIGH,HIGH,68.868,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Elina Avanesyan,Maria Sakkari,2,1.624,0.816,2,3.466,3.498,MED,MED,70.896,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Maria Sakkari,Elina Avanesyan,1,3.683,3.736,1,3.165,3.502,MED,HIGH,68.581,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Marta Kostyuk,Elise Mertens,3,3.335,3.500,11,4.954,5.792,MED,HIGH,70.513,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Elise Mertens,Marta Kostyuk,1,3.794,4.012,6,5.126,5.653,MED,HIGH,67.226,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Maria Timofeeva,Caroline Wozniacki,1,2.838,2.810,0,3.373,3.654,LOW,LOW,69.089,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Caroline Wozniacki,Maria Timofeeva,0,2.351,2.013,1,3.058,3.020,MED,MED,69.704,0,NO_OPP_DATA;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Beatriz Haddad Maia,Alina Korneeva,1,2.427,2.086,0,2.774,2.550,MED,HIGH,69.383,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Alina Korneeva,Beatriz Haddad Maia,2,3.120,4.034,3,2.823,1.793,LOW,LOW,65.889,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Magdalena Frech,Caroline Garcia,4,2.467,2.147,1,2.168,2.018,MED,MED,69.206,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Caroline Garcia,Magdalena Frech,4,6.829,6.744,1,2.712,2.896,MED,HIGH,68.080,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Anastasia Zakharova,Kaja Juvan,0,2.364,1.681,1,4.019,4.203,LOW,LOW,71.452,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Kaja Juvan,Anastasia Zakharova,1,2.461,2.288,5,2.315,2.089,MED,MED,66.937,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Alycia Parks,Leylah Fernandez,13,6.843,7.250,5,5.969,7.206,MED,MED,68.481,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Leylah Fernandez,Alycia Parks,0,3.008,2.715,3,3.905,4.338,MED,HIGH,68.372,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Coco Gauff,Caroline Dolehide,3,4.382,4.132,4,3.636,3.551,MED,HIGH,68.374,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Caroline Dolehide,Coco Gauff,1,3.403,3.872,2,3.782,3.801,MED,MED,70.956,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Mirra Andreeva,Ons Jabeur,2,2.159,2.172,1,2.392,2.172,MED,MED,66.198,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Ons Jabeur,Mirra Andreeva,2,2.941,2.544,0,2.813,3.016,MED,MED,70.604,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Diane Parry,Kamilla Rakhimova,11,3.565,4.564,3,2.562,2.882,MED,MED,69.295,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Kamilla Rakhimova,Diane Parry,2,1.288,0.892,7,2.809,2.853,MED,MED,69.719,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Storm Hunter,Laura Siegemund,0,2.239,2.015,3,3.213,2.564,MED,MED,69.225,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Laura Siegemund,Storm Hunter,3,0.819,0.406,1,2.922,2.930,MED,MED,71.758,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Barbora Krejcikova,Tamara Korpatsch,8,3.595,3.666,0,4.167,4.481,HIGH,HIGH,69.165,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Tamara Korpatsch,Barbora Krejcikova,2,1.884,1.756,4,3.641,3.902,MED,MED,70.086,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Amanda Anisimova,Nadia Podoroska,2,3.076,2.331,6,3.385,3.565,MED,MED,69.511,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Nadia Podoroska,Amanda Anisimova,1,1.624,1.432,1,3.768,4.117,MED,MED,66.770,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Paula Badosa,Anastasia Pavlyuchenkova,9,3.914,3.362,4,3.931,4.869,MED,MED,69.908,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Anastasia Pavlyuchenkova,Paula Badosa,4,3.479,3.686,2,4.056,4.706,MED,MED,67.985,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Lesia Tsurenko,Rebeka Masarova,0,0.504,0.092,2,3.538,3.744,MED,MED,68.726,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Rebeka Masarova,Lesia Tsurenko,2,4.143,4.538,6,3.552,3.832,MED,MED,71.751,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Aryna Sabalenka,Brenda Fruhvirtova,4,6.391,6.659,3,4.948,4.676,MED,HIGH,68.435,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R64,Hard,Brenda Fruhvirtova,Aryna Sabalenka,2,2.212,1.798,4,3.357,3.897,LOW,LOW,65.644,0,LOW_SAMPLE;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Linda Noskova,Iga Swiatek,10,2.863,2.960,4,3.738,4.193,MED,HIGH,71.311,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Iga Swiatek,Linda Noskova,4,2.101,1.942,1,1.972,1.897,HIGH,MED,65.148,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Elina Svitolina,Viktorija Golubic,2,3.700,4.076,2,2.728,2.890,MED,MED,70.996,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Viktorija Golubic,Elina Svitolina,1,0.935,0.666,2,2.620,2.856,MED,MED,68.553,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Victoria Azarenka,Jelena Ostapenko,11,3.085,3.283,3,4.096,4.377,HIGH,HIGH,70.201,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Jelena Ostapenko,Victoria Azarenka,3,3.134,3.332,2,3.990,4.559,HIGH,HIGH,69.586,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Dayana Yastremska,Emma Navarro,5,2.531,2.432,3,4.074,4.923,MED,MED,69.379,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Emma Navarro,Dayana Yastremska,0,1.668,1.397,3,2.557,2.507,MED,MED,70.059,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Jasmine Paolini,Anna Blinkova,3,1.301,1.219,1,1.799,1.686,MED,MED,68.558,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Anna Blinkova,Jasmine Paolini,1,3.056,2.895,1,4.212,4.946,MED,MED,67.635,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Anna Kalinskaya,Sloane Stephens,5,1.738,1.579,1,3.357,3.201,MED,MED,68.412,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Sloane Stephens,Anna Kalinskaya,2,1.508,1.343,1,2.237,2.164,MED,MED,69.215,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Qinwen Zheng,Yafan Wang,10,7.142,7.336,8,4.018,4.419,MED,HIGH,67.670,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Yafan Wang,Qinwen Zheng,1,2.929,3.014,2,3.365,4.019,LOW,LOW,66.810,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Oceane Dodin,Clara Burel,4,3.230,3.029,1,4.750,3.939,MED,MED,74.479,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Clara Burel,Oceane Dodin,8,2.295,2.069,4,4.715,5.294,MED,MED,69.315,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Marta Kostyuk,Elina Avanesyan,6,3.462,3.500,5,4.954,5.792,MED,HIGH,70.513,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Elina Avanesyan,Marta Kostyuk,1,1.591,0.816,5,3.466,3.498,MED,MED,70.896,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Maria Timofeeva,Beatriz Haddad Maia,1,2.825,2.810,1,3.373,3.654,LOW,LOW,69.089,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Beatriz Haddad Maia,Maria Timofeeva,0,2.357,2.086,3,2.774,2.550,MED,HIGH,69.383,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Magdalena Frech,Anastasia Zakharova,7,2.427,2.147,1,2.168,2.018,MED,MED,69.206,0,NO_OPP_DATA;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Anastasia Zakharova,Magdalena Frech,2,2.304,1.681,5,4.019,4.203,LOW,LOW,71.452,0,LOW_SAMPLE;TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Coco Gauff,Alycia Parks,3,4.598,4.132,3,3.636,3.551,MED,HIGH,68.374,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Alycia Parks,Coco Gauff,2,6.485,7.250,8,5.969,7.206,MED,MED,68.481,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Mirra Andreeva,Diane Parry,5,2.378,2.172,4,2.392,2.172,MED,MED,66.198,0,TOURNAMENT_DEBUT;VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Diane Parry,Mirra Andreeva,0,3.447,4.564,1,2.562,2.882,MED,MED,69.295,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Barbora Krejcikova,Storm Hunter,8,3.973,3.666,7,4.167,4.481,MED,HIGH,69.165,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Storm Hunter,Barbora Krejcikova,1,2.190,2.015,4,3.213,2.564,MED,MED,69.225,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Amanda Anisimova,Paula Badosa,4,2.930,2.331,6,3.385,3.565,MED,MED,69.511,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Paula Badosa,Amanda Anisimova,3,3.870,3.362,3,3.931,4.869,MED,MED,69.908,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
WTA,2024,2024-01-15,Australian Open,R32,Hard,Aryna Sabalenka,Lesia Tsurenko,0,5.281,6.659,0,4.948,4.676,HIGH,HIGH,68.435,0,VENUE_SCOPE:australian open;VENUE_SAMPLE:OK
