tour,year,date,tournament,round,surface,player_id,player,opponent_id,opponent,actual_aces,projected_aces,naive_aces,actual_dfs,projected_dfs,naive_dfs,ace_confidence,df_confidence,expected_service_points,candidate_expected_service_points,candidate_projected_aces,candidate_projected_dfs,player_service_point_win,opponent_service_point_win,same_tournament_matches,ace_rate_pre_opponent,opponent_return_ratio,opponent_return_factor,prior_ace_rate,prior_df_rate,ace_environment_factor,df_environment_factor,same_tournament_ace_rate,same_tournament_df_rate,same_tournament_ace_weight,same_tournament_df_weight,l12m_svpt,l12m_ace_rate,l12m_df_rate,l24m_svpt,l24m_ace_rate,l24m_df_rate,career_4y_svpt,career_4y_ace_rate,career_4y_df_rate,notes,actual_service_points
ATP,2022,2022-01-17,Australian Open,R128,Hard,200175,Miomir Kecmanovic,106099,Salvatore Caruso,4,10.756,10.113,2,3.733,3.034,LOW,LOW,122.366,135.301,11.893,4.128,0.620090,0.623490,0,0.08790107,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,121,0.08264500,0.02479300,121,0.08264500,0.02479300,121,0.08264500,0.02479300,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,72
ATP,2022,2022-01-17,Australian Open,R128,Hard,106099,Salvatore Caruso,200175,Miomir Kecmanovic,3,11.414,11.095,5,3.983,3.983,LOW,LOW,122.237,134.992,12.605,4.399,0.623490,0.620090,0,0.09076300,1.04843429,1.02878525,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,83
ATP,2022,2022-01-17,Australian Open,R128,Hard,126205,Tommy Paul,105062,Mikhail Kukushkin,9,9.379,8.747,5,2.742,1.913,LOW,LOW,116.719,135.083,10.855,3.173,0.628402,0.626706,0,0.08035671,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,427,0.07494100,0.01639300,427,0.07494100,0.01639300,427,0.07494100,0.01639300,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,84
ATP,2022,2022-01-17,Australian Open,R128,Hard,105062,Mikhail Kukushkin,126205,Tommy Paul,3,11.779,11.095,2,3.983,3.983,LOW,LOW,122.237,135.243,13.032,4.407,0.626706,0.628402,0,0.09076300,1.10491950,1.06169160,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;TOURNAMENT_DEBUT,79
ATP,2022,2022-01-17,Australian Open,R128,Hard,106214,Oscar Otte,202358,Chun Hsin Tseng,9,11.095,11.095,5,3.983,3.983,LOW,LOW,122.237,135.184,12.270,4.405,0.620893,0.620893,0,0.09076300,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,84
ATP,2022,2022-01-17,Australian Open,R128,Hard,202358,Chun Hsin Tseng,106214,Oscar Otte,0,11.095,11.095,4,3.983,3.983,LOW,LOW,122.237,135.184,12.270,4.405,0.620893,0.620893,0,0.09076300,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,88
ATP,2022,2022-01-17,Australian Open,R128,Hard,132283,Lorenzo Sonego,105023,Sam Querrey,10,9.939,8.808,3,3.415,2.591,LOW,LOW,122.799,134.738,10.906,3.747,0.622965,0.616124,0,0.08094026,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,237,0.07173000,0.02109700,237,0.07173000,0.02109700,237,0.07173000,0.02109700,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,107
ATP,2022,2022-01-17,Australian Open,R128,Hard,105023,Sam Querrey,132283,Lorenzo Sonego,2,10.476,11.095,2,3.983,3.983,LOW,LOW,122.237,135.348,11.599,4.410,0.616124,0.622965,0,0.09076300,0.90873280,0.94419506,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,108
ATP,2022,2022-01-17,Australian Open,R128,Hard,104792,Gael Monfils,105948,Federico Coria,11,12.470,13.994,2,3.999,4.241,LOW,LOW,116.619,131.567,14.069,4.512,0.636899,0.608742,0,0.10693318,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,275,0.12000000,0.03636400,275,0.12000000,0.03636400,275,0.12000000,0.03636400,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,73
ATP,2022,2022-01-17,Australian Open,R128,Hard,105948,Federico Coria,104792,Gael Monfils,2,10.474,11.095,3,3.983,3.983,LOW,LOW,122.237,134.103,11.491,4.370,0.608742,0.636899,0,0.09076300,0.90854461,0.94407773,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,70
ATP,2022,2022-01-17,Australian Open,R128,Hard,122330,Alexander Bublik,124014,Ernesto Escobedo,30,14.205,22.992,11,5.858,14.149,LOW,LOW,125.569,135.098,15.282,6.302,0.614301,0.631108,0,0.11312098,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,71,0.18309900,0.11267600,71,0.18309900,0.11267600,71,0.18309900,0.11267600,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,130
ATP,2022,2022-01-17,Australian Open,R128,Hard,124014,Ernesto Escobedo,122330,Alexander Bublik,3,11.472,11.095,5,3.983,3.983,LOW,LOW,122.237,133.569,12.535,4.352,0.631108,0.614301,0,0.09076300,1.05732870,1.03401303,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,130
ATP,2022,2022-01-17,Australian Open,R128,Hard,124079,Pedro Martinez,105643,Federico Delbonis,7,9.308,6.493,5,4.230,5.411,LOW,LOW,117.952,135.238,10.672,4.850,0.615247,0.616322,0,0.07900910,0.99795693,0.99877366,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,109,0.05504600,0.04587200,109,0.05504600,0.04587200,109,0.05504600,0.04587200,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,142
ATP,2022,2022-01-17,Australian Open,R128,Hard,105643,Federico Delbonis,124079,Pedro Martinez,3,9.632,7.621,4,3.719,3.266,LOW,LOW,123.575,135.145,10.534,4.067,0.616322,0.615247,0,0.07606381,1.04161819,1.02476700,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,227,0.06167400,0.02643200,227,0.06167400,0.02643200,227,0.06167400,0.02643200,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,144
ATP,2022,2022-01-17,Australian Open,R128,Hard,106426,Cristian Garin,105487,Facundo Bagnis,10,9.525,5.384,7,4.216,4.038,LOW,LOW,132.587,135.337,9.722,4.303,0.606851,0.616820,0,0.06719474,1.11777236,1.06908447,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,197,0.04060900,0.03045700,197,0.04060900,0.03045700,197,0.04060900,0.03045700,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,172
ATP,2022,2022-01-17,Australian Open,R128,Hard,105487,Facundo Bagnis,106426,Cristian Garin,26,11.235,10.976,4,3.233,2.287,LOW,LOW,122.570,134.493,12.328,3.548,0.616820,0.606851,0,0.09010096,1.02909048,1.01735409,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,268,0.08955200,0.01865700,268,0.08955200,0.01865700,268,0.08955200,0.01865700,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,190
ATP,2022,2022-01-17,Australian Open,R128,Hard,200624,Sebastian Korda,111815,Cameron Norrie,6,12.001,11.095,5,3.983,3.983,LOW,LOW,122.237,132.398,12.999,4.314,0.635124,0.611216,0,0.09076300,1.13989315,1.08172904,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,81
ATP,2022,2022-01-17,Australian Open,R128,Hard,111815,Cameron Norrie,200624,Sebastian Korda,6,9.121,6.579,2,4.080,3.838,LOW,LOW,130.494,134.567,9.406,4.207,0.611216,0.635124,0,0.06989996,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,238,0.05042000,0.02941200,238,0.05042000,0.02941200,238,0.05042000,0.02941200,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,67
ATP,2022,2022-01-17,Australian Open,R128,Hard,144895,Corentin Moutet,106298,Lucas Pouille,5,6.522,3.722,2,3.314,2.707,LOW,LOW,121.822,134.887,7.221,3.670,0.630669,0.626011,0,0.05353577,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,360,0.03055600,0.02222200,360,0.03055600,0.02222200,360,0.03055600,0.02222200,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,122
ATP,2022,2022-01-17,Australian Open,R128,Hard,106298,Lucas Pouille,144895,Corentin Moutet,4,11.807,11.095,4,3.983,3.983,LOW,LOW,122.237,135.328,13.072,4.410,0.626011,0.630669,0,0.09076300,1.10934410,1.06424046,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,114
ATP,2022,2022-01-17,Australian Open,R128,Hard,134868,Tallon Griekspoor,104926,Fabio Fognini,11,9.550,6.875,1,3.266,1.528,LOW,LOW,126.804,134.818,10.154,3.473,0.630436,0.624910,0,0.07513629,1.00392168,1.00235117,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,166,0.05421700,0.01204800,166,0.05421700,0.01204800,166,0.05421700,0.01204800,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,79
ATP,2022,2022-01-17,Australian Open,R128,Hard,104926,Fabio Fognini,134868,Tallon Griekspoor,3,10.839,9.492,4,4.859,6.328,LOW,LOW,127.346,135.341,11.519,5.164,0.624910,0.630436,0,0.08394484,1.02332361,1.01392959,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,161,0.07453400,0.04968900,161,0.07453400,0.04968900,161,0.07453400,0.04968900,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,84
ATP,2022,2022-01-17,Australian Open,R128,Hard,105807,Pablo Carreno Busta,144869,Tomas Martin Etcheverry,8,9.182,8.203,2,3.599,3.454,LOW,LOW,113.982,132.644,10.686,4.188,0.638646,0.616155,0,0.08055912,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,264,0.07197000,0.03030300,264,0.07197000,0.03030300,264,0.07197000,0.03030300,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,89
ATP,2022,2022-01-17,Australian Open,R128,Hard,144869,Tomas Martin Etcheverry,105807,Pablo Carreno Busta,12,11.027,11.095,3,3.983,3.983,LOW,LOW,122.237,134.747,12.155,4.391,0.616155,0.638646,0,0.09076300,0.98985849,0.99390269,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,84
ATP,2022,2022-01-17,Australian Open,R128,Hard,207989,Carlos Alcaraz,126214,Alejandro Tabilo,12,11.335,11.095,3,3.983,3.983,LOW,LOW,122.237,135.313,12.548,4.409,0.620386,0.624287,0,0.09076300,1.03638458,1.02167453,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,68
ATP,2022,2022-01-17,Australian Open,R128,Hard,126214,Alejandro Tabilo,207989,Carlos Alcaraz,2,12.201,13.177,3,4.293,4.706,LOW,LOW,121.888,134.957,13.509,4.753,0.624287,0.620386,0,0.10009830,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,259,0.10810800,0.03861000,259,0.10810800,0.03861000,259,0.10810800,0.03861000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,103
ATP,2022,2022-01-17,Australian Open,R128,Hard,105583,Dusan Lajovic,105916,Marton Fucsovics,9,7.874,5.694,2,3.368,2.657,LOW,LOW,124.894,135.142,8.520,3.645,0.608235,0.623600,0,0.06380304,0.98033601,0.98815478,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,329,0.04559300,0.02127700,329,0.04559300,0.02127700,329,0.04559300,0.02127700,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,133
ATP,2022,2022-01-17,Australian Open,R128,Hard,105916,Marton Fucsovics,105583,Dusan Lajovic,10,8.426,4.049,8,5.008,6.749,LOW,LOW,124.183,133.809,9.079,5.396,0.623600,0.608235,0,0.06442191,1.09028368,1.05323118,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,184,0.03260900,0.05434800,184,0.03260900,0.05434800,184,0.03260900,0.05434800,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,155
ATP,2022,2022-01-17,Australian Open,R128,Hard,111578,Stefan Kozlov,106210,Jiri Vesely,5,11.943,11.095,7,3.983,3.983,LOW,LOW,122.237,134.814,13.171,4.393,0.642054,0.636445,0,0.09076300,1.13059937,1.07642864,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,96
ATP,2022,2022-01-17,Australian Open,R128,Hard,106210,Jiri Vesely,111578,Stefan Kozlov,3,15.261,21.051,4,4.310,5.081,LOW,LOW,120.498,135.380,17.146,4.843,0.636445,0.642054,0,0.12665321,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,166,0.17469900,0.04216900,166,0.17469900,0.04216900,166,0.17469900,0.04216900,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,98
ATP,2022,2022-01-17,Australian Open,R128,Hard,126610,Matteo Berrettini,206909,Brandon Nakashima,21,14.580,15.929,2,3.238,2.124,LOW,LOW,123.181,135.608,16.050,3.565,0.651683,0.660901,0,0.11045139,1.12215957,1.07160016,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,232,0.12931000,0.01724100,232,0.12931000,0.01724100,232,0.12931000,0.01724100,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,129
ATP,2022,2022-01-17,Australian Open,R128,Hard,206909,Brandon Nakashima,126610,Matteo Berrettini,12,13.002,12.989,2,2.642,0.565,LOW,LOW,122.552,134.589,14.279,2.901,0.660901,0.651683,0,0.09828647,1.13580038,1.07939700,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,217,0.10599100,0.00460800,217,0.10599100,0.00460800,217,0.10599100,0.00460800,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,117
ATP,2022,2022-01-17,Australian Open,R128,Hard,100644,Alexander Zverev,127157,Daniel Altmaier,14,11.127,10.086,6,3.475,2.802,LOW,LOW,119.914,130.138,12.075,3.771,0.655237,0.620683,0,0.08750018,1.10276950,1.06045159,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,214,0.08411200,0.02336400,214,0.08411200,0.02336400,214,0.08411200,0.02336400,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,91
ATP,2022,2022-01-17,Australian Open,R128,Hard,127157,Daniel Altmaier,100644,Alexander Zverev,1,12.361,12.895,3,3.702,3.034,LOW,LOW,123.640,133.536,13.350,3.999,0.620683,0.655237,0,0.09648840,1.06095447,1.03613906,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,163,0.10429400,0.02454000,163,0.10429400,0.02454000,163,0.10429400,0.02454000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,127
ATP,2022,2022-01-17,Australian Open,R128,Hard,105357,John Millman,103852,Feliciano Lopez,6,7.690,1.065,0,3.788,3.196,LOW,LOW,122.500,134.464,8.441,4.157,0.608793,0.633562,0,0.06277640,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,115,0.00869600,0.02608700,115,0.00869600,0.02608700,115,0.00869600,0.02608700,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,121
ATP,2022,2022-01-17,Australian Open,R128,Hard,103852,Feliciano Lopez,105357,John Millman,26,11.963,11.095,5,3.983,3.983,LOW,LOW,122.237,132.250,12.942,4.310,0.633562,0.608793,0,0.09076300,1.13375470,1.07823012,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,132
ATP,2022,2022-01-17,Australian Open,R128,Hard,105430,Radu Albot,106415,Yoshihito Nishioka,7,11.525,11.095,5,3.983,3.983,LOW,LOW,122.237,132.965,12.536,4.333,0.629718,0.608935,0,0.09076300,1.06548312,1.03879044,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,103
ATP,2022,2022-01-17,Australian Open,R128,Hard,106415,Yoshihito Nishioka,105430,Radu Albot,3,10.215,8.457,2,4.228,4.699,LOW,LOW,124.042,134.806,11.101,4.595,0.608935,0.629718,0,0.08234825,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,132,0.06818200,0.03787900,132,0.06818200,0.03787900,132,0.06818200,0.03787900,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,109
ATP,2022,2022-01-17,Australian Open,R128,Hard,126846,Aleksandar Vukic,144750,Lloyd Harris,11,14.925,17.054,1,2.811,1.586,LOW,LOW,120.566,135.143,16.729,3.151,0.644804,0.643491,0,0.12004328,1.05255817,1.03121130,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,304,0.14144700,0.01315800,304,0.14144700,0.01315800,304,0.14144700,0.01315800,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,142
ATP,2022,2022-01-17,Australian Open,R128,Hard,144750,Lloyd Harris,126846,Aleksandar Vukic,14,16.554,25.441,2,3.781,3.816,LOW,LOW,115.755,135.280,19.347,4.419,0.643491,0.644804,0,0.12824612,1.19916068,1.11513239,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,91,0.21978000,0.03296700,91,0.21978000,0.03296700,91,0.21978000,0.03296700,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,134
ATP,2022,2022-01-17,Australian Open,R128,Hard,124187,Reilly Opelka,104731,Kevin Anderson,23,22.090,28.379,0,4.569,5.228,LOW,LOW,120.613,131.955,24.167,4.998,0.659656,0.633452,0,0.17638591,1.06469772,1.03833094,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,323,0.23529400,0.04334400,323,0.23529400,0.04334400,323,0.23529400,0.04334400,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,76
ATP,2022,2022-01-17,Australian Open,R128,Hard,104731,Kevin Anderson,124187,Reilly Opelka,11,13.833,15.591,3,4.314,5.197,LOW,LOW,126.458,134.681,14.732,4.595,0.633452,0.659656,0,0.09880550,1.18480967,1.10710587,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,73,0.12328800,0.04109600,73,0.12328800,0.04109600,73,0.12328800,0.04109600,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,83
ATP,2022,2022-01-17,Australian Open,R128,Hard,136440,Dominik Koepfer,126535,Carlos Taberner,7,9.257,2.271,5,3.695,2.271,LOW,LOW,120.350,135.324,10.409,4.155,0.620921,0.625613,0,0.07691806,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,53,0.01886800,0.01886800,53,0.01886800,0.01886800,53,0.01886800,0.01886800,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,88
ATP,2022,2022-01-17,Australian Open,R128,Hard,126535,Carlos Taberner,136440,Dominik Koepfer,3,11.472,11.095,6,3.983,3.983,LOW,LOW,122.237,134.894,12.660,4.396,0.625613,0.620921,0,0.09076300,1.05732870,1.03401303,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,101
ATP,2022,2022-01-17,Australian Open,R128,Hard,126952,Soon Woo Kwon,208029,Holger Rune,15,9.870,8.435,10,4.058,4.017,LOW,LOW,125.724,134.983,10.597,4.357,0.616938,0.635933,0,0.07692069,1.03462306,1.02063226,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,313,0.06709300,0.03194900,313,0.06709300,0.03194900,313,0.06709300,0.03194900,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,146
ATP,2022,2022-01-17,Australian Open,R128,Hard,208029,Holger Rune,126952,Soon Woo Kwon,12,10.193,5.611,8,4.477,7.481,LOW,LOW,119.697,133.215,11.344,4.983,0.635933,0.616938,0,0.08094953,1.08801800,1.05191742,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,64,0.04687500,0.06250000,64,0.04687500,0.06250000,64,0.04687500,0.06250000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,134
ATP,2022,2022-01-17,Australian Open,R128,Hard,133430,Denis Shapovalov,111513,Laslo Djere,13,12.869,12.643,5,5.540,6.863,LOW,LOW,127.155,134.930,13.656,5.879,0.650945,0.646238,0,0.09607712,1.09052590,1.05337157,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,352,0.09943200,0.05397700,352,0.09943200,0.05397700,352,0.09943200,0.05397700,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,126
ATP,2022,2022-01-17,Australian Open,R128,Hard,111513,Laslo Djere,133430,Denis Shapovalov,6,13.931,15.903,4,3.639,3.181,LOW,LOW,119.589,135.431,15.776,4.121,0.646238,0.650945,0,0.11011009,1.09841220,1.05793554,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,188,0.13297900,0.02659600,188,0.13297900,0.02659600,188,0.13297900,0.02659600,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,149
ATP,2022,2022-01-17,Australian Open,R128,Hard,128034,Hubert Hurkacz,106078,Egor Gerasimov,16,19.445,24.031,2,3.289,2.530,LOW,LOW,121.000,129.941,20.881,3.532,0.659595,0.624234,0,0.15154381,1.10270051,1.06041178,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,287,0.19860600,0.02090600,287,0.19860600,0.02090600,287,0.19860600,0.02090600,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,152
ATP,2022,2022-01-17,Australian Open,R128,Hard,106078,Egor Gerasimov,128034,Hubert Hurkacz,5,8.425,7.141,5,4.631,5.554,LOW,LOW,117.040,133.490,9.609,5.282,0.624234,0.659595,0,0.07379724,0.95943705,0.97546096,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,295,0.06101700,0.04745800,295,0.06101700,0.04745800,295,0.06101700,0.04745800,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,137
ATP,2022,2022-01-17,Australian Open,R128,Hard,105173,Adrian Mannarino,105902,James Duckworth,18,8.295,1.888,3,4.225,4.721,LOW,LOW,123.681,135.319,9.075,4.623,0.623569,0.627723,0,0.06276370,1.11686934,1.06856617,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,131,0.01526700,0.03816800,131,0.01526700,0.03816800,131,0.01526700,0.03816800,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,129
ATP,2022,2022-01-17,Australian Open,R128,Hard,105902,James Duckworth,105173,Adrian Mannarino,14,12.827,11.678,6,3.923,3.114,LOW,LOW,133.126,134.930,13.001,3.976,0.627723,0.623569,0,0.08943926,1.13209248,1.07728136,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,171,0.08771900,0.02339200,171,0.08771900,0.02339200,171,0.08771900,0.02339200,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,137
ATP,2022,2022-01-17,Australian Open,R128,Hard,111456,Mackenzie Mcdonald,110748,Nikola Milojevic,7,12.108,13.628,3,3.365,2.478,LOW,LOW,118.938,135.273,13.771,3.827,0.626190,0.628706,0,0.10180403,1.00000000,1.00000000,0.09076300,0.03258600,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,192,0.11458300,0.02083300,192,0.11458300,0.02083300,192,0.11458300,0.02083300,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,109
