tour,year,date,tournament,round,surface,player_id,player,opponent_id,opponent,actual_aces,projected_aces,naive_aces,actual_dfs,projected_dfs,naive_dfs,ace_confidence,df_confidence,expected_service_points,candidate_expected_service_points,candidate_projected_aces,candidate_projected_dfs,player_service_point_win,opponent_service_point_win,same_tournament_matches,ace_rate_pre_opponent,opponent_return_ratio,opponent_return_factor,prior_ace_rate,prior_df_rate,ace_environment_factor,df_environment_factor,same_tournament_ace_rate,same_tournament_df_rate,same_tournament_ace_weight,same_tournament_df_weight,l12m_svpt,l12m_ace_rate,l12m_df_rate,l24m_svpt,l24m_ace_rate,l24m_df_rate,career_4y_svpt,career_4y_ace_rate,career_4y_df_rate,notes,actual_service_points
ATP,2023,2023-08-28,US Open,R64,Hard,206681,Fabian Marozsan,105173,Adrian Mannarino,10,10.476,9.907,4,4.711,4.166,LOW,LOW,116.817,134.594,12.070,5.428,0.633544,0.625548,0,0.08360668,1.12396374,1.07263356,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;TOURNAMENT_DEBUT,110
ATP,2023,2023-08-28,US Open,R64,Hard,126207,Frances Tiafoe,124116,Sebastian Ofner,5,13.030,14.124,1,4.054,3.488,MED,HIGH,120.000,135.369,14.699,4.573,0.628417,0.635779,0,0.11163190,0.95495601,0.97272487,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3509,0.11769700,0.02906800,5116,0.11219700,0.02971100,5116,0.11219700,0.02971100,NO_OPP_DATA,71
ATP,2023,2023-08-28,US Open,R64,Hard,124116,Sebastian Ofner,126207,Frances Tiafoe,5,10.270,8.023,3,5.443,8.023,LOW,LOW,115.529,134.655,11.971,6.345,0.635779,0.628417,0,0.07989958,1.19467369,1.11262696,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,72,0.06944400,0.06944400,72,0.06944400,0.06944400,72,0.06944400,0.06944400,LOW_SAMPLE;TOURNAMENT_DEBUT,68
ATP,2023,2023-08-28,US Open,R64,Hard,126205,Tommy Paul,126128,Roman Safiullin,10,8.591,7.976,5,3.867,3.318,MED,HIGH,118.044,132.141,9.617,4.329,0.644900,0.619828,0,0.06583631,1.18182963,1.10543427,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3700,0.06756800,0.02810800,5939,0.06465700,0.02879300,5939,0.06465700,0.02879300,,130
ATP,2023,2023-08-28,US Open,R64,Hard,126128,Roman Safiullin,126205,Tommy Paul,8,10.358,10.290,5,6.799,7.451,MED,MED,121.232,134.550,11.496,7.545,0.619828,0.644900,0,0.08460235,1.01649719,1.00986591,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1025,0.08487800,0.06146300,1891,0.08672700,0.04706500,1891,0.08672700,0.04706500,TOURNAMENT_DEBUT,129
ATP,2023,2023-08-28,US Open,R64,Hard,200221,Alejandro Davidovich Fokina,207678,Juan Manuel Cerundolo,7,5.919,5.814,1,4.077,3.695,MED,HIGH,122.491,134.068,6.479,4.462,0.621564,0.608121,0,0.04765952,1.02341419,1.01398343,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2718,0.04746100,0.03016900,3914,0.04445600,0.02759300,3914,0.04445600,0.02759300,,68
ATP,2023,2023-08-28,US Open,R64,Hard,207678,Juan Manuel Cerundolo,200221,Alejandro Davidovich Fokina,1,6.322,6.005,2,7.035,9.537,MED,MED,123.273,135.226,6.935,7.717,0.608121,0.621564,0,0.04961817,1.05665276,1.03361636,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,349,0.04871100,0.07736400,845,0.03076900,0.04970400,845,0.03076900,0.04970400,TOURNAMENT_DEBUT,87
ATP,2023,2023-08-28,US Open,R64,Hard,210097,Ben Shelton,106233,Dominic Thiem,7,13.119,13.203,2,5.974,5.321,MED,MED,115.741,135.268,15.333,6.981,0.656472,0.655430,0,0.10913276,1.06524434,1.03865076,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1762,0.11407500,0.04597000,2109,0.11332400,0.04883800,2109,0.11332400,0.04883800,,42
ATP,2023,2023-08-28,US Open,R64,Hard,106233,Dominic Thiem,210097,Ben Shelton,2,8.791,7.394,2,3.792,3.040,MED,MED,117.895,135.381,10.095,4.355,0.655430,0.656472,0,0.06563381,1.23707143,1.13615312,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1435,0.06271800,0.02578400,1640,0.06524400,0.02804900,1640,0.06524400,0.02804900,,46
ATP,2023,2023-08-28,US Open,R64,Hard,106234,Aslan Karatsev,106148,Roberto Carballes Baena,10,9.832,9.847,14,8.156,8.259,MED,MED,124.919,134.961,10.622,8.811,0.620618,0.616604,0,0.07321985,1.12794458,1.07491137,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1573,0.07883000,0.06611600,3342,0.07001800,0.05775000,3342,0.07001800,0.05775000,,134
ATP,2023,2023-08-28,US Open,R64,Hard,106148,Roberto Carballes Baena,106234,Aslan Karatsev,1,5.405,4.284,1,4.506,4.150,MED,MED,119.413,135.318,6.125,5.106,0.616604,0.620618,0,0.04313025,1.08391130,1.04953336,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,892,0.03587400,0.03475300,1297,0.03469500,0.03084000,1297,0.03469500,0.03084000,,119
ATP,2023,2023-08-28,US Open,R64,Hard,208502,Dominic Stricker,126774,Stefanos Tsitsipas,11,15.033,14.861,6,3.629,2.611,MED,MED,120.093,135.697,16.987,4.101,0.661158,0.666889,0,0.11158997,1.21110553,1.12178388,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,598,0.12374600,0.02173900,598,0.12374600,0.02173900,598,0.12374600,0.02173900,TOURNAMENT_DEBUT,182
ATP,2023,2023-08-28,US Open,R64,Hard,126774,Stefanos Tsitsipas,208502,Dominic Stricker,22,12.370,11.933,6,3.107,2.532,MED,HIGH,114.022,135.040,14.650,3.680,0.666889,0.661158,0,0.10119839,1.12286152,1.07200231,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3287,0.10465500,0.02220900,5682,0.10278100,0.02393500,5682,0.10278100,0.02393500,,186
ATP,2023,2023-08-28,US Open,R64,Hard,126127,Benjamin Bonzi,111153,Christopher Eubanks,19,11.544,9.769,3,4.141,3.663,MED,MED,118.620,134.318,13.071,4.689,0.662534,0.650874,0,0.08213591,1.32666526,1.18483211,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2040,0.08235300,0.03088200,3616,0.08379400,0.02986700,3616,0.08379400,0.02986700,,121
ATP,2023,2023-08-28,US Open,R64,Hard,111153,Christopher Eubanks,126127,Benjamin Bonzi,15,16.000,15.619,7,4.680,4.144,MED,MED,118.830,135.609,18.260,5.341,0.650874,0.662534,0,0.12472357,1.13611467,1.07957620,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1864,0.13143800,0.03487100,2289,0.13062500,0.03451300,2289,0.13062500,0.03451300,,133
ATP,2023,2023-08-28,US Open,R64,Hard,210150,Jakub Mensik,208169,Titouan Droguet,9,9.767,9.907,3,4.711,4.166,LOW,LOW,116.817,135.184,11.302,5.452,0.620893,0.620893,0,0.08360668,1.00000000,1.00000000,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,107
ATP,2023,2023-08-28,US Open,R64,Hard,208169,Titouan Droguet,210150,Jakub Mensik,12,9.767,9.907,4,4.711,4.166,LOW,LOW,116.817,135.184,11.302,5.452,0.620893,0.620893,0,0.08360668,1.00000000,1.00000000,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;NO_OPP_DATA;TOURNAMENT_DEBUT,136
ATP,2023,2023-08-28,US Open,R64,Hard,126203,Taylor Fritz,122669,Juan Pablo Varillas,10,15.922,14.406,3,3.783,3.119,MED,HIGH,115.524,126.767,17.472,4.151,0.663565,0.616109,0,0.12259045,1.21559407,1.12427653,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,4186,0.12470100,0.02699500,6554,0.12709800,0.02975300,6554,0.12709800,0.02975300,NO_OPP_DATA,79
ATP,2023,2023-08-28,US Open,R64,Hard,122669,Juan Pablo Varillas,126203,Taylor Fritz,1,10.797,9.934,2,3.297,1.419,LOW,LOW,126.660,131.388,11.200,3.420,0.616109,0.663565,0,0.07973025,1.11795181,1.06918745,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,357,0.07843100,0.01120400,357,0.07843100,0.01120400,357,0.07843100,0.01120400,LOW_SAMPLE;TOURNAMENT_DEBUT,59
ATP,2023,2023-08-28,US Open,R64,Hard,127339,Borna Gojo,111456,Mackenzie Mcdonald,13,14.785,17.030,2,5.124,3.606,MED,MED,121.616,135.379,16.458,5.704,0.628963,0.636575,0,0.12048520,1.01505263,1.00900458,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,607,0.14003300,0.02965400,833,0.12845100,0.04561800,833,0.12845100,0.04561800,TOURNAMENT_DEBUT,84
ATP,2023,2023-08-28,US Open,R64,Hard,111456,Mackenzie Mcdonald,127339,Borna Gojo,5,9.456,9.198,2,4.079,3.723,MED,HIGH,116.505,134.637,10.928,4.714,0.636575,0.628963,0,0.07527112,1.13393995,1.07833583,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3192,0.07894700,0.03195500,4958,0.07341700,0.02944700,4958,0.07341700,0.02944700,,93
ATP,2023,2023-08-28,US Open,R64,Hard,106210,Jiri Vesely,202103,Francisco Cerundolo,13,14.763,16.380,11,6.982,13.402,MED,MED,116.146,135.245,17.190,8.130,0.633215,0.634751,0,0.12238211,1.06515041,1.03859580,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,78,0.14102600,0.11538500,902,0.14412400,0.06097600,902,0.14412400,0.06097600,,156
ATP,2023,2023-08-28,US Open,R64,Hard,202103,Francisco Cerundolo,106210,Jiri Vesely,16,5.893,4.700,10,5.409,4.635,MED,MED,117.246,135.096,6.790,6.232,0.634751,0.633215,0,0.04479982,1.21126707,1.12187365,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1796,0.04008900,0.03953200,2435,0.04230000,0.04353200,2435,0.04230000,0.04353200,,173
ATP,2023,2023-08-28,US Open,R64,Hard,111513,Laslo Djere,200384,Hugo Gaston,8,11.874,11.254,0,6.016,5.709,MED,MED,124.448,134.111,12.796,6.484,0.626829,0.614013,0,0.08940048,1.11453231,1.06722403,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1526,0.09043300,0.04587200,2752,0.09193300,0.04251500,2752,0.09193300,0.04251500,,64
ATP,2023,2023-08-28,US Open,R64,Hard,200384,Hugo Gaston,111513,Laslo Djere,1,6.955,3.044,4,5.201,6.087,MED,MED,124.794,135.262,7.539,5.638,0.614013,0.626829,0,0.04920867,1.23061851,1.13259350,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,164,0.02439000,0.04878000,1046,0.03824100,0.03537300,1046,0.03824100,0.03537300,,84
ATP,2023,2023-08-28,US Open,R64,Hard,104925,Novak Djokovic,126523,Bernabe Zapata Miralles,5,10.885,10.117,0,4.351,3.794,MED,HIGH,110.836,106.947,10.503,4.198,0.681782,0.576626,0,0.08983151,1.16023209,1.09326872,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2717,0.09127700,0.03422900,2912,0.09203300,0.03502700,2912,0.09203300,0.03502700,TOURNAMENT_DEBUT,72
ATP,2023,2023-08-28,US Open,R64,Hard,126523,Bernabe Zapata Miralles,104925,Novak Djokovic,2,4.441,3.021,2,4.907,4.315,MED,MED,121.265,115.329,4.224,4.667,0.576626,0.681782,0,0.03693478,0.98595127,0.99154692,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,843,0.02491100,0.03558700,1026,0.02729000,0.03606200,1026,0.02729000,0.03606200,,80
ATP,2023,2023-08-28,US Open,R32,Hard,207989,Carlos Alcaraz,105554,Daniel Evans,6,6.021,5.549,4,4.473,3.909,MED,HIGH,117.157,132.827,6.826,5.071,0.641505,0.620206,0,0.05029481,1.03651117,1.02174940,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2787,0.04736300,0.03336900,4178,0.05002400,0.03374800,4178,0.05002400,0.03374800,,106
ATP,2023,2023-08-28,US Open,R32,Hard,105554,Daniel Evans,207989,Carlos Alcaraz,8,6.889,6.940,5,4.596,3.953,MED,HIGH,114.856,134.862,8.089,5.396,0.620206,0.641505,0,0.06238761,0.93642692,0.96135621,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2615,0.06042100,0.03441700,4241,0.06295700,0.03607600,4241,0.06295700,0.03607600,,132
ATP,2023,2023-08-28,US Open,R32,Hard,208286,Matteo Arnaldi,111815,Cameron Norrie,5,9.889,9.462,1,5.653,5.407,LOW,LOW,124.354,134.759,10.716,6.126,0.623390,0.646561,0,0.07780791,1.03699592,1.02203608,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,460,0.07608700,0.04347800,460,0.07608700,0.04347800,460,0.07608700,0.04347800,LOW_SAMPLE;TOURNAMENT_DEBUT,92
ATP,2023,2023-08-28,US Open,R32,Hard,111815,Cameron Norrie,208286,Matteo Arnaldi,3,8.250,8.422,3,3.768,3.195,MED,MED,116.309,132.493,9.398,4.292,0.646561,0.623390,0,0.06593195,1.12964715,1.07588459,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2403,0.07240900,0.02746600,4808,0.06156400,0.02828600,4808,0.06156400,0.02828600,,77
ATP,2023,2023-08-28,US Open,R32,Hard,100644,Alexander Zverev,105777,Grigor Dimitrov,15,13.184,12.387,1,5.476,4.716,MED,MED,115.379,135.078,15.435,6.411,0.657362,0.653621,0,0.10676668,1.11978742,1.07024042,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1835,0.10735700,0.04087200,3020,0.11291400,0.04437100,3020,0.11291400,0.04437100,TOURNAMENT_DEBUT,122
ATP,2023,2023-08-28,US Open,R32,Hard,105777,Grigor Dimitrov,100644,Alexander Zverev,7,12.364,13.518,7,5.211,4.414,MED,MED,114.050,135.489,14.688,6.191,0.653621,0.657362,0,0.10166091,1.11303832,1.06636546,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2067,0.11852900,0.03870300,3565,0.09453000,0.04263700,3565,0.09453000,0.04263700,,134
ATP,2023,2023-08-28,US Open,R32,Hard,206173,Jannik Sinner,104527,Stan Wawrinka,12,10.272,9.628,5,4.201,3.936,MED,HIGH,114.593,130.078,11.660,4.769,0.654156,0.619440,0,0.08334379,1.12904947,1.07554301,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3261,0.08402300,0.03434500,5098,0.08493500,0.03040400,5098,0.08493500,0.03040400,,124
ATP,2023,2023-08-28,US Open,R32,Hard,104527,Stan Wawrinka,206173,Jannik Sinner,8,11.367,11.933,4,2.887,2.278,MED,MED,116.618,133.463,13.009,3.304,0.619440,0.654156,0,0.09925140,0.97035945,0.98210876,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2150,0.10232600,0.01953500,2329,0.10219000,0.02018000,2329,0.10219000,0.02018000,,107
ATP,2023,2023-08-28,US Open,R32,Hard,106421,Daniil Medvedev,202104,Sebastian Baez,12,13.750,13.123,7,6.197,5.400,MED,HIGH,117.741,124.959,14.593,6.576,0.652180,0.598677,0,0.11061364,1.09468575,1.05578061,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3903,0.11145300,0.04586200,6351,0.11494300,0.04833900,6351,0.11494300,0.04833900,,120
ATP,2023,2023-08-28,US Open,R32,Hard,202104,Sebastian Baez,106421,Daniil Medvedev,0,4.109,3.431,3,3.116,2.220,MED,MED,120.677,129.675,4.415,3.348,0.598677,0.652180,0,0.03502384,0.95397144,0.97212301,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1196,0.02842800,0.01839500,1971,0.02841200,0.02130900,1971,0.02841200,0.02130900,,86
ATP,2023,2023-08-28,US Open,R32,Hard,200282,Alex De Minaur,111797,Nicolas Jarry,2,6.453,5.188,4,4.804,4.553,MED,HIGH,119.073,133.640,7.242,5.392,0.650381,0.634289,0,0.04657048,1.28729360,1.16360765,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3374,0.04356800,0.03823400,5404,0.04663200,0.03367900,5404,0.04663200,0.03367900,,69
ATP,2023,2023-08-28,US Open,R32,Hard,111797,Nicolas Jarry,200282,Alex De Minaur,4,11.003,11.929,3,3.948,3.265,MED,MED,115.399,135.290,12.899,4.629,0.634289,0.650381,0,0.09834198,0.94972034,0.96952150,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,919,0.10337300,0.02829200,919,0.10337300,0.02829200,919,0.10337300,0.02829200,,71
ATP,2023,2023-08-28,US Open,R32,Hard,207733,Jack Draper,111581,Michael Mmoh,13,14.050,15.177,5,5.384,4.708,MED,MED,118.464,134.575,15.960,6.117,0.630044,0.621664,0,0.11827734,1.00453425,1.00271809,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1686,0.12811400,0.03973900,2380,0.12016800,0.04201700,2380,0.12016800,0.04201700,,111
ATP,2023,2023-08-28,US Open,R32,Hard,111581,Michael Mmoh,207733,Jack Draper,10,9.851,9.092,7,6.403,5.869,MED,MED,123.488,135.359,10.798,7.018,0.621664,0.630044,0,0.07487568,1.11136317,1.06540223,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1494,0.07362800,0.04752300,1581,0.07590100,0.04870300,1581,0.07590100,0.04870300,TOURNAMENT_DEBUT,115
ATP,2023,2023-08-28,US Open,R32,Hard,126094,Andrey Rublev,126239,Arthur Rinderknech,10,14.243,12.422,4,3.452,2.879,MED,HIGH,115.381,133.001,16.418,3.979,0.667010,0.646226,0,0.10771096,1.25512245,1.14607136,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3446,0.10766100,0.02495600,5536,0.11271700,0.02637300,5536,0.11271700,0.02637300,,103
ATP,2023,2023-08-28,US Open,R32,Hard,126239,Arthur Rinderknech,126094,Andrey Rublev,16,14.145,13.015,5,3.511,3.238,MED,MED,118.071,135.285,16.208,4.023,0.646226,0.667010,0,0.11316339,1.09970325,1.05868146,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1896,0.11023200,0.02742600,3373,0.12244300,0.02342100,3373,0.12244300,0.02342100,,120
ATP,2023,2023-08-28,US Open,R32,Hard,208014,Rinky Hijikata,111190,Zhizhen Zhang,13,7.512,5.729,5,5.842,5.428,MED,MED,125.888,134.408,8.021,6.238,0.619289,0.645925,0,0.05390998,1.18453787,1.10695348,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,835,0.04550900,0.04311400,978,0.04908000,0.04294500,978,0.04908000,0.04294500,,120
ATP,2023,2023-08-28,US Open,R32,Hard,111190,Zhizhen Zhang,208014,Rinky Hijikata,10,9.149,8.773,3,3.209,2.443,MED,MED,113.490,131.848,10.630,3.728,0.645925,0.619289,0,0.07752397,1.06743279,1.03993052,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1022,0.07729900,0.02152600,1022,0.07729900,0.02152600,1022,0.07729900,0.02152600,,133
ATP,2023,2023-08-28,US Open,R32,Hard,126207,Frances Tiafoe,105173,Adrian Mannarino,15,14.369,14.124,1,4.054,3.488,MED,HIGH,120.000,135.340,16.206,4.572,0.642951,0.645627,0,0.11163190,1.12396374,1.07263356,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3509,0.11769700,0.02906800,5116,0.11219700,0.02971100,5116,0.11219700,0.02971100,,116
ATP,2023,2023-08-28,US Open,R32,Hard,105173,Adrian Mannarino,126207,Frances Tiafoe,12,9.181,7.716,2,3.446,2.940,MED,HIGH,116.389,135.059,10.654,3.999,0.645627,0.642951,0,0.07089689,1.19467369,1.11262696,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2534,0.06629800,0.02525700,4820,0.07427400,0.02531100,4820,0.07427400,0.02531100,,129
ATP,2023,2023-08-28,US Open,R32,Hard,126205,Tommy Paul,200221,Alejandro Davidovich Fokina,15,8.033,7.976,3,3.867,3.318,MED,HIGH,118.044,133.455,9.082,4.372,0.632936,0.615351,0,0.06583631,1.05665276,1.03361636,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,3700,0.06756800,0.02810800,5939,0.06465700,0.02879300,5939,0.06465700,0.02879300,,110
ATP,2023,2023-08-28,US Open,R32,Hard,200221,Alejandro Davidovich Fokina,126205,Tommy Paul,3,5.895,5.814,6,4.077,3.695,MED,HIGH,122.491,135.072,6.501,4.495,0.615351,0.632936,0,0.04765952,1.01649719,1.00986591,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2718,0.04746100,0.03016900,3914,0.04445600,0.02759300,3914,0.04445600,0.02759300,,88
ATP,2023,2023-08-28,US Open,R32,Hard,210097,Ben Shelton,106234,Aslan Karatsev,26,13.257,13.203,4,5.974,5.321,MED,MED,115.741,134.270,15.379,6.930,0.657972,0.646271,0,0.10913276,1.08391130,1.04953336,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1762,0.11407500,0.04597000,2109,0.11332400,0.04883800,2109,0.11332400,0.04883800,,85
ATP,2023,2023-08-28,US Open,R32,Hard,106234,Aslan Karatsev,210097,Ben Shelton,2,10.392,9.847,15,8.156,8.259,MED,MED,124.919,135.536,11.275,8.849,0.646271,0.657972,0,0.07321985,1.23707143,1.13615312,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1573,0.07883000,0.06611600,3342,0.07001800,0.05775000,3342,0.07001800,0.05775000,,106
ATP,2023,2023-08-28,US Open,R32,Hard,208502,Dominic Stricker,126127,Benjamin Bonzi,14,14.468,14.861,3,3.629,2.611,MED,MED,120.093,134.242,16.172,4.057,0.652488,0.640949,0,0.11158997,1.13611467,1.07957620,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,598,0.12374600,0.02173900,598,0.12374600,0.02173900,598,0.12374600,0.02173900,TOURNAMENT_DEBUT,161
ATP,2023,2023-08-28,US Open,R32,Hard,126127,Benjamin Bonzi,208502,Dominic Stricker,10,10.445,9.769,4,4.141,3.663,MED,MED,118.620,135.455,11.927,4.729,0.640949,0.652488,0,0.08213591,1.12286152,1.07200231,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2040,0.08235300,0.03088200,3616,0.08379400,0.02986700,3616,0.08379400,0.02986700,,142
ATP,2023,2023-08-28,US Open,R32,Hard,126203,Taylor Fritz,210150,Jakub Mensik,10,14.162,14.406,1,3.783,3.119,MED,HIGH,115.524,134.242,16.457,4.396,0.643042,0.631743,0,0.12259045,1.00000000,1.00000000,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,4186,0.12470100,0.02699500,6554,0.12709800,0.02975300,6554,0.12709800,0.02975300,NO_OPP_DATA,58
ATP,2023,2023-08-28,US Open,R32,Hard,210150,Jakub Mensik,126203,Taylor Fritz,1,10.442,9.907,3,4.711,4.166,LOW,LOW,116.817,135.372,12.101,5.460,0.631743,0.643042,0,0.08360668,1.11795181,1.06918745,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0,0.00000000,0.00000000,LOW_SAMPLE;TOURNAMENT_DEBUT,57
ATP,2023,2023-08-28,US Open,R32,Hard,127339,Borna Gojo,106210,Jiri Vesely,12,16.439,17.030,0,5.124,3.606,MED,MED,121.616,134.189,18.138,5.654,0.652212,0.640165,0,0.12048520,1.21126707,1.12187365,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,607,0.14003300,0.02965400,833,0.12845100,0.04561800,833,0.12845100,0.04561800,TOURNAMENT_DEBUT,68
ATP,2023,2023-08-28,US Open,R32,Hard,106210,Jiri Vesely,127339,Borna Gojo,8,15.328,16.380,6,6.982,13.402,MED,MED,116.146,135.454,17.876,8.143,0.640165,0.652212,0,0.12238211,1.13393995,1.07833583,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,78,0.14102600,0.11538500,902,0.14412400,0.06097600,902,0.14412400,0.06097600,,95
ATP,2023,2023-08-28,US Open,R32,Hard,104925,Novak Djokovic,111513,Laslo Djere,12,11.277,10.117,4,4.351,3.794,MED,HIGH,110.836,115.217,11.722,4.523,0.689306,0.606279,0,0.08983151,1.23061851,1.13259350,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2717,0.09127700,0.03422900,2912,0.09203300,0.03502700,2912,0.09203300,0.03502700,TOURNAMENT_DEBUT,127
ATP,2023,2023-08-28,US Open,R32,Hard,111513,Laslo Djere,104925,Novak Djokovic,8,11.032,11.254,2,6.016,5.709,MED,MED,124.448,123.050,10.908,5.949,0.606279,0.689306,0,0.08940048,0.98595127,0.99154692,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,1526,0.09043300,0.04587200,2752,0.09193300,0.04251500,2752,0.09193300,0.04251500,,143
ATP,2023,2023-08-28,US Open,R16,Hard,207989,Carlos Alcaraz,208286,Matteo Arnaldi,2,6.340,5.549,3,4.473,3.909,MED,HIGH,117.157,129.101,6.986,4.929,0.651352,0.612571,0,0.05029481,1.12964715,1.07588459,0.08481100,0.03566300,0.98580000,1.13090000,0.00000000,0.00000000,0.00000000,0.00000000,2787,0.04736300,0.03336900,4178,0.05002400,0.03374800,4178,0.05002400,0.03374800,,74
