compared_at,captured_at,match_date,kickoff,bookmaker,competition,home_team,away_team,is_home,player_id,player_name,canonical_player_name,player_team,opponent,position,position_group,odds_decimal,implied_prob,model_p_atgs,model_fair_odds_atgs,model_lambda,team_expected_npxg,team_share,non_pen_lambda,base_non_pen_lambda,penalty_lambda,base_model_lambda,role_adjustment_factor,role_adjustment_reason,penalty_dependency_share,penalty_dependent,penalty_share,baseline_penalty_share,baseline_penalty_sample,baseline_penalty_source,career_player_penalties,career_team_penalties,career_penalty_share,penalty_evidence_share,penalty_evidence_sample,penalty_evidence_source,penalty_evidence_note,is_penalty_taker,penalty_role,penalty_share_prior,penalty_share_prior_weight,penalty_hierarchy_boost_xg,penalty_transfer,penalty_transfer_from,penalty_transfer_level,lineup_state,lineup_status,lineup_source,lineup_input,lineup_match_name,trust_tier,fixture_corruption_score,fixture_corruption_flags,minutes_estimate,usual_position,usual_position_score,usual_position_share_10,usual_position_matches_10,today_position_group,today_position_score,today_formation,position_change_score,position_upgrade,expected_minutes,recent_matches_8,recent_npxg_8,recent_np_goals_8,recent_npxg_per90_8,finishing_luck_8,last_fixture_avg_xga_3,next_opponent_xga,fixture_swing_3,attack_factor,opp_factor,ev,edge_pct,method,resolver_source,historical_minutes,signal_confidence,legacy_public_action,public_action,public_policy_reason,recommended_stake_units,recommended_stake_band,recommended_stake_label,shadow_action,confidence_reason,team_lineup_status,source,notes
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,13283,Raphael Le Guen,Raphael Le Guen,Brest,Toulouse FC,DC,DC,11.0,0.090909,0.053436,18.7141,0.0549,1.4519,0.0378,0.0549,0.0549,0.0,0.0549,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Raphaël Le Guen,T1,0.0,,85.0,DC,1,1.0,5,DEF,1,4-2-3-1,0,0,85.0,7,0.4613,0.0,0.0913,-0.4613,1.5057,1.3265,0.881,1.0951,1.0146,-0.412207,-41.221,model,history,455.0,low,suppress,no_action,,0.0,,,no_action,history_lt_500,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,12382,Nathaniel Adjei,Nathaniel Adjei,Lorient,ESTAC Troyes,DC,DC,10.0,0.1,0.055237,18.1039,0.0568,1.3659,0.0416,0.0568,0.0568,0.0,0.0568,1.0,,0.0,0,0.0,0.0,1.72,recent_long,0.0,2.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,65.2,DC,1,1.0,9,,,,,0,65.2,8,0.5435,0.0,0.0691,-0.5435,1.7845,1.3,0.7285,1.0452,1.0,-0.447632,-44.763,model,history,2163.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,0,6895,Jordan Lefort,Jordan Lefort,Angers,AJ Auxerre,DC,DC,13.0,0.076923,0.039092,25.5804,0.0399,1.1717,0.034,0.0399,0.0399,0.0,0.0399,1.0,,0.0,0,0.0,0.0,2.35,recent_long,0.0,9.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Jordan Lefort,T1,0.0,,85.0,DC,1,1.0,10,DEF,1,4-2-3-1,0,0,85.0,8,0.1395,0.0,0.0174,-0.1395,1.3829,1.7603,1.2729,0.8366,1.25,-0.491799,-49.18,model,history,6210.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,0,10790,Branco van den Boomen,Branco van den Boomen,Angers,AJ Auxerre,DMC,DMC,7.0,0.142857,0.072562,13.7812,0.0753,1.1717,0.0222,0.026,0.0272,0.0493,0.0765,0.9563,confirmed_role_delta=-1;usual=MC;today=DMC;weight=0.87,0.6549,1,0.3533,0.3533,2.35,recent_long,1.0,3.0,0.3333,0.0,0.0,,,1,secondary,0.0,0.0,0.0192,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Branco van den Boomen,T1,0.0,,85.0,MC,3,0.7,10,DMC,2,4-2-3-1,-1,0,85.0,8,0.0304,0.0,0.0038,-0.0304,1.3829,1.7603,1.2729,0.8366,1.25,-0.492063,-49.206,model,history,1344.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter,role_adjusted",Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,14842,Thomas Jorgensen,Thomas Jorgensen,Toulouse,Stade Brest 29,AMC,AMC,6.0,0.166667,0.084311,11.8609,0.0881,1.5566,0.0566,0.0881,0.0881,0.0,0.0881,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Thomas Jørgensen,T1,0.0,,85.0,AMC,4,1.0,1,AM,4,4-2-3-1,0,0,85.0,1,0.4731,0.0,0.4731,-0.4731,1.6056,1.7,1.0588,1.139,1.2198,-0.494137,-49.414,fallback,history,90.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,14052,Pathe Mboup,Pathe Mboup,Brest,Toulouse FC,AML,AML,4.0,0.25,0.114598,8.7261,0.1217,1.4519,0.0838,0.1217,0.1217,0.0,0.1217,1.0,,0.0,0,0.0,0.0,2.41,recent_long,0.0,8.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Pathé Mboup,T1,0.0,,85.0,AML,4,1.0,1,AM,4,4-2-3-1,0,0,85.0,8,0.4392,0.0,0.2455,-0.4392,1.6498,1.3265,0.804,1.0951,1.0146,-0.541606,-54.161,model,history,1028.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,9929,Theo Le Bris,Theo Le Bris,Lorient,ESTAC Troyes,DMR,DMR,4.5,0.222222,0.088084,11.3528,0.0922,1.3659,0.0675,0.0922,0.0922,0.0,0.0922,1.0,,0.0,0,0.0,0.0,1.86,recent_long,0.0,5.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,75.2,DMR,2,1.0,9,,,,,0,75.2,8,0.5852,0.0,0.0942,-0.5852,1.4348,1.3,0.906,1.0452,1.0,-0.603622,-60.362,model,history,3413.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,1,9274,Naouirou Ahamada,Naouirou Ahamada,Auxerre,Angers SCO,DMC,DMC,5.5,0.181818,0.071502,13.9856,0.0742,1.6286,0.0456,0.0742,0.0742,0.0,0.0742,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Naouirou Ahamada,T1,0.0,,85.0,MC,3,0.75,4,AM,4,4-1-2-3,1,0,85.0,8,0.1335,0.0,0.0378,-0.1335,1.5091,1.7863,1.1837,0.997,1.25,-0.606738,-60.674,model,history,676.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,12049,Tosin Aiyegun,Tosin Aiyegun,Lorient,ESTAC Troyes,Sub,Sub,2.875,0.347826,0.126505,7.9048,0.1353,1.3659,0.0926,0.1264,0.1264,0.0088,0.1353,1.0,,0.0651,0,0.1984,0.0256,3.85,recent_long,1.0,8.0,0.125,0.0,0.0,,,1,primary,0.42,3.0,0.008,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,28.4,FW,5,1.0,2,,,,,0,28.4,8,1.4847,1.0,0.696,-0.4847,1.4865,1.3,0.8746,1.0452,1.0,-0.636297,-63.63,model,history,1968.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,14840,Ismail Diallo,Ismaïl Diallo,Toulouse,Stade Brest 29,D,D,9.0,0.111111,0.030653,32.6237,0.0311,1.5566,0.02,0.0311,0.0311,0.0,0.0311,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Ismaïl Diallo,T1,0.0,,85.0,,,0.0,0,DEF,1,4-2-3-1,,0,85.0,0,0.0,0.0,0.0,0.0,,1.7,,1.139,1.2198,-0.724127,-72.413,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,12381,Panos Katseris,Panos Katseris,Lorient,ESTAC Troyes,DMR,DMR,4.5,0.222222,0.060157,16.6231,0.062,1.3659,0.0454,0.062,0.062,0.0,0.062,1.0,,0.0,0,0.0,0.0,3.16,recent_long,0.0,5.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,52.1,DMR,2,0.8333,6,,,,,0,52.1,8,0.4498,1.0,0.0791,0.5502,1.4865,1.3,0.8746,1.0452,1.0,-0.729293,-72.929,model,history,1787.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,13794,Arsene Kouassi,Arsene Kouassi,Lorient,ESTAC Troyes,DML,DML,7.0,0.142857,0.038079,26.2614,0.0388,1.3659,0.0256,0.035,0.035,0.0038,0.0388,1.0,,0.0991,0,0.0289,0.0,3.23,recent_long,0.0,7.0,0.0,0.0,0.0,,,1,tertiary,0.06,3.0,0.0038,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,85.2,DML,2,0.9,10,,,,,0,85.2,8,0.183,0.0,0.0234,-0.183,1.7845,1.3,0.7285,1.0452,1.0,-0.733449,-73.345,model,history,2732.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,14823,Mamady Diambou,Mamady Diambou,Brest,Toulouse FC,S,S,9.0,0.111111,0.02862,34.9402,0.029,1.4519,0.02,0.029,0.029,0.0,0.029,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Mamady Diambou,T1,0.0,,85.0,,,0.0,0,DMC,2,4-2-3-1,,0,85.0,0,0.0,0.0,0.0,0.0,,1.3265,,1.0951,1.0146,-0.742417,-74.242,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,13795,Dermane Karim,Dermane Karim,Lorient,ESTAC Troyes,Sub,Sub,10.0,0.1,0.023389,42.7547,0.0237,1.3659,0.0173,0.0237,0.0237,0.0,0.0237,1.0,,0.0,0,0.0,0.0,3.4,recent_long,0.0,7.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,37.7,AMC,4,0.8,5,,,,,0,37.7,8,0.0581,0.0,0.0141,-0.0581,1.4865,1.3,0.8746,1.0452,1.0,-0.766108,-76.611,model,history,1371.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,0,5756,Carlens Arcus,Carlens Arcus,Angers,AJ Auxerre,Sub,Sub,12.0,0.083333,0.018908,52.8875,0.0191,1.1717,0.0163,0.0191,0.0191,0.0,0.0191,1.0,,0.0,0,0.0,0.0,1.88,recent_long,0.0,6.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Carlens Arcus,T1,0.0,,85.0,DR,1,0.625,8,DEF,1,4-2-3-1,0,0,85.0,8,0.0732,0.0,0.0133,-0.0732,1.6405,1.7603,1.0731,0.8366,1.25,-0.773103,-77.31,model,history,4130.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,12383,Mohamed Bamba,Mohamed Bamba,Lorient,ESTAC Troyes,Sub,Sub,2.875,0.347826,0.064982,15.3889,0.0672,1.3659,0.0412,0.0563,0.0563,0.0109,0.0672,1.0,,0.1627,0,0.2239,0.308,2.63,recent_long,2.0,5.0,0.4,0.0,0.0,,,1,secondary,0.15,3.0,0.0013,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,31.2,FW,5,1.0,2,,,,,0,31.2,8,0.2897,0.0,0.161,-0.2897,1.6412,1.3,0.7921,1.0452,1.0,-0.813177,-81.318,model,history,1827.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,13756,Santiago Hidalgo,Santiago Hidalgo,Toulouse,Stade Brest 29,AMC,AMC,3.4,0.294118,0.05393,18.5424,0.0554,1.5566,0.0356,0.0554,0.0554,0.0,0.0554,1.0,,0.0,0,0.0,0.0,1.41,recent_long,0.0,5.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Santiago Hidalgo,T1,0.0,,14.0,AMC,4,0.625,8,,,,,0,14.0,8,1.2238,0.0,0.2207,-1.2238,1.5034,1.7,1.1307,1.139,1.2198,-0.816637,-81.664,model,history,1297.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,12328,Arthur Avom,Arthur Avom,Lorient,ESTAC Troyes,MC,MC,6.0,0.166667,0.02791,35.8291,0.0283,1.3659,0.0207,0.0283,0.0283,0.0,0.0283,1.0,,0.0,0,0.0,0.0,2.69,recent_long,0.0,6.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,58.0,MC,3,0.8571,7,,,,,0,58.0,8,0.2253,1.0,0.042,0.7747,1.7845,1.3,0.7285,1.0452,1.0,-0.832538,-83.254,model,history,2185.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,7739,Joris Chotard,Joris Chotard,Brest,Toulouse FC,DMC,DMC,8.0,0.125,0.01961,50.9938,0.0198,1.4519,0.0136,0.0198,0.0198,0.0,0.0198,1.0,,0.0,0,0.0,0.0,1.88,recent_long,0.0,15.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Joris Chotard,T1,0.0,,85.0,DMC,2,0.8889,9,DMC,2,4-2-3-1,0,0,85.0,8,0.1247,0.0,0.0177,-0.1247,1.5057,1.3265,0.881,1.0951,1.0146,-0.843118,-84.312,model,history,7411.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,3743,Lucas Tousart,Lucas Tousart,Brest,Toulouse FC,DC,DC,8.0,0.125,0.019338,51.7125,0.0195,1.4519,0.0134,0.0195,0.0195,0.0,0.0195,1.0,,0.0,0,0.0,0.0,1.41,recent_long,0.0,5.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Lucas Tousart,T1,0.0,,14.0,MC,3,0.3333,6,,,,,0,14.0,8,0.8841,1.0,0.1733,0.1159,1.5057,1.3265,0.881,1.0951,1.0146,-0.845299,-84.53,model,history,910.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,12842,Mark McKenzie,Mark McKenzie,Toulouse,Stade Brest 29,DC,DC,11.0,0.090909,0.013597,73.5472,0.0137,1.5566,0.0088,0.0137,0.0137,0.0,0.0137,1.0,,0.0,0,0.0,0.0,1.97,recent_long,0.0,10.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Mark McKenzie,T1,0.0,,85.0,DC,1,1.0,10,DEF,1,4-2-3-1,0,0,85.0,8,0.0,0.0,0.0,0.0,1.5349,1.7,1.1076,1.139,1.2198,-0.850436,-85.044,model,history,5001.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,1,13985,Elikya Legros,Elikya Legros,Auxerre,Angers SCO,S,S,9.0,0.111111,0.016154,61.9042,0.0163,1.6286,0.01,0.0163,0.0163,0.0,0.0163,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Elikya Legros,T1,0.0,,85.0,,,0.0,0,DEF,1,4-1-2-3,,0,85.0,0,0.0,0.0,0.0,0.0,,1.7863,,0.997,1.25,-0.854614,-85.461,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,13795,Karim Dermane,Karim Dermane,Lorient,ESTAC Troyes,Sub,Sub,6.0,0.166667,0.023389,42.7547,0.0237,1.3659,0.0173,0.0237,0.0237,0.0,0.0237,1.0,,0.0,0,0.0,0.0,3.4,recent_long,0.0,7.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,37.7,AMC,4,0.8,5,,,,,0,37.7,8,0.0581,0.0,0.0141,-0.0581,1.4865,1.3,0.8746,1.0452,1.0,-0.859665,-85.966,model,history,1371.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,1,14785,Arthur Piedfort,Arthur Piedfort,Auxerre,Angers SCO,M,M,8.5,0.117647,0.016154,61.9042,0.0163,1.6286,0.01,0.0163,0.0163,0.0,0.0163,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Arthur Piedfort,T1,0.0,,85.0,,,0.0,0,DMC,2,4-1-2-3,,0,85.0,0,0.0,0.0,0.0,0.0,,1.7863,,0.997,1.25,-0.862691,-86.269,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,13758,Seny Koumbassa,Seny Koumbassa,Toulouse,Stade Brest 29,Sub,Sub,9.0,0.111111,0.013842,72.2464,0.0139,1.5566,0.009,0.0139,0.0139,0.0,0.0139,1.0,,0.0,0,0.0,0.0,0.61,recent_long,0.0,1.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Seny Koumbassa,T1,0.0,,14.0,DC,1,1.0,4,,,,,0,14.0,8,0.4978,1.0,0.1044,0.5022,1.3162,1.7,1.2916,1.139,1.2198,-0.875426,-87.543,model,history,432.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,12258,Luc Zogbe,Luc Zogbe,Brest,Toulouse FC,DL,DL,13.0,0.076923,0.009358,99.0,0.0094,1.4519,0.0065,0.0094,0.0094,0.0,0.0094,1.0,,0.0,0,0.0,0.0,2.58,recent_long,0.0,6.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_confirmed,confirmed_xi,,T1,0.0,,41.6,DR,1,0.6667,3,,,,,0,41.6,8,0.0479,0.0,0.0154,-0.0479,1.5326,1.3265,0.8655,1.0951,1.0146,-0.878346,-87.835,model,history,897.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,1,12824,Clement Akpa,Clement Akpa,Auxerre,Angers SCO,DL,DL,10.0,0.1,0.010797,92.6196,0.0109,1.6286,0.0067,0.0109,0.0109,0.0,0.0109,1.0,,0.0,0,0.0,0.0,2.0,recent_long,0.0,10.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Clément Akpa,T1,0.0,,85.0,DL,1,0.5,6,DEF,1,4-1-2-3,0,0,85.0,8,0.0,0.0,0.0,0.0,1.5926,1.7863,1.1216,0.997,1.25,-0.892031,-89.203,model,history,4537.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,13755,Mario Sauer,Mario Sauer,Toulouse,Stade Brest 29,Sub,Sub,5.0,0.2,0.021526,46.4559,0.0218,1.5566,0.014,0.0218,0.0218,0.0,0.0218,1.0,,0.0,0,0.0,0.0,2.05,recent_long,0.0,6.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_confirmed,confirmed_xi,,T1,0.0,,12.1,,,0.0,0,,,,,0,12.1,8,1.0179,1.0,1.238,-0.0179,1.4638,1.7,1.1614,1.139,1.2198,-0.892371,-89.237,model,history,611.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,7747,Mama Balde,Mama Balde,Brest,Toulouse FC,Sub,Sub,3.5,0.285714,0.028719,34.82,0.0291,1.4519,0.0201,0.0291,0.0291,0.0,0.0291,1.0,,0.0,0,0.0,0.0,2.85,recent_long,0.0,7.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Mama Baldé,T1,0.0,,14.0,FW,5,1.0,2,,,,,0,14.0,8,0.7689,1.0,0.3327,0.2311,1.342,1.3265,0.9885,1.0951,1.0146,-0.899483,-89.948,model,history,1233.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,14049,Abu Francis,Abu Francis,Toulouse,Stade Brest 29,MC,MC,4.0,0.25,0.021579,46.3416,0.0218,1.5566,0.014,0.0218,0.0218,0.0,0.0218,1.0,,0.0,0,0.0,0.0,4.19,recent_long,0.0,5.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_confirmed,confirmed_xi,,T1,0.0,,68.1,MC,3,1.0,7,,,,,0,68.1,8,0.1765,0.0,0.0291,-0.1765,1.6898,1.7,1.0061,1.139,1.2198,-0.913685,-91.368,model,history,546.0,medium,monitor,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
