compared_at,captured_at,match_date,kickoff,bookmaker,competition,home_team,away_team,is_home,player_id,player_name,canonical_player_name,player_team,opponent,position,position_group,odds_decimal,implied_prob,model_p_atgs,model_fair_odds_atgs,model_lambda,team_expected_npxg,team_share,non_pen_lambda,base_non_pen_lambda,penalty_lambda,base_model_lambda,role_adjustment_factor,role_adjustment_reason,penalty_dependency_share,penalty_dependent,penalty_share,baseline_penalty_share,baseline_penalty_sample,baseline_penalty_source,career_player_penalties,career_team_penalties,career_penalty_share,penalty_evidence_share,penalty_evidence_sample,penalty_evidence_source,penalty_evidence_note,is_penalty_taker,penalty_role,penalty_share_prior,penalty_share_prior_weight,penalty_hierarchy_boost_xg,penalty_transfer,penalty_transfer_from,penalty_transfer_level,lineup_state,lineup_status,lineup_source,lineup_input,lineup_match_name,trust_tier,fixture_corruption_score,fixture_corruption_flags,minutes_estimate,usual_position,usual_position_score,usual_position_share_10,usual_position_matches_10,today_position_group,today_position_score,today_formation,position_change_score,position_upgrade,expected_minutes,recent_matches_8,recent_npxg_8,recent_np_goals_8,recent_npxg_per90_8,finishing_luck_8,last_fixture_avg_xga_3,next_opponent_xga,fixture_swing_3,attack_factor,opp_factor,ev,edge_pct,method,resolver_source,historical_minutes,signal_confidence,legacy_public_action,public_action,public_policy_reason,recommended_stake_units,recommended_stake_band,recommended_stake_label,shadow_action,confidence_reason,team_lineup_status,source,notes
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,13757,Alexis Vossah,Alexis Vossah,Toulouse,Stade Brest 29,MC,MC,6.0,0.166667,0.01196,83.6148,0.012,1.5566,0.0077,0.012,0.0127,0.0,0.0127,0.95,confirmed_role_delta=-1;usual=MC;today=DMC;weight=1.00,0.0,0,0.0,0.0,1.52,recent_long,0.0,4.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Alexis Vossah,T1,0.0,,85.0,MC,3,1.0,7,DMC,2,4-2-3-1,-1,0,85.0,8,0.0278,0.0,0.005,-0.0278,1.5034,1.7,1.1307,1.139,1.2198,-0.928242,-92.824,model,history,1097.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter,role_adjusted",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,0,12344,Anthony Bermont,Anthony Bermont,Angers,AJ Auxerre,M,M,5.5,0.181818,0.011648,85.8494,0.0117,1.1717,0.01,0.0117,0.0117,0.0,0.0117,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Anthony Bermont,T1,0.0,,85.0,,,0.0,0,AM,4,4-2-3-1,,0,85.0,0,0.0,0.0,0.0,0.0,,1.7603,,0.8366,1.25,-0.935934,-93.593,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,AJ Auxerre,Angers SCO,0,14860,Amine El Ouazzani,Amine El Ouazzani,Angers,AJ Auxerre,F,F,3.75,0.266667,0.011648,85.8494,0.0117,1.1717,0.01,0.0117,0.0117,0.0,0.0117,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,1,primary,0.8,8.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Amine El Ouazzani,T1,0.0,,85.0,,,0.0,0,FW,5,4-2-3-1,,0,85.0,0,0.0,0.0,0.0,0.0,,1.7603,,0.8366,1.25,-0.956319,-95.632,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036128;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,9659,Bradley Locko,Bradley Locko,Brest,Toulouse FC,DL,DL,11.0,0.090909,0.002265,99.0,0.0023,1.4519,0.0016,0.0023,0.0023,0.0,0.0023,1.0,,0.0,0,0.0,0.0,1.69,recent_long,0.0,8.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Bradley Locko,T1,0.0,,85.0,DL,1,1.0,4,DEF,1,4-2-3-1,0,0,85.0,8,0.0,0.0,0.0,0.0,1.5254,1.3265,0.8696,1.0951,1.0146,-0.975082,-97.508,model,history,4429.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,5975,Kenny Lala,Kenny Lala,Brest,Toulouse FC,DR,DR,5.0,0.2,0.004889,99.0,0.0049,1.4519,0.0034,0.0049,0.0049,0.0,0.0049,1.0,,0.0,0,0.0,0.0,2.1,recent_long,3.0,21.0,0.1429,0.0,0.0,,,1,tertiary,0.0,0.0,0.0,0,,,starter,confirmed_starter,fotmob_confirmed,confirmed_xi,Kenny Lala,T1,0.0,,85.0,DR,1,1.0,9,DEF,1,4-2-3-1,0,0,85.0,8,0.0,0.0,0.0,0.0,1.5057,1.3265,0.881,1.0951,1.0146,-0.975555,-97.556,model,history,8539.0,high,monitor,no_action,,0.0,,,no_action,"history_resolver,confirmed_starter",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,13552,Hamidou Makalou,Hamidou Makalou,Brest,Toulouse FC,DMC,DMC,7.5,0.133333,0.003239,99.0,0.0032,1.4519,0.0022,0.0032,0.0032,0.0,0.0032,1.0,,0.0,0,0.0,0.0,0.99,recent_long,0.0,2.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_confirmed,confirmed_xi,,T1,0.0,,19.9,DMC,2,1.0,1,,,,,0,19.9,8,0.0915,0.0,0.0508,-0.0915,1.358,1.3265,0.9768,1.0951,1.0146,-0.975709,-97.571,model,history,292.0,low,suppress,no_action,,0.0,,,no_action,history_lt_500,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,5742,Hugo Magnetti,Hugo Magnetti,Brest,Toulouse FC,Sub,Sub,7.5,0.133333,0.003112,99.0,0.0031,1.4519,0.0021,0.0031,0.0031,0.0,0.0031,1.0,,0.0,0,0.0,0.0,1.85,recent_long,0.0,18.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Hugo Magnetti,T1,0.0,,14.0,DMC,2,0.6667,9,,,,,0,14.0,8,0.1271,0.0,0.0186,-0.1271,1.358,1.3265,0.9768,1.0951,1.0146,-0.976657,-97.666,model,history,7458.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,13752,Gabin Bernardeau,Gabin Bernardeau,Lorient,ESTAC Troyes,M,M,4.5,0.222222,0.004708,99.0,0.0047,1.3659,0.0035,0.0047,0.0047,0.0,0.0047,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,22.5,AMR,4,1.0,1,,,,,0,22.5,4,0.0967,0.0,0.0967,-0.0967,1.5689,1.3,0.8286,1.0452,1.0,-0.978815,-97.882,model,live_roster,90.0,low,suppress,no_action,,0.0,,,no_action,"history_lt_500,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,3718,Alec Georgen,Alec Georgen,Lorient,ESTAC Troyes,S,S,9.0,0.111111,0.001,99.0,0.001,1.3659,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,17.0,,,0.0,0,,,,,0,17.0,0,0.0,0.0,0.0,0.0,,1.3,,1.0452,1.0,-0.991004,-99.1,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,11769,Dembo Sylla,Dembo Sylla,Lorient,ESTAC Troyes,D,D,9.0,0.111111,0.001,99.0,0.001,1.3659,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,73.0,,,0.0,0,,,,,0,73.0,0,0.0,0.0,0.0,0.0,,1.3,,1.0452,1.0,-0.991004,-99.1,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,11770,Formose Mendy,Formose Mendy,Lorient,ESTAC Troyes,DC,DC,9.0,0.111111,0.001,99.0,0.001,1.3659,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,62.0,DC,1,1.0,7,,,,,0,62.0,8,0.2102,0.0,0.0307,-0.2102,1.8679,1.3,0.696,1.0452,1.0,-0.991004,-99.1,fallback,history,1388.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2,stale_history",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,13608,Ilyas Azizi,Ilyas Azizi,Toulouse,Stade Brest 29,S,S,9.0,0.111111,0.001,99.0,0.001,1.5566,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Ilyas Azizi,T1,0.0,,14.0,,,0.0,0,,,,,0,14.0,0,0.0,0.0,0.0,0.0,,1.7,,1.139,1.2198,-0.991004,-99.1,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,10854,Souleymane Toure,Souleymane Toure,Lorient,ESTAC Troyes,DC,DC,8.5,0.117647,0.001,99.0,0.001,1.3659,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,62.0,DC,1,1.0,10,,,,,0,62.0,8,0.2021,0.0,0.0258,-0.2021,1.3106,1.3,0.9919,1.0452,1.0,-0.991504,-99.15,fallback,history,2052.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2,stale_history",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,12170,Joseph Nonge,Joseph Nonge,Brest,Toulouse FC,M,M,6.5,0.153846,0.001,99.0,0.001,1.4519,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_confirmed,confirmed_xi,,T1,0.0,,66.0,,,0.0,0,,,,,0,66.0,0,0.0,0.0,0.0,0.0,,1.3265,,1.0951,1.0146,-0.993503,-99.35,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,5352,Niklas Schmidt,Niklas Schmidt,Toulouse,Stade Brest 29,Sub,Sub,6.5,0.153846,0.001,99.0,0.001,1.5566,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Niklas Schmidt,T1,0.0,,14.0,MC,3,1.0,3,,,,,0,14.0,8,0.0938,0.0,0.0722,-0.0938,1.668,1.7,1.0192,1.139,1.2198,-0.993503,-99.35,fallback,history,1445.0,low,suppress,no_action,,0.0,,,no_action,"confirmed_bench,stale_history",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,13211,Mathis Saka,Mathis Saka,Toulouse,Stade Brest 29,S,S,6.0,0.166667,0.001,99.0,0.001,1.5566,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_confirmed,confirmed_xi,,T1,0.0,,5.0,,,0.0,0,,,,,0,5.0,0,0.0,0.0,0.0,0.0,,1.7,,1.139,1.2198,-0.994003,-99.4,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,fallback_method,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,12598,Rafik Messali,Rafik Messali,Toulouse,Stade Brest 29,DMR,DMR,5.0,0.2,0.001,99.0,0.001,1.5566,0.0003,0.0004,0.0004,0.0,0.001,1.0,,0.0,0,0.0,0.0,1.54,recent_long,0.0,3.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Rafik Messali,T1,0.0,,14.0,DMR,2,0.8,5,,,,,0,14.0,8,0.0,0.0,0.0,0.0,1.5825,1.7,1.0743,1.139,1.2198,-0.995002,-99.5,model,history,942.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,9826,Axel Camblan,Axel Camblan,Brest,Toulouse FC,S,S,4.75,0.210526,0.001,99.0,0.001,1.4519,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Axel Camblan,T1,0.0,,14.0,,,0.0,0,,,,,0,14.0,0,0.0,0.0,0.0,0.0,,1.3265,,1.0951,1.0146,-0.995252,-99.525,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,0,14843,Sion Oppong,Sion Oppong,Toulouse,Stade Brest 29,S,S,4.5,0.222222,0.001,99.0,0.001,1.5566,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Sion Oppong,T1,0.0,,14.0,,,0.0,0,,,,,0,14.0,0,0.0,0.0,0.0,0.0,,1.7,,1.139,1.2198,-0.995502,-99.55,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,14373,Mamadou Kone,Mamadou Koné,Lorient,ESTAC Troyes,F,F,3.75,0.266667,0.001,99.0,0.001,1.3659,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,71.0,,,0.0,0,,,,,0,71.0,0,0.0,0.0,0.0,0.0,,1.3,,1.0452,1.0,-0.996252,-99.625,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,FC Lorient,ESTAC Troyes,1,14813,Souleymane Faye,Souleymane Faye,Lorient,ESTAC Troyes,S,S,3.75,0.266667,0.001,99.0,0.001,1.3659,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,none,none,,T2,1.0,no_lineup_payload,20.0,,,0.0,0,,,,,0,20.0,0,0.0,0.0,0.0,0.0,,1.3,,1.0452,1.0,-0.996252,-99.625,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,"fallback_method,fixture_t2",,odds_api_io,event_id=72036134;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,14824,Mathis Laine,Mathis Lainé,Brest,Toulouse FC,S,S,3.0,0.333333,0.001,99.0,0.001,1.4519,0.0,0.0,0.0,0.0,0.001,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,bench,confirmed_bench,fotmob_confirmed,confirmed_xi,Mathis Laine,T1,0.0,,14.0,,,0.0,0,,,,,0,14.0,0,0.0,0.0,0.0,0.0,,1.3265,,1.0951,1.0146,-0.997001,-99.7,fallback,live_roster,0.0,low,suppress,no_action,,0.0,,,no_action,confirmed_bench,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,7736,Brendan Chardonnet,Brendan Chardonnet,Brest,Toulouse FC,DC,DC,9.0,0.111111,0.0,99.0,0.0,1.4519,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,not_in_squad,not_in_squad,fotmob_confirmed,confirmed_xi,Brendan Chardonnet,T1,0.0,,0.0,DC,1,1.0,10,,,,,0,0.0,8,0.412,1.0,0.0515,0.588,1.6156,1.3265,0.8211,1.0951,1.0146,-1.0,-100.0,model,history,7947.0,low,suppress,no_action,,0.0,,,no_action,not_in_squad,Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-29,,Bet365,France - Ligue 1,Stade Brest 29,Toulouse FC,1,13388,Justin Bourgault,Justin Bourgault,Brest,Toulouse FC,DL,DL,11.0,0.090909,0.0,99.0,0.0,1.4519,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,not_in_squad,not_in_squad,fotmob_confirmed,confirmed_xi,Justin Bourgault,T1,0.0,,0.0,DL,1,1.0,2,,,,,0,0.0,2,0.0509,1.0,0.0347,0.9491,1.5973,1.3265,0.8305,1.0951,1.0146,-1.0,-100.0,model,history,132.0,low,suppress,no_action,,0.0,,,no_action,"not_in_squad,stale_history",Confirmed Lineup,odds_api_io,event_id=72036130;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,9514,Antoine Mendy,Antoine Mendy,Nice,Paris FC,DC,DC,13.0,0.076923,0.135306,7.3907,0.1454,1.2548,0.1159,0.1454,0.1454,0.0,0.1454,1.0,,0.0,0,0.0,0.0,1.83,recent_long,0.0,10.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Antoine Mendy,T2,0.0,,83.7,DC,1,1.0,10,DEF,1,3-4-2-1,0,0,83.7,8,0.7334,1.0,0.0917,0.2666,1.5838,1.424,0.8991,1.0485,1.0681,0.758977,75.898,model,history,3414.0,medium,surface_with_caveat,no_action,,0.0,,,shadow_track,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,10815,Lassine Sinayoko,Lassine Sinayoko,Paris FC,OGC Nice,F,F,2.875,0.347826,0.478107,2.0916,0.6503,1.9059,0.3261,0.6214,0.6214,0.0289,0.6503,1.0,,0.0444,0,0.2686,0.2686,1.4,recent_long,5.0,10.0,0.5,0.0,0.0,,,1,tertiary,0.0,0.0,0.0149,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Lassine Sinayoko,T2,0.0,,89.1,FW,5,0.7,10,FW,5,4-2-3-1,0,0,89.1,8,4.9398,6.0,0.6271,1.0602,1.5091,1.7335,1.1487,1.1779,1.2382,0.374557,37.456,model,live_roster,5116.0,medium,surface_with_caveat,no_action,,0.0,,,shadow_track,"live_roster_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,13070,Ali Abdi,Ali Abdi,Nice,Paris FC,DML,DML,9.0,0.111111,0.14631,6.8348,0.1582,1.2548,0.1261,0.1582,0.1582,0.0,0.1582,1.0,,0.0,0,0.0,0.0,1.71,recent_long,0.0,7.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,51.7,DL,1,0.6,5,,,,,0,51.7,8,1.9024,2.0,0.5096,0.0976,1.4727,1.424,0.9669,1.0485,1.0681,0.316787,31.679,model,history,2566.0,medium,surface_with_caveat,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,11339,Youssouf Ndayishimiye,Youssouf Ndayishimiye,Nice,Paris FC,DC,DC,11.0,0.090909,0.119141,8.3934,0.1269,1.2548,0.1011,0.1269,0.1269,0.0,0.1269,1.0,,0.0,0,0.0,0.0,2.38,recent_long,0.0,8.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Youssouf Ndayishimiye,T2,0.0,,90.0,DC,1,1.0,10,DEF,1,3-4-2-1,0,0,90.0,8,0.9202,2.0,0.115,1.0798,1.5071,1.424,0.9449,1.0485,1.0681,0.310552,31.055,model,history,3742.0,medium,surface_with_caveat,no_action,,0.0,,,shadow_track,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,0,6846,Sofiane Diop,Sofiane Diop,Nice,Paris FC,AMC,AMC,4.333,0.230787,0.29339,3.4084,0.3473,1.2548,0.2448,0.3072,0.3072,0.0401,0.3473,1.0,,0.1154,0,0.6178,0.0944,1.4,recent_long,2.0,10.0,0.2,0.0,0.0,,,1,primary,0.74,6.0,0.0371,0,,,expected_starter,expected_starter,fotmob_expected,expected_xi,Sofiane Diop,T2,0.0,,78.0,ML,3,0.4286,7,AM,4,3-4-2-1,1,0,78.0,8,2.2054,1.0,0.3907,-1.2054,1.4727,1.424,0.9669,1.0485,1.0681,0.271257,27.126,model,history,3714.0,medium,surface_with_caveat,no_action,,0.0,,,shadow_track,"history_resolver,expected_xi,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
2026-08-29T18:27:24Z,2026-08-29T18:27:04Z,2026-08-30,,Bet365,France - Ligue 1,Paris FC,OGC Nice,1,13800,Samir Chergui,Samir Chergui,Paris FC,OGC Nice,DC,DC,9.0,0.111111,0.122401,8.1699,0.1306,1.9059,0.0685,0.1306,0.1306,0.0,0.1306,1.0,,0.0,0,0.0,0.0,0.48,recent_long,0.0,1.0,0.0,0.0,0.0,,,0,none,0.0,0.0,0.0,0,,,unknown,unknown,fotmob_expected,expected_xi,,T2,0.0,,75.6,DC,1,0.5,8,,,,,0,75.6,8,1.6474,1.0,0.2459,-0.6474,1.3643,1.7335,1.2706,1.1779,1.2382,0.101609,10.161,model,history,1157.0,medium,surface_with_caveat,no_action,,0.0,,,no_action,"history_resolver,no_xi_yet,fixture_t2",FotMob Expected XI,odds_api_io,event_id=72036140;market=Anytime Goalscorer
