captured_at,match_date,event_id,kickoff_at,minutes_to_kickoff,snapshot_kind,bookmaker,competition,market,home_team,away_team,player_name,player_team,odds_decimal,source,notes
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Gabriel Jesus,,3.5000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Gabriel Jesus (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Kai Havertz,,3.2500,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Kai Havertz (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Gabriel Martinelli,,3.5000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Gabriel Martinelli (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Max Dowman,,3.5000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Max Dowman (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Gabriel Magalhaes,,9.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Gabriel Magalhaes (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Leandro Trossard,,3.2500,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Leandro Trossard (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Declan Rice,,3.2500,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Declan Rice (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Kyle Walker,,21.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Kyle Walker (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Martin Odegaard,,2.6250,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Martin Odegaard (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Mikel Merino,,3.4000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Mikel Merino (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Jaidon Anthony,,12.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Jaidon Anthony (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Lyle Foster,,12.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Lyle Foster (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Zeki Amdouni,,12.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Zeki Amdouni (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,James Ward-Prowse,,12.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=James Ward-Prowse (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Lucas Pires,,13.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Lucas Pires (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Riccardo Calafiori,,5.5000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Riccardo Calafiori (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Jacob Bruun Larsen,,10.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Jacob Bruun Larsen (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Martin Zubimendi,,4.5000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Martin Zubimendi (Assist) (1)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Armando Broja,,13.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Armando Broja (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Mike Ndayishimiye,,15.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Mike Ndayishimiye (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Hannibal Mejbri,,11.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Hannibal Mejbri (Assist) (2)
2026-05-18T18:03:09Z,2026-05-18,61301249,2026-05-18T19:00:00Z,,live_capture,Bet365,England - Premier League,ANYTIME_ASSIST,Arsenal FC,Burnley FC,Lesley Ugochukwu,,13.0000,odds_api_io,event_id=61301249;market=Player To Score or Assist;selection=Lesley Ugochukwu (Assist) (2)
