captured_at,match_date,event_id,kickoff_at,minutes_to_kickoff,snapshot_kind,bookmaker,competition,market,home_team,away_team,player_name,player_team,odds_decimal,source,notes
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Ally Samatta,,7.0000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Ally Samatta (Assist) (2)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Mohamed Bamba,,6.5000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Mohamed Bamba (Assist) (1)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Felix Mambimbi,,4.5000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Felix Mambimbi (Assist) (2)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Enzo Koffi,,5.0000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Enzo Koffi (Assist) (2)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Reda Khadra,,6.0000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Reda Khadra (Assist) (2)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Sofiane Boufal,,4.5000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Sofiane Boufal (Assist) (2)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Bandiougou Fadiga,,6.0000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Bandiougou Fadiga (Assist) (1)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Martin Bley,,6.0000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Martin Bley (Assist) (1)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Panos Katseris,,6.0000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Panos Katseris (Assist) (1)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Theo Le Bris,,7.0000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Theo Le Bris (Assist) (1)
2026-05-17T13:25:03Z,2026-05-17,61512160,2026-05-17T19:00:00Z,,live_capture,Bet365,France - Ligue 1,ANYTIME_ASSIST,FC Lorient,Le Havre AC,Godson Kyeremeh,,7.0000,odds_api_io,event_id=61512160;market=Player To Score or Assist;selection=Godson Kyeremeh (Assist) (2)
