captured_at,match_date,event_id,kickoff_at,minutes_to_kickoff,snapshot_kind,bookmaker,competition,market,home_team,away_team,player_name,player_team,odds_decimal,source,notes
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Albert Gudmundsson,,6.0000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Albert Gudmundsson (Assist) (1)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Riccardo Braschi,,7.5000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Riccardo Braschi (Assist) (1)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Lazar Samardzic,,5.5000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Lazar Samardzic (Assist) (2)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Cher Ndour,,6.0000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Cher Ndour (Assist) (1)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Dodo dos Santos,,6.0000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Dodo dos Santos (Assist) (1)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Ederson Silva,,8.5000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Ederson Silva (Assist) (2)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Lorenzo Bernasconi,,6.0000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Lorenzo Bernasconi (Assist) (2)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Honest Ahanor,,8.5000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Honest Ahanor (Assist) (2)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Luis Balbo,,9.0000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Luis Balbo (Assist) (1)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Eman Kospo,,11.0000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Eman Kospo (Assist) (1)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Manor Solomon,,4.5000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Manor Solomon (Assist) (1)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Nicola Zalewski,,4.5000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Nicola Zalewski (Assist) (2)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Kamaldeen Sulemana,,5.0000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Kamaldeen Sulemana (Assist) (2)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Mario Pasalic,,5.5000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Mario Pasalic (Assist) (2)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Antonio Pirro,,5.5000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Antonio Pirro (Assist) (1)
2026-05-20T16:54:51Z,2026-05-22,61061689,2026-05-22T18:45:00Z,,live_capture,Bet365,Italy - Serie A,ANYTIME_ASSIST,ACF Fiorentina,Atalanta BC,Jacopo Fazzini,,6.0000,odds_api_io,event_id=61061689;market=Player To Score or Assist;selection=Jacopo Fazzini (Assist) (1)
