captured_at,match_date,event_id,kickoff_at,minutes_to_kickoff,snapshot_kind,bookmaker,competition,market,home_team,away_team,player_name,player_team,odds_decimal,source,notes
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Giovani Lo Celso,,6.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Giovani Lo Celso (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Carlos De Roa,,10.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Carlos De Roa (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Hector Bellerin,,8.5000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Hector Bellerin (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Antony,,5.5000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Antony (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Pablo Fornals,,6.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Pablo Fornals (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Nelson Deossa,,9.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Nelson Deossa (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Ivan Corralejo,,8.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Ivan Corralejo (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Daniel Perez Guerrero,,9.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Daniel Perez Guerrero (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Pablo Garcia,,9.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Pablo Garcia (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Marc Roca,,8.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Marc Roca (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Sofyan Amrabat,,8.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Sofyan Amrabat (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Angel Ortiz,,9.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Angel Ortiz (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Robert Lewandowski,,5.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Robert Lewandowski (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Marc Casado,,5.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Marc Casado (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Andreas Christensen,,12.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Andreas Christensen (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Roony Bardghji,,3.7500,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Roony Bardghji (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Marc Bernal,,4.3330,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Marc Bernal (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Luis Avila,,7.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Luis Avila (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Xavi Espart,,6.5000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Xavi Espart (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Alvaro Fidalgo,,7.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Alvaro Fidalgo (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Alvaro Cortes,,8.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Alvaro Cortes (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Jofre Torrents,,9.0000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Jofre Torrents (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Rodrigo Riquelme,,7.5000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Rodrigo Riquelme (Assist) (2)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Ronald Araujo,,8.5000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Ronald Araujo (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Eric Garcia,,8.5000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Eric Garcia (Assist) (1)
2026-05-17T18:24:57Z,2026-05-17,61624662,2026-05-17T19:15:00Z,,live_capture,Bet365,Spain - LaLiga,ANYTIME_ASSIST,FC Barcelona,Real Betis Seville,Junior Firpo,,6.5000,odds_api_io,event_id=61624662;market=Player To Score or Assist;selection=Junior Firpo (Assist) (2)
