date,tournament,surface,official_surface,model_surface,surface_math,round,series,player1,player2,player1_id,player2_id,our_prob,our_prob_raw,our_odds,pinnacle_odds,pinnacle_odds_loser,actual_winner,value_pct,bet_side,bet_result,policy_excluded,pinnacle_prob_novig,model_favorite,model_favorite_prob,p_serve_return,p_elo,p_rank,p_a,p_b,confidence,h2h_n,h2h_delta,recent_rematch_delta,recent_rematch_days,recent_rematch_rank_elo_release,cpi_value,cpi_year,cpi_z,cpi_delta,cpi_regime_surface,tournament_speed_signal,tournament_speed_multiplier,tournament_speed_archetype_delta,tournament_speed_style_edge,score,has_pinnacle_odds
2024-12-29,Brisbane International,Hard,Hard,Hard,Hard,1st Round,ATP250,Aleksandar Vukic,David Goffin,28267,11226,0.377365,0.370256,2.65,2.08,1.83,Aleksandar Vukic,13.942,loser,loss,False,0.468031,David Goffin,0.622635,0.262256,0.423825,0.434498,0.5753398790579862,0.6244541307503858,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.19943363465990444,0.0358980542387828,0.0,0.023790420497894538,6-2 6-3,True
2024-12-30,Brisbane International,Hard,Hard,Hard,Hard,1st Round,ATP250,Benjamin Bonzi,Alejandro Tabilo,28899,30087,0.41341,0.413641,2.4189,1.73,2.22,Benjamin Bonzi,30.223,loser,loss,False,0.562025,Alejandro Tabilo,0.58659,0.542619,0.533568,0.211472,0.6037425310015979,0.595151835406826,high,2,0.0,0.0,,0.0,,,0.0,0.0,,0.21112880822102853,0.03800318547978514,0.0,-0.01584932084415447,6-7 7-6 6-4,True
2024-12-30,Brisbane International,Hard,Hard,Hard,Hard,1st Round,ATP250,Grigor Dimitrov,Yannick Hanfmann,11953,14856,0.887708,0.927345,1.1265,1.15,6.43,Grigor Dimitrov,2.086,winner,skip,True,0.848285,Grigor Dimitrov,0.887708,0.899345,0.785875,0.914109,0.6824200348828654,0.5797929318798931,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.21112880822102853,0.03800318547978514,0.0,-0.001652533321418681,7-6 6-3,True
2024-12-30,Brisbane International,Hard,Hard,Hard,Hard,1st Round,ATP250,Nicolas Jarry,Mariano Navone,27482,66828,0.64549,0.651371,1.5492,1.4,3.16,Nicolas Jarry,12.025,loser,loss,False,0.692982,Nicolas Jarry,0.64549,0.745698,0.615825,0.562331,0.6362491908431226,0.5842163899300312,medium,0,0.0,0.0,,0.0,,,0.0,0.0,,0.21112880822102853,0.03800318547978514,0.0,0.03258979667208972,7-5 7-6,True
2024-12-30,Brisbane International,Hard,Hard,Hard,Hard,1st Round,ATP250,Jiri Lehecka,Holger Rune,61838,69471,0.415607,0.416291,2.4061,2.55,1.57,Jiri Lehecka,5.98,winner,win,False,0.381068,Holger Rune,0.584393,0.538206,0.456057,0.311927,0.6345918066120444,0.6266004108671572,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.21112880822102853,0.03800318547978514,0.0,4.0714100396743724e-05,7-5 6-3,True
2024-12-30,Brisbane International,Hard,Hard,Hard,Hard,1st Round,ATP250,Alex Michelsen,Christopher O'Connell,92985,24721,0.650775,0.663438,1.5366,1.48,2.85,Alex Michelsen,-0.471,loser,skip,False,0.658199,Alex Michelsen,0.650775,0.689958,0.638156,0.611379,0.6285438181189529,0.5895268559269203,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.21112880822102853,0.03800318547978514,0.0,-0.010406106910007151,6-4 4-6 7-6,True
2024-12-30,Brisbane International,Hard,Hard,Hard,Hard,1st Round,ATP250,Yoshihito Nishioka,Arthur Rinderknech,24225,28170,0.561544,0.556124,1.7808,1.64,2.39,Yoshihito Nishioka,4.791,loser,skip,False,0.593052,Yoshihito Nishioka,0.561544,0.571126,0.623048,0.460926,0.6356442494632193,0.6210271222252768,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.21112880822102853,0.03800318547978514,0.0,-0.021023888479800357,6-3 6-4,True
2024-12-30,Brisbane International,Hard,Hard,Hard,Hard,1st Round,ATP250,Jordan Thompson,Matteo Berrettini,22433,29812,0.578394,0.576471,1.7289,2.47,1.6,Jordan Thompson,42.863,winner,win,False,0.39312,Jordan Thompson,0.578394,0.583682,0.580293,0.561911,0.6298227603021332,0.6127849828778124,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.21112880822102853,0.03800318547978514,0.0,-0.010727235088261955,3-6 6-3 6-4,True
2024-12-30,Hong Kong Tennis Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Miomir Kecmanovic,Luciano Darderi,34337,76127,0.657586,0.671563,1.5207,1.37,3.36,Miomir Kecmanovic,15.051,loser,loss,False,0.710359,Miomir Kecmanovic,0.657586,0.844329,0.661442,0.453979,0.6381801304970227,0.559413317088627,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0049849328235326285,6-3 6-3,True
2024-12-30,Hong Kong Tennis Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Fabian Marozsan,Roman Safiullin,52140,28900,0.42109,0.422907,2.3748,2.44,1.61,Fabian Marozsan,2.746,winner,skip,False,0.397531,Roman Safiullin,0.57891,0.438543,0.42687,0.506698,0.5768208730280039,0.5885152140816658,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.0053565016745056315,6-1 7-6,True
