generated_utc,as_of_date,scope,eval_period,league_scope,window_days,source_file,policy_mode,bet_type,signals,settled,unsettled,wins,losses,invalid_odds,staked_units,pnl_units,roi_pct,win_rate_pct,avg_value_pct,avg_pin_odds
2026-05-17T20:00:12+00:00,2026-04-05,window,overall,combined,7,strict-signals-claycal-archive.csv,base,,68,67,1,24,43,0,67.0000,-18.3330,-27.3627,35.8209,24.5010,2.1008
2026-05-17T20:00:12+00:00,2026-04-05,all_time,overall,combined,7,strict-signals-claycal-archive.csv,base,,68,67,1,24,43,0,67.0000,-18.3330,-27.3627,35.8209,24.5010,2.1008
2026-05-17T20:00:12+00:00,2026-04-05,window,overall,combined,7,strict-signals-claycal-archive.csv,base,ml,68,67,1,24,43,0,67.0000,-18.3330,-27.3627,35.8209,24.5010,2.1008
2026-05-17T20:00:12+00:00,2026-04-05,all_time,overall,combined,7,strict-signals-claycal-archive.csv,base,ml,68,67,1,24,43,0,67.0000,-18.3330,-27.3627,35.8209,24.5010,2.1008
2026-05-17T20:00:12+00:00,2026-04-05,window,overall,combined,7,strict-signals-claycal-archive.csv,base,handicap,0,0,0,0,0,0,0.0000,0.0000,,,,
2026-05-17T20:00:12+00:00,2026-04-05,all_time,overall,combined,7,strict-signals-claycal-archive.csv,base,handicap,0,0,0,0,0,0,0.0000,0.0000,,,,
2026-05-17T20:00:12+00:00,2026-04-05,all_time,legacy,combined,7,strict-signals-claycal-archive.csv,base,,0,0,0,0,0,0,0.0000,0.0000,,,,
2026-05-17T20:00:12+00:00,2026-04-05,all_time,clean,combined,7,strict-signals-claycal-archive.csv,base,,68,67,1,24,43,0,67.0000,-18.3330,-27.3627,35.8209,24.5010,2.1008
2026-05-17T20:00:12+00:00,2026-04-05,window,clean,combined,7,strict-signals-claycal-archive.csv,base,,68,67,1,24,43,0,67.0000,-18.3330,-27.3627,35.8209,24.5010,2.1008
2026-05-17T20:00:12+00:00,2026-04-05,all_time,legacy,combined,7,strict-signals-claycal-archive.csv,base,ml,0,0,0,0,0,0,0.0000,0.0000,,,,
