lane,source,year,date_iso,tournament,surface,series,confidence,market,side,player1,player2,selection,edge_pct,odds,result,pnl,staked,segment
clay_bo3,spread_training_dataset_proxy,2026,2026-04-06,,Clay,unknown,unknown,dog_hc,P2+,Valentin Vacherot,Juan Manuel Cerundolo,Juan Manuel Cerundolo,6.2637214,1.909,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-06,,Clay,unknown,unknown,dog_hc,P2+,Jiri Lehecka,Emilio Nava,Emilio Nava,7.32727070000001,1.917,win,0.917,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-07,,Clay,unknown,unknown,dog_hc,P1+,Ugo Humbert,Jannik Sinner,Ugo Humbert,16.716152000000008,2.04,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-07,,Clay,unknown,unknown,dog_hc,P2+,Corentin Moutet,Alexandre Muller,Alexandre Muller,8.59250600000001,1.98,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-08,,Clay,unknown,unknown,dog_hc,P2+,Francisco Cerundolo,Tomas Machac,Tomas Machac,21.170595199999998,1.952,win,0.952,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-08,,Clay,unknown,unknown,dog_hc,P2+,Tomas Martin Etcheverry,Terence Atmane,Terence Atmane,11.503020500000005,1.935,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-08,,Clay,unknown,unknown,dog_hc,P2+,Andrey Rublev,Zizou Bergs,Zizou Bergs,8.951625800000018,1.962,win,0.962,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-09,,Clay,unknown,unknown,dog_hc,P2+,Carlos Alcaraz,Tomas Martin Etcheverry,Tomas Martin Etcheverry,7.91599999999999,2.0,win,1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-09,,Clay,unknown,unknown,dog_hc,P1+,Tomas Machac,Jannik Sinner,Tomas Machac,6.9898060000000095,1.87,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-11,,Clay,unknown,unknown,dog_hc,P2+,Damir Dzumhur,Vitaliy Sachko,Vitaliy Sachko,15.228652399999998,1.962,win,0.962,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-11,,Clay,unknown,unknown,dog_hc,P2+,Marco Trungelliti,Nicolai Budkov Kjaer,Nicolai Budkov Kjaer,7.092187999999999,1.935,win,0.935,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-11,,Clay,unknown,unknown,dog_hc,P2+,Emilio Nava,David Goffin,David Goffin,17.546511999999993,1.952,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-11,,Clay,unknown,unknown,dog_hc,P2+,Sebastian Ofner,Alejo Sanchez Quilez,Alejo Sanchez Quilez,17.015392099999982,1.847,win,0.847,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-11,,Clay,unknown,unknown,dog_hc,P2+,Alexander Shevchenko,Diego Dedura,Diego Dedura,21.219825999999987,1.885,win,0.885,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-11,,Clay,unknown,unknown,dog_hc,P2+,Juan Manuel Cerundolo,Giulio Zeppieri,Giulio Zeppieri,15.235704999999978,1.885,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-12,,Clay,unknown,unknown,dog_hc,P2+,Juan Manuel Cerundolo,Jesper De Jong,Jesper De Jong,14.129092000000032,1.87,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-12,,Clay,unknown,unknown,dog_hc,P2+,Diego Dedura,Sumit Nagal,Sumit Nagal,15.327206599999998,1.901,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-12,,Clay,unknown,unknown,dog_hc,P2+,Sebastian Ofner,Patrick Kypson,Patrick Kypson,12.248237200000013,1.826,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-25,,Clay,unknown,unknown,dog_hc,P1+,Jaume Antoni Munar Clar,Casper Ruud,Jaume Antoni Munar Clar,6.128602999999977,2.03,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-25,,Clay,unknown,unknown,dog_hc,P2+,Francisco Cerundolo,Yannick Hanfmann,Yannick Hanfmann,12.32587409999999,1.877,loss,-1.0,1.0,spread_training_dataset|dog_hc
clay_bo3,spread_training_dataset_proxy,2026,2026-04-25,,Clay,unknown,unknown,dog_hc,P1+,Mariano Navone,Alexander Zverev,Mariano Navone,6.2938599999999845,1.99,loss,-1.0,1.0,spread_training_dataset|dog_hc
