lane,source,year,date_iso,tournament,surface,series,confidence,market,side,player1,player2,selection,edge_pct,odds,result,pnl,staked,segment
clay_bo3,historical_ml_backtest,2023,2023-04-17,Srpska Open,Clay,ATP250,high,ml,favorite_ml,Alex Molcan,Taro Daniel,Alex Molcan,9.913,2.11,win,1.1099999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-19,Srpska Open,Clay,ATP250,high,ml,favorite_ml,Juan Pablo Varillas,Hugo Gaston,Juan Pablo Varillas,6.953,1.68,win,0.6799999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-20,BMW Open,Clay,ATP250,high,ml,dog_ml,Marcos Giron,Alexander Ritschard,Alexander Ritschard,9.845,2.68,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-20,BMW Open,Clay,ATP250,high,ml,favorite_ml,Aslan Karatsev,Daniel Altmaier,Daniel Altmaier,11.026,1.76,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-21,BMW Open,Clay,ATP250,high,ml,favorite_ml,Christopher O'Connell,Flavio Cobolli,Christopher O'Connell,6.587,1.52,win,0.52,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-26,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Emil Ruusuvuori,Ugo Humbert,Ugo Humbert,6.558,2.66,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-27,Mutua Madrid Open,Clay,Masters 1000,high,ml,favorite_ml,Pedro Cachin,Abedallah Shelbayh,Pedro Cachin,9.941,1.52,win,0.52,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-27,Mutua Madrid Open,Clay,Masters 1000,high,ml,favorite_ml,Christopher O'Connell,Filip Krajinovic,Christopher O'Connell,8.718,1.81,win,0.81,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-28,Mutua Madrid Open,Clay,Masters 1000,high,ml,favorite_ml,Roberto Bautista Agut,Quentin Halys,Roberto Bautista Agut,12.837,1.84,win,0.8400000000000001,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-04-28,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Borna Coric,Hugo Gaston,Hugo Gaston,7.948,2.86,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-28,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Yannick Hanfmann,Lorenzo Musetti,Yannick Hanfmann,5.723,2.98,win,1.98,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-29,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Alex De Minaur,Marco Cecchinato,Marco Cecchinato,6.85,2.89,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-04-30,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Karen Khachanov,Roberto Bautista Agut,Roberto Bautista Agut,7.607,2.48,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-05-03,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Borna Coric,Daniel Altmaier,Daniel Altmaier,12.755,2.73,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-05-11,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Nuno Borges,Dusan Lajovic,Nuno Borges,6.267,3.26,win,2.26,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-05-11,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Yannick Hanfmann,Nicolas Jarry,Yannick Hanfmann,9.669,1.94,win,0.94,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-05-11,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Jason Murray Kubler,Marc-Andrea Huesler,Jason Murray Kubler,9.239,1.94,win,0.94,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-05-12,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Fabio Fognini,Miomir Kecmanovic,Miomir Kecmanovic,7.14,1.56,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-05-12,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Cameron Norrie,Alexandre Muller,Alexandre Muller,6.76,3.49,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-05-13,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Bernabe Zapata Miralles,Jason Murray Kubler,Bernabe Zapata Miralles,6.93,1.65,win,0.6499999999999999,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-05-15,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Borna Coric,Roberto Carballes Baena,Roberto Carballes Baena,10.742,2.83,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-05-17,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Casper Ruud,Francisco Cerundolo,Casper Ruud,11.426,1.6,win,0.6000000000000001,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-05-21,Lyon Open,Clay,ATP250,high,ml,favorite_ml,Juan Pablo Varillas,Albert Ramos-Vinolas,Juan Pablo Varillas,10.568,1.82,win,0.8200000000000001,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-05-23,Geneva Open,Clay,ATP250,high,ml,favorite_ml,Tallon Griekspoor,Stefano Travaglia,Tallon Griekspoor,5.998,1.54,win,0.54,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-05-23,Geneva Open,Clay,ATP250,high,ml,favorite_ml,Christopher O'Connell,Nino Serdarusic,Christopher O'Connell,6.104,1.4,win,0.3999999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-05-25,Lyon Open,Clay,ATP250,high,ml,dog_ml,Cameron Norrie,Sebastian Baez,Sebastian Baez,6.946,2.8,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-07-17,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Thiago Moura Monteiro,Daniel Elahi Galan,Daniel Elahi Galan,5.264,1.77,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-17,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Luca Van Assche,Dragos Nicolae Madaras,Luca Van Assche,7.157,1.35,win,0.3500000000000001,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-17,Suisse Open Gstaad,Clay,ATP250,high,ml,dog_ml,Jurij Rodionov,Marc-Andrea Huesler,Jurij Rodionov,9.418,2.38,win,1.38,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-07-18,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Matteo Arnaldi,Emil Ruusuvuori,Matteo Arnaldi,8.903,1.93,win,0.9299999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-18,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Alexander Shevchenko,Juan Manuel Cerundolo,Juan Manuel Cerundolo,5.498,1.82,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-18,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Bernabe Zapata Miralles,Hugo Dellien,Bernabe Zapata Miralles,12.955,1.67,win,0.6699999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-19,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Filip Misolic,Jozef Kovalik,Filip Misolic,5.197,1.93,win,0.9299999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-20,Suisse Open Gstaad,Clay,ATP250,high,ml,favorite_ml,Pedro Cachin,Roberto Bautista Agut,Roberto Bautista Agut,5.935,1.77,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-21,Suisse Open Gstaad,Clay,ATP250,high,ml,dog_ml,Miomir Kecmanovic,Zizou Bergs,Zizou Bergs,8.22,2.84,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-07-21,Suisse Open Gstaad,Clay,ATP250,high,ml,favorite_ml,Hamad Medjedovic,Yannick Hanfmann,Yannick Hanfmann,12.794,1.56,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-22,Nordea Open,Clay,ATP250,high,ml,favorite_ml,Casper Ruud,Lorenzo Musetti,Casper Ruud,5.548,1.54,win,0.54,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-22,Suisse Open Gstaad,Clay,ATP250,high,ml,favorite_ml,Pedro Cachin,Hamad Medjedovic,Pedro Cachin,8.417,1.81,win,0.81,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-25,Croatia Open,Clay,ATP250,high,ml,dog_ml,Matteo Arnaldi,Jesper De Jong,Jesper De Jong,5.281,2.57,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-07-25,European Open,Clay,ATP250,high,ml,dog_ml,Dusan Lajovic,Miomir Kecmanovic,Dusan Lajovic,12.57,2.46,win,1.46,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-07-26,Croatia Open,Clay,ATP250,high,ml,dog_ml,Matteo Arnaldi,Flavio Cobolli,Flavio Cobolli,9.089,2.67,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-07-26,Croatia Open,Clay,ATP250,high,ml,favorite_ml,Alexei Popyrin,Sebastian Ofner,Sebastian Ofner,12.121,1.72,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-07-28,Croatia Open,Clay,ATP250,high,ml,dog_ml,Matteo Arnaldi,Jiri Lehecka,Matteo Arnaldi,9.058,2.31,win,1.31,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-07-29,Croatia Open,Clay,ATP250,high,ml,favorite_ml,Stan Wawrinka,Lorenzo Sonego,Stan Wawrinka,7.532,1.85,win,0.8500000000000001,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-08-01,Generali Open,Clay,ATP250,high,ml,dog_ml,Arthur Rinderknech,Juan Manuel Cerundolo,Juan Manuel Cerundolo,12.234,2.74,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-08-02,Generali Open,Clay,ATP250,high,ml,favorite_ml,Pedro Cachin,Albert Ramos-Vinolas,Pedro Cachin,9.183,1.69,win,0.69,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-08-02,Generali Open,Clay,ATP250,high,ml,favorite_ml,Alex Molcan,Sebastian Ofner,Sebastian Ofner,12.203,1.79,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2023,2023-08-02,Generali Open,Clay,ATP250,high,ml,dog_ml,Arthur Rinderknech,Yannick Hanfmann,Arthur Rinderknech,5.675,2.51,win,1.5099999999999998,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-08-03,Generali Open,Clay,ATP250,high,ml,dog_ml,Tomas Martin Etcheverry,Daniel Elahi Galan,Daniel Elahi Galan,11.703,3.13,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2023,2023-08-04,Generali Open,Clay,ATP250,high,ml,favorite_ml,Dominic Thiem,Laslo Djere,Laslo Djere,11.76,1.61,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-02-06,Cordoba Open,Clay,ATP250,high,ml,favorite_ml,Roberto Carballes Baena,Mariano Navone,Mariano Navone,6.337,1.98,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-02-09,Cordoba Open,Clay,ATP250,high,ml,dog_ml,Yannick Hanfmann,Roman Andres Burruchaga,Roman Andres Burruchaga,8.97,2.74,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-02-10,Cordoba Open,Clay,ATP250,high,ml,dog_ml,Facundo Bagnis,Federico Coria,Facundo Bagnis,10.766,2.33,win,1.33,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-02-11,Cordoba Open,Clay,ATP250,high,ml,dog_ml,Luciano Darderi,Facundo Bagnis,Facundo Bagnis,11.833,2.52,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-02-13,Argentina Open,Clay,ATP250,high,ml,favorite_ml,Daniel Elahi Galan,Diego Sebastian Schwartzman,Daniel Elahi Galan,10.664,1.91,win,0.9099999999999999,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-02-13,Argentina Open,Clay,ATP250,high,ml,favorite_ml,Andrea Vavassori,Thiago Seyboth Wild,Thiago Seyboth Wild,9.868,2.02,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-02-14,Argentina Open,Clay,ATP250,high,ml,favorite_ml,Nicolas Jarry,Stan Wawrinka,Nicolas Jarry,7.721,1.6,win,0.6000000000000001,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-02-15,Argentina Open,Clay,ATP250,high,ml,favorite_ml,Federico Coria,Cameron Norrie,Cameron Norrie,9.674,1.56,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-02-21,Rio Open,Clay,ATP500,high,ml,dog_ml,Yannick Hanfmann,Nicolas Jarry,Yannick Hanfmann,10.036,2.69,win,1.69,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-02-24,Rio Open,Clay,ATP500,high,ml,dog_ml,Sebastian Baez,Francisco Cerundolo,Francisco Cerundolo,9.905,2.46,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-02-25,Rio Open,Clay,ATP500,high,ml,dog_ml,Sebastian Baez,Mariano Navone,Mariano Navone,10.778,3.14,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-03-01,Chile Open,Clay,ATP250,high,ml,dog_ml,Alejandro Tabilo,Luciano Darderi,Luciano Darderi,7.753,2.22,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-03-03,Chile Open,Clay,ATP250,high,ml,favorite_ml,Sebastian Baez,Alejandro Tabilo,Sebastian Baez,8.222,1.57,win,0.5700000000000001,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-01,U.S. Men's Clay Court Championships,Clay,ATP250,high,ml,favorite_ml,Zizou Bergs,Patrick Kypson,Patrick Kypson,6.107,1.93,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-03,Estoril Open,Clay,ATP250,high,ml,dog_ml,Cristian Garin,Jurij Rodionov,Jurij Rodionov,12.676,3.05,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-03,Estoril Open,Clay,ATP250,high,ml,favorite_ml,Pablo Llamas Ruiz,Dominik Koepfer,Dominik Koepfer,8.428,1.55,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-03,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,Lorenzo Sonego,Sumit Nagal,Sumit Nagal,11.14,2.5,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-04,Estoril Open,Clay,ATP250,high,ml,favorite_ml,Cristian Garin,Arthur Fils,Arthur Fils,5.48,1.65,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-04,Estoril Open,Clay,ATP250,high,ml,dog_ml,Richard Gasquet,Dominic Thiem,Richard Gasquet,8.1,2.46,win,1.46,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-05,Grand Prix Hassan II,Clay,ATP250,high,ml,dog_ml,Pavel Kotov,Fabio Fognini,Fabio Fognini,5.522,2.18,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-06,Grand Prix Hassan II,Clay,ATP250,high,ml,favorite_ml,Roberto Carballes Baena,Pavel Kotov,Pavel Kotov,8.933,2.09,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-06,U.S. Men's Clay Court Championships,Clay,ATP250,high,ml,favorite_ml,Ben Shelton,Tomas Martin Etcheverry,Tomas Martin Etcheverry,5.93,1.68,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-07,Monte Carlo Masters,Clay,Masters 1000,high,ml,dog_ml,Borna Coric,Alexander Bublik,Alexander Bublik,6.799,2.5,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-07,Monte Carlo Masters,Clay,Masters 1000,high,ml,dog_ml,Jan-Lennard Struff,Sebastian Baez,Jan-Lennard Struff,9.116,2.9,win,1.9,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-08,Monte Carlo Masters,Clay,Masters 1000,high,ml,dog_ml,Alejandro Tabilo,Christopher O'Connell,Christopher O'Connell,8.408,2.52,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-09,Monte Carlo Masters,Clay,Masters 1000,high,ml,favorite_ml,Jan-Lennard Struff,Borna Coric,Jan-Lennard Struff,7.735,1.95,win,0.95,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-10,Monte Carlo Masters,Clay,Masters 1000,high,ml,dog_ml,Stefanos Tsitsipas,Tomas Martin Etcheverry,Tomas Martin Etcheverry,7.762,3.2,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-15,BMW Open,Clay,ATP250,high,ml,favorite_ml,Rudolf Molleker,Francesco Passaro,Rudolf Molleker,7.59,2.1,win,1.1,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-15,Barcelona Open,Clay,ATP500,high,ml,dog_ml,Roberto Bautista Agut,Roman Safiullin,Roman Safiullin,5.861,2.17,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-15,Barcelona Open,Clay,ATP500,high,ml,dog_ml,Alexandre Muller,Albert Ramos-Vinolas,Albert Ramos-Vinolas,5.969,2.37,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-16,BMW Open,Clay,ATP250,high,ml,favorite_ml,Cristian Garin,Dominik Koepfer,Dominik Koepfer,5.188,1.85,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-16,BMW Open,Clay,ATP250,high,ml,dog_ml,Marc-Andrea Huesler,Marko Topo,Marko Topo,7.999,3.37,loss,-1.0,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-16,Barcelona Open,Clay,ATP500,high,ml,favorite_ml,Matteo Arnaldi,Sebastian Baez,Sebastian Baez,6.299,1.69,loss,-1.0,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-16,Tiriac Open,Clay,ATP250,high,ml,favorite_ml,Joao Fonseca,Lorenzo Sonego,Lorenzo Sonego,9.514,1.42,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-17,Barcelona Open,Clay,ATP500,high,ml,dog_ml,Roberto Bautista Agut,Andrea Vavassori,Andrea Vavassori,12.517,3.13,loss,-1.0,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-17,Barcelona Open,Clay,ATP500,high,ml,favorite_ml,Dusan Lajovic,Ugo Humbert,Ugo Humbert,12.077,1.53,loss,-1.0,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-18,BMW Open,Clay,ATP250,high,ml,favorite_ml,Marc-Andrea Huesler,Yannick Hanfmann,Yannick Hanfmann,10.369,1.72,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-18,Barcelona Open,Clay,ATP500,high,ml,favorite_ml,Tomas Martin Etcheverry,Brandon Nakashima,Tomas Martin Etcheverry,9.47,1.71,win,0.71,1.0,ATP500|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-18,Barcelona Open,Clay,ATP500,high,ml,dog_ml,Dusan Lajovic,Alejandro Davidovich Fokina,Dusan Lajovic,6.909,2.38,win,1.38,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-18,Tiriac Open,Clay,ATP250,high,ml,favorite_ml,Corentin Moutet,Nuno Borges,Nuno Borges,5.499,1.99,loss,-1.0,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-19,Barcelona Open,Clay,ATP500,high,ml,dog_ml,Dusan Lajovic,Arthur Fils,Dusan Lajovic,5.186,2.35,win,1.35,1.0,ATP500|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-19,Tiriac Open,Clay,ATP250,high,ml,favorite_ml,Mariano Navone,Thiago Seyboth Wild,Mariano Navone,8.736,1.79,win,0.79,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-20,BMW Open,Clay,ATP250,high,ml,favorite_ml,Taylor Harry Fritz,Cristian Garin,Taylor Harry Fritz,8.613,1.56,win,0.56,1.0,ATP250|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-20,Tiriac Open,Clay,ATP250,high,ml,dog_ml,Mariano Navone,Francisco Cerundolo,Mariano Navone,12.442,2.4,win,1.4,1.0,ATP250|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-24,Mutua Madrid Open,Clay,Masters 1000,high,ml,favorite_ml,Daniel Altmaier,Martin Landaluce,Daniel Altmaier,5.99,1.36,win,0.3600000000000001,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-24,Mutua Madrid Open,Clay,Masters 1000,high,ml,favorite_ml,Taro Daniel,Aleksandar Vukic,Taro Daniel,7.988,1.97,win,0.97,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-24,Mutua Madrid Open,Clay,Masters 1000,high,ml,favorite_ml,Lukas Klein,Pablo Llamas Ruiz,Lukas Klein,6.843,1.93,win,0.9299999999999999,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-24,Mutua Madrid Open,Clay,Masters 1000,high,ml,favorite_ml,Alexander Shevchenko,Arthur Rinderknech,Arthur Rinderknech,5.476,1.85,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-04-25,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Roberto Carballes Baena,Dominik Koepfer,Dominik Koepfer,6.059,2.4,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-28,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Taylor Harry Fritz,Sebastian Baez,Sebastian Baez,10.223,2.67,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-28,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Hubert Hurkacz,Daniel Altmaier,Daniel Altmaier,11.591,3.74,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-28,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Jan-Lennard Struff,Ugo Humbert,Ugo Humbert,5.828,2.42,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-30,Mutua Madrid Open,Clay,Masters 1000,high,ml,dog_ml,Felix Auger Aliassime,Casper Ruud,Felix Auger Aliassime,11.503,4.1,win,3.0999999999999996,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-04-30,Mutua Madrid Open,Clay,Masters 1000,high,ml,favorite_ml,Taylor Harry Fritz,Hubert Hurkacz,Hubert Hurkacz,6.468,1.95,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-05-08,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Yannick Hanfmann,Jakub Mensik,Yannick Hanfmann,9.083,2.45,win,1.4500000000000002,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-05-08,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Aleksandar Vukic,Diego Sebastian Schwartzman,Aleksandar Vukic,11.061,2.52,win,1.52,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-05-09,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Dominik Koepfer,Andrea Vavassori,Dominik Koepfer,5.328,1.75,win,0.75,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-05-09,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Alexandre Muller,Marton Fucsovics,Marton Fucsovics,7.167,1.6,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-05-09,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Francesco Passaro,Arthur Rinderknech,Arthur Rinderknech,8.311,1.67,loss,-1.0,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-05-10,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Francisco Cerundolo,Matteo Gigante,Matteo Gigante,8.457,3.99,loss,-1.0,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-05-11,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Sebastian Baez,Dusan Lajovic,Sebastian Baez,10.07,1.69,win,0.69,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-05-12,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Nuno Borges,Francesco Passaro,Nuno Borges,6.884,1.54,win,0.54,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-05-13,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Sebastian Baez,Holger Rune,Sebastian Baez,12.78,2.59,win,1.5899999999999999,1.0,Masters 1000|dog_ml
clay_bo3,historical_ml_backtest,2024,2024-05-13,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,favorite_ml,Daniil Medvedev,Hamad Medjedovic,Daniil Medvedev,8.296,1.45,win,0.44999999999999996,1.0,Masters 1000|favorite_ml
clay_bo3,historical_ml_backtest,2024,2024-05-14,Internazionali BNL d'Italia,Clay,Masters 1000,high,ml,dog_ml,Hubert Hurkacz,Sebastian Baez,Sebastian Baez,11.057,2.73,loss,-1.0,1.0,Masters 1000|dog_ml
