cell_id,edge_lo,edge_hi,direction_filter,confidence_filter,series_filter,side_filter,split,n_bets,wins,losses,roi_flat,roi_boot_lb,roi_boot_ub,log_loss_model,log_loss_pinnacle,delta_log_loss,brier_model,brier_pinnacle,ece,clv_avg,clv_pos_rate,clv_n,clv_match_rate,clv_informative
edge7-13|no-filter|all|ATP-non-Slam|model-dog,7.0,13.0,no-filter,all,ATP-non-Slam,model-dog,2024,45.0,10.0,35.0,-40.7333,-70.3333,-5.0889,0.5647,0.5401,0.0245,0.1878,0.1769,0.1654,,,45.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|both,7.0,13.0,no-filter,all,ATP-non-Slam,both,pooled_2022_2024,262.0,116.0,146.0,-10.4275,-23.8855,2.3969,0.6471,0.6355,0.0116,0.2276,0.2224,0.0064,,,262.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|both,7.0,13.0,no-filter,all,ATP-non-Slam,both,2022,88.0,37.0,51.0,-8.0341,-31.25,15.3636,0.6681,0.6532,0.0148,0.238,0.2308,0.0557,,,88.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|both,7.0,13.0,no-filter,all,ATP-non-Slam,both,2023,83.0,41.0,42.0,-3.3253,-25.3133,18.4699,0.6505,0.6468,0.0037,0.2294,0.2279,0.0185,,,83.0,100.0,0.0
edge7-13|no-filter|all|ATP-non-Slam|both,7.0,13.0,no-filter,all,ATP-non-Slam,both,2024,91.0,38.0,53.0,-19.2198,-40.9011,0.022,0.6237,0.608,0.0158,0.216,0.2092,0.0594,,,91.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP250,model-fav,pooled_2022_2024,63.0,31.0,32.0,-18.2698,-37.8889,1.7619,0.7562,0.7091,0.0471,0.2792,0.2579,0.1719,,,63.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP250,model-fav,2022,17.0,7.0,10.0,-31.9412,-71.6471,9.4118,0.7901,0.7215,0.0686,0.2967,0.2642,0.2443,,,17.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP250,model-fav,2023,22.0,10.0,12.0,-20.1364,-53.9545,15.0,0.7786,0.7238,0.0548,0.2903,0.2653,0.2141,,,22.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP250,model-fav,2024,24.0,14.0,10.0,-6.875,-40.25,23.5833,0.7116,0.6868,0.0248,0.2567,0.2466,0.1102,,,24.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP250,model-dog,pooled_2022_2024,73.0,24.0,49.0,-15.4658,-43.1096,11.726,0.6207,0.6087,0.0119,0.2151,0.2099,0.0821,,,73.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP250,model-dog,2022,28.0,8.0,20.0,-25.8214,-70.75,18.3571,0.6074,0.5878,0.0196,0.2086,0.1997,0.1205,,,28.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP250,model-dog,2023,22.0,10.0,12.0,17.2273,-41.3182,76.4091,0.6612,0.6746,-0.0134,0.2348,0.2416,0.1304,,,22.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP250,model-dog,2024,23.0,6.0,17.0,-34.1304,-77.6957,13.9565,0.5981,0.5712,0.0269,0.2042,0.1918,0.1527,,,23.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|both,7.0,15.0,agree-with-pinnacle,high-only,ATP250,both,pooled_2022_2024,136.0,55.0,81.0,-16.7647,-35.7206,0.3235,0.6835,0.6552,0.0282,0.2448,0.2321,0.0513,,,136.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|both,7.0,15.0,agree-with-pinnacle,high-only,ATP250,both,2022,45.0,15.0,30.0,-28.1333,-60.4667,3.2667,0.6764,0.6383,0.0381,0.2419,0.2241,0.061,,,45.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|both,7.0,15.0,agree-with-pinnacle,high-only,ATP250,both,2023,44.0,20.0,24.0,-1.4545,-32.5909,32.4545,0.7199,0.6992,0.0207,0.2626,0.2535,0.1121,,,44.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP250|both,7.0,15.0,agree-with-pinnacle,high-only,ATP250,both,2024,47.0,20.0,27.0,-20.2128,-46.9362,6.9787,0.6561,0.6302,0.0258,0.231,0.2198,0.0508,,,47.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP500,model-fav,pooled_2022_2024,6.0,4.0,2.0,6.0,-52.3333,63.0,0.6571,0.6384,0.0187,0.2326,0.2242,0.0538,,,6.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP500,model-fav,2022,2.0,1.0,1.0,-25.0,,,0.7281,0.658,0.0701,0.2677,0.2338,0.4792,,,2.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP500,model-fav,2023,2.0,2.0,0.0,57.5,,,0.3609,0.4705,-0.1096,0.0969,0.1439,0.2966,,,2.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP500,model-fav,2024,2.0,1.0,1.0,-14.5,,,0.8824,0.7868,0.0955,0.333,0.2949,0.5462,,,2.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP500,model-dog,pooled_2022_2024,11.0,3.0,8.0,-0.8182,-100.0,103.6364,0.6971,0.6791,0.0179,0.2487,0.2378,0.3729,,,11.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP500,model-dog,2022,3.0,1.0,2.0,27.6667,,,0.7304,0.7363,-0.0059,0.2642,0.2639,0.4895,,,3.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP500,model-dog,2023,2.0,0.0,2.0,-100.0,,,0.5444,0.4745,0.0699,0.1766,0.1432,0.4186,,,2.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP500,model-dog,2024,6.0,2.0,4.0,18.0,-100.0,164.3333,0.7313,0.7188,0.0126,0.265,0.2562,0.2994,,,6.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|both,7.0,15.0,agree-with-pinnacle,high-only,ATP500,both,pooled_2022_2024,17.0,7.0,10.0,1.5882,-57.6471,74.2941,0.683,0.6648,0.0182,0.243,0.233,0.2603,,,17.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|both,7.0,15.0,agree-with-pinnacle,high-only,ATP500,both,2022,5.0,2.0,3.0,6.6,-100.0,143.2,0.7295,0.705,0.0245,0.2656,0.2519,0.2324,,,5.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|both,7.0,15.0,agree-with-pinnacle,high-only,ATP500,both,2023,4.0,2.0,2.0,-21.25,,,0.4527,0.4725,-0.0198,0.1367,0.1435,0.3576,,,4.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP500|both,7.0,15.0,agree-with-pinnacle,high-only,ATP500,both,2024,8.0,3.0,5.0,9.875,-100.0,119.75,0.7691,0.7358,0.0333,0.282,0.2659,0.3611,,,8.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|model-fav,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,model-fav,pooled_2022_2024,20.0,13.0,7.0,13.75,-22.55,51.05,0.6698,0.6878,-0.018,0.2386,0.2475,0.2151,,,20.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|model-fav,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,model-fav,2022,7.0,3.0,4.0,-26.4286,-77.0,39.4286,0.7758,0.7284,0.0474,0.2898,0.2675,0.3262,,,7.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|model-fav,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,model-fav,2023,8.0,7.0,1.0,56.375,5.875,86.375,0.5621,0.6509,-0.0887,0.1859,0.229,0.2436,,,8.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|model-fav,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,model-fav,2024,5.0,3.0,2.0,1.8,-71.0,74.6,0.6936,0.69,0.0035,0.251,0.2491,0.3341,,,5.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|model-dog,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,model-dog,pooled_2022_2024,36.0,10.0,26.0,-21.3889,-58.3611,22.75,0.5901,0.5783,0.0118,0.2002,0.1952,0.1003,,,36.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|model-dog,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,model-dog,2022,7.0,1.0,6.0,-63.5714,-100.0,9.2857,0.4878,0.4476,0.0402,0.1522,0.1353,0.2476,,,7.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|model-dog,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,model-dog,2023,11.0,3.0,8.0,-25.2727,-100.0,49.4545,0.5953,0.5848,0.0104,0.2026,0.1982,0.122,,,11.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|model-dog,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,model-dog,2024,18.0,6.0,12.0,-2.6111,-60.7222,68.7222,0.6267,0.6251,0.0016,0.2173,0.2167,0.062,,,18.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|both,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,both,pooled_2022_2024,56.0,23.0,33.0,-8.8393,-37.9464,21.1071,0.6185,0.6174,0.0011,0.2139,0.2139,0.0687,,,56.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|both,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,both,2022,14.0,4.0,10.0,-45.0,-88.1429,5.2143,0.6318,0.588,0.0438,0.221,0.2014,0.1171,,,14.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|both,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,both,2023,19.0,10.0,9.0,9.1053,-35.7895,61.7895,0.5813,0.6126,-0.0313,0.1956,0.2112,0.1732,,,19.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|Masters1000|both,7.0,15.0,agree-with-pinnacle,high-only,Masters1000,both,2024,23.0,9.0,14.0,-1.6522,-50.6957,55.1739,0.6412,0.6392,0.002,0.2247,0.2237,0.0241,,,23.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,model-fav,pooled_2022_2024,89.0,48.0,41.0,-9.4382,-27.9326,7.2135,0.7301,0.6995,0.0306,0.2669,0.2533,0.1563,,,89.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,model-fav,2022,26.0,11.0,15.0,-29.9231,-60.8077,5.2692,0.7815,0.7185,0.063,0.2926,0.2627,0.2371,,,26.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,model-fav,2023,32.0,19.0,13.0,3.8438,-27.5313,32.4687,0.6984,0.6898,0.0086,0.2521,0.2487,0.1222,,,32.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|model-fav,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,model-fav,2024,31.0,18.0,13.0,-5.9677,-34.9032,22.6774,0.7197,0.6938,0.026,0.2607,0.2501,0.1238,,,31.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,model-dog,pooled_2022_2024,120.0,37.0,83.0,-15.9,-40.1,9.4833,0.6185,0.6061,0.0124,0.2137,0.208,0.09,,,120.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,model-dog,2022,38.0,10.0,28.0,-28.5526,-65.6842,13.0789,0.5951,0.5737,0.0214,0.2026,0.1929,0.1291,,,38.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,model-dog,2023,35.0,13.0,22.0,-2.8286,-44.4286,41.3429,0.6338,0.635,-0.0012,0.2214,0.2223,0.1101,,,35.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|model-dog,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,model-dog,2024,47.0,14.0,33.0,-15.4043,-50.5319,26.7021,0.626,0.6107,0.0154,0.217,0.2096,0.1134,,,47.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|both,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,both,pooled_2022_2024,209.0,85.0,124.0,-13.1483,-27.7703,2.0957,0.666,0.6459,0.0202,0.2364,0.2273,0.0383,,,209.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|both,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,both,2022,64.0,21.0,43.0,-29.1094,-54.9375,-2.25,0.6708,0.6325,0.0383,0.2392,0.2213,0.0696,,,64.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|both,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,both,2023,67.0,32.0,35.0,0.3582,-26.8955,27.7761,0.6646,0.6611,0.0035,0.2361,0.2349,0.0064,,,67.0,100.0,0.0
edge7-15|agree-with-pinnacle|high-only|ATP-non-Slam|both,7.0,15.0,agree-with-pinnacle,high-only,ATP-non-Slam,both,2024,78.0,32.0,46.0,-11.6538,-37.4615,13.7051,0.6633,0.6437,0.0196,0.2344,0.2257,0.0689,,,78.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,model-fav,pooled_2022_2024,80.0,45.0,35.0,-6.6,-25.5,11.3125,0.7079,0.685,0.0229,0.2563,0.2461,0.1099,,,80.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,model-fav,2022,21.0,10.0,11.0,-23.1905,-55.0952,9.9048,0.7508,0.6983,0.0525,0.2776,0.2528,0.1922,,,21.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,model-fav,2023,27.0,15.0,12.0,-2.3704,-35.7778,28.6296,0.7195,0.699,0.0205,0.2618,0.253,0.1392,,,27.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,model-fav,2024,32.0,20.0,12.0,0.7188,-24.7188,27.875,0.67,0.6646,0.0054,0.2377,0.2359,0.0626,,,32.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,model-dog,pooled_2022_2024,88.0,28.0,60.0,-16.0909,-41.0227,9.7955,0.6204,0.6075,0.0128,0.215,0.2092,0.0873,,,88.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,model-dog,2022,34.0,11.0,23.0,-11.0294,-51.0,35.7647,0.6278,0.6171,0.0106,0.2184,0.2136,0.0721,,,34.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,model-dog,2023,25.0,11.0,14.0,13.76,-35.68,63.24,0.6591,0.6707,-0.0116,0.2338,0.2397,0.1318,,,25.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,model-dog,2024,29.0,6.0,23.0,-47.7586,-82.6552,-8.931,0.5784,0.5419,0.0365,0.1947,0.1778,0.2019,,,29.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,both,pooled_2022_2024,168.0,73.0,95.0,-11.5714,-28.0298,4.1488,0.6621,0.6444,0.0176,0.2347,0.2268,0.0347,,,168.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,both,2022,55.0,21.0,34.0,-15.6727,-43.8182,15.8182,0.6747,0.6481,0.0266,0.241,0.2285,0.0586,,,55.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,both,2023,52.0,26.0,26.0,5.3846,-23.4038,34.7885,0.6904,0.6853,0.0051,0.2483,0.2466,0.0544,,,52.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP250|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP250,both,2024,61.0,26.0,35.0,-22.3279,-45.8197,0.2623,0.6264,0.6062,0.0202,0.2173,0.2083,0.0631,,,61.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,model-fav,pooled_2022_2024,7.0,5.0,2.0,15.0,-51.4286,64.1429,0.6243,0.6257,-0.0013,0.2166,0.2177,0.0958,,,7.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,model-fav,2022,3.0,2.0,1.0,6.3333,,,0.6279,0.6217,0.0062,0.2188,0.2153,0.2035,,,3.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,model-fav,2023,2.0,2.0,0.0,57.5,,,0.3609,0.4705,-0.1096,0.0969,0.1439,0.2966,,,2.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,model-fav,2024,2.0,1.0,1.0,-14.5,,,0.8824,0.7868,0.0955,0.333,0.2949,0.5462,,,2.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,model-dog,pooled_2022_2024,15.0,4.0,11.0,-10.4667,-74.4667,72.4667,0.6578,0.6382,0.0196,0.2305,0.2199,0.3076,,,15.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,model-dog,2022,6.0,2.0,4.0,5.8333,-100.0,153.6667,0.666,0.6635,0.0026,0.2348,0.2326,0.3296,,,6.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,model-dog,2023,3.0,0.0,3.0,-100.0,,,0.4942,0.4264,0.0678,0.1531,0.1218,0.3876,,,3.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,model-dog,2024,6.0,2.0,4.0,18.0,-100.0,164.3333,0.7313,0.7188,0.0126,0.265,0.2562,0.2994,,,6.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,both,pooled_2022_2024,22.0,9.0,13.0,-2.3636,-55.0909,53.9545,0.6471,0.6342,0.0129,0.2261,0.2192,0.2402,,,22.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,both,2022,9.0,4.0,5.0,6.0,-81.2222,102.4444,0.6533,0.6495,0.0038,0.2295,0.2268,0.1519,,,9.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,both,2023,5.0,2.0,3.0,-37.0,-100.0,34.6,0.4409,0.4441,-0.0031,0.1306,0.1306,0.3512,,,5.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP500|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP500,both,2024,8.0,3.0,5.0,9.875,-78.625,119.875,0.7691,0.7358,0.0333,0.282,0.2659,0.3611,,,8.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,model-fav,pooled_2022_2024,35.0,22.0,13.0,7.5429,-19.9429,35.0571,0.6641,0.6709,-0.0068,0.236,0.2391,0.1635,,,35.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,model-fav,2022,13.0,7.0,6.0,-8.5385,-59.6923,33.6923,0.6999,0.6769,0.023,0.2533,0.242,0.1446,,,13.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,model-fav,2023,14.0,10.0,4.0,23.8571,-21.0,61.2143,0.6361,0.669,-0.0329,0.2218,0.238,0.1413,,,14.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,model-fav,2024,8.0,5.0,3.0,5.125,-54.5,62.75,0.655,0.6645,-0.0095,0.2326,0.2364,0.275,,,8.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,model-dog,pooled_2022_2024,55.0,16.0,39.0,-16.6545,-50.3455,18.2727,0.5968,0.5888,0.008,0.2035,0.2003,0.0989,,,55.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,model-dog,2022,15.0,4.0,11.0,-27.8667,-83.6,38.0667,0.5409,0.5281,0.0127,0.178,0.1738,0.2004,,,15.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,model-dog,2023,16.0,6.0,10.0,9.3125,-49.75,79.625,0.6619,0.672,-0.0102,0.2346,0.2391,0.0184,,,16.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,model-dog,2024,24.0,6.0,18.0,-26.9583,-75.5417,24.2083,0.5884,0.5712,0.0171,0.1988,0.191,0.14,,,24.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|both,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,both,pooled_2022_2024,90.0,38.0,52.0,-7.2444,-30.8222,17.7667,0.623,0.6207,0.0023,0.2162,0.2154,0.0449,,,90.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|both,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,both,2022,28.0,11.0,17.0,-18.8929,-55.7143,21.8214,0.6147,0.5972,0.0175,0.213,0.2055,0.0762,,,28.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|both,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,both,2023,30.0,16.0,14.0,16.1,-22.1333,61.6,0.6498,0.6706,-0.0208,0.2286,0.2386,0.075,,,30.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|Masters1000|both,7.0,15.0,agree-with-pinnacle,high+medium,Masters1000,both,2024,32.0,11.0,21.0,-18.9375,-60.2188,23.1875,0.605,0.5946,0.0105,0.2072,0.2023,0.0883,,,32.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-fav,pooled_2022_2024,122.0,72.0,50.0,-1.3033,-16.5,13.082,0.6906,0.6776,0.013,0.2482,0.2425,0.0943,,,122.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-fav,2022,37.0,19.0,18.0,-15.6486,-43.4865,10.7838,0.723,0.6846,0.0384,0.2643,0.246,0.145,,,37.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-fav,2023,43.0,27.0,16.0,8.9535,-17.9302,34.2791,0.6756,0.6786,-0.0029,0.2411,0.243,0.0928,,,43.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|model-fav,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-fav,2024,42.0,26.0,16.0,0.8333,-24.6905,24.381,0.6773,0.6704,0.0069,0.2413,0.2388,0.075,,,42.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-dog,pooled_2022_2024,158.0,48.0,110.0,-15.7532,-35.8354,6.1835,0.6157,0.6039,0.0118,0.2125,0.2071,0.0887,,,158.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-dog,2022,55.0,17.0,38.0,-13.7818,-50.5091,22.9818,0.6082,0.5979,0.0103,0.2092,0.2048,0.073,,,55.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-dog,2023,44.0,17.0,27.0,4.3864,-33.9545,46.5909,0.6489,0.6545,-0.0056,0.2286,0.2314,0.087,,,44.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|model-dog,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,model-dog,2024,59.0,14.0,45.0,-32.6102,-60.0339,-1.2373,0.598,0.5718,0.0262,0.2035,0.1911,0.1588,,,59.0,100.0,0.0
edge7-15|agree-with-pinnacle|high+medium|ATP-non-Slam|both,7.0,15.0,agree-with-pinnacle,high+medium,ATP-non-Slam,both,pooled_2022_2024,280.0,120.0,160.0,-9.4571,-22.0643,3.8679,0.6483,0.636,0.0123,0.228,0.2225,0.0264,,,280.0,100.0,0.0
