match_id,date,year,month,tournament,tournament_canonical_key,venue_key,player_a_id,player_b_id,player_a,player_b,a_won,best_of,pin_close_a,pin_close_b,pin_implied_a,pin_implied_b,ta_surface_speed,altitude_m,temp_mean_c
2022-02-09|Argentina Open|33648|21506,2022-02-09,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,33648,21506,Casper Ruud,Roberto Carballes Baena,1,3,1.25,4.43,0.77993,0.22007,0.61,25,21.6
2022-02-09|Argentina Open|672|14609,2022-02-09,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,14609,672,Thiago Moura Monteiro,Fernando Verdasco,0,3,1.36,3.43,0.716075,0.283925,0.61,25,21.6
2022-02-10|Argentina Open|11940|1841,2022-02-10,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,1841,11940,Pablo Andujar,Federico Delbonis,0,3,1.83,2.09,0.533163,0.466837,0.61,25,23.7
2022-02-10|Argentina Open|31392|52721,2022-02-10,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,52721,31392,Sebastian Baez,Lorenzo Sonego,0,3,2,1.9,0.487179,0.512821,0.61,25,23.7
2022-02-10|Argentina Open|4067|5829,2022-02-10,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,4067,5829,Fabio Fognini,Pablo Martinez,1,3,2.53,1.59,0.385922,0.614078,0.61,25,23.7
2022-02-10|Argentina Open|52279|34337,2022-02-10,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,52279,34337,Francisco Cerundolo,Miomir Kecmanovic,1,3,2.06,1.85,0.473146,0.526854,0.61,25,23.7
2022-02-11|Argentina Open|11940|4067,2022-02-11,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,4067,11940,Fabio Fognini,Federico Delbonis,0,3,1.93,1.98,0.506394,0.493606,0.61,25,23.4
2022-02-11|Argentina Open|31392|672,2022-02-11,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,31392,672,Lorenzo Sonego,Fernando Verdasco,1,3,1.32,3.78,0.741176,0.258824,0.61,25,23.4
2022-02-11|Argentina Open|33648|18720,2022-02-11,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,33648,18720,Casper Ruud,Federico Coria,1,3,1.25,4.51,0.782986,0.217014,0.61,25,23.4
2022-02-12|Argentina Open|17829|31392,2022-02-12,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,31392,17829,Lorenzo Sonego,Diego Sebastian Schwartzman,0,3,2.36,1.65,0.411471,0.588529,0.61,25,17.5
2022-02-12|Argentina Open|17829|52279,2022-02-12,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,52279,17829,Francisco Cerundolo,Diego Sebastian Schwartzman,0,3,3.69,1.33,0.26494,0.73506,0.61,25,17.5
2022-02-12|Argentina Open|33648|11940,2022-02-12,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,33648,11940,Casper Ruud,Federico Delbonis,1,3,1.25,4.44,0.780316,0.219684,0.61,25,17.5
2022-02-13|Argentina Open|33648|17829,2022-02-13,2022,2,Argentina Open,argentina_open,buenos_aires_lawn_tennis_club,33648,17829,Casper Ruud,Diego Sebastian Schwartzman,1,3,1.46,2.94,0.668182,0.331818,0.61,25,18.4
2022-02-14|Rio Open|1841|3577,2022-02-14,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,3577,1841,Pablo Cuevas,Pablo Andujar,0,3,2.82,1.48,0.344186,0.655814,0.81,5,26.2
2022-02-14|Rio Open|5829|86082,2022-02-14,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,5829,86082,Pablo Martinez,Juncheng Shang,1,3,1.1,8.3,0.882979,0.117021,0.81,5,26.2
2022-02-15|Rio Open|11940|26845,2022-02-15,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,26845,11940,Daniel Elahi Galan,Federico Delbonis,0,3,2.18,1.75,0.445293,0.554707,0.81,5,25.3
2022-02-15|Rio Open|14609|52721,2022-02-15,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,52721,14609,Sebastian Baez,Thiago Moura Monteiro,0,3,1.72,2.23,0.564557,0.435443,0.81,5,25.3
2022-02-15|Rio Open|18720|24840,2022-02-15,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,24840,18720,Cristian Garin,Federico Coria,0,3,1.56,2.57,0.622276,0.377724,0.81,5,25.3
2022-02-15|Rio Open|31392|24084,2022-02-15,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,24084,31392,Laslo Djere,Lorenzo Sonego,0,3,2.42,1.62,0.40099,0.59901,0.81,5,25.3
2022-02-15|Rio Open|34337|24232,2022-02-15,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,34337,24232,Miomir Kecmanovic,Alejandro Pascacio F.,1,3,1.23,4.63,0.790102,0.209898,0.81,5,25.3
2022-02-15|Rio Open|4067|11881,2022-02-15,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,11881,4067,Facundo Bagnis,Fabio Fognini,0,3,2.6,1.55,0.373494,0.626506,0.81,5,25.3
2022-02-15|Rio Open|6691|20694,2022-02-15,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,20694,6691,Juan Ignacio Londero,Albert Ramos-Vinolas,0,3,2.05,1.84,0.473008,0.526992,0.81,5,25.3
2022-02-15|Rio Open|672|12190,2022-02-15,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,12190,672,Dusan Lajovic,Fernando Verdasco,0,3,1.66,2.34,0.585,0.415,0.81,5,25.3
2022-02-16|Rio Open|1841|6691,2022-02-16,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,1841,6691,Pablo Andujar,Albert Ramos-Vinolas,1,3,2.37,1.66,0.411911,0.588089,0.81,5,24.7
2022-02-16|Rio Open|18720|672,2022-02-16,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,672,18720,Fernando Verdasco,Federico Coria,0,3,2.8,1.5,0.348837,0.651163,0.81,5,24.7
2022-02-16|Rio Open|4067|14432,2022-02-16,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,14432,4067,Pablo Carreno-Busta,Fabio Fognini,0,3,1.48,2.87,0.65977,0.34023,0.81,5,24.7
2022-02-16|Rio Open|52279|12043,2022-02-16,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,12043,52279,Benoit Paire,Francisco Cerundolo,0,3,3.01,1.43,0.322072,0.677928,0.81,5,24.7
2022-02-17|Rio Open|17829|5829,2022-02-17,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,17829,5829,Diego Sebastian Schwartzman,Pablo Martinez,1,3,1.46,2.93,0.667426,0.332574,0.81,5,25.1
2022-02-17|Rio Open|34337|31392,2022-02-17,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,31392,34337,Lorenzo Sonego,Miomir Kecmanovic,0,3,1.51,2.75,0.64554,0.35446,0.81,5,25.1
2022-02-18|Rio Open|29812|14609,2022-02-18,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,29812,14609,Matteo Berrettini,Thiago Moura Monteiro,1,3,1.34,3.57,0.727088,0.272912,0.81,5,23.1
2022-02-18|Rio Open|68074|11940,2022-02-18,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,11940,68074,Federico Delbonis,Carlos Alcaraz,0,3,4.41,1.25,0.220848,0.779152,0.81,5,23.1
2022-02-19|Rio Open|17829|1841,2022-02-19,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,1841,17829,Pablo Andujar,Diego Sebastian Schwartzman,0,3,4.74,1.23,0.20603,0.79397,0.81,5,23.4
2022-02-19|Rio Open|17829|52279,2022-02-19,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,52279,17829,Francisco Cerundolo,Diego Sebastian Schwartzman,0,3,2.92,1.46,0.333333,0.666667,0.81,5,23.4
2022-02-19|Rio Open|4067|18720,2022-02-19,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,18720,4067,Federico Coria,Fabio Fognini,0,3,2.57,1.57,0.379227,0.620773,0.81,5,23.4
2022-02-19|Rio Open|52279|34337,2022-02-19,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,34337,52279,Miomir Kecmanovic,Francisco Cerundolo,0,3,1.75,2.18,0.554707,0.445293,0.81,5,23.4
2022-02-19|Rio Open|68074|29812,2022-02-19,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,29812,68074,Matteo Berrettini,Carlos Alcaraz,0,3,2.47,1.61,0.394608,0.605392,0.81,5,23.4
2022-02-20|Rio Open|68074|17829,2022-02-20,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,17829,68074,Diego Sebastian Schwartzman,Carlos Alcaraz,0,3,3.28,1.39,0.297645,0.702355,0.81,5,24.9
2022-02-20|Rio Open|68074|4067,2022-02-20,2022,2,Rio Open,rio_open,jockey_club_brasileiro_rio,68074,4067,Carlos Alcaraz,Fabio Fognini,1,3,1.33,3.64,0.732394,0.267606,0.81,5,24.9
2022-02-21|Chile Open|11881|29579,2022-02-21,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,11881,29579,Facundo Bagnis,Bernabe Zapata Miralles,1,3,1.76,2.17,0.552163,0.447837,0.74,670,17.6
2022-02-21|Chile Open|20694|37532,2022-02-21,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,37532,20694,Tomas Martin Etcheverry,Juan Ignacio Londero,0,3,2.36,1.65,0.411471,0.588529,0.74,670,17.6
2022-02-21|Chile Open|36858|18648,2022-02-21,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,36858,18648,Thiago Seyboth Wild,Nicolas Kicker,1,3,1.64,2.39,0.593052,0.406948,0.74,670,17.6
2022-02-22|Chile Open|14609|27482,2022-02-22,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,27482,14609,Nicolas Jarry,Thiago Moura Monteiro,0,3,2.02,1.87,0.48072,0.51928,0.74,670,15.9
2022-02-22|Chile Open|14856|18720,2022-02-22,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,18720,14856,Federico Coria,Yannick Hanfmann,0,3,1.92,1.97,0.506427,0.493573,0.74,670,15.9
2022-02-22|Chile Open|18477|14982,2022-02-22,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,18477,14982,Hugo Dellien,Gonzalo Lama,1,3,1.43,3.01,0.677928,0.322072,0.74,670,15.9
2022-02-22|Chile Open|29665|52934,2022-02-22,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,52934,29665,Juan Manuel Cerundolo,Carlos Taberner,0,3,2.55,1.57,0.381068,0.618932,0.74,670,15.9
2022-02-22|Chile Open|34337|20104,2022-02-22,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,34337,20104,Miomir Kecmanovic,Marco Cecchinato,1,3,1.22,4.79,0.797005,0.202995,0.74,670,15.9
2022-02-22|Chile Open|52721|26153,2022-02-22,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,26153,52721,Juan Pablo Varillas,Sebastian Baez,0,3,2.62,1.54,0.370192,0.629808,0.74,670,15.9
2022-02-22|Chile Open|64916|69471,2022-02-22,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,69471,64916,Holger Rune,Matheus Pucinelli De Almeida,0,3,1.42,3.06,0.683036,0.316964,0.74,670,15.9
2022-02-23|Chile Open|11881|18477,2022-02-23,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,18477,11881,Hugo Dellien,Facundo Bagnis,0,3,2.24,1.73,0.435768,0.564232,0.74,670,14.3
2022-02-23|Chile Open|14609|11940,2022-02-23,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,11940,14609,Federico Delbonis,Thiago Moura Monteiro,0,3,1.85,2.07,0.528061,0.471939,0.74,670,14.3
2022-02-23|Chile Open|30087|12534,2022-02-23,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,12534,30087,Renzo Olivo,Alejandro Tabilo,0,3,5.17,1.2,0.188383,0.811617,0.74,670,14.3
2022-02-23|Chile Open|52721|20694,2022-02-23,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,52721,20694,Sebastian Baez,Juan Ignacio Londero,1,3,1.51,2.77,0.647196,0.352804,0.74,670,14.3
2022-02-24|Chile Open|14856|36858,2022-02-24,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,36858,14856,Thiago Seyboth Wild,Yannick Hanfmann,0,3,3.1,1.42,0.314159,0.685841,0.74,670,15.8
2022-02-24|Chile Open|34337|64916,2022-02-24,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,64916,34337,Matheus Pucinelli De Almeida,Miomir Kecmanovic,0,3,4.74,1.23,0.20603,0.79397,0.74,670,15.8
2022-02-24|Chile Open|6691|29665,2022-02-24,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,6691,29665,Albert Ramos-Vinolas,Carlos Taberner,1,3,1.52,2.72,0.641509,0.358491,0.74,670,15.8
2022-02-25|Chile Open|30087|24840,2022-02-25,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,24840,30087,Cristian Garin,Alejandro Tabilo,0,3,2.51,1.6,0.389294,0.610706,0.74,670,19.2
2022-02-25|Chile Open|52721|14609,2022-02-25,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,52721,14609,Sebastian Baez,Thiago Moura Monteiro,1,3,1.63,2.42,0.597531,0.402469,0.74,670,19.2
2022-02-25|Chile Open|5829|14856,2022-02-25,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,5829,14856,Pablo Martinez,Yannick Hanfmann,1,3,1.93,1.97,0.505128,0.494872,0.74,670,19.2
2022-02-25|Chile Open|6691|11881,2022-02-25,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,6691,11881,Albert Ramos-Vinolas,Facundo Bagnis,1,3,1.6,2.5,0.609756,0.390244,0.74,670,19.2
2022-02-26|Chile Open|30087|34337,2022-02-26,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,30087,34337,Alejandro Tabilo,Miomir Kecmanovic,1,3,1.8,2.13,0.541985,0.458015,0.74,670,18.8
2022-02-26|Chile Open|52721|6691,2022-02-26,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,6691,52721,Albert Ramos-Vinolas,Sebastian Baez,0,3,1.92,1.99,0.508951,0.491049,0.74,670,18.8
2022-02-26|Chile Open|5829|30087,2022-02-26,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,30087,5829,Alejandro Tabilo,Pablo Martinez,0,3,1.66,2.37,0.588089,0.411911,0.74,670,18.8
2022-02-27|Chile Open|5829|52721,2022-02-27,2022,2,Chile Open,chile_open,club_deportivo_uc_san_carlos,5829,52721,Pablo Martinez,Sebastian Baez,1,3,2.3,1.69,0.423559,0.576441,0.74,670,17.5
2022-04-05|Grand Prix Hassan II|11923|11940,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,11923,11940,Joao Sousa,Federico Delbonis,1,3,3.19,1.4,0.305011,0.694989,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|1841|9305,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,1841,9305,Pablo Andujar,Daniel Evans,1,3,1.69,2.28,0.574307,0.425693,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|18720|36519,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,18720,36519,Federico Coria,Alejandro Davidovich Fokina,1,3,2.59,1.56,0.375904,0.624096,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|21506|20104,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,21506,20104,Roberto Carballes Baena,Marco Cecchinato,1,3,1.4,3.19,0.694989,0.305011,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|24084|61838,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,24084,61838,Laslo Djere,Jiri Lehecka,1,3,1.54,2.59,0.627119,0.372881,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|24249|18477,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,24249,18477,Botic Van De Zandschulp,Hugo Dellien,1,3,1.68,2.3,0.577889,0.422111,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|34539|12097,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,34539,12097,Alex Molcan,Stefano Travaglia,1,3,1.56,2.57,0.622276,0.377724,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|40434|34605,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,34605,40434,Elliot Benchetrit,Felix Auger Aliassime,0,3,12.44,1.05,0.077835,0.922165,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|63572|6691,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,6691,63572,Albert Ramos-Vinolas,Lorenzo Musetti,0,3,1.67,2.32,0.581454,0.418546,0.72,460,11.6
2022-04-05|Grand Prix Hassan II|674|12614,2022-04-05,2022,4,Grand Prix Hassan II,grand_prix_hassan_ii,royal_tennis_club_marrakech,674,12614,Richard Gasquet,Henri Laaksonen,1,3,1.53,2.66,0.634845,0.365155,0.72,460,11.6
2022-04-05|U.S. Men's Clay Court Championships|11178|13429,2022-04-05,2022,4,U.S. Men's Clay Court Championships,us_mens_clay_court_championships,river_oaks_houston,11178,13429,Steve Johnson,Denis Kudla,1,3,1.65,2.34,0.586466,0.413534,0.73,20,23.6
2022-04-05|U.S. Men's Clay Court Championships|22433|13032,2022-04-05,2022,4,U.S. Men's Clay Court Championships,us_mens_clay_court_championships,river_oaks_houston,13032,22433,Steven Diez,Jordan Thompson,0,3,2.73,1.5,0.35461,0.64539,0.73,20,23.6
2022-04-05|U.S. Men's Clay Court Championships|22434|18094,2022-04-05,2022,4,U.S. Men's Clay Court Championships,us_mens_clay_court_championships,river_oaks_houston,22434,18094,Nick Kyrgios,Mackenzie Mcdonald,1,3,1.5,2.72,0.64455,0.35545,0.73,20,23.6
2022-04-05|U.S. Men's Clay Court Championships|32703|24232,2022-04-05,2022,4,U.S. Men's Clay Court Championships,us_mens_clay_court_championships,river_oaks_houston,24232,32703,Alejandro Pascacio F.,Gijs Brouwer,0,3,2.16,1.75,0.44757,0.55243,0.73,20,23.6
2022-04-05|U.S. Men's Clay Court Championships|4061|26845,2022-04-05,2022,4,U.S. Men's Clay Court Championships,us_mens_clay_court_championships,river_oaks_houston,26845,4061,Daniel Elahi Galan,Sam Querrey,0,3,1.48,2.78,0.652582,0.347418,0.73,20,23.6
