date,time_utc,player1,player2,surface,series,confidence,our_odds1,our_odds2,pin_odds1,pin_odds2,value_p1,value_p2,side,value_pct,stake_units,stake_gbp,stake_model,bet_type,policy_mode,overlay_n,overlay_roi_pct_shrunk,overlay_reason,recent_injured_p1,recent_injured_p2,recent_injured_any,recent_injured_p1_mode,recent_injured_p2_mode,raw_p1_win_prob,raw_p2_win_prob,calibrated_p1_win_prob,calibrated_p2_win_prob,raw_odds1_shadow,raw_odds2_shadow,calibrated_odds1,calibrated_odds2,raw_value_p1,raw_value_p2,raw_value_same_side,calibrated_selected_prob,calibration_new_edge,shadow_reason,threshold_tier,signal_profile,settlement_status,result,bet_outcome,won_bet,match_date,player1_id,player2_id,winner_id,loser_id,settled_at,settlement_note,closing_odds1,closing_odds2,closing_source,spread_line,spread_odds,game_margin,tournament_speed_signal,clay_speed_tier,league
2026-04-02,08:48:05,Rafael Jodar,Tomas Machac,Clay,ATP500,medium,1.6299,2.5875,2.1,1.806,28.84,-30.2,P1,28.84,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4688,0.5312,0.6135,0.3865,2.13,1.88,1.6299,2.5875,-1.41,-3.94,-1.41,0.6135,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,WIN,1,2026-04-02,99691,58327,99691,58327,2026-04-03T09:19:20+00:00,,,,,,,,0.0,normal,ATP
2026-04-02,08:48:05,Ignacio Buse,Camilo Ugo Carabelli,Clay,ATP500,high,2.2497,1.8002,1.8,2.11,-19.99,17.21,P2,17.21,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5904,0.4096,0.4445,0.5555,1.69,2.44,2.2497,1.8002,6.51,-13.52,-13.52,0.5555,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,WIN,1,2026-04-02,79113,42229,42229,79113,2026-04-03T09:19:20+00:00,,,,,,,,0.0,normal,ATP
2026-04-02,08:48:05,Vit Kopriva,Alexandre Muller,Clay,ATP500,high,2.2378,1.8079,1.847,2.05,-17.46,13.39,P2,13.39,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.6307,0.3693,0.4469,0.5531,1.59,2.71,2.2378,1.8079,16.16,-24.35,-24.35,0.5531,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,WIN,1,2026-04-02,42971,28108,28108,42971,2026-04-03T09:19:20+00:00,,,,,,,,0.0,normal,ATP
2026-04-03,11:50:18,Michele Ribecai,Andrea Guerrieri,Clay,ATP250,high,2.6138,1.6197,1.847,2.03,-29.34,25.33,P2,25.33,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5269,0.4731,0.3826,0.6174,1.9,2.11,2.6138,1.6197,-2.79,-3.79,-3.79,0.6174,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-03,100225,40187,100225,40187,2026-04-04T09:02:06+00:00,,,,,,,,0.0,normal,Challenger
2026-04-03,19:12:03,Juan Pablo Ficovich,Rodrigo Pacheco Mendez,Clay,ATP250,high,2.4503,1.6895,2.02,1.862,-17.56,10.21,P2,10.21,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.563,0.437,0.4081,0.5919,1.78,2.29,2.4503,1.6895,13.48,-18.69,-18.69,0.5919,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,WIN,1,2026-04-03,29906,89396,89396,29906,2026-04-04T09:02:06+00:00,,,,,,,,0.0,normal,Challenger
2026-04-03,20:30:27,Facundo Mena,Tristan Schoolkate,Clay,ATP250,medium,1.5749,2.7395,1.709,2.25,8.52,-17.87,P1,8.52,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4639,0.5361,0.635,0.365,2.16,1.87,1.5749,2.7395,-20.88,20.32,-20.88,0.635,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-03,14898,67986,67986,14898,2026-04-04T09:02:06+00:00,,,,,,,,0.0,normal,Challenger
2026-04-03,20:30:27,Kimmer Coppejans,Vitaliy Sachko,Clay,ATP250,high,2.7121,1.5841,1.709,2.23,-36.99,40.78,P2,40.78,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5384,0.4616,0.3687,0.6313,1.86,2.17,2.7121,1.5841,-8.12,2.76,2.76,0.6313,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,WIN,1,2026-04-04,23298,28904,28904,23298,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,Challenger
2026-04-04,10:08:23,Benjamin Bonzi,Roberto Bautista Agut,Clay,Masters 1000,medium,1.7252,2.379,2.01,1.855,16.51,-22.03,P1,16.51,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.426,0.574,0.5797,0.4203,2.35,1.74,1.7252,2.379,-14.47,6.61,-14.47,0.5797,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-04,28899,1837,1837,28899,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,10:08:23,Nicolas Mejia,Tristan Schoolkate,Clay,ATP250,medium,2.2304,1.8127,1.592,2.47,-28.62,36.26,P2,36.26,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.593,0.407,0.4483,0.5517,1.69,2.46,2.2304,1.8127,-5.8,0.41,0.41,0.5517,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-04,34968,67986,34968,67986,2026-04-05T19:50:21+00:00,,,,,,,,0.0,normal,Challenger
2026-04-04,10:08:23,Jan-Lennard Struff,Nikoloz Basilashvili,Clay,Masters 1000,high,2.338,1.7474,1.617,2.38,-30.84,36.2,P2,36.2,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.579,0.421,0.4277,0.5723,1.73,2.38,2.338,1.7474,-6.53,0.0,0.0,0.5723,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,WIN,1,2026-04-04,14177,14716,14716,14177,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,09:01:40,Emilio Nava,Quentin Halys,Clay,Masters 1000,medium,2.6254,1.6152,1.885,1.962,-28.2,21.47,P2,21.47,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.546,0.454,0.3809,0.6191,1.83,2.2,2.6254,1.6152,3.01,-10.82,-10.82,0.6191,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-04,56197,25171,56197,25171,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,10:08:23,Jan Choinski,Alexandre Muller,Clay,Masters 1000,high,1.6463,2.5472,1.901,1.935,15.47,-24.04,P1,15.47,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4467,0.5533,0.6074,0.3926,2.24,1.81,1.6463,2.5472,-15.13,6.91,-15.13,0.6074,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-04,26421,28108,28108,26421,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,10:08:23,Cristian Garin,Jesper De Jong,Clay,Masters 1000,high,1.6052,2.6522,2.2,1.714,37.05,-35.37,P1,37.05,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4564,0.5436,0.623,0.377,2.19,1.84,1.6052,2.6522,0.46,-6.85,0.46,0.623,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,WIN,1,2026-04-04,24840,59166,24840,59166,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,10:08:23,Ethan Quinn,Otto Virtanen,Clay,Masters 1000,high,2.2297,1.8132,1.493,2.72,-33.04,50.01,P2,50.01,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.6313,0.3687,0.4485,0.5515,1.58,2.71,2.2297,1.8132,-5.51,0.37,0.37,0.5515,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-04,82269,55252,82269,55252,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,10:08:23,Damir Dzumhur,Nicolai Budkov Kjaer,Clay,Masters 1000,high,2.3875,1.7207,1.8,2.05,-24.61,19.14,P2,19.14,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5697,0.4303,0.4189,0.5811,1.76,2.32,2.3875,1.7207,2.27,-11.64,-11.64,0.5811,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-04,13447,104215,13447,104215,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,10:08:23,Alexander Shevchenko,Andrea Pellegrino,Clay,Masters 1000,high,2.2707,1.7869,1.667,2.28,-26.59,27.59,P2,27.59,1.0,100.0,flat_match,match,base,,,,False,True,True,none,strong,0.5876,0.4124,0.4404,0.5596,1.7,2.42,2.2707,1.7869,-1.94,-5.79,-5.79,0.5596,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-04,64891,29457,64891,29457,2026-04-04T23:07:01+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,23:05:50,Alex Martinez,Raul Brancaccio,Clay,ATP250,high,1.7313,2.3674,1.82,2.06,5.12,-12.98,P1,5.12,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4246,0.5754,0.5776,0.4224,2.36,1.74,1.7313,2.3674,-22.88,18.39,-22.88,0.5776,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-05,68297,33904,33904,68297,2026-04-05T19:50:21+00:00,,,,,,,,0.0,normal,Challenger
2026-04-04,23:05:50,Ethan Quinn,Francisco Comesana,Clay,Masters 1000,high,2.4264,1.701,2.03,1.82,-16.34,6.99,P2,6.99,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5655,0.4345,0.4121,0.5879,1.77,2.3,2.4264,1.701,14.69,-20.87,-20.87,0.5879,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,WIN,1,2026-04-05,82269,61971,61971,82269,2026-04-05T19:50:21+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,23:05:50,Matteo Arnaldi,Alexandre Muller,Clay,Masters 1000,high,1.6428,2.5556,1.99,1.847,21.13,-27.73,P1,21.13,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4475,0.5525,0.6087,0.3913,2.23,1.81,1.6428,2.5556,-10.76,2.04,-10.76,0.6087,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-05,73956,28108,28108,73956,2026-04-05T19:50:21+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,23:05:50,Alexander Shevchenko,Roberto Bautista Agut,Clay,Masters 1000,high,2.5874,1.63,1.719,2.17,-33.56,33.13,P2,33.13,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5495,0.4505,0.3865,0.6135,1.82,2.22,2.5874,1.63,-5.55,-2.25,-2.25,0.6135,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-05,64891,1837,64891,1837,2026-04-05T19:50:21+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,23:05:50,Daniel Altmaier,Tomas Machac,Clay,Masters 1000,medium,1.7048,2.4189,2.35,1.645,37.85,-31.99,P1,37.85,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4337,0.5663,0.5866,0.4134,2.31,1.77,1.7048,2.4189,1.73,-7.06,1.73,0.5866,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-06,29732,58327,58327,29732,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,23:05:50,Cameron Norrie,Miomir Kecmanovic,Clay,Masters 1000,high,2.3374,1.7477,1.699,2.25,-27.31,28.74,P2,28.74,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.6237,0.3763,0.4278,0.5722,1.6,2.66,2.3374,1.7477,6.19,-15.41,-15.41,0.5722,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-05,27851,34337,27851,34337,2026-04-05T19:50:21+00:00,,,,,,,,0.0,normal,ATP
2026-04-04,23:05:50,Norbert Gombos,Eero Vasa,Clay,ATP250,high,2.3707,1.7296,1.617,2.33,-31.79,34.72,P2,34.72,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.575,0.425,0.4218,0.5782,1.74,2.35,2.3707,1.7296,-7.07,-0.85,-0.85,0.5782,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-05,17928,30743,17928,30743,2026-04-05T19:50:21+00:00,,,,,,,,0.0,normal,Challenger
2026-04-04,23:05:50,Francisco Cerundolo,Stefanos Tsitsipas,Clay,Masters 1000,high,2.2969,1.7711,1.87,2.01,-18.58,13.49,P2,13.49,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5842,0.4158,0.4354,0.5646,1.71,2.41,2.2969,1.7711,9.36,-16.6,-16.6,0.5646,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-06,52279,30470,52279,30470,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,ATP
2026-04-05,19:50:01,James Duckworth,Nicolas Mejia,Clay,ATP250,medium,1.61,2.6393,2.0,1.893,24.22,-28.28,P1,24.22,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4772,0.5228,0.6211,0.3789,2.1,1.91,1.61,2.6393,-4.76,-0.89,-4.76,0.6211,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-05,11517,34968,34968,11517,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,Challenger
2026-04-05,19:50:01,Daniel Altmaier,Tomas Machac,Clay,Masters 1000,medium,1.725,2.3793,2.42,1.625,40.29,-31.7,P1,40.29,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4294,0.5706,0.5797,0.4203,2.33,1.75,1.725,2.3793,3.86,-7.14,3.86,0.5797,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-06,29732,58327,58327,29732,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,ATP
2026-04-05,23:09:47,Tomas Martin Etcheverry,Grigor Dimitrov,Clay,Masters 1000,medium,2.271,1.7868,1.763,2.17,-22.37,21.45,P2,21.45,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.6283,0.3717,0.4403,0.5597,1.59,2.69,2.271,1.7868,10.88,-19.33,-19.33,0.5597,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-07,37532,11953,37532,11953,2026-04-07T23:07:31+00:00,,,,,,,,0.0,normal,ATP
2026-04-05,23:09:47,Moez Echargui,Remy Bertola,Clay,ATP250,medium,1.7601,2.3157,2.13,1.758,21.02,-24.08,P1,21.02,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4182,0.5818,0.5682,0.4318,2.39,1.72,1.7601,2.3157,-10.88,2.21,-10.88,0.5682,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-06,36114,35296,35296,36114,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,Challenger
2026-04-05,23:09:47,Vilius Gaubas,Stefano Travaglia,Clay,ATP250,high,2.6101,1.6211,1.8,2.07,-31.04,27.69,P2,27.69,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5474,0.4526,0.3831,0.6169,1.83,2.21,2.6101,1.6211,-1.64,-6.33,-6.33,0.6169,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,WIN,1,2026-04-06,79088,12097,12097,79088,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,Challenger
2026-04-05,23:09:47,Daniel Merida Aguilar,Joel Schwaerzler,Clay,ATP250,high,2.5134,1.6608,1.87,1.99,-25.6,19.82,P2,19.82,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5566,0.4434,0.3979,0.6021,1.8,2.26,2.5134,1.6608,3.89,-11.95,-11.95,0.6021,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,no_match,,,,,,,,,,No oncourt_games row matched this player pair in date window,,,,,,,0.0,normal,Challenger
2026-04-05,23:09:47,Dusan Lajovic,Mattia Bellucci,Clay,ATP250,medium,1.5781,2.7297,1.806,2.06,14.44,-24.53,P1,14.44,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4911,0.5089,0.6337,0.3663,2.04,1.97,1.5781,2.7297,-11.47,4.57,-11.47,0.6337,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-06,12190,72578,72578,12190,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,Challenger
2026-04-05,23:09:47,Denis Shapovalov,Alexander Blockx,Clay,Masters 1000,medium,2.2297,1.8132,1.893,1.98,-15.1,9.2,P2,9.2,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.6313,0.3687,0.4485,0.5515,1.58,2.71,2.2297,1.8132,19.81,-26.94,-26.94,0.5515,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,WIN,1,2026-04-06,33502,88766,88766,33502,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,ATP
2026-04-05,19:50:01,Cristian Garin,Matteo Arnaldi,Clay,Masters 1000,high,2.2984,1.7702,1.641,2.36,-28.6,33.32,P2,33.32,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.584,0.416,0.4351,0.5649,1.71,2.4,2.2984,1.7702,-4.04,-1.67,-1.67,0.5649,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-06,24840,73956,24840,73956,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,ATP
2026-04-05,23:09:47,Sumit Nagal,Maks Kasnikowski,Clay,ATP250,medium,1.5763,2.7351,1.719,2.15,9.05,-21.39,P1,9.05,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4919,0.5081,0.6344,0.3656,2.03,1.97,1.5763,2.7351,-15.32,9.14,-15.32,0.6344,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P2,LOSS,0,2026-04-06,26922,84060,84060,26922,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,Challenger
2026-04-05,23:09:47,Sandro Kopp,Filippo Romano,Clay,ATP250,high,1.5757,2.7371,1.704,2.17,8.14,-20.72,P1,8.14,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.4637,0.5363,0.6347,0.3653,2.16,1.86,1.5757,2.7371,-21.11,16.67,-21.11,0.6347,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,WIN,1,2026-04-06,44209,90774,44209,90774,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,Challenger
2026-04-05,19:50:01,Santiago De La Fuente,Benjamin Torrealba,Clay,ATP250,high,2.6533,1.6048,1.637,2.29,-38.3,42.69,P2,42.69,1.0,100.0,flat_match,match,base,,,,False,False,False,none,none,0.5435,0.4565,0.3769,0.6231,1.84,2.19,2.6533,1.6048,-11.03,4.57,4.57,0.6231,True,new_after_calibration_favorite_55_65,profile,clay_calibrated,settled,P1,LOSS,0,2026-04-06,70491,92755,70491,92755,2026-04-06T20:56:41+00:00,,,,,,,,0.0,normal,Challenger
