date,tournament,surface,round,series,player1,player2,player1_id,player2_id,our_prob,our_prob_raw,our_odds,pinnacle_odds,pinnacle_odds_loser,actual_winner,value_pct,bet_side,bet_result,policy_excluded,pinnacle_prob_novig,model_favorite,model_favorite_prob,p_serve_return,p_elo,p_rank,confidence
2024-05-26,French Open,Clay,1st Round,Grand Slam,Stan Wawrinka,Andy Murray,1092,1075,0.416255,0.401544,2.4024,1.58,2.54,Stan Wawrinka,48.271,loser,loss,False,0.616505,Andy Murray,0.583745,0.522646,0.366291,0.444291,medium
2024-05-26,French Open,Clay,1st Round,Grand Slam,Zhuo Zhang,Aleksandar Vukic,26496,28267,0.343468,0.317671,2.9115,1.39,3.3,Zhuo Zhang,116.656,loser,loss,False,0.703625,Aleksandar Vukic,0.656532,0.464724,0.091973,0.665515,low
2024-05-27,French Open,Clay,1st Round,Grand Slam,Matteo Arnaldi,Arthur Fils,73956,83135,0.477177,0.473076,2.0957,2.04,1.87,Matteo Arnaldi,-2.232,loser,skip,False,0.478261,Arthur Fils,0.522823,0.493138,0.519972,0.515265,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Felix Auger Aliassime,Yoshihito Nishioka,40434,24225,0.704349,0.73582,1.4197,1.2,5.32,Felix Auger Aliassime,57.286,loser,loss,False,0.815951,Felix Auger Aliassime,0.704349,0.575873,0.678294,0.787502,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Sebastian Baez,Gustavo Heide,52721,74899,0.821966,0.858765,1.2166,1.17,5.84,Sebastian Baez,3.972,loser,skip,False,0.833096,Sebastian Baez,0.821966,0.659055,0.889451,0.915243,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Francisco Cerundolo,Yannick Hanfmann,52279,14856,0.619886,0.640398,1.6132,1.34,3.56,Francisco Cerundolo,35.321,loser,loss,False,0.726531,Francisco Cerundolo,0.619886,0.537642,0.575959,0.772977,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Fabio Fognini,Botic Van De Zandschulp,4067,24249,0.453417,0.445095,2.2055,2.72,1.52,Fabio Fognini,23.33,winner,win,False,0.358491,Botic Van De Zandschulp,0.546583,0.541443,0.437148,0.51908,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Miomir Kecmanovic,Thiago Moura Monteiro,34337,14609,0.448093,0.438836,2.2317,1.88,2.03,Miomir Kecmanovic,12.037,loser,loss,False,0.519182,Thiago Moura Monteiro,0.551907,0.331913,0.461934,0.590531,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Karen Khachanov,Sumit Nagal,25543,26922,0.76242,0.798327,1.3116,1.15,6.53,Karen Khachanov,55.14,loser,loss,False,0.85026,Karen Khachanov,0.76242,0.321258,0.80944,0.851653,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Pavel Kotov,Cameron Norrie,45553,27851,0.479156,0.47541,2.087,2.99,1.45,Pavel Kotov,43.268,winner,win,False,0.326577,Cameron Norrie,0.520844,0.6083,0.462263,0.37954,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Jozef Kovalik,Marcos Giron,13048,18736,0.440788,0.430258,2.2687,2.12,1.81,Jozef Kovalik,1.217,loser,skip,False,0.46056,Marcos Giron,0.559212,0.671756,0.549618,0.240622,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Si Wook Kwon,Emil Ruusuvuori,31834,37105,0.095861,0.066111,10.4318,6.2,1.16,Si Wook Kwon,4.88,loser,skip,False,0.157609,Emil Ruusuvuori,0.904139,0.450656,0.08542,0.077673,low
2024-05-27,French Open,Clay,1st Round,Grand Slam,Dusan Lajovic,Roman Safiullin,12190,28900,0.532568,0.538409,1.8777,1.67,2.35,Dusan Lajovic,9.847,loser,loss,False,0.584577,Dusan Lajovic,0.532568,0.596113,0.613265,0.416432,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Daniil Medvedev,Dominik Koepfer,22807,34298,0.780918,0.817546,1.2805,1.22,4.9,Daniil Medvedev,7.35,loser,loss,False,0.800654,Daniil Medvedev,0.780918,0.509184,0.676055,0.930092,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Filip Misolic,Otto Virtanen,51417,55252,0.523306,0.527493,1.9109,1.59,2.54,Filip Misolic,21.08,loser,loss,False,0.615012,Filip Misolic,0.523306,0.584083,0.616592,0.391499,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Gael Monfils,Thiago Seyboth Wild,5917,36858,0.454212,0.44603,2.2016,2.34,1.68,Gael Monfils,6.286,winner,win,False,0.41791,Thiago Seyboth Wild,0.545788,0.321952,0.428041,0.602215,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Lorenzo Musetti,Daniel Elahi Galan,63572,26845,0.679845,0.708603,1.4709,1.16,6.07,Lorenzo Musetti,94.334,loser,loss,False,0.839557,Lorenzo Musetti,0.679845,0.493508,0.688282,0.788961,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Vinay Kumar T,Pedro Cachin,49583,23100,0.727886,0.76152,1.3738,1.12,7.82,Vinay Kumar T,112.793,loser,loss,False,0.87472,Vinay Kumar T,0.727886,0.349678,0.086381,0.897086,low
2024-05-27,French Open,Clay,1st Round,Grand Slam,Denis Shapovalov,Luca Van Assche,33502,82371,0.560439,0.571181,1.7843,1.63,2.45,Denis Shapovalov,7.693,loser,loss,False,0.60049,Denis Shapovalov,0.560439,0.434611,0.663708,0.467992,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Ben Shelton,Hugo Gaston,87562,46747,0.727797,0.761424,1.374,1.41,3.19,Ben Shelton,2.619,winner,skip,False,0.693478,Ben Shelton,0.727797,0.409888,0.449997,0.867095,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Alexander Shevchenko,Aslan Karatsev,64891,18524,0.534818,0.541059,1.8698,1.62,2.47,Alexander Shevchenko,14.9,loser,loss,False,0.603912,Alexander Shevchenko,0.534818,0.56974,0.454504,0.569141,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Jannik Sinner,Christopher Eubanks,47275,26381,0.924975,0.950925,1.0811,1.02,27.95,Jannik Sinner,109.696,loser,loss,False,0.964791,Jannik Sinner,0.924975,0.582825,0.918196,0.933463,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Henri Squire,Max Purcell,48013,28263,0.398383,0.380741,2.5101,1.51,2.75,Henri Squire,65.445,loser,loss,False,0.64554,Max Purcell,0.601617,0.588156,0.391873,0.280043,medium
2024-05-27,French Open,Clay,1st Round,Grand Slam,Alejandro Pascacio F.,Mattia Bellucci,24232,72578,0.601653,0.619301,1.6621,1.31,3.8,Alejandro Pascacio F.,51.372,loser,loss,False,0.74364,Alejandro Pascacio F.,0.601653,0.47127,0.199148,0.888146,low
2024-05-27,French Open,Clay,1st Round,Grand Slam,Stefanos Tsitsipas,Marton Fucsovics,30470,13674,0.770084,0.806335,1.2986,1.12,7.63,Stefanos Tsitsipas,75.426,loser,loss,False,0.872,Stefanos Tsitsipas,0.770084,0.507551,0.802229,0.873039,high
2024-05-27,French Open,Clay,1st Round,Grand Slam,Alexander Zverev,Rafael Nadal,24008,677,0.86212,0.896873,1.1599,1.31,3.81,Alexander Zverev,12.938,winner,win,False,0.744141,Alexander Zverev,0.86212,0.67228,0.559252,0.965414,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Alexander Bublik,Gregoire Barrere,24245,20654,0.670538,0.698155,1.4913,2.08,1.84,Alexander Bublik,39.472,winner,win,False,0.469388,Alexander Bublik,0.670538,0.394261,0.524856,0.875216,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Roberto Carballes Baena,Constant Lestienne,21506,19474,0.683349,0.712521,1.4634,1.17,6.01,Roberto Carballes Baena,90.307,loser,loss,False,0.837047,Roberto Carballes Baena,0.683349,0.689077,0.754687,0.577534,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Flavio Cobolli,Hamad Medjedovic,67546,79060,0.576819,0.590366,1.7336,2.64,1.55,Flavio Cobolli,52.28,winner,win,False,0.369928,Flavio Cobolli,0.576819,0.514084,0.572774,0.7233,high
2024-05-28,French Open,Clay,1st Round,Grand Slam,Luciano Darderi,Rinky Hijikata,76127,58149,0.826527,0.863212,1.2099,1.1,9.24,Luciano Darderi,60.289,loser,loss,False,0.893617,Luciano Darderi,0.826527,0.730265,0.890838,0.655429,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Alejandro Davidovich Fokina,Valentin Vacherot,36519,36594,0.625517,0.646886,1.5987,1.25,4.41,Alejandro Davidovich Fokina,65.147,loser,loss,False,0.779152,Alejandro Davidovich Fokina,0.625517,0.343155,0.680469,0.794731,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Alex De Minaur,Alex Michelsen,39309,92985,0.815703,0.852614,1.2259,1.11,8.0,Alex De Minaur,47.438,loser,loss,False,0.878156,Alex De Minaur,0.815703,0.479859,0.889236,0.867386,high
2024-05-28,French Open,Clay,1st Round,Grand Slam,Novak Djokovic,Pierre-Hugues Herbert,5992,14727,0.956328,0.974467,1.0457,1.02,28.68,Novak Djokovic,25.253,loser,loss,False,0.965657,Novak Djokovic,0.956328,0.566686,0.944601,0.959685,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Tomas Martin Etcheverry,Arthur Cazaux,37532,70873,0.789169,0.825996,1.2672,1.22,4.85,Tomas Martin Etcheverry,2.253,loser,skip,False,0.799012,Tomas Martin Etcheverry,0.789169,0.700077,0.846135,0.738389,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Taylor Harry Fritz,Federico Coria,29932,18720,0.729566,0.763336,1.3707,1.14,6.86,Taylor Harry Fritz,85.518,loser,loss,False,0.8575,Taylor Harry Fritz,0.729566,0.275206,0.731596,0.870609,high
2024-05-28,French Open,Clay,1st Round,Grand Slam,David Goffin,Juan Pablo Boada G.,11226,21668,0.773239,0.809613,1.2933,2.23,1.74,David Goffin,72.432,winner,win,False,0.438287,David Goffin,0.773239,0.588102,0.956224,0.370747,low
2024-05-28,French Open,Clay,1st Round,Grand Slam,Tallon Griekspoor,Mackenzie Mcdonald,33860,18094,0.755434,0.790975,1.3237,1.13,7.48,Tallon Griekspoor,82.936,loser,loss,False,0.868757,Tallon Griekspoor,0.755434,0.565959,0.761013,0.760598,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Thanasi Kokkinakis,Alexei Popyrin,22432,34233,0.470657,0.465391,2.1247,2.04,1.87,Thanasi Kokkinakis,-1.013,loser,skip,False,0.478261,Alexei Popyrin,0.529343,0.549723,0.469379,0.342048,high
2024-05-28,French Open,Clay,1st Round,Grand Slam,Tomas Machac,Nuno Borges,58327,31446,0.538419,0.5453,1.8573,1.63,2.43,Tomas Machac,12.164,loser,loss,False,0.598522,Tomas Machac,0.538419,0.512875,0.524478,0.566249,high
2024-05-28,French Open,Clay,1st Round,Grand Slam,Mariano Navone,Pablo Carreno-Busta,66828,14432,0.932372,0.956727,1.0725,1.19,5.43,Mariano Navone,10.952,winner,win,False,0.820242,Mariano Navone,0.932372,0.843881,0.675394,0.977176,low
2024-05-28,French Open,Clay,1st Round,Grand Slam,Arthur Rinderknech,Adam Walton,28170,47752,0.585472,0.60047,1.708,1.19,5.48,Arthur Rinderknech,127.162,loser,loss,False,0.821589,Arthur Rinderknech,0.585472,0.613563,0.704913,0.569478,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Holger Rune,Daniel Evans,69471,9305,0.780512,0.817129,1.2812,1.09,9.41,Holger Rune,106.538,loser,loss,False,0.89619,Holger Rune,0.780512,0.534656,0.739259,0.841928,medium
2024-05-28,French Open,Clay,1st Round,Grand Slam,Casper Ruud,Alejandro Pascacio F.,33648,24232,0.999992,0.999999,1.0,1.06,13.63,Casper Ruud,5.999,winner,win,False,0.927842,Casper Ruud,0.999992,0.716052,0.98878,0.935328,low
2024-05-28,French Open,Clay,1st Round,Grand Slam,Jan-Lennard Struff,Roman Andres Burruchaga,14177,70705,0.6675,0.694733,1.4981,1.13,7.41,Jan-Lennard Struff,146.382,loser,loss,False,0.867681,Jan-Lennard Struff,0.6675,0.330895,0.760875,0.795418,high
2024-05-28,French Open,Clay,1st Round,Grand Slam,Giulio Zeppieri,Adrian Mannarino,57769,7806,0.413067,0.397825,2.4209,1.23,4.71,Giulio Zeppieri,176.446,loser,loss,False,0.792929,Adrian Mannarino,0.586933,0.610658,0.46663,0.113476,medium
2024-05-29,French Open,Clay,2nd Round,Grand Slam,Carlos Alcaraz,Jesper De Jong,68074,59166,0.8985,0.929116,1.113,1.01,43.94,Carlos Alcaraz,345.991,loser,loss,False,0.977531,Carlos Alcaraz,0.8985,0.494592,0.893121,0.958758,medium
2024-05-29,French Open,Clay,2nd Round,Grand Slam,Pavel Kotov,Stan Wawrinka,45553,1092,0.628501,0.650318,1.5911,1.56,2.61,Pavel Kotov,-1.954,winner,skip,False,0.625899,Pavel Kotov,0.628501,0.651083,0.570492,0.628896,high
2024-05-29,French Open,Clay,2nd Round,Grand Slam,Andrey Rublev,Pablo Martinez,29372,5829,0.98495,0.992853,1.0153,1.13,7.12,Andrey Rublev,11.299,winner,win,False,0.86303,Andrey Rublev,0.98495,0.630189,0.976521,0.901391,low
2024-05-29,French Open,Clay,2nd Round,Grand Slam,Jannik Sinner,Richard Gasquet,47275,674,0.880842,0.913765,1.1353,1.03,23.35,Jannik Sinner,178.235,loser,loss,False,0.957752,Jannik Sinner,0.880842,0.531147,0.803819,0.953948,medium
2024-05-29,French Open,Clay,2nd Round,Grand Slam,Stefanos Tsitsipas,Daniel Altmaier,30470,29732,0.862063,0.89682,1.16,1.07,12.24,Stefanos Tsitsipas,68.835,loser,loss,False,0.919609,Stefanos Tsitsipas,0.862063,0.479838,0.880531,0.913512,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Matteo Arnaldi,Alexandre Muller,73956,28108,0.554841,0.56461,1.8023,1.56,2.61,Matteo Arnaldi,16.187,loser,loss,False,0.625899,Matteo Arnaldi,0.554841,0.44002,0.566314,0.718951,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Felix Auger Aliassime,Henri Squire,40434,48013,0.832739,0.869222,1.2009,1.09,9.62,Felix Auger Aliassime,60.905,loser,loss,False,0.898226,Felix Auger Aliassime,0.832739,0.499446,0.873236,0.923851,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Zizou Bergs,Maximilian Marterer,37741,23640,0.590317,0.606119,1.694,1.45,2.98,Zizou Bergs,22.085,loser,loss,False,0.672686,Zizou Bergs,0.590317,0.557295,0.61278,0.493755,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Francisco Cerundolo,Filip Misolic,52279,51417,0.780414,0.817027,1.2814,1.14,7.27,Francisco Cerundolo,59.639,loser,loss,False,0.864447,Francisco Cerundolo,0.780414,0.570974,0.788825,0.920521,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Grigor Dimitrov,Fabian Marozsan,11953,52140,0.760426,0.796234,1.3151,1.37,3.41,Grigor Dimitrov,4.178,winner,skip,False,0.713389,Grigor Dimitrov,0.760426,0.341043,0.782557,0.832588,medium
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Novak Djokovic,Roberto Carballes Baena,5992,21506,0.873392,0.907116,1.145,1.04,16.93,Novak Djokovic,114.347,loser,loss,False,0.942126,Novak Djokovic,0.873392,0.429094,0.872017,0.94517,medium
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Taylor Harry Fritz,Dusan Lajovic,29932,12190,0.722104,0.75525,1.3848,1.21,5.06,Taylor Harry Fritz,40.615,loser,loss,False,0.807018,Taylor Harry Fritz,0.722104,0.484665,0.678245,0.85319,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Tallon Griekspoor,Luciano Darderi,33860,76127,0.452636,0.444176,2.2093,2.34,1.68,Tallon Griekspoor,5.917,winner,win,False,0.41791,Luciano Darderi,0.547364,0.311521,0.447099,0.613646,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Hubert Hurkacz,Brandon Nakashima,26473,56846,0.778887,0.815454,1.2839,1.35,3.55,Hubert Hurkacz,5.15,winner,win,False,0.72449,Hubert Hurkacz,0.778887,0.485191,0.761205,0.915878,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Thanasi Kokkinakis,Giulio Zeppieri,22432,57769,0.62589,0.647314,1.5977,1.69,2.3,Thanasi Kokkinakis,5.775,winner,win,False,0.576441,Thanasi Kokkinakis,0.62589,0.522669,0.673999,0.596125,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Sebastian Korda,Si Wook Kwon,42451,31834,0.930334,0.955142,1.0749,1.18,5.74,Sebastian Korda,9.779,winner,win,False,0.82948,Sebastian Korda,0.930334,0.524311,0.91543,0.954734,low
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Jozef Kovalik,Karen Khachanov,13048,25543,0.239424,0.203608,4.1767,10.78,1.08,Jozef Kovalik,158.099,winner,win,False,0.091062,Karen Khachanov,0.760576,0.605872,0.234693,0.096716,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Tomas Machac,Mariano Navone,58327,66828,0.449694,0.440717,2.2237,1.73,2.24,Tomas Machac,23.269,loser,loss,False,0.564232,Mariano Navone,0.550306,0.239218,0.529377,0.4757,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Corentin Moutet,Alexander Shevchenko,36263,64891,0.537629,0.544369,1.86,1.5,2.81,Corentin Moutet,29.926,loser,loss,False,0.651972,Corentin Moutet,0.537629,0.663918,0.475976,0.438522,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Lorenzo Musetti,Gael Monfils,63572,5917,0.639612,0.663056,1.5634,1.44,3.01,Lorenzo Musetti,8.477,loser,loss,False,0.676404,Lorenzo Musetti,0.639612,0.642408,0.677434,0.547612,medium
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Sebastian Ofner,Sebastian Baez,27547,52721,0.295033,0.2635,3.3894,4.54,1.24,Sebastian Ofner,33.945,winner,win,False,0.214533,Sebastian Baez,0.704967,0.279785,0.258781,0.300061,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Vinay Kumar T,Fabio Fognini,49583,4067,0.66962,0.697122,1.4934,1.2,5.15,Vinay Kumar T,70.146,loser,loss,False,0.811024,Vinay Kumar T,0.66962,0.367053,0.061092,0.881683,low
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Holger Rune,Flavio Cobolli,69471,67546,0.677846,0.706365,1.4753,1.48,2.86,Holger Rune,0.321,winner,skip,False,0.658986,Holger Rune,0.677846,0.403308,0.633453,0.819466,high
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Casper Ruud,Alejandro Davidovich Fokina,33648,36519,0.825474,0.862188,1.2114,1.18,5.71,Casper Ruud,-0.346,loser,skip,False,0.828737,Casper Ruud,0.825474,0.667013,0.837821,0.841484,medium
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Denis Shapovalov,Alejandro Pascacio F.,33502,24232,0.589649,0.605341,1.6959,1.55,2.63,Denis Shapovalov,7.922,loser,loss,False,0.629187,Denis Shapovalov,0.589649,0.496918,0.938132,0.167091,low
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Jan-Lennard Struff,Alexander Bublik,14177,24245,0.474165,0.469526,2.109,1.29,4.05,Jan-Lennard Struff,112.963,loser,loss,False,0.758427,Alexander Bublik,0.525835,0.600426,0.637924,0.286011,medium
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Zhuo Zhang,Lorenzo Sonego,26496,31392,0.20209,0.16514,4.9483,1.97,1.93,Zhuo Zhang,53.997,loser,loss,False,0.494872,Lorenzo Sonego,0.79791,0.430615,0.049616,0.522815,low
2024-05-30,French Open,Clay,2nd Round,Grand Slam,Alexander Zverev,David Goffin,24008,11226,0.891999,0.923534,1.1211,1.05,15.36,Alexander Zverev,65.889,loser,loss,False,0.936015,Alexander Zverev,0.891999,0.664297,0.831817,0.943593,high
2024-05-31,French Open,Clay,3rd Round,Grand Slam,Carlos Alcaraz,Sebastian Korda,68074,42451,0.827661,0.864314,1.2082,1.11,8.29,Carlos Alcaraz,42.869,loser,loss,False,0.881915,Carlos Alcaraz,0.827661,0.586416,0.790484,0.907836,medium
2024-05-31,French Open,Clay,3rd Round,Grand Slam,Matteo Arnaldi,Andrey Rublev,73956,29372,0.265499,0.231342,3.7665,4.79,1.23,Matteo Arnaldi,27.174,winner,win,False,0.204319,Andrey Rublev,0.734501,0.464213,0.34882,0.128869,high
2024-05-31,French Open,Clay,3rd Round,Grand Slam,Corentin Moutet,Sebastian Ofner,36263,27547,0.498562,0.498303,2.0058,1.38,3.35,Corentin Moutet,67.982,loser,loss,False,0.708245,Sebastian Ofner,0.501438,0.651042,0.450126,0.369406,high
2024-05-31,French Open,Clay,3rd Round,Grand Slam,Jannik Sinner,Pavel Kotov,47275,45553,0.805864,0.842846,1.2409,1.04,18.76,Jannik Sinner,264.199,loser,loss,False,0.947475,Jannik Sinner,0.805864,0.416317,0.721414,0.938386,medium
2024-05-31,French Open,Clay,3rd Round,Grand Slam,Stefanos Tsitsipas,Zhuo Zhang,30470,26496,0.976561,0.987883,1.024,1.1,8.79,Stefanos Tsitsipas,7.422,winner,win,False,0.888777,Stefanos Tsitsipas,0.976561,0.623182,0.988957,0.848463,low
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Felix Auger Aliassime,Ben Shelton,40434,87562,0.610142,0.629141,1.639,1.57,2.58,Felix Auger Aliassime,0.583,loser,skip,False,0.621687,Felix Auger Aliassime,0.610142,0.544985,0.750857,0.423403,medium
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Francisco Cerundolo,Vinay Kumar T,52279,49583,0.722621,0.755811,1.3839,2.36,1.67,Francisco Cerundolo,70.538,winner,win,False,0.414392,Francisco Cerundolo,0.722621,0.653075,0.952428,0.33996,low
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Alex De Minaur,Jan-Lennard Struff,39309,14177,0.661098,0.687502,1.5126,1.92,1.99,Alex De Minaur,26.931,winner,win,False,0.508951,Alex De Minaur,0.661098,0.465178,0.549327,0.816225,high
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Grigor Dimitrov,Zizou Bergs,11953,37741,0.786437,0.823206,1.2716,1.2,5.28,Grigor Dimitrov,12.761,loser,loss,False,0.814815,Grigor Dimitrov,0.786437,0.385163,0.754835,0.917954,medium
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Novak Djokovic,Lorenzo Musetti,5992,63572,0.804569,0.841551,1.2429,1.22,4.86,Novak Djokovic,-1.843,winner,skip,False,0.799342,Novak Djokovic,0.804569,0.477337,0.807895,0.927444,medium
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Taylor Harry Fritz,Thanasi Kokkinakis,29932,22432,0.75451,0.789999,1.3254,1.14,6.59,Taylor Harry Fritz,61.778,loser,loss,False,0.852523,Taylor Harry Fritz,0.75451,0.509628,0.688616,0.904374,high
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Hubert Hurkacz,Denis Shapovalov,26473,33502,0.830875,0.867424,1.2036,1.43,3.05,Hubert Hurkacz,18.815,winner,win,False,0.680804,Hubert Hurkacz,0.830875,0.587595,0.720998,0.926839,medium
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Daniil Medvedev,Tomas Machac,22807,58327,0.732992,0.767032,1.3643,1.36,3.44,Daniil Medvedev,-0.313,winner,skip,False,0.716667,Daniil Medvedev,0.732992,0.419433,0.709623,0.896209,medium
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Holger Rune,Jozef Kovalik,69471,13048,0.780997,0.817627,1.2804,1.13,7.19,Holger Rune,57.463,loser,loss,False,0.864183,Holger Rune,0.780997,0.364744,0.7696,0.921439,high
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Casper Ruud,Tomas Martin Etcheverry,33648,37532,0.713502,0.745868,1.4015,1.23,4.65,Casper Ruud,33.222,loser,loss,False,0.790816,Casper Ruud,0.713502,0.530959,0.71554,0.820835,high
2024-06-01,French Open,Clay,3rd Round,Grand Slam,Alexander Zverev,Tallon Griekspoor,24008,33860,0.829828,0.866412,1.2051,1.12,7.89,Alexander Zverev,34.266,loser,loss,False,0.875694,Alexander Zverev,0.829828,0.693588,0.774262,0.87418,high
2024-06-02,French Open,Clay,4th Round,Grand Slam,Carlos Alcaraz,Felix Auger Aliassime,68074,40434,0.744154,0.779,1.3438,1.12,7.55,Carlos Alcaraz,93.164,loser,loss,False,0.870819,Carlos Alcaraz,0.744154,0.521101,0.683608,0.882634,medium
2024-06-02,French Open,Clay,4th Round,Grand Slam,Grigor Dimitrov,Hubert Hurkacz,11953,26473,0.471011,0.465807,2.1231,1.59,2.53,Grigor Dimitrov,33.834,loser,loss,False,0.614078,Hubert Hurkacz,0.528989,0.465281,0.465632,0.455802,medium
2024-06-02,French Open,Clay,4th Round,Grand Slam,Jannik Sinner,Corentin Moutet,47275,36263,0.825734,0.862441,1.211,1.05,14.36,Jannik Sinner,150.246,loser,loss,False,0.931862,Jannik Sinner,0.825734,0.361832,0.774733,0.945087,medium
2024-06-02,French Open,Clay,4th Round,Grand Slam,Stefanos Tsitsipas,Matteo Arnaldi,30470,73956,0.748384,0.783505,1.3362,1.22,4.97,Stefanos Tsitsipas,25.053,loser,loss,False,0.802908,Stefanos Tsitsipas,0.748384,0.515227,0.806469,0.820363,high
2024-06-03,French Open,Clay,4th Round,Grand Slam,Alex De Minaur,Daniil Medvedev,39309,22807,0.40469,0.388069,2.471,2.39,1.65,Alex De Minaur,-1.774,loser,skip,False,0.408416,Daniil Medvedev,0.59531,0.502747,0.431207,0.308374,medium
2024-06-03,French Open,Clay,4th Round,Grand Slam,Novak Djokovic,Francisco Cerundolo,5992,52279,0.833634,0.870083,1.1996,1.19,5.55,Novak Djokovic,-0.798,winner,skip,False,0.823442,Novak Djokovic,0.833634,0.466185,0.840509,0.921344,medium
2024-06-03,French Open,Clay,4th Round,Grand Slam,Casper Ruud,Taylor Harry Fritz,33648,29932,0.660805,0.68717,1.5133,1.33,3.69,Casper Ruud,25.163,loser,loss,False,0.73506,Casper Ruud,0.660805,0.615964,0.665237,0.62774,high
2024-06-03,French Open,Clay,4th Round,Grand Slam,Alexander Zverev,Holger Rune,24008,69471,0.736772,0.771098,1.3573,1.38,3.35,Alexander Zverev,1.674,winner,skip,False,0.708245,Alexander Zverev,0.736772,0.697055,0.695277,0.780111,high
2024-06-04,French Open,Clay,Quarterfinals,Grand Slam,Carlos Alcaraz,Stefanos Tsitsipas,68074,30470,0.587653,0.603014,1.7017,1.25,4.4,Carlos Alcaraz,81.433,loser,loss,False,0.778761,Carlos Alcaraz,0.587653,0.490895,0.501691,0.755463,medium
2024-06-04,French Open,Clay,Quarterfinals,Grand Slam,Jannik Sinner,Grigor Dimitrov,47275,11953,0.660055,0.686321,1.515,1.21,5.08,Jannik Sinner,72.692,loser,loss,False,0.807631,Jannik Sinner,0.660055,0.540752,0.566531,0.830144,medium
2024-06-05,French Open,Clay,Quarterfinals,Grand Slam,Alexander Zverev,Alex De Minaur,24008,39309,0.74512,0.780032,1.3421,1.4,3.23,Alexander Zverev,4.317,winner,skip,False,0.697624,Alexander Zverev,0.74512,0.687352,0.735789,0.73406,high
2024-06-07,French Open,Clay,Semifinals,Grand Slam,Carlos Alcaraz,Jannik Sinner,68074,47275,0.504421,0.505216,1.9825,1.68,2.28,Carlos Alcaraz,12.992,loser,loss,False,0.575758,Carlos Alcaraz,0.504421,0.522833,0.551673,0.415279,medium
