date,tournament,surface,round,series,player1,player2,player1_id,player2_id,our_prob,our_prob_raw,our_odds,pinnacle_odds,pinnacle_odds_loser,actual_winner,value_pct,bet_side,bet_result,policy_excluded,pinnacle_prob_novig,model_favorite,model_favorite_prob,p_serve_return,p_elo,p_rank,confidence
2024-02-17,Argentina Open,Clay,Semifinals,ATP250,Nicolas Jarry,Carlos Alcaraz,27482,68074,0.251247,0.191015,3.9802,6.39,1.15,Nicolas Jarry,60.547,winner,win,False,0.15252,Carlos Alcaraz,0.748753,0.385329,0.268526,0.08774,high
2024-02-17,Delray Beach Open,Hard,Quarterfinals,ATP250,Taylor Harry Fritz,Rinky Hijikata,29932,58149,0.73149,0.79753,1.3671,1.15,6.36,Taylor Harry Fritz,70.772,loser,loss,False,0.846871,Taylor Harry Fritz,0.73149,0.558939,0.770432,0.906124,high
2024-02-17,Delray Beach Open,Hard,Semifinals,ATP250,Vinay Kumar T,Alejandro Pascacio F.,49583,24232,0.551501,0.558961,1.8132,1.57,2.57,Vinay Kumar T,15.264,loser,loss,False,0.620773,Vinay Kumar T,0.551501,0.497957,0.530817,0.517941,low
2024-02-18,ABN AMRO World Tennis Tournament,Hard,The Final,ATP500,Jannik Sinner,Alex De Minaur,47275,39309,0.58495,0.599863,1.7095,1.28,4.15,Jannik Sinner,72.246,loser,loss,False,0.764273,Jannik Sinner,0.58495,0.509927,0.613491,0.759859,high
2024-02-18,Argentina Open,Clay,The Final,ATP250,Alejandro Pascacio F.,Nicolas Jarry,24232,27482,0.216693,0.026873,4.6148,2.94,1.46,Alejandro Pascacio F.,14.363,loser,loss,False,0.331818,Nicolas Jarry,0.783307,0.351931,0.022924,0.183228,low
2024-02-18,Delray Beach Open,Hard,Semifinals,ATP250,Taylor Harry Fritz,Marcos Giron,29932,18736,0.670797,0.719973,1.4908,1.43,3.08,Taylor Harry Fritz,1.394,loser,skip,False,0.682927,Taylor Harry Fritz,0.670797,0.538386,0.631453,0.860011,high
2024-02-19,Delray Beach Open,Hard,The Final,ATP250,Taylor Harry Fritz,Vinay Kumar T,29932,49583,0.783307,0.96757,1.2766,1.62,2.45,Taylor Harry Fritz,26.896,winner,win,False,0.601966,Taylor Harry Fritz,0.783307,0.670063,0.977125,0.602938,low
2024-02-19,Los Cabos Open,Hard,1st Round,ATP250,Daniel Evans,Roman Safiullin,9305,28900,0.427215,0.414776,2.3407,3.02,1.43,Daniel Evans,29.019,winner,win,False,0.321348,Roman Safiullin,0.572785,0.447567,0.425026,0.480334,high
2024-02-19,Los Cabos Open,Hard,1st Round,ATP250,Alex Michelsen,Constant Lestienne,92985,19474,0.514331,0.502186,1.9443,1.36,3.41,Alex Michelsen,65.613,loser,loss,False,0.714885,Alex Michelsen,0.514331,0.567694,0.341538,0.575155,high
2024-02-19,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Marton Fucsovics,Roberto Bautista Agut,13674,1837,0.46689,0.471062,2.1418,1.81,2.1,Marton Fucsovics,11.953,loser,loss,False,0.537084,Roberto Bautista Agut,0.53311,0.496933,0.378442,0.544257,high
2024-02-19,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Pavel Kotov,Lorenzo Sonego,45553,31392,0.473641,0.480676,2.1113,2.22,1.73,Pavel Kotov,5.148,winner,win,False,0.437975,Lorenzo Sonego,0.526359,0.556057,0.414731,0.445806,high
2024-02-19,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Fabian Marozsan,Vit Kopriva,52140,42971,0.526614,0.525507,1.8989,1.55,2.61,Fabian Marozsan,23.554,loser,loss,False,0.627404,Fabian Marozsan,0.526614,0.523643,0.469937,0.664055,medium
2024-02-19,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Alexei Popyrin,Abedallah Shelbayh,34233,76009,0.642238,0.681648,1.5571,1.47,2.86,Alexei Popyrin,2.32,loser,skip,False,0.660508,Alexei Popyrin,0.642238,0.499861,0.683153,0.853808,high
2024-02-19,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Zhuo Zhang,Lorenzo Musetti,26496,63572,0.216693,0.129167,4.6148,2.23,1.72,Zhuo Zhang,34.729,loser,loss,False,0.435443,Lorenzo Musetti,0.783307,0.419714,0.067974,0.356512,low
2024-02-19,Rio Open,Clay,1st Round,ATP500,Mariano Barrios,Gustavo Heide,26145,74899,0.404137,0.386266,2.4744,1.77,2.16,Mariano Barrios,28.707,loser,loss,False,0.549618,Gustavo Heide,0.595863,0.409704,0.19867,0.679725,low
2024-02-19,Rio Open,Clay,1st Round,ATP500,Francisco Cerundolo,Francisco Comesana,52279,61971,0.563568,0.572958,1.7744,1.67,2.33,Francisco Cerundolo,1.689,loser,skip,False,0.5825,Francisco Cerundolo,0.563568,0.276659,0.665668,0.851308,high
2024-02-19,Rio Open,Clay,1st Round,ATP500,Cameron Norrie,Hugo Dellien,27851,18477,0.653662,0.69199,1.5298,1.36,3.43,Cameron Norrie,18.794,loser,loss,False,0.716075,Cameron Norrie,0.653662,0.312373,0.651798,0.862763,high
2024-02-19,Rio Open,Clay,1st Round,ATP500,Albert Ramos-Vinolas,Juan Pablo Varillas,6691,26153,0.567433,0.578156,1.7623,2.3,1.68,Albert Ramos-Vinolas,30.51,winner,win,False,0.422111,Albert Ramos-Vinolas,0.567433,0.574046,0.599044,0.524846,high
2024-02-20,Los Cabos Open,Hard,1st Round,ATP250,Nuno Borges,Dominik Koepfer,31446,34298,0.425253,0.412009,2.3515,2.09,1.81,Nuno Borges,4.029,loser,skip,False,0.464103,Dominik Koepfer,0.574747,0.534339,0.367634,0.53863,high
2024-02-20,Los Cabos Open,Hard,1st Round,ATP250,Rinky Hijikata,Miomir Kecmanovic,58149,34337,0.483249,0.494366,2.0693,3.02,1.43,Rinky Hijikata,45.941,winner,win,False,0.321348,Miomir Kecmanovic,0.516751,0.581583,0.451212,0.416613,high
2024-02-20,Los Cabos Open,Hard,1st Round,ATP250,Thanasi Kokkinakis,Jack Draper,22432,63017,0.450639,0.44795,2.2191,4.0,1.28,Thanasi Kokkinakis,80.255,winner,win,False,0.242424,Jack Draper,0.549361,0.517091,0.443628,0.342481,high
2024-02-20,Los Cabos Open,Hard,1st Round,ATP250,Aleksandar Kovacevic,Brandon Holt,39152,47566,0.631454,0.66694,1.5836,1.67,2.32,Aleksandar Kovacevic,5.453,winner,win,False,0.581454,Aleksandar Kovacevic,0.631454,0.494955,0.653161,0.781838,high
2024-02-20,Los Cabos Open,Hard,1st Round,ATP250,Max Purcell,Matteo Arnaldi,28263,73956,0.542907,0.542877,1.8419,2.58,1.56,Max Purcell,40.07,winner,win,False,0.376812,Max Purcell,0.542907,0.650175,0.499481,0.455939,high
2024-02-20,Los Cabos Open,Hard,1st Round,ATP250,Jordan Thompson,Ernesto Escobedo,22433,27111,0.825821,0.902634,1.2109,1.15,6.26,Jordan Thompson,9.036,loser,loss,False,0.844804,Jordan Thompson,0.825821,0.533578,0.878038,0.945721,high
2024-02-20,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Richard Gasquet,Alexander Shevchenko,674,64891,0.412238,0.393695,2.4258,2.81,1.49,Richard Gasquet,15.839,winner,win,False,0.346512,Alexander Shevchenko,0.587762,0.512086,0.547873,0.258683,high
2024-02-20,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Hugo Grenier,Maximilian Marterer,28932,23640,0.545532,0.546609,1.8331,1.94,1.91,Hugo Grenier,5.833,winner,win,False,0.496104,Hugo Grenier,0.545532,0.61333,0.468875,0.397668,high
2024-02-20,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Jakub Mensik,Alejandro Davidovich Fokina,86691,36519,0.280278,0.231719,3.5679,2.68,1.52,Jakub Mensik,9.398,loser,loss,False,0.361905,Alejandro Davidovich Fokina,0.719722,0.395598,0.157384,0.162738,medium
2024-02-20,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Gael Monfils,Botic Van De Zandschulp,5917,24249,0.556449,0.562109,1.7971,1.7,2.27,Gael Monfils,0.686,loser,skip,False,0.571788,Gael Monfils,0.556449,0.464817,0.671825,0.507239,high
2024-02-20,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Andy Murray,Alexandre Muller,1075,28108,0.459281,0.460234,2.1773,1.89,2.0,Andy Murray,8.144,loser,loss,False,0.514139,Alexandre Muller,0.540719,0.382164,0.579252,0.587666,high
2024-02-20,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Christopher O'Connell,Jan-Lennard Struff,24721,14177,0.437353,0.429109,2.2865,2.43,1.62,Christopher O'Connell,6.277,winner,win,False,0.4,Jan-Lennard Struff,0.562647,0.591185,0.400361,0.276917,high
2024-02-20,Qatar Exxon Mobil Open,Hard,1st Round,ATP250,Emil Ruusuvuori,Giulio Zeppieri,37105,57769,0.715531,0.777736,1.3976,1.41,3.12,Emil Ruusuvuori,0.89,winner,skip,False,0.688742,Emil Ruusuvuori,0.715531,0.553903,0.846824,0.762391,high
2024-02-20,Rio Open,Clay,1st Round,ATP500,Sebastian Baez,Corentin Moutet,52721,36263,0.733681,0.791295,1.363,1.3,3.88,Sebastian Baez,3.332,loser,skip,False,0.749035,Sebastian Baez,0.733681,0.707313,0.727501,0.843755,high
2024-02-20,Rio Open,Clay,1st Round,ATP500,Alejandro Pascacio F.,Stan Wawrinka,24232,1092,0.084565,0.047043,11.8253,2.17,1.76,Alejandro Pascacio F.,61.117,loser,loss,False,0.447837,Stan Wawrinka,0.915435,0.443326,0.044064,0.526892,low
2024-02-20,Rio Open,Clay,1st Round,ATP500,Laslo Djere,Bernabe Zapata Miralles,24084,29579,0.624808,0.65447,1.6005,1.48,2.83,Laslo Djere,6.179,loser,loss,False,0.656613,Laslo Djere,0.624808,0.468731,0.610253,0.731397,high
2024-02-20,Rio Open,Clay,1st Round,ATP500,Dusan Lajovic,Daniel Elahi Galan,12190,26845,0.53905,0.539876,1.8551,1.6,2.48,Dusan Lajovic,14.316,loser,loss,False,0.607843,Dusan Lajovic,0.53905,0.469771,0.605897,0.564405,high
2024-02-20,Rio Open,Clay,1st Round,ATP500,Alejandro Pascacio F.,Pedro Cachin,24232,23100,0.151815,0.105585,6.587,1.62,2.44,Alejandro Pascacio F.,106.957,loser,loss,False,0.600985,Pedro Cachin,0.848185,0.297449,0.077501,0.32605,low
2024-02-20,Rio Open,Clay,1st Round,ATP500,Thiago Seyboth Wild,Alejandro Tabilo,36858,30087,0.441783,0.434249,2.2636,2.17,1.76,Thiago Seyboth Wild,-1.754,loser,skip,False,0.447837,Alejandro Tabilo,0.558217,0.51991,0.486374,0.396207,high
2024-02-21,Los Cabos Open,Hard,1st Round,ATP250,Marcos Giron,Taro Daniel,18736,20648,0.605014,0.630423,1.6529,1.45,2.94,Marcos Giron,16.126,loser,loss,False,0.669704,Marcos Giron,0.605014,0.451339,0.664905,0.568056,high
2024-02-21,Los Cabos Open,Hard,2nd Round,ATP250,Aleksandar Kovacevic,Rinky Hijikata,39152,58149,0.517108,0.506143,1.9338,1.97,1.93,Aleksandar Kovacevic,1.87,winner,skip,False,0.494872,Aleksandar Kovacevic,0.517108,0.537498,0.489151,0.447444,high
2024-02-21,Los Cabos Open,Hard,2nd Round,ATP250,Alex Michelsen,Alex De Minaur,92985,39309,0.252079,0.182611,3.967,3.84,1.31,Alex Michelsen,-2.022,loser,skip,False,0.254369,Alex De Minaur,0.747921,0.571554,0.135358,0.103637,high
2024-02-21,Los Cabos Open,Hard,1st Round,ATP250,Emilio Nava,Diego Sebastian Schwartzman,56197,17829,0.484451,0.496079,2.0642,1.85,2.05,Emilio Nava,5.688,loser,loss,False,0.525641,Diego Sebastian Schwartzman,0.515549,0.491986,0.407271,0.445952,high
2024-02-21,Los Cabos Open,Hard,1st Round,ATP250,Yoshihito Nishioka,Flavio Cobolli,24225,67546,0.529736,0.524133,1.8877,1.93,1.96,Yoshihito Nishioka,2.239,winner,skip,False,0.503856,Yoshihito Nishioka,0.529736,0.476756,0.646013,0.455062,high
2024-02-21,Los Cabos Open,Hard,1st Round,ATP250,Aleksandar Vukic,Guilheme Canineo R,28267,14843,0.783307,0.923603,1.2766,1.25,4.31,Aleksandar Vukic,-2.087,winner,skip,False,0.77518,Aleksandar Vukic,0.783307,0.633538,0.89476,0.954575,low
2024-02-21,Qatar Exxon Mobil Open,Hard,2nd Round,ATP250,Alexander Bublik,Marton Fucsovics,24245,13674,0.647506,0.688789,1.5444,2.16,1.78,Alexander Bublik,39.861,winner,win,False,0.451777,Alexander Bublik,0.647506,0.439111,0.599365,0.800749,high
2024-02-21,Qatar Exxon Mobil Open,Hard,2nd Round,ATP250,Ugo Humbert,Pavel Kotov,38911,45553,0.673109,0.72303,1.4856,1.32,3.73,Ugo Humbert,21.93,loser,loss,False,0.738614,Ugo Humbert,0.673109,0.478183,0.7814,0.791597,high
2024-02-21,Qatar Exxon Mobil Open,Hard,2nd Round,ATP250,Karen Khachanov,Fabian Marozsan,25543,52140,0.707658,0.754012,1.4131,1.32,3.72,Karen Khachanov,8.751,loser,loss,False,0.738095,Karen Khachanov,0.707658,0.54651,0.797372,0.78875,medium
2024-02-21,Qatar Exxon Mobil Open,Hard,2nd Round,ATP250,Jakub Mensik,Andy Murray,86691,1075,0.381054,0.350261,2.6243,1.81,2.12,Jakub Mensik,31.217,loser,loss,False,0.53944,Andy Murray,0.618946,0.470258,0.230326,0.298027,high
2024-02-21,Qatar Exxon Mobil Open,Hard,2nd Round,ATP250,Gael Monfils,Zhuo Zhang,5917,26496,0.783307,0.879399,1.2766,1.79,2.15,Gael Monfils,40.212,winner,win,False,0.545685,Gael Monfils,0.783307,0.568017,0.968512,0.428724,low
2024-02-21,Qatar Exxon Mobil Open,Hard,2nd Round,ATP250,Alexei Popyrin,Hugo Grenier,34233,28932,0.568154,0.578681,1.7601,1.44,3.01,Alexei Popyrin,29.986,loser,loss,False,0.676404,Alexei Popyrin,0.568154,0.4239,0.560477,0.782921,high
2024-02-21,Qatar Exxon Mobil Open,Hard,2nd Round,ATP250,Andrey Rublev,Richard Gasquet,29372,674,0.781748,0.856384,1.2792,1.11,8.54,Andrey Rublev,86.387,loser,loss,False,0.884974,Andrey Rublev,0.781748,0.601653,0.759057,0.938281,high
2024-02-21,Qatar Exxon Mobil Open,Hard,2nd Round,ATP250,Emil Ruusuvuori,Christopher O'Connell,37105,24721,0.606025,0.631828,1.6501,1.37,3.4,Emil Ruusuvuori,33.952,loser,loss,False,0.712788,Emil Ruusuvuori,0.606025,0.512927,0.733313,0.585305,high
2024-02-21,Rio Open,Clay,2nd Round,ATP500,Francisco Cerundolo,Albert Ramos-Vinolas,52279,6691,0.641566,0.676348,1.5587,1.4,3.2,Francisco Cerundolo,14.699,loser,loss,False,0.695652,Francisco Cerundolo,0.641566,0.467203,0.637945,0.822661,high
2024-02-21,Rio Open,Clay,1st Round,ATP500,Joao Fonseca,Arthur Fils,91521,83135,0.135233,0.084183,7.3946,4.47,1.24,Joao Fonseca,7.231,loser,loss,False,0.217163,Arthur Fils,0.864767,0.440938,0.124177,0.041377,medium
2024-02-21,Rio Open,Clay,1st Round,ATP500,Cristian Garin,Roberto Carballes Baena,24840,21506,0.5145,0.506642,1.9436,2.25,1.71,Cristian Garin,15.763,winner,win,False,0.431818,Cristian Garin,0.5145,0.439686,0.514745,0.43355,high
2024-02-21,Rio Open,Clay,1st Round,ATP500,Yannick Hanfmann,Nicolas Jarry,14856,27482,0.413269,0.395978,2.4197,2.69,1.52,Yannick Hanfmann,11.169,winner,win,False,0.361045,Nicolas Jarry,0.586731,0.612588,0.385687,0.243179,high
2024-02-21,Rio Open,Clay,1st Round,ATP500,Mariano Navone,Federico Coria,66828,18720,0.515738,0.508318,1.939,1.75,2.18,Mariano Navone,5.569,loser,loss,False,0.554707,Mariano Navone,0.515738,0.576003,0.435848,0.437288,high
2024-02-22,Los Cabos Open,Hard,2nd Round,ATP250,Nuno Borges,Max Purcell,31446,28263,0.528622,0.522547,1.8917,1.63,2.44,Nuno Borges,15.016,loser,loss,False,0.599509,Nuno Borges,0.528622,0.4417,0.503845,0.516524,high
2024-02-22,Los Cabos Open,Hard,2nd Round,ATP250,Thanasi Kokkinakis,Daniel Evans,22432,9305,0.520866,0.511498,1.9199,2.09,1.83,Thanasi Kokkinakis,8.861,winner,win,False,0.466837,Thanasi Kokkinakis,0.520866,0.598315,0.553244,0.29059,high
2024-02-22,Los Cabos Open,Hard,Quarterfinals,ATP250,Casper Ruud,Nuno Borges,33648,31446,0.644269,0.684405,1.5521,1.38,3.31,Casper Ruud,17.747,loser,loss,False,0.705757,Casper Ruud,0.644269,0.496547,0.639748,0.817309,high
2024-02-22,Los Cabos Open,Hard,2nd Round,ATP250,Casper Ruud,Marcos Giron,33648,18736,0.638637,0.676749,1.5658,1.74,2.23,Casper Ruud,11.123,winner,win,False,0.561713,Casper Ruud,0.638637,0.519707,0.461071,0.809984,high
2024-02-22,Los Cabos Open,Hard,Quarterfinals,ATP250,Jordan Thompson,Alex Michelsen,22433,92985,0.621699,0.653537,1.6085,1.7,2.29,Jordan Thompson,5.689,winner,win,False,0.573935,Jordan Thompson,0.621699,0.46284,0.754278,0.638501,high
2024-02-22,Los Cabos Open,Hard,2nd Round,ATP250,Jordan Thompson,Emilio Nava,22433,56197,0.716228,0.778611,1.3962,1.28,4.13,Jordan Thompson,17.198,loser,loss,False,0.763401,Jordan Thompson,0.716228,0.609757,0.799248,0.796988,high
2024-02-22,Los Cabos Open,Hard,2nd Round,ATP250,Stefanos Tsitsipas,Aleksandar Vukic,30470,28267,0.737784,0.805202,1.3554,1.13,7.13,Stefanos Tsitsipas,86.96,loser,loss,False,0.863196,Stefanos Tsitsipas,0.737784,0.480842,0.747658,0.87636,high
2024-02-22,Los Cabos Open,Hard,2nd Round,ATP250,Alexander Zverev,Yoshihito Nishioka,24008,24225,0.777506,0.851646,1.2862,1.2,5.27,Alexander Zverev,17.254,loser,loss,False,0.814529,Alexander Zverev,0.777506,0.700979,0.673371,0.926863,high
2024-02-22,Qatar Exxon Mobil Open,Hard,Quarterfinals,ATP250,Jakub Mensik,Andrey Rublev,86691,29372,0.197468,0.121097,5.0641,6.68,1.14,Jakub Mensik,31.909,winner,win,False,0.14578,Andrey Rublev,0.802532,0.367797,0.100313,0.0628,high
2024-02-22,Qatar Exxon Mobil Open,Hard,Quarterfinals,ATP250,Gael Monfils,Ugo Humbert,5917,38911,0.356812,0.317061,2.8026,3.61,1.34,Gael Monfils,28.809,winner,win,False,0.270707,Ugo Humbert,0.643188,0.441217,0.424716,0.200078,high
2024-02-22,Qatar Exxon Mobil Open,Hard,Quarterfinals,ATP250,Alexei Popyrin,Alexander Bublik,34233,24245,0.383869,0.354151,2.6051,2.23,1.74,Alexei Popyrin,7.207,loser,loss,False,0.438287,Alexander Bublik,0.616131,0.54801,0.367476,0.311556,high
2024-02-22,Rio Open,Clay,2nd Round,ATP500,Sebastian Baez,Alejandro Pascacio F.,52721,24232,0.929203,0.963406,1.0762,1.53,2.58,Sebastian Baez,42.168,winner,win,False,0.627737,Sebastian Baez,0.929203,0.784466,0.974146,0.659386,low
2024-02-22,Rio Open,Clay,2nd Round,ATP500,Dusan Lajovic,Laslo Djere,12190,24084,0.462541,0.462275,2.162,2.3,1.69,Dusan Lajovic,6.384,winner,win,False,0.423559,Laslo Djere,0.537459,0.523344,0.472809,0.386632,high
2024-02-22,Rio Open,Clay,2nd Round,ATP500,Thiago Moura Monteiro,Alejandro Pascacio F.,14609,24232,0.873526,0.917738,1.1448,1.76,2.19,Thiago Moura Monteiro,53.741,winner,win,False,0.55443,Thiago Moura Monteiro,0.873526,0.694754,0.948877,0.563081,low
2024-02-22,Rio Open,Clay,2nd Round,ATP500,Mariano Navone,Yannick Hanfmann,66828,14856,0.481403,0.487809,2.0773,2.2,1.75,Mariano Navone,5.909,winner,win,False,0.443038,Yannick Hanfmann,0.518597,0.644708,0.389969,0.330434,high
2024-02-22,Rio Open,Clay,2nd Round,ATP500,Cameron Norrie,Mariano Barrios,27851,26145,0.935023,0.967621,1.0695,1.19,5.51,Cameron Norrie,11.268,winner,win,False,0.822388,Cameron Norrie,0.935023,0.619498,0.970694,0.848148,low
2024-02-23,Los Cabos Open,Hard,Quarterfinals,ATP250,Stefanos Tsitsipas,Aleksandar Kovacevic,30470,39152,0.712124,0.77345,1.4043,1.14,6.95,Stefanos Tsitsipas,100.074,loser,loss,False,0.859085,Stefanos Tsitsipas,0.712124,0.4614,0.740322,0.90958,high
2024-02-23,Los Cabos Open,Hard,Quarterfinals,ATP250,Alexander Zverev,Thanasi Kokkinakis,24008,22432,0.751446,0.821576,1.3308,1.17,5.88,Alexander Zverev,46.15,loser,loss,False,0.834043,Alexander Zverev,0.751446,0.604327,0.714285,0.932473,high
2024-02-23,Qatar Exxon Mobil Open,Hard,Semifinals,ATP250,Karen Khachanov,Alexei Popyrin,25543,34233,0.621337,0.653037,1.6094,1.45,2.97,Karen Khachanov,12.463,loser,loss,False,0.671946,Karen Khachanov,0.621337,0.547084,0.671767,0.738166,high
2024-02-23,Qatar Exxon Mobil Open,Hard,Semifinals,ATP250,Jakub Mensik,Gael Monfils,86691,5917,0.345288,0.301494,2.8961,2.31,1.69,Jakub Mensik,10.646,loser,loss,False,0.4225,Gael Monfils,0.654712,0.472723,0.156627,0.370054,high
2024-02-23,Rio Open,Clay,Quarterfinals,ATP500,Sebastian Baez,Thiago Moura Monteiro,52721,14609,0.68464,0.731377,1.4606,1.4,3.23,Sebastian Baez,1.861,loser,skip,False,0.697624,Sebastian Baez,0.68464,0.591891,0.708724,0.809633,high
2024-02-23,Rio Open,Clay,Quarterfinals,ATP500,Francisco Cerundolo,Dusan Lajovic,52279,12190,0.563889,0.573389,1.7734,1.67,2.35,Francisco Cerundolo,2.486,loser,skip,False,0.584577,Francisco Cerundolo,0.563889,0.505614,0.472866,0.727661,high
2024-02-23,Rio Open,Clay,2nd Round,ATP500,Joao Fonseca,Cristian Garin,91521,24840,0.204946,0.139302,4.8793,2.07,1.85,Joao Fonseca,47.085,loser,loss,False,0.471939,Cristian Garin,0.795054,0.444517,0.106112,0.066004,high
2024-02-23,Rio Open,Clay,Quarterfinals,ATP500,Cameron Norrie,Thiago Seyboth Wild,27851,36858,0.647935,0.684601,1.5434,1.38,3.31,Cameron Norrie,16.534,loser,loss,False,0.705757,Cameron Norrie,0.647935,0.352624,0.666877,0.793354,high
2024-02-24,Los Cabos Open,Hard,Semifinals,ATP250,Casper Ruud,Stefanos Tsitsipas,33648,30470,0.542151,0.541803,1.8445,1.93,1.97,Casper Ruud,4.635,winner,skip,False,0.505128,Casper Ruud,0.542151,0.553543,0.449374,0.48454,high
2024-02-24,Los Cabos Open,Hard,Semifinals,ATP250,Jordan Thompson,Alexander Zverev,22433,24008,0.36139,0.323287,2.7671,4.67,1.23,Jordan Thompson,68.769,winner,win,False,0.208475,Alexander Zverev,0.63861,0.441588,0.392021,0.111075,high
2024-02-24,Qatar Exxon Mobil Open,Hard,The Final,ATP250,Karen Khachanov,Jakub Mensik,25543,86691,0.713413,0.775075,1.4017,1.44,3.04,Karen Khachanov,2.732,winner,skip,False,0.678571,Karen Khachanov,0.713413,0.586276,0.821093,0.878873,high
2024-02-24,Rio Open,Clay,Semifinals,ATP500,Sebastian Baez,Francisco Cerundolo,52721,52279,0.566569,0.576994,1.765,1.62,2.46,Sebastian Baez,6.624,loser,loss,False,0.602941,Sebastian Baez,0.566569,0.620624,0.569881,0.435248,high
2024-02-24,Rio Open,Clay,Quarterfinals,ATP500,Mariano Navone,Joao Fonseca,66828,91521,0.888232,0.948517,1.1258,2.02,1.89,Mariano Navone,79.423,winner,win,False,0.483376,Mariano Navone,0.888232,0.789522,0.911969,0.910237,high
2024-02-24,Rio Open,Clay,Semifinals,ATP500,Mariano Navone,Cameron Norrie,66828,27851,0.409968,0.39157,2.4392,3.5,1.36,Mariano Navone,43.489,winner,win,False,0.279835,Cameron Norrie,0.590032,0.746881,0.390438,0.15909,high
2024-02-25,Los Cabos Open,Hard,The Final,ATP250,Jordan Thompson,Casper Ruud,22433,33648,0.415465,0.398227,2.4069,3.29,1.37,Jordan Thompson,36.688,winner,win,False,0.293991,Casper Ruud,0.584535,0.525508,0.554336,0.205297,high
2024-02-25,Rio Open,Clay,The Final,ATP500,Sebastian Baez,Mariano Navone,52721,66828,0.605049,0.628405,1.6528,1.42,3.14,Sebastian Baez,24.015,loser,loss,False,0.688596,Sebastian Baez,0.605049,0.392854,0.678491,0.804227,high
2024-02-26,Chile Open,Clay,1st Round,ATP250,Federico Coria,Alex Molcan,18720,34539,0.624943,0.654648,1.6001,2.13,1.79,Federico Coria,33.113,winner,win,False,0.456633,Federico Coria,0.624943,0.678978,0.586771,0.601557,high
2024-02-26,Chile Open,Clay,1st Round,ATP250,Alejandro Pascacio F.,Pedro Cachin,24232,23100,0.230349,0.185165,4.3412,1.46,2.9,Alejandro Pascacio F.,123.199,loser,loss,False,0.665138,Pedro Cachin,0.769651,0.297434,0.070819,0.587799,low
2024-02-26,Chile Open,Clay,1st Round,ATP250,Pablo Martinez,Francesco Passaro,5829,63021,0.376513,0.352826,2.6559,1.45,2.95,Pablo Martinez,83.929,loser,loss,False,0.670455,Francesco Passaro,0.623487,0.305971,0.161598,0.705492,low
2024-02-26,Dubai Tennis Championships,Hard,1st Round,ATP500,Alexander Bublik,Tomas Machac,24245,58327,0.560642,0.57142,1.7837,2.28,1.69,Alexander Bublik,27.826,winner,win,False,0.425693,Alexander Bublik,0.560642,0.37923,0.556494,0.744515,high
2024-02-26,Dubai Tennis Championships,Hard,1st Round,ATP500,Hubert Hurkacz,Jan-Lennard Struff,26473,14177,0.72194,0.755071,1.3852,1.23,4.64,Hubert Hurkacz,29.02,loser,loss,False,0.79046,Hubert Hurkacz,0.72194,0.606161,0.749123,0.770048,high
2024-02-26,Dubai Tennis Championships,Hard,1st Round,ATP500,Sebastian Korda,Pavel Kotov,42451,45553,0.59649,0.613302,1.6765,1.43,3.01,Sebastian Korda,21.457,loser,loss,False,0.677928,Sebastian Korda,0.59649,0.503454,0.72107,0.646829,high
2024-02-26,Dubai Tennis Championships,Hard,1st Round,ATP500,Andy Murray,Denis Shapovalov,1075,33502,0.512217,0.514415,1.9523,2.11,1.81,Andy Murray,8.078,winner,win,False,0.461735,Andy Murray,0.512217,0.536379,0.476006,0.641528,medium
2024-02-26,Dubai Tennis Championships,Hard,1st Round,ATP500,Andrey Rublev,Zhuo Zhang,29372,26496,0.986313,0.993615,1.0139,1.19,5.33,Andrey Rublev,17.371,winner,win,False,0.817485,Andrey Rublev,0.986313,0.669252,0.983399,0.911865,low
2024-02-26,Dubai Tennis Championships,Hard,1st Round,ATP500,Botic Van De Zandschulp,Adrian Mannarino,24249,7806,0.35281,0.328292,2.8344,1.92,1.97,Botic Van De Zandschulp,27.496,loser,loss,False,0.506427,Adrian Mannarino,0.64719,0.537929,0.386321,0.19307,high
2024-02-27,Abierto Mexicano,Hard,1st Round,ATP500,Matteo Arnaldi,Taylor Harry Fritz,73956,29932,0.245996,0.210536,4.0651,5.28,1.19,Matteo Arnaldi,29.886,winner,win,False,0.183926,Taylor Harry Fritz,0.754004,0.395226,0.198029,0.175531,high
2024-02-27,Abierto Mexicano,Hard,1st Round,ATP500,Flavio Cobolli,Felix Auger Aliassime,67546,40434,0.456162,0.448324,2.1922,3.32,1.37,Flavio Cobolli,51.446,winner,win,False,0.292111,Felix Auger Aliassime,0.543838,0.553001,0.359863,0.306812,high
2024-02-27,Abierto Mexicano,Hard,1st Round,ATP500,Alex De Minaur,Taro Daniel,39309,20648,0.783535,0.820234,1.2763,1.12,7.6,Alex De Minaur,64.513,loser,loss,False,0.87156,Alex De Minaur,0.783535,0.473286,0.788691,0.88101,high
