source,name,name_normalized,tournament_key,mapped,alias_used,rows_count,season_years
sackmann,Davis Cup Finals SF: GER vs NED,davis cup finals sf ger vs ned,davis cup finals sf ger vs ned,True,False,2,2024
sackmann,Davis Cup Finals SF: ITA vs AUS,davis cup finals sf ita vs aus,davis cup finals sf ita vs aus,True,False,2,2024
sackmann,Davis Cup Finals SF: ITA vs SRB,davis cup finals sf ita vs srb,davis cup finals sf ita vs srb,True,False,2,2023
sackmann,Davis Cup WG2 PO: TUN vs CRC,davis cup wg2 po tun vs crc,davis cup wg2 po tun vs crc,True,False,2,2024
tml,Australian Open,australian open,australian open,True,False,381,"2022,2025,2026"
tml,Roland Garros,roland garros,roland garros,True,False,254,"2022,2025"
tml,US Open,us open,us open,True,False,254,"2022,2025"
tml,Wimbledon,wimbledon,wimbledon,True,False,254,"2022,2025"
tml,Indian Wells Masters,indian wells masters,indian wells masters,True,False,190,"2022,2025"
tml,Miami Masters,miami masters,miami masters,True,False,190,"2022,2025"
tml,Canada Masters,canada masters,canada masters,True,False,150,"2022,2025"
tml,Cincinnati Masters,cincinnati masters,cincinnati masters,True,False,150,"2022,2025"
tml,Madrid Masters,madrid masters,madrid masters,True,False,150,"2022,2025"
tml,Rome Masters,rome masters,rome masters,True,False,150,"2022,2025"
tml,Monte Carlo Masters,monte carlo masters,monte carlo masters,True,False,110,"2022,2025"
tml,Paris Masters,paris masters,paris masters,True,False,110,"2022,2025"
tml,Shanghai,shanghai,shanghai,True,False,95,2025
tml,Washington,washington,washington,True,False,94,"2022,2025"
tml,Winston-Salem,winston salem,salem,True,False,94,"2022,2025"
tml,Rotterdam,rotterdam,rotterdam,True,False,93,"2022,2025,2026"
tml,Dallas,dallas,dallas,True,False,89,"2022,2025,2026"
tml,Doha,doha,doha,True,False,89,"2022,2025,2026"
tml,Rio de Janeiro,rio de janeiro,rio de janeiro,True,False,89,"2022,2025,2026"
tml,Buenos Aires,buenos aires,buenos aires,True,False,81,"2022,2025,2026"
tml,Delray Beach,delray beach,delray beach,True,False,81,"2022,2025,2026"
tml,Montpellier,montpellier,montpellier,True,False,81,"2022,2025,2026"
tml,Barcelona,barcelona,barcelona,True,False,78,"2022,2025"
tml,Dubai,dubai,dubai,True,False,63,"2022,2025"
tml,Acapulco,acapulco,acapulco,True,False,62,"2022,2025"
tml,Basel,basel,basel,True,False,62,"2022,2025"
tml,Brisbane,brisbane,brisbane,True,False,62,"2025,2026"
tml,Halle,halle,halle,True,False,62,"2022,2025"
tml,Hamburg,hamburg,hamburg,True,False,62,"2022,2025"
tml,Queen's Club,queen s club,queen s club,True,False,62,"2022,2025"
tml,Tokyo,tokyo,tokyo,True,False,62,"2022,2025"
tml,Vienna,vienna,vienna,True,False,62,"2022,2025"
tml,Marrakech,marrakech,marrakech,True,False,58,"2022,2025"
tml,Munich,munich,munich,True,False,58,"2022,2025"
tml,'s-Hertogenbosch,s hertogenbosch,hertogenbosch,True,False,54,"2022,2025"
tml,ATP Cup,atp cup,cup,True,False,54,2022
tml,Adelaide,adelaide,adelaide,True,False,54,"2025,2026"
tml,Auckland,auckland,auckland,True,False,54,"2025,2026"
tml,Bastad,bastad,bastad,True,False,54,"2022,2025"
tml,Eastbourne,eastbourne,eastbourne,True,False,54,"2022,2025"
tml,Geneva,geneva,geneva,True,False,54,"2022,2025"
tml,Gstaad,gstaad,gstaad,True,False,54,"2022,2025"
tml,Hong Kong,hong kong,hong kong,True,False,54,"2025,2026"
tml,Houston,houston,houston,True,False,54,"2022,2025"
tml,Kitzbuhel,kitzbuhel,kitzbuhel,True,False,54,"2022,2025"
tml,Los Cabos,los cabos,los cabos,True,False,54,"2022,2025"
tml,Mallorca,mallorca,mallorca,True,False,54,"2022,2025"
tml,Marseille,marseille,marseille,True,False,54,"2022,2025"
tml,Metz,metz,metz,True,False,54,"2022,2025"
tml,Santiago,santiago,santiago,True,False,54,"2022,2025"
tml,Stockholm,stockholm,stockholm,True,False,54,"2022,2025"
tml,Stuttgart,stuttgart,stuttgart,True,False,54,"2022,2025"
tml,Umag,umag,umag,True,False,54,"2022,2025"
tml,United Cup,united cup,united cup,True,False,50,"2025,2026"
tml,Astana,astana,astana,True,False,31,2022
tml,Beijing,beijing,beijing,True,False,31,2025
tml,Gijon,gijon,gijon,True,False,28,2022
tml,Adelaide-1,adelaide 1,adelaide 1,True,False,27,2022
tml,Adelaide-2,adelaide 2,adelaide 2,True,False,27,2022
tml,Almaty,almaty,almaty,True,False,27,2025
tml,Antwerp,antwerp,antwerp,True,False,27,2022
tml,Athens,athens,athens,True,False,27,2025
tml,Atlanta,atlanta,atlanta,True,False,27,2022
tml,Belgrade,belgrade,belgrade,True,False,27,2022
tml,Brussels,brussels,brussels,True,False,27,2025
tml,Bucharest,bucharest,bucharest,True,False,27,2025
tml,Chengdu,chengdu,chengdu,True,False,27,2025
tml,Cordoba,cordoba,cordoba,True,False,27,2022
tml,Estoril,estoril,estoril,True,False,27,2022
tml,Florence,florence,florence,True,False,27,2022
tml,Hangzhou,hangzhou,hangzhou,True,False,27,2025
tml,Lyon,lyon,lyon,True,False,27,2022
tml,Melbourne,melbourne,melbourne,True,False,27,2022
tml,Naples,naples,naples,True,False,27,2022
tml,Newport,newport,newport,True,False,27,2022
tml,Pune,pune,pune,True,False,27,2022
tml,San Diego,san diego,san diego,True,False,27,2022
tml,Seoul,seoul,seoul,True,False,27,2022
tml,Sofia,sofia,sofia,True,False,27,2022
tml,Sydney,sydney,sydney,True,False,27,2022
tml,Tel Aviv,tel aviv,tel aviv,True,False,27,2022
tml,Laver Cup,laver cup,laver cup,True,False,17,"2022,2025"
tml,ATP Finals,atp finals,finals,True,False,15,2025
tml,Next Gen ATP Finals,next gen atp finals,next gen finals,True,False,15,2025
tml,NextGen Finals,nextgen finals,nextgen finals,True,False,15,2022
tml,Tour Finals,tour finals,tour finals,True,False,15,2022
tml,Davis Cup QLS R1: AUS vs HUN,davis cup qls r1 aus vs hun,davis cup qls r1 aus vs hun,True,False,4,2022
tml,Davis Cup QLS R1: BEL vs FIN,davis cup qls r1 bel vs fin,davis cup qls r1 bel vs fin,True,False,4,2022
tml,Davis Cup QLS R1: CAN vs HUN,davis cup qls r1 can vs hun,davis cup qls r1 can vs hun,True,False,4,2025
tml,Davis Cup QLS R1: DEN vs SRB,davis cup qls r1 den vs srb,davis cup qls r1 den vs srb,True,False,4,2025
tml,Davis Cup QLS R1: ITA vs SVK,davis cup qls r1 ita vs svk,davis cup qls r1 ita vs svk,True,False,4,2022
tml,Davis Cup QLS R1: JPN vs GBR,davis cup qls r1 jpn vs gbr,davis cup qls r1 jpn vs gbr,True,False,4,2025
tml,Davis Cup QLS R1: NOR vs ARG,davis cup qls r1 nor vs arg,davis cup qls r1 nor vs arg,True,False,4,2025
tml,Davis Cup QLS R1: SWE vs JPN,davis cup qls r1 swe vs jpn,davis cup qls r1 swe vs jpn,True,False,4,2022
tml,Davis Cup QLS R2: AUS vs BEL,davis cup qls r2 aus vs bel,davis cup qls r2 aus vs bel,True,False,4,2025
tml,Davis Cup QLS R2: ESP vs DEN,davis cup qls r2 esp vs den,davis cup qls r2 esp vs den,True,False,4,2025
tml,Davis Cup QLS R2: HUN vs AUT,davis cup qls r2 hun vs aut,davis cup qls r2 hun vs aut,True,False,4,2025
tml,Davis Cup QLS R2: USA vs CZE,davis cup qls r2 usa vs cze,davis cup qls r2 usa vs cze,True,False,4,2025
tml,Davis Cup WG1 PO: COL vs BRB,davis cup wg1 po col vs brb,davis cup wg1 po col vs brb,True,False,4,2025
tml,Davis Cup WG1 PO: GRE vs EGY,davis cup wg1 po gre vs egy,davis cup wg1 po gre vs egy,True,False,4,2025
tml,Davis Cup WG1 PO: MON vs POR,davis cup wg1 po mon vs por,davis cup wg1 po mon vs por,True,False,4,2025
tml,Davis Cup WG1 PO: PAK vs LTU,davis cup wg1 po pak vs ltu,davis cup wg1 po pak vs ltu,True,False,4,2022
tml,Davis Cup WG1 PO: TUN vs UKR,davis cup wg1 po tun vs ukr,davis cup wg1 po tun vs ukr,True,False,4,2025
tml,Davis Cup WG1 PO: TUR vs MEX,davis cup wg1 po tur vs mex,davis cup wg1 po tur vs mex,True,False,4,2025
tml,Davis Cup WG1 PO: UZB vs TUR,davis cup wg1 po uzb vs tur,davis cup wg1 po uzb vs tur,True,False,4,2022
tml,Davis Cup WG1 R1: BUL vs FIN,davis cup wg1 r1 bul vs fin,davis cup wg1 r1 bul vs fin,True,False,4,2025
tml,Davis Cup WG1 R1: CHI vs PER,davis cup wg1 r1 chi vs per,davis cup wg1 r1 chi vs per,True,False,4,2022
tml,Davis Cup WG1 R1: ECU vs BIH,davis cup wg1 r1 ecu vs bih,davis cup wg1 r1 ecu vs bih,True,False,4,2025
tml,Davis Cup WG1 R1: ECU vs SUI,davis cup wg1 r1 ecu vs sui,davis cup wg1 r1 ecu vs sui,True,False,4,2022
tml,Davis Cup WG1 R1: FIN vs NZL,davis cup wg1 r1 fin vs nzl,davis cup wg1 r1 fin vs nzl,True,False,4,2022
tml,Davis Cup WG1 R1: SWE vs TUN,davis cup wg1 r1 swe vs tun,davis cup wg1 r1 swe vs tun,True,False,4,2025
tml,Davis Cup WG1 R1: TPE vs NOR,davis cup wg1 r1 tpe vs nor,davis cup wg1 r1 tpe vs nor,True,False,4,2025
tml,Davis Cup WG2 PO: BEN vs LAT,davis cup wg2 po ben vs lat,davis cup wg2 po ben vs lat,True,False,4,2025
tml,Davis Cup WG2 PO: EGY vs CYP,davis cup wg2 po egy vs cyp,davis cup wg2 po egy vs cyp,True,False,4,2022
tml,Davis Cup WG2 PO: ESA vs MDA,davis cup wg2 po esa vs mda,davis cup wg2 po esa vs mda,True,False,4,2025
tml,Davis Cup WG2 PO: GRE vs JAM,davis cup wg2 po gre vs jam,davis cup wg2 po gre vs jam,True,False,4,2022
tml,Davis Cup WG2 PO: IRL vs KSA,davis cup wg2 po irl vs ksa,davis cup wg2 po irl vs ksa,True,False,4,2025
tml,Davis Cup WG2 PO: JAM vs NZL,davis cup wg2 po jam vs nzl,davis cup wg2 po jam vs nzl,True,False,4,2025
tml,Davis Cup WG2 PO: NAM vs HKG,davis cup wg2 po nam vs hkg,davis cup wg2 po nam vs hkg,True,False,4,2025
tml,Davis Cup WG2 R1: BAR vs IRL,davis cup wg2 r1 bar vs irl,davis cup wg2 r1 bar vs irl,True,False,4,2022
tml,Davis Cup WG2 R1: DEN vs ESA,davis cup wg2 r1 den vs esa,davis cup wg2 r1 den vs esa,True,False,4,2022
tml,Davis Cup WG2 R1: DOM vs LAT,davis cup wg2 r1 dom vs lat,davis cup wg2 r1 dom vs lat,True,False,4,2022
tml,Davis Cup WG2 R1: LBN vs MON,davis cup wg2 r1 lbn vs mon,davis cup wg2 r1 lbn vs mon,True,False,4,2022
tml,Davis Cup WG2 R1: LTU vs EGY,davis cup wg2 r1 ltu vs egy,davis cup wg2 r1 ltu vs egy,True,False,4,2022
tml,Davis Cup WG2 R1: POL vs INA,davis cup wg2 r1 pol vs ina,davis cup wg2 r1 pol vs ina,True,False,4,2022
tml,Davis Cup WG2 R1: RSA vs MAR,davis cup wg2 r1 rsa vs mar,davis cup wg2 r1 rsa vs mar,True,False,4,2025
tml,Davis Cup WG2 R1: URU vs CHN,davis cup wg2 r1 uru vs chn,davis cup wg2 r1 uru vs chn,True,False,4,2022
tml,Davis Cup QLS R1: ARG vs CZE,davis cup qls r1 arg vs cze,davis cup qls r1 arg vs cze,True,False,3,2022
tml,Davis Cup QLS R1: AUT vs FIN,davis cup qls r1 aut vs fin,davis cup qls r1 aut vs fin,True,False,3,2025
tml,Davis Cup QLS R1: AUT vs KOR,davis cup qls r1 aut vs kor,davis cup qls r1 aut vs kor,True,False,3,2022
tml,Davis Cup QLS R1: BEL vs CHI,davis cup qls r1 bel vs chi,davis cup qls r1 bel vs chi,True,False,3,2025
tml,Davis Cup QLS R1: CAN vs NED,davis cup qls r1 can vs ned,davis cup qls r1 can vs ned,True,False,3,2022
tml,Davis Cup QLS R1: CRO vs SVK,davis cup qls r1 cro vs svk,davis cup qls r1 cro vs svk,True,False,3,2025
tml,Davis Cup QLS R1: CZE vs KOR,davis cup qls r1 cze vs kor,davis cup qls r1 cze vs kor,True,False,3,2025
tml,Davis Cup QLS R1: ESP vs ROU,davis cup qls r1 esp vs rou,davis cup qls r1 esp vs rou,True,False,3,2022
tml,Davis Cup QLS R1: ESP vs SUI,davis cup qls r1 esp vs sui,davis cup qls r1 esp vs sui,True,False,3,2025
tml,Davis Cup QLS R1: FRA vs BRA,davis cup qls r1 fra vs bra,davis cup qls r1 fra vs bra,True,False,3,2025
tml,Davis Cup QLS R1: FRA vs ECU,davis cup qls r1 fra vs ecu,davis cup qls r1 fra vs ecu,True,False,3,2022
tml,Davis Cup QLS R1: GER vs BRA,davis cup qls r1 ger vs bra,davis cup qls r1 ger vs bra,True,False,3,2022
tml,Davis Cup QLS R1: ISR vs GER,davis cup qls r1 isr vs ger,davis cup qls r1 isr vs ger,True,False,3,2025
tml,Davis Cup QLS R1: KAZ vs NOR,davis cup qls r1 kaz vs nor,davis cup qls r1 kaz vs nor,True,False,3,2022
tml,Davis Cup QLS R1: SWE vs ARG,davis cup qls r1 swe vs arg,davis cup qls r1 swe vs arg,True,False,3,2025
tml,Davis Cup QLS R1: TPE vs USA,davis cup qls r1 tpe vs usa,davis cup qls r1 tpe vs usa,True,False,3,2025
tml,Davis Cup QLS R1: USA vs COL,davis cup qls r1 usa vs col,davis cup qls r1 usa vs col,True,False,3,2022
tml,Davis Cup QLS R2: CRO vs FRA,davis cup qls r2 cro vs fra,davis cup qls r2 cro vs fra,True,False,3,2025
tml,Davis Cup QLS R2: JPN vs GER,davis cup qls r2 jpn vs ger,davis cup qls r2 jpn vs ger,True,False,3,2025
tml,Davis Cup QLS R2: NED vs ARG,davis cup qls r2 ned vs arg,davis cup qls r2 ned vs arg,True,False,3,2025
tml,Davis Cup WG1 PO: CHI vs SLO,davis cup wg1 po chi vs slo,davis cup wg1 po chi vs slo,True,False,3,2022
tml,Davis Cup WG1 PO: ECU vs URU,davis cup wg1 po ecu vs uru,davis cup wg1 po ecu vs uru,True,False,3,2025
tml,Davis Cup WG1 PO: GEO vs POL,davis cup wg1 po geo vs pol,davis cup wg1 po geo vs pol,True,False,3,2025
tml,Davis Cup WG1 PO: IND vs DEN,davis cup wg1 po ind vs den,davis cup wg1 po ind vs den,True,False,3,2022
tml,Davis Cup WG1 PO: IND vs TOG,davis cup wg1 po ind vs tog,davis cup wg1 po ind vs tog,True,False,3,2025
tml,Davis Cup WG1 PO: KAZ vs PAK,davis cup wg1 po kaz vs pak,davis cup wg1 po kaz vs pak,True,False,3,2025
tml,Davis Cup WG1 PO: LBN vs PER,davis cup wg1 po lbn vs per,davis cup wg1 po lbn vs per,True,False,3,2025
tml,Davis Cup WG1 PO: LUX vs LTU,davis cup wg1 po lux vs ltu,davis cup wg1 po lux vs ltu,True,False,3,2025
tml,Davis Cup WG1 PO: ROU vs BUL,davis cup wg1 po rou vs bul,davis cup wg1 po rou vs bul,True,False,3,2025
tml,Davis Cup WG1 PO: UZB vs BIH,davis cup wg1 po uzb vs bih,davis cup wg1 po uzb vs bih,True,False,3,2025
tml,Davis Cup WG1 R1: AUT vs PAK,davis cup wg1 r1 aut vs pak,davis cup wg1 r1 aut vs pak,True,False,3,2022
tml,Davis Cup WG1 R1: BIH vs MEX,davis cup wg1 r1 bih vs mex,davis cup wg1 r1 bih vs mex,True,False,3,2022
tml,Davis Cup WG1 R1: BRA vs POR,davis cup wg1 r1 bra vs por,davis cup wg1 r1 bra vs por,True,False,3,2022
tml,Davis Cup WG1 R1: CHI vs LUX,davis cup wg1 r1 chi vs lux,davis cup wg1 r1 chi vs lux,True,False,3,2025
tml,Davis Cup WG1 R1: COL vs TUR,davis cup wg1 r1 col vs tur,davis cup wg1 r1 col vs tur,True,False,3,2022
tml,Davis Cup WG1 R1: CZE vs ISR,davis cup wg1 r1 cze vs isr,davis cup wg1 r1 cze vs isr,True,False,3,2022
tml,Davis Cup WG1 R1: GRE vs BRA,davis cup wg1 r1 gre vs bra,davis cup wg1 r1 gre vs bra,True,False,3,2025
tml,Davis Cup WG1 R1: HUN vs UKR,davis cup wg1 r1 hun vs ukr,davis cup wg1 r1 hun vs ukr,True,False,3,2022
tml,Davis Cup WG1 R1: IND vs NOR,davis cup wg1 r1 ind vs nor,davis cup wg1 r1 ind vs nor,True,False,3,2022
tml,Davis Cup WG1 R1: ISR vs CAN,davis cup wg1 r1 isr vs can,davis cup wg1 r1 isr vs can,True,False,3,2025
tml,Davis Cup WG1 R1: JPN vs UZB,davis cup wg1 r1 jpn vs uzb,davis cup wg1 r1 jpn vs uzb,True,False,3,2022
tml,Davis Cup WG1 R1: KOR vs KAZ,davis cup wg1 r1 kor vs kaz,davis cup wg1 r1 kor vs kaz,True,False,3,2025
tml,Davis Cup WG1 R1: PER vs POR,davis cup wg1 r1 per vs por,davis cup wg1 r1 per vs por,True,False,3,2025
tml,Davis Cup WG1 R1: POL vs GBR,davis cup wg1 r1 pol vs gbr,davis cup wg1 r1 pol vs gbr,True,False,3,2025
tml,Davis Cup WG1 R1: SRB vs TUR,davis cup wg1 r1 srb vs tur,davis cup wg1 r1 srb vs tur,True,False,3,2025
tml,Davis Cup WG1 R1: SUI vs IND,davis cup wg1 r1 sui vs ind,davis cup wg1 r1 sui vs ind,True,False,3,2025
tml,Davis Cup WG1 R1: SVK vs COL,davis cup wg1 r1 svk vs col,davis cup wg1 r1 svk vs col,True,False,3,2025
tml,Davis Cup WG1 R1: SVK vs ROU,davis cup wg1 r1 svk vs rou,davis cup wg1 r1 svk vs rou,True,False,3,2022
tml,Davis Cup WG2 PO: CHN vs MNE,davis cup wg2 po chn vs mne,davis cup wg2 po chn vs mne,True,False,3,2025
tml,Davis Cup WG2 PO: CYP vs THA,davis cup wg2 po cyp vs tha,davis cup wg2 po cyp vs tha,True,False,3,2025
tml,Davis Cup WG2 PO: DOM vs BOL,davis cup wg2 po dom vs bol,davis cup wg2 po dom vs bol,True,False,3,2025
tml,Davis Cup WG2 PO: EST vs VEN,davis cup wg2 po est vs ven,davis cup wg2 po est vs ven,True,False,3,2025
tml,Davis Cup WG2 PO: HKG vs BEN,davis cup wg2 po hkg vs ben,davis cup wg2 po hkg vs ben,True,False,3,2022
tml,Davis Cup WG2 PO: MAR vs ZIM,davis cup wg2 po mar vs zim,davis cup wg2 po mar vs zim,True,False,3,2025
tml,Davis Cup WG2 PO: RSA vs NGR,davis cup wg2 po rsa vs ngr,davis cup wg2 po rsa vs ngr,True,False,3,2025
tml,Davis Cup WG2 PO: SLO vs INA,davis cup wg2 po slo vs ina,davis cup wg2 po slo vs ina,True,False,3,2025
tml,Davis Cup WG2 R1: BOL vs THA,davis cup wg2 r1 bol vs tha,davis cup wg2 r1 bol vs tha,True,False,3,2022
tml,Davis Cup WG2 R1: CYP vs MON,davis cup wg2 r1 cyp vs mon,davis cup wg2 r1 cyp vs mon,True,False,3,2025
tml,Davis Cup WG2 R1: ESA vs ROU,davis cup wg2 r1 esa vs rou,davis cup wg2 r1 esa vs rou,True,False,3,2025
tml,Davis Cup WG2 R1: EST vs MEX,davis cup wg2 r1 est vs mex,davis cup wg2 r1 est vs mex,True,False,3,2025
tml,Davis Cup WG2 R1: HKG vs UZB,davis cup wg2 r1 hkg vs uzb,davis cup wg2 r1 hkg vs uzb,True,False,3,2025
tml,Davis Cup WG2 R1: IRL vs CHN,davis cup wg2 r1 irl vs chn,davis cup wg2 r1 irl vs chn,True,False,3,2025
tml,Davis Cup WG2 R1: LBN vs BAR,davis cup wg2 r1 lbn vs bar,davis cup wg2 r1 lbn vs bar,True,False,3,2025
tml,Davis Cup WG2 R1: LTU vs BEN,davis cup wg2 r1 ltu vs ben,davis cup wg2 r1 ltu vs ben,True,False,3,2025
tml,Davis Cup WG2 R1: NZL vs GEO,davis cup wg2 r1 nzl vs geo,davis cup wg2 r1 nzl vs geo,True,False,3,2025
tml,Davis Cup WG2 R1: PAR vs PAK,davis cup wg2 r1 par vs pak,davis cup wg2 r1 par vs pak,True,False,3,2025
tml,Davis Cup WG2 R1: SLO vs EST,davis cup wg2 r1 slo vs est,davis cup wg2 r1 slo vs est,True,False,3,2022
tml,Davis Cup WG2 R1: SLO vs URU,davis cup wg2 r1 slo vs uru,davis cup wg2 r1 slo vs uru,True,False,3,2025
tml,Davis Cup WG2 R1: TOG vs EGY,davis cup wg2 r1 tog vs egy,davis cup wg2 r1 tog vs egy,True,False,3,2025
tml,Davis Cup WG2 R1: TPE vs HKG,davis cup wg2 r1 tpe vs hkg,davis cup wg2 r1 tpe vs hkg,True,False,3,2022
tml,Davis Cup WG2 R1: TUN vs GRE,davis cup wg2 r1 tun vs gre,davis cup wg2 r1 tun vs gre,True,False,3,2022
tml,Davis Cup WG2 R1: UKR vs DOM,davis cup wg2 r1 ukr vs dom,davis cup wg2 r1 ukr vs dom,True,False,3,2025
tml,Davis Cup Finals F: CAN vs AUS,davis cup finals f can vs aus,davis cup finals f can vs aus,True,False,2,2022
tml,Davis Cup Finals F: ITA vs ESP,davis cup finals f ita vs esp,davis cup finals f ita vs esp,True,False,2,2025
tml,Davis Cup Finals QF: ARG vs GER,davis cup finals qf arg vs ger,davis cup finals qf arg vs ger,True,False,2,2025
tml,Davis Cup Finals QF: AUS vs NED,davis cup finals qf aus vs ned,davis cup finals qf aus vs ned,True,False,2,2022
tml,Davis Cup Finals QF: CRO vs ESP,davis cup finals qf cro vs esp,davis cup finals qf cro vs esp,True,False,2,2022
tml,Davis Cup Finals QF: ESP vs CZE,davis cup finals qf esp vs cze,davis cup finals qf esp vs cze,True,False,2,2025
tml,Davis Cup Finals QF: FRA vs BEL,davis cup finals qf fra vs bel,davis cup finals qf fra vs bel,True,False,2,2025
tml,Davis Cup Finals QF: GER vs CAN,davis cup finals qf ger vs can,davis cup finals qf ger vs can,True,False,2,2022
tml,Davis Cup Finals QF: ITA vs AUT,davis cup finals qf ita vs aut,davis cup finals qf ita vs aut,True,False,2,2025
tml,Davis Cup Finals QF: ITA vs USA,davis cup finals qf ita vs usa,davis cup finals qf ita vs usa,True,False,2,2022
tml,Davis Cup Finals RR: ARG vs CRO,davis cup finals rr arg vs cro,davis cup finals rr arg vs cro,True,False,2,2022
tml,Davis Cup Finals RR: ARG vs SWE,davis cup finals rr arg vs swe,davis cup finals rr arg vs swe,True,False,2,2022
tml,Davis Cup Finals RR: AUS vs BEL,davis cup finals rr aus vs bel,davis cup finals rr aus vs bel,True,False,2,2022
tml,Davis Cup Finals RR: CRO vs SWE,davis cup finals rr cro vs swe,davis cup finals rr cro vs swe,True,False,2,2022
tml,Davis Cup Finals RR: ESP vs CAN,davis cup finals rr esp vs can,davis cup finals rr esp vs can,True,False,2,2022
tml,Davis Cup Finals RR: ESP vs KOR,davis cup finals rr esp vs kor,davis cup finals rr esp vs kor,True,False,2,2022
tml,Davis Cup Finals RR: ESP vs SRB,davis cup finals rr esp vs srb,davis cup finals rr esp vs srb,True,False,2,2022
tml,Davis Cup Finals RR: FRA vs AUS,davis cup finals rr fra vs aus,davis cup finals rr fra vs aus,True,False,2,2022
tml,Davis Cup Finals RR: FRA vs BEL,davis cup finals rr fra vs bel,davis cup finals rr fra vs bel,True,False,2,2022
tml,Davis Cup Finals RR: FRA vs GER,davis cup finals rr fra vs ger,davis cup finals rr fra vs ger,True,False,2,2022
tml,Davis Cup Finals RR: GBR vs KAZ,davis cup finals rr gbr vs kaz,davis cup finals rr gbr vs kaz,True,False,2,2022
tml,Davis Cup Finals RR: GBR vs NED,davis cup finals rr gbr vs ned,davis cup finals rr gbr vs ned,True,False,2,2022
tml,Davis Cup Finals RR: GER vs AUS,davis cup finals rr ger vs aus,davis cup finals rr ger vs aus,True,False,2,2022
tml,Davis Cup Finals RR: GER vs BEL,davis cup finals rr ger vs bel,davis cup finals rr ger vs bel,True,False,2,2022
tml,Davis Cup Finals RR: ITA vs ARG,davis cup finals rr ita vs arg,davis cup finals rr ita vs arg,True,False,2,2022
tml,Davis Cup Finals RR: ITA vs CRO,davis cup finals rr ita vs cro,davis cup finals rr ita vs cro,True,False,2,2022
tml,Davis Cup Finals RR: ITA vs SWE,davis cup finals rr ita vs swe,davis cup finals rr ita vs swe,True,False,2,2022
tml,Davis Cup Finals RR: KAZ vs NED,davis cup finals rr kaz vs ned,davis cup finals rr kaz vs ned,True,False,2,2022
tml,Davis Cup Finals RR: KOR vs CAN,davis cup finals rr kor vs can,davis cup finals rr kor vs can,True,False,2,2022
tml,Davis Cup Finals RR: KOR vs SRB,davis cup finals rr kor vs srb,davis cup finals rr kor vs srb,True,False,2,2022
tml,Davis Cup Finals RR: SRB vs CAN,davis cup finals rr srb vs can,davis cup finals rr srb vs can,True,False,2,2022
tml,Davis Cup Finals RR: USA vs GBR,davis cup finals rr usa vs gbr,davis cup finals rr usa vs gbr,True,False,2,2022
tml,Davis Cup Finals RR: USA vs KAZ,davis cup finals rr usa vs kaz,davis cup finals rr usa vs kaz,True,False,2,2022
tml,Davis Cup Finals RR: USA vs NED,davis cup finals rr usa vs ned,davis cup finals rr usa vs ned,True,False,2,2022
tml,Davis Cup Finals SF: AUS vs CRO,davis cup finals sf aus vs cro,davis cup finals sf aus vs cro,True,False,2,2022
tml,Davis Cup Finals SF: ESP vs GER,davis cup finals sf esp vs ger,davis cup finals sf esp vs ger,True,False,2,2025
tml,Davis Cup Finals SF: ITA vs BEL,davis cup finals sf ita vs bel,davis cup finals sf ita vs bel,True,False,2,2025
tml,Davis Cup Finals SF: ITA vs CAN,davis cup finals sf ita vs can,davis cup finals sf ita vs can,True,False,2,2022
tml,Davis Cup WG2 R1: RSA vs BUL,davis cup wg2 r1 rsa vs bul,davis cup wg2 r1 rsa vs bul,True,False,2,2022
