date,tournament,surface,official_surface,model_surface,surface_math,round,series,player1,player2,player1_id,player2_id,our_prob,our_prob_raw,our_odds,pinnacle_odds,pinnacle_odds_loser,actual_winner,value_pct,bet_side,bet_result,policy_excluded,pinnacle_prob_novig,model_favorite,model_favorite_prob,p_serve_return,p_elo,p_rank,p_a,p_b,confidence,h2h_n,h2h_delta,recent_rematch_delta,recent_rematch_days,recent_rematch_rank_elo_release,cpi_value,cpi_year,cpi_z,cpi_delta,cpi_regime_surface,tournament_speed_signal,tournament_speed_multiplier,tournament_speed_archetype_delta,tournament_speed_style_edge,score,has_pinnacle_odds
2020-01-06,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Aljaz Bedene,Mikael Ymer,10995,35957,0.532637,0.521191,1.8774,1.97,1.92,Aljaz Bedene,4.93,winner,skip,False,0.493573,Aljaz Bedene,0.532637,0.405678,0.47518,0.56562,0.52,0.5377656775038357,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.001770590274658701,3-6 6-4 6-3,True
2020-01-06,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Alexander Bublik,Adrian Mannarino,24245,7806,0.428921,0.43236,2.3314,2.21,1.74,Alexander Bublik,-0.632,loser,skip,False,0.440506,Adrian Mannarino,0.571079,0.462889,0.418978,0.444942,0.5847645797987934,0.591777048676539,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.010936753533559662,6-3 6-4,True
2020-01-06,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Jeremy Chardy,Gregoire Barrere,7043,20654,0.5676,0.563439,1.7618,1.54,2.62,Jeremy Chardy,13.289,loser,loss,False,0.629808,Jeremy Chardy,0.5676,0.371335,0.61514,0.602646,0.6002370891502922,0.6257017174093615,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.022950548865746268,6-3 3-6 6-3,True
2020-01-06,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Miomir Kecmanovic,Jordan Thompson,34337,22433,0.563329,0.55828,1.7752,1.74,2.21,Miomir Kecmanovic,-1.981,winner,skip,False,0.559494,Miomir Kecmanovic,0.563329,0.543507,0.591577,0.502974,0.6063303220767273,0.597605949399505,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.006599967293901443,6-4 6-2,True
2020-01-06,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Filip Krajinovic,Kyle Edmund,13277,20847,0.575999,0.57358,1.7361,1.9,1.99,Filip Krajinovic,9.44,winner,win,False,0.511568,Filip Krajinovic,0.575999,0.616553,0.509218,0.626617,0.5966088898150272,0.5736713693015187,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.021431864044256288,4-6 6-3 6-3,True
2020-01-06,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Corentin Moutet,Tennys Sandgren,36263,12662,0.475917,0.489148,2.1012,1.6,2.47,Corentin Moutet,29.448,loser,loss,False,0.60688,Tennys Sandgren,0.524083,0.606084,0.455542,0.454215,0.5670410982430443,0.5465981807983636,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.034318307654121416,7-6 6-4,True
2020-01-06,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Fernando Verdasco,Pablo Andujar,672,1841,0.616932,0.622893,1.6209,1.31,3.74,Fernando Verdasco,43.268,loser,policy_skip,True,0.740594,Fernando Verdasco,0.616932,0.582783,0.609794,0.557023,0.5687127700358551,0.5528417274677425,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.014652331851494116,6-4 6-3,True
2020-01-07,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,2nd Round,ATP250,Aljaz Bedene,Alexander Bublik,10995,24245,0.561668,0.556273,1.7804,1.83,2.09,Aljaz Bedene,2.785,winner,skip,False,0.533163,Aljaz Bedene,0.561668,0.53046,0.596742,0.489849,0.5690348191076519,0.5631339341677983,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.013076698639595985,6-3 7-5,True
2020-01-07,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Laslo Djere,Lorenzo Sonego,24084,31392,0.339172,0.331782,2.9484,3.18,1.4,Laslo Djere,7.857,winner,win,False,0.305677,Lorenzo Sonego,0.660828,0.114559,0.380966,0.556071,0.5515054385531348,0.6446524618676679,medium,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.009836325287031933,6-1 3-6 6-2,True
2020-01-07,Qatar Exxon Mobil Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Marton Fucsovics,Frances Tiafoe,13674,29939,0.529223,0.517064,1.8896,2.03,1.86,Marton Fucsovics,7.432,winner,win,False,0.478149,Marton Fucsovics,0.529223,0.605133,0.562154,0.409903,0.600418863841689,0.5796661081083817,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.024015031866950476,6-4 4-6 6-4,True
