date,tournament,surface,round,series,player1,player2,player1_id,player2_id,our_prob,our_prob_raw,our_odds,pinnacle_odds,pinnacle_odds_loser,actual_winner,value_pct,bet_side,bet_result,policy_excluded,pinnacle_prob_novig,model_favorite,model_favorite_prob,p_serve_return,p_elo,p_rank,p_a,p_b,confidence,score
2026-01-12,ASB Classic,Hard,1st Round,ATP250,Francisco Comesana,Valentin Royer,61971,61857,0.429995,0.433658,2.3256,2.21,1.74,Francisco Comesana,-0.819,loser,skip,False,0.440506,Valentin Royer,0.570005,0.280759,0.470836,0.462357,0.5873316926739912,0.6324646242485757,high,6-4 6-4
2026-01-12,ASB Classic,Hard,1st Round,ATP250,Alex Michelsen,Mariano Navone,92985,66828,0.710816,0.73449,1.4068,1.34,3.55,Alex Michelsen,2.66,loser,skip,False,0.725971,Alex Michelsen,0.710816,0.653729,0.780551,0.671452,0.6005271757436541,0.5700238033166936,high,2-6 6-2 7-5
2026-01-12,ASB Classic,Hard,1st Round,ATP250,Cameron Norrie,Hugo Gaston,27851,46747,0.645968,0.657697,1.5481,1.53,2.65,Cameron Norrie,-1.167,winner,skip,False,0.633971,Cameron Norrie,0.645968,0.450413,0.670495,0.785951,0.5784399082347433,0.5878478526627947,high,6-3 6-4
2026-01-12,ASB Classic,Hard,1st Round,ATP250,Alejandro Tabilo,Camilo Ugo Carabelli,30087,42229,0.672686,0.689523,1.4866,1.47,2.88,Alejandro Tabilo,-1.115,winner,skip,False,0.662069,Alejandro Tabilo,0.672686,0.859663,0.711342,0.374125,0.6482999432886778,0.5638104267730122,high,6-4 6-2
2026-01-12,Adelaide International,Hard,1st Round,ATP250,Ugo Humbert,Terence Atmane,38911,67535,0.604311,0.607713,1.6548,1.38,3.3,Ugo Humbert,30.577,loser,policy_skip,True,0.705128,Ugo Humbert,0.604311,0.381663,0.662599,0.639116,0.5972584524222581,0.6206362121223686,high,6-3 7-6
2026-01-12,Adelaide International,Hard,1st Round,ATP250,Thanasi Kokkinakis,Sebastian Korda,22432,42451,0.18,0.133865,5.5556,3.47,1.35,Thanasi Kokkinakis,10.7,loser,policy_skip,True,0.280083,Sebastian Korda,0.82,0.107863,0.186515,0.044772,0.5532982388557823,0.6494740455968068,low,3-6 6-3 7-6
2026-01-12,Adelaide International,Hard,1st Round,ATP250,Reilly Opelka,Alexei Popyrin,28087,34233,0.442307,0.448529,2.2609,2.07,1.83,Reilly Opelka,2.058,loser,skip,False,0.469231,Alexei Popyrin,0.557693,0.28893,0.492397,0.450506,0.701123190989454,0.7493612445549507,high,6-3 7-6
2026-01-12,Adelaide International,Hard,1st Round,ATP250,Valentin Vacherot,Miomir Kecmanovic,36594,34337,0.644819,0.656323,1.5508,1.78,2.15,Valentin Vacherot,14.778,winner,win,False,0.547074,Valentin Vacherot,0.644819,0.766494,0.574619,0.648472,0.6461416186983632,0.588485845219912,high,7-6 6-4
2026-01-13,ASB Classic,Hard,1st Round,ATP250,Nuno Borges,Tomas Martin Etcheverry,31446,37532,0.619393,0.625851,1.6145,1.88,2.0,Nuno Borges,16.446,winner,policy_skip,True,0.515464,Nuno Borges,0.619393,0.547482,0.648458,0.560341,0.6084726207319988,0.5989797785027166,high,7-5 3-6 7-6
2026-01-13,ASB Classic,Hard,1st Round,ATP250,Marcos Giron,Alexandre Muller,18736,28108,0.544082,0.535023,1.838,1.88,2.0,Marcos Giron,2.287,winner,skip,False,0.515464,Marcos Giron,0.544082,0.601102,0.573121,0.462594,0.600340005519036,0.5804491603899348,high,6-2 6-2
2026-01-13,ASB Classic,Hard,1st Round,ATP250,Fabian Marozsan,Gael Monfils,52140,5917,0.63149,0.640366,1.5836,1.67,2.33,Fabian Marozsan,5.459,winner,win,False,0.5825,Fabian Marozsan,0.63149,0.451983,0.622829,0.682497,0.6063619670470491,0.615649804868024,high,5-7 6-3 6-4
2026-01-13,ASB Classic,Hard,1st Round,ATP250,Hamad Medjedovic,Aleksandar Kovacevic,79060,39152,0.478781,0.492608,2.0886,1.53,2.67,Hamad Medjedovic,39.165,loser,policy_skip,True,0.635714,Aleksandar Kovacevic,0.521219,0.629594,0.492277,0.364137,0.651778458445021,0.6248102781242952,high,6-4 3-6 7-6
2026-01-13,ASB Classic,Hard,1st Round,ATP250,Juan Pablo Boada G.,Roberto Bautista Agut,21668,1837,0.275071,0.266854,3.6354,1.4,3.19,Juan Pablo Boada G.,131.252,loser,loss,False,0.694989,Roberto Bautista Agut,0.724929,0.24228,0.16824,0.579058,0.5548480808919171,0.608176047732331,low,6-3 7-6
2026-01-13,Adelaide International,Hard,1st Round,ATP250,Marton Fucsovics,Ethan Quinn,13674,82269,0.681464,0.699928,1.4674,1.74,2.21,Marton Fucsovics,18.575,winner,policy_skip,True,0.559494,Marton Fucsovics,0.681464,0.886324,0.659104,0.577676,0.6284001616791477,0.5355519684594514,high,6-4 6-4
2026-01-13,Adelaide International,Hard,1st Round,ATP250,Rinky Hijikata,Tristan Schoolkate,58149,67986,0.57807,0.57608,1.7299,1.71,2.25,Rinky Hijikata,-1.15,winner,skip,False,0.568182,Rinky Hijikata,0.57807,0.487861,0.642026,0.457397,0.5675342345820829,0.5697297676212653,high,6-4 6-4
2026-01-13,Adelaide International,Hard,1st Round,ATP250,Tomas Machac,James Duckworth,58327,11517,0.55624,0.549715,1.7978,1.58,2.53,Tomas Machac,12.271,loser,loss,False,0.615572,Tomas Machac,0.55624,0.289943,0.634087,0.718254,0.5917569314562281,0.6349796392353034,high,6-3 6-3
