tournament_key,tournament_display,window_type,years,start_year,end_year,target_season_year,bet_side,segment_family,segment_type,n_bets,wins,losses,pl_units,roi_pct_raw,roi_pct_shrunk,win_rate_pct_raw,n
western southern financial group masters,Western & Southern Financial Group Masters,year,2024,2024,2024,,fav,seed,seed_3_4,4,3,1,-0.35,-8.75,-3.7446,75.0,4
wimbledon,Wimbledon,year,2024,2024,2024,,dog,seed,seed_9_16,4,1,3,-1.65,-41.25,-13.3937,25.0,4
abn amro world tennis tournament,ABN AMRO World Tennis Tournament,year,2024,2024,2024,,dog,entry,entry_Q,3,0,3,-3.0,-100.0,-24.5793,0.0,3
abn amro world tennis tournament,ABN AMRO World Tennis Tournament,year,2024,2024,2024,,dog,entry,entry_WC,3,1,2,-0.56,-18.6667,-23.7701,33.3333,3
adelaide international,Adelaide International,year,2024,2024,2024,,dog,entry,entry_Q,3,1,2,-1.07,-35.6667,-18.7308,33.3333,3
almaty open,Almaty Open,year,2024,2024,2024,,dog,entry,entry_Q,3,1,2,-1.54,-51.3333,-20.155,33.3333,3
almaty open,Almaty Open,year,2024,2024,2024,,dog,seed,seed_5_8,3,1,2,0.15,5.0,9.5309,33.3333,3
asb classic,ASB Classic,year,2024,2024,2024,,dog,entry,entry_WC,3,0,3,-3.0,-100.0,-31.1641,0.0,3
atlanta open,Atlanta Open,year,2024,2024,2024,,dog,entry,entry_LL,3,1,2,-0.27,-9.0,-2.171,33.3333,3
atlanta open,Atlanta Open,year,2024,2024,2024,,fav,entry,entry_Q,3,1,2,-1.54,-51.3333,2.2058,33.3333,3
australian open,Australian Open,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,-0.29,-9.6667,5.9937,66.6667,3
australian open,Australian Open,year,2024,2024,2024,,fav,entry,entry_WC,3,1,2,-1.52,-50.6667,-4.5614,33.3333,3
barcelona open,Barcelona Open,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,0.53,17.6667,8.4785,66.6667,3
belgrade open,Belgrade Open,year,2024,2024,2024,,fav,entry,entry_Q,3,3,0,1.59,53.0,11.6906,100.0,3
belgrade open,Belgrade Open,year,2024,2024,2024,,fav,entry,entry_WC,3,1,2,-1.5,-50.0,-4.5007,33.3333,3
bmw open,BMW Open,year,2024,2024,2024,,dog,seed,seed_5_8,3,0,3,-3.0,-100.0,-0.0145,0.0,3
bnp paribas open,BNP Paribas Open,year,2024,2024,2024,,dog,entry,entry_LL,3,1,2,22.37,745.6667,66.4351,33.3333,3
bnp paribas open,BNP Paribas Open,year,2024,2024,2024,,dog,seed,seed_5_8,3,1,2,-0.98,-32.6667,6.1067,33.3333,3
bnp paribas open,BNP Paribas Open,year,2024,2024,2024,,dog,seed,seed_9_16,3,0,3,-3.0,-100.0,-17.8904,0.0,3
canadian open,Canadian Open,year,2024,2024,2024,,dog,seed,seed_9_16,3,0,3,-3.0,-100.0,-17.8904,0.0,3
chile open,Chile Open,year,2024,2024,2024,,dog,seed,seed_3_4,3,2,1,0.53,17.6667,25.3106,66.6667,3
china open,China Open,year,2024,2024,2024,,dog,entry,entry_LL,3,0,3,-3.0,-100.0,-10.4437,0.0,3
citi open,Citi Open,year,2024,2024,2024,,fav,seed,seed_3_4,3,2,1,-0.51,-17.0,-4.3429,66.6667,3
cordoba open,Cordoba Open,year,2024,2024,2024,,fav,entry,entry_Q,3,3,0,2.31,77.0,13.8725,100.0,3
cordoba open,Cordoba Open,year,2024,2024,2024,,fav,seed,seed_3_4,3,1,2,-1.68,-56.0,-7.8884,33.3333,3
croatia open,Croatia Open,year,2024,2024,2024,,dog,entry,entry_Q,3,0,3,-3.0,-100.0,-24.5793,0.0,3
dallas open,Dallas Open,year,2024,2024,2024,,dog,entry,entry_LL,3,1,2,-1.21,-40.3333,-5.0195,33.3333,3
dallas open,Dallas Open,year,2024,2024,2024,,dog,entry,entry_WC,3,0,3,-3.0,-100.0,-31.1641,0.0,3
dallas open,Dallas Open,year,2024,2024,2024,,fav,seed,seed_3_4,3,2,1,-0.18,-6.0,-3.3429,66.6667,3
delray beach open,Delray Beach Open,year,2024,2024,2024,,dog,entry,entry_Q,3,1,2,-1.1,-36.6667,-18.8217,33.3333,3
delray beach open,Delray Beach Open,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,1.21,40.3333,10.5391,66.6667,3
delray beach open,Delray Beach Open,year,2024,2024,2024,,fav,seed,seed_1_2,3,3,0,0.81,27.0,-2.8957,100.0,3
delray beach open,Delray Beach Open,year,2024,2024,2024,,fav,seed,seed_5_8,3,0,3,-3.0,-100.0,-16.6689,0.0,3
estoril open,Estoril Open,year,2024,2024,2024,,dog,entry,entry_WC,3,0,3,-3.0,-100.0,-31.1641,0.0,3
french open,French Open,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,0.04,1.3333,6.9937,66.6667,3
generali open,Generali Open,year,2024,2024,2024,,dog,entry,entry_Q,3,1,2,-0.05,-1.6667,-15.6399,33.3333,3
geneva open,Geneva Open,year,2024,2024,2024,,dog,entry,entry_Q,3,1,2,-0.5,-16.6667,-17.0035,33.3333,3
geneva open,Geneva Open,year,2024,2024,2024,,dog,seed,seed_5_8,3,0,3,-3.0,-100.0,-0.0145,0.0,3
geneva open,Geneva Open,year,2024,2024,2024,,fav,entry,entry_Q,3,1,2,-1.73,-57.6667,1.63,33.3333,3
grand prix hassan ii,Grand Prix Hassan II,year,2024,2024,2024,,dog,entry,entry_Q,3,2,1,2.28,76.0,-8.5793,66.6667,3
grand prix hassan ii,Grand Prix Hassan II,year,2024,2024,2024,,dog,entry,entry_WC,3,0,3,-3.0,-100.0,-31.1641,0.0,3
grand prix hassan ii,Grand Prix Hassan II,year,2024,2024,2024,,fav,entry,entry_PR,3,3,0,1.5,50.0,14.8485,100.0,3
hall of fame championships,Hall of Fame Championships,year,2024,2024,2024,,dog,entry,entry_Q,3,2,1,3.01,100.3333,-6.3672,66.6667,3
hall of fame championships,Hall of Fame Championships,year,2024,2024,2024,,dog,seed,seed_3_4,3,1,2,-0.37,-12.3333,22.5833,33.3333,3
halle open,Halle Open,year,2024,2024,2024,,dog,entry,entry_WC,3,0,3,-3.0,-100.0,-31.1641,0.0,3
halle open,Halle Open,year,2024,2024,2024,,fav,seed,seed_3_4,3,1,2,-1.86,-62.0,-8.4338,33.3333,3
hangzhou open,Hangzhou Open,year,2024,2024,2024,,dog,entry,entry_Q,3,1,2,2.09,69.6667,-9.155,33.3333,3
hangzhou open,Hangzhou Open,year,2024,2024,2024,,dog,seed,seed_5_8,3,3,0,2.1,70.0,15.44,100.0,3
hangzhou open,Hangzhou Open,year,2024,2024,2024,,fav,seed,seed_3_4,3,2,1,-0.58,-19.3333,-4.555,66.6667,3
hong kong tennis open,Hong Kong Tennis Open,year,2024,2024,2024,,dog,entry,entry_Q,3,0,3,-3.0,-100.0,-24.5793,0.0,3
hong kong tennis open,Hong Kong Tennis Open,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,-0.05,-1.6667,6.7209,66.6667,3
internazionali bnl d italia,Internazionali BNL d'Italia,year,2024,2024,2024,,dog,entry,entry_PR,3,1,2,-1.83,-61.0,9.1372,33.3333,3
internazionali bnl d italia,Internazionali BNL d'Italia,year,2024,2024,2024,,fav,entry,entry_WC,3,3,0,2.15,71.6667,6.5599,100.0,3
japan open tennis championships,Japan Open Tennis Championships,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,0.42,14.0,8.1452,66.6667,3
japan open tennis championships,Japan Open Tennis Championships,year,2024,2024,2024,,fav,seed,seed_1_2,3,1,2,-1.59,-53.0,-10.1684,33.3333,3
los cabos open,Los Cabos Open,year,2024,2024,2024,,dog,seed,seed_5_8,3,2,1,4.96,165.3333,24.1067,66.6667,3
lyon open,Lyon Open,year,2024,2024,2024,,dog,entry,entry_LL,3,0,3,-3.0,-100.0,-10.4437,0.0,3
lyon open,Lyon Open,year,2024,2024,2024,,fav,seed,seed_1_2,3,2,1,1.08,36.0,-2.0775,66.6667,3
mallorca championships,Mallorca Championships,year,2024,2024,2024,,fav,seed,seed_1_2,3,1,2,-1.46,-48.6667,-9.7745,33.3333,3
miami open,Miami Open,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,0.25,8.3333,7.63,66.6667,3
monte carlo masters,Monte Carlo Masters,year,2024,2024,2024,,dog,entry,entry_WC,3,0,3,-3.0,-100.0,-31.1641,0.0,3
nordea open,Nordea Open,year,2024,2024,2024,,fav,seed,seed_3_4,3,1,2,-1.38,-46.0,-6.9793,33.3333,3
nordic open,Nordic Open,year,2024,2024,2024,,dog,entry,entry_PR,3,2,1,3.8,126.6667,26.1978,66.6667,3
nordic open,Nordic Open,year,2024,2024,2024,,dog,seed,seed_5_8,3,1,2,-0.91,-30.3333,6.3188,33.3333,3
nordic open,Nordic Open,year,2024,2024,2024,,fav,seed,seed_3_4,3,3,0,0.92,30.6667,-0.0096,100.0,3
open 13,Open 13,year,2024,2024,2024,,dog,entry,entry_ALT,3,1,2,-0.18,-6.0,-6.0,33.3333,3
open 13,Open 13,year,2024,2024,2024,,dog,seed,seed_3_4,3,2,1,2.05,68.3333,29.9167,66.6667,3
open de moselle,Open de Moselle,year,2024,2024,2024,,fav,entry,entry_Q,3,3,0,1.11,37.0,10.2361,100.0,3
qatar exxon mobil open,Qatar Exxon Mobil Open,year,2024,2024,2024,,dog,entry,entry_Q,3,0,3,-3.0,-100.0,-24.5793,0.0,3
qatar exxon mobil open,Qatar Exxon Mobil Open,year,2024,2024,2024,,fav,entry,entry_WC,3,2,1,0.49,16.3333,1.5296,66.6667,3
qatar exxon mobil open,Qatar Exxon Mobil Open,year,2024,2024,2024,,fav,seed,seed_5_8,3,0,3,-3.0,-100.0,-16.6689,0.0,3
queen s club championships,Queen's Club Championships,year,2024,2024,2024,,dog,entry,entry_Q,3,1,2,-0.79,-26.3333,-17.8823,33.3333,3
queen s club championships,Queen's Club Championships,year,2024,2024,2024,,dog,entry,entry_WC,3,2,1,0.88,29.3333,-19.4065,66.6667,3
queen s club championships,Queen's Club Championships,year,2024,2024,2024,,fav,seed,seed_1_2,3,1,2,-1.89,-63.0,-11.0775,33.3333,3
rio open,Rio Open,year,2024,2024,2024,,fav,seed,seed_1_2,3,2,1,-0.26,-8.6667,-6.1381,66.6667,3
rio open,Rio Open,year,2024,2024,2024,,fav,seed,seed_3_4,3,2,1,0.34,11.3333,-1.7672,66.6667,3
rosmalen grass court championships,Rosmalen Grass Court Championships,year,2024,2024,2024,,dog,entry,entry_PR,3,2,1,1.14,38.0,18.1372,66.6667,3
rosmalen grass court championships,Rosmalen Grass Court Championships,year,2024,2024,2024,,fav,seed,seed_3_4,3,2,1,-0.03,-1.0,-2.8884,66.6667,3
shanghai masters,Shanghai Masters,year,2024,2024,2024,,dog,entry,entry_PR,3,0,3,-3.0,-100.0,5.5918,0.0,3
shanghai masters,Shanghai Masters,year,2024,2024,2024,,dog,seed,seed_9_16,3,0,3,-3.0,-100.0,-17.8904,0.0,3
stuttgart open,Stuttgart Open,year,2024,2024,2024,,fav,entry,entry_PR,3,2,1,-0.12,-4.0,9.9394,66.6667,3
suisse open gstaad,Suisse Open Gstaad,year,2024,2024,2024,,fav,seed,seed_3_4,3,2,1,0.04,1.3333,-2.6763,66.6667,3
swiss indoors,Swiss Indoors,year,2024,2024,2024,,dog,entry,entry_Q,3,0,3,-3.0,-100.0,-24.5793,0.0,3
swiss indoors,Swiss Indoors,year,2024,2024,2024,,dog,seed,seed_5_8,3,2,1,0.93,31.0,11.8945,66.6667,3
tiriac open,Tiriac Open,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,1.3,43.3333,10.8118,66.6667,3
u s men s clay court championships,U.S. Men's Clay Court Championships,year,2024,2024,2024,,fav,seed,seed_1_2,3,2,1,0.29,9.6667,-4.4714,66.6667,3
vienna open,Vienna Open,year,2024,2024,2024,,dog,entry,entry_WC,3,0,3,-3.0,-100.0,-31.1641,0.0,3
western southern financial group masters,Western & Southern Financial Group Masters,year,2024,2024,2024,,dog,entry,entry_PR,3,2,1,4.32,144.0,27.7736,66.6667,3
western southern financial group masters,Western & Southern Financial Group Masters,year,2024,2024,2024,,fav,entry,entry_Q,3,2,1,0.23,7.6667,7.5694,66.6667,3
wimbledon,Wimbledon,year,2024,2024,2024,,dog,entry,entry_LL,3,0,3,-3.0,-100.0,-10.4437,0.0,3
abierto mexicano,Abierto Mexicano,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
abierto mexicano,Abierto Mexicano,year,2024,2024,2024,,dog,seed,seed_5_8,2,0,2,-2.0,-100.0,3.11,0.0,2
abn amro world tennis tournament,ABN AMRO World Tennis Tournament,year,2024,2024,2024,,dog,entry,entry_PR,2,2,0,2.27,113.5,22.2353,100.0,2
abn amro world tennis tournament,ABN AMRO World Tennis Tournament,year,2024,2024,2024,,fav,entry,entry_Q,2,1,1,-0.26,-13.0,6.2747,50.0,2
adelaide international,Adelaide International,year,2024,2024,2024,,dog,entry,entry_LL,2,0,2,-2.0,-100.0,-7.6451,0.0,2
adelaide international,Adelaide International,year,2024,2024,2024,,fav,seed,seed_1_2,2,1,1,-0.19,-9.5,-6.1112,50.0,2
almaty open,Almaty Open,year,2024,2024,2024,,fav,entry,entry_Q,2,1,1,0.12,6.0,7.4622,50.0,2
almaty open,Almaty Open,year,2024,2024,2024,,fav,seed,seed_1_2,2,1,1,-0.58,-29.0,-7.3299,50.0,2
almaty open,Almaty Open,year,2024,2024,2024,,fav,seed,seed_5_8,2,1,1,-0.84,-42.0,-10.4398,50.0,2
argentina open,Argentina Open,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
argentina open,Argentina Open,year,2024,2024,2024,,fav,entry,entry_Q,2,2,0,1.59,79.5,12.056,100.0,2
asb classic,ASB Classic,year,2024,2024,2024,,dog,seed,seed_5_8,2,0,2,-2.0,-100.0,3.11,0.0,2
asb classic,ASB Classic,year,2024,2024,2024,,fav,seed,seed_3_4,2,0,2,-2.0,-100.0,-9.1349,0.0,2
atlanta open,Atlanta Open,year,2024,2024,2024,,dog,entry,entry_SE,2,1,1,-0.35,-17.5,19.4531,50.0,2
atlanta open,Atlanta Open,year,2024,2024,2024,,fav,entry,entry_LL,2,1,1,0.88,44.0,11.6339,50.0,2
atlanta open,Atlanta Open,year,2024,2024,2024,,fav,seed,seed_1_2,2,0,2,-2.0,-100.0,-11.7674,0.0,2
barcelona open,Barcelona Open,year,2024,2024,2024,,dog,entry,entry_LL,2,0,2,-2.0,-100.0,-7.6451,0.0,2
barcelona open,Barcelona Open,year,2024,2024,2024,,dog,entry,entry_PR,2,1,1,-0.74,-37.0,12.829,50.0,2
barcelona open,Barcelona Open,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
barcelona open,Barcelona Open,year,2024,2024,2024,,fav,entry,entry_WC,2,2,0,1.17,58.5,3.7024,100.0,2
belgrade open,Belgrade Open,year,2024,2024,2024,,dog,entry,entry_PR,2,1,1,-0.46,-23.0,13.704,50.0,2
bmw open,BMW Open,year,2024,2024,2024,,dog,seed,seed_3_4,2,2,0,2.82,141.0,33.2578,100.0,2
bmw open,BMW Open,year,2024,2024,2024,,fav,entry,entry_Q,2,1,1,-0.64,-32.0,5.0872,50.0,2
bnp paribas masters,BNP Paribas Masters,year,2024,2024,2024,,fav,entry,entry_LL,2,1,1,-0.49,-24.5,7.3527,50.0,2
bnp paribas masters,BNP Paribas Masters,year,2024,2024,2024,,fav,entry,entry_Q,2,1,1,-0.28,-14.0,6.2122,50.0,2
bnp paribas masters,BNP Paribas Masters,year,2024,2024,2024,,fav,seed,seed_1_2,2,1,1,-0.92,-46.0,-8.3924,50.0,2
bnp paribas open,BNP Paribas Open,year,2024,2024,2024,,dog,entry,entry_PR,2,1,1,-0.32,-16.0,14.1415,50.0,2
brisbane international,Brisbane International,year,2024,2024,2024,,fav,seed,seed_3_4,2,1,1,-0.56,-28.0,-4.6349,50.0,2
brisbane international,Brisbane International,year,2024,2024,2024,,fav,seed,seed_5_8,2,0,2,-2.0,-100.0,-14.0648,0.0,2
canadian open,Canadian Open,year,2024,2024,2024,,dog,entry,entry_LL,2,1,1,0.55,27.5,0.3237,50.0,2
canadian open,Canadian Open,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
chengdu open,Chengdu Open,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
chengdu open,Chengdu Open,year,2024,2024,2024,,dog,seed,seed_3_4,2,1,1,0.93,46.5,27.3516,50.0,2
chengdu open,Chengdu Open,year,2024,2024,2024,,dog,seed,seed_5_8,2,1,1,0.19,9.5,9.9537,50.0,2
chengdu open,Chengdu Open,year,2024,2024,2024,,fav,seed,seed_3_4,2,1,1,-0.19,-9.5,-3.4786,50.0,2
chile open,Chile Open,year,2024,2024,2024,,fav,seed,seed_3_4,2,1,1,-0.43,-21.5,-4.2286,50.0,2
chile open,Chile Open,year,2024,2024,2024,,fav,seed,seed_5_8,2,0,2,-2.0,-100.0,-14.0648,0.0,2
china open,China Open,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
china open,China Open,year,2024,2024,2024,,fav,entry,entry_Q,2,2,0,0.96,48.0,10.0872,100.0,2
cordoba open,Cordoba Open,year,2024,2024,2024,,dog,seed,seed_5_8,2,1,1,-0.09,-4.5,9.0787,50.0,2
cordoba open,Cordoba Open,year,2024,2024,2024,,fav,entry,entry_WC,2,0,2,-2.0,-100.0,-6.2039,0.0,2
cordoba open,Cordoba Open,year,2024,2024,2024,,fav,seed,seed_1_2,2,1,1,-0.8,-40.0,-8.0174,50.0,2
croatia open,Croatia Open,year,2024,2024,2024,,dog,entry,entry_LL,2,1,1,0.95,47.5,1.5737,50.0,2
croatia open,Croatia Open,year,2024,2024,2024,,dog,seed,seed_3_4,2,2,0,3.06,153.0,34.0078,100.0,2
croatia open,Croatia Open,year,2024,2024,2024,,fav,entry,entry_Q,2,1,1,-0.7,-35.0,4.8997,50.0,2
croatia open,Croatia Open,year,2024,2024,2024,,fav,seed,seed_3_4,2,2,0,0.7,35.0,-0.6974,100.0,2
delray beach open,Delray Beach Open,year,2024,2024,2024,,dog,seed,seed_5_8,2,1,1,-0.28,-14.0,8.485,50.0,2
eastbourne international,Eastbourne International,year,2024,2024,2024,,fav,entry,entry_WC,2,2,0,1.88,94.0,5.9211,100.0,2
eastbourne international,Eastbourne International,year,2024,2024,2024,,fav,seed,seed_3_4,2,0,2,-2.0,-100.0,-9.1349,0.0,2
eastbourne international,Eastbourne International,year,2024,2024,2024,,fav,seed,seed_5_8,2,0,2,-2.0,-100.0,-14.0648,0.0,2
estoril open,Estoril Open,year,2024,2024,2024,,dog,entry,entry_LL,2,1,1,0.46,23.0,0.0424,50.0,2
estoril open,Estoril Open,year,2024,2024,2024,,fav,entry,entry_LL,2,1,1,1.01,50.5,12.0402,50.0,2
estoril open,Estoril Open,year,2024,2024,2024,,fav,entry,entry_Q,2,2,0,1.39,69.5,11.431,100.0,2
generali open,Generali Open,year,2024,2024,2024,,fav,seed,seed_1_2,2,1,1,-0.7,-35.0,-7.7049,50.0,2
geneva open,Geneva Open,year,2024,2024,2024,,dog,entry,entry_WC,2,1,1,-0.39,-19.5,-23.9817,50.0,2
geneva open,Geneva Open,year,2024,2024,2024,,fav,seed,seed_3_4,2,0,2,-2.0,-100.0,-9.1349,0.0,2
grand prix hassan ii,Grand Prix Hassan II,year,2024,2024,2024,,dog,seed,seed_3_4,2,0,2,-2.0,-100.0,18.1953,0.0,2
grand prix hassan ii,Grand Prix Hassan II,year,2024,2024,2024,,fav,seed,seed_1_2,2,0,2,-2.0,-100.0,-11.7674,0.0,2
halle open,Halle Open,year,2024,2024,2024,,dog,seed,seed_5_8,2,1,1,0.34,17.0,10.4225,50.0,2
halle open,Halle Open,year,2024,2024,2024,,fav,entry,entry_SE,2,1,1,-0.72,-36.0,-2.25,50.0,2
hangzhou open,Hangzhou Open,year,2024,2024,2024,,fav,entry,entry_Q,2,0,2,-2.0,-100.0,0.8372,0.0,2
japan open tennis championships,Japan Open Tennis Championships,year,2024,2024,2024,,fav,seed,seed_3_4,2,0,2,-2.0,-100.0,-9.1349,0.0,2
los cabos open,Los Cabos Open,year,2024,2024,2024,,fav,entry,entry_Q,2,2,0,1.64,82.0,12.2122,100.0,2
lyon open,Lyon Open,year,2024,2024,2024,,fav,entry,entry_WC,2,1,1,-0.56,-28.0,-1.7039,50.0,2
lyon open,Lyon Open,year,2024,2024,2024,,fav,seed,seed_5_8,2,2,0,0.62,31.0,-5.8773,100.0,2
mallorca championships,Mallorca Championships,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
mallorca championships,Mallorca Championships,year,2024,2024,2024,,fav,entry,entry_Q,2,0,2,-2.0,-100.0,0.8372,0.0,2
mallorca championships,Mallorca Championships,year,2024,2024,2024,,fav,entry,entry_WC,2,1,1,0.98,49.0,3.1086,50.0,2
masters cup,Masters Cup,year,2024,2024,2024,,dog,seed,seed_3_4,2,0,2,-2.0,-100.0,18.1953,0.0,2
monte carlo masters,Monte Carlo Masters,year,2024,2024,2024,,fav,entry,entry_WC,2,1,1,-0.89,-44.5,-2.7351,50.0,2
monte carlo masters,Monte Carlo Masters,year,2024,2024,2024,,fav,seed,seed_3_4,2,1,1,-0.64,-32.0,-4.8849,50.0,2
nordea open,Nordea Open,year,2024,2024,2024,,fav,entry,entry_WC,2,2,0,0.36,18.0,1.1711,100.0,2
nordea open,Nordea Open,year,2024,2024,2024,,fav,seed,seed_1_2,2,0,2,-2.0,-100.0,-11.7674,0.0,2
open 13,Open 13,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
open de moselle,Open de Moselle,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
open de moselle,Open de Moselle,year,2024,2024,2024,,fav,seed,seed_1_2,2,1,1,-0.67,-33.5,-7.6112,50.0,2
open sud de france,Open Sud de France,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
open sud de france,Open Sud de France,year,2024,2024,2024,,dog,seed,seed_1_2,2,2,0,2.68,134.0,12.75,100.0,2
open sud de france,Open Sud de France,year,2024,2024,2024,,fav,entry,entry_WC,2,2,0,1.49,74.5,4.7024,100.0,2
qatar exxon mobil open,Qatar Exxon Mobil Open,year,2024,2024,2024,,fav,entry,entry_Q,2,1,1,-0.06,-3.0,6.8997,50.0,2
queen s club championships,Queen's Club Championships,year,2024,2024,2024,,dog,entry,entry_PR,2,1,1,-0.37,-18.5,13.9853,50.0,2
queen s club championships,Queen's Club Championships,year,2024,2024,2024,,fav,seed,seed_5_8,2,0,2,-2.0,-100.0,-14.0648,0.0,2
rio open,Rio Open,year,2024,2024,2024,,fav,entry,entry_Q,2,2,0,1.77,88.5,12.6185,100.0,2
rosmalen grass court championships,Rosmalen Grass Court Championships,year,2024,2024,2024,,dog,entry,entry_WC,2,0,2,-2.0,-100.0,-29.013,0.0,2
rosmalen grass court championships,Rosmalen Grass Court Championships,year,2024,2024,2024,,dog,seed,seed_5_8,2,1,1,-0.32,-16.0,8.36,50.0,2
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2024,2024,2024,,dog,entry,entry_LL,2,2,0,2.66,133.0,6.9174,100.0,2
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2024,2024,2024,,dog,entry,entry_PR,2,1,1,-0.68,-34.0,13.0165,50.0,2
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2024,2024,2024,,dog,seed,seed_5_8,2,0,2,-2.0,-100.0,3.11,0.0,2
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2024,2024,2024,,fav,entry,entry_ALT,2,1,1,-0.57,-28.5,8.2187,50.0,2
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2024,2024,2024,,fav,seed,seed_17_32,2,1,1,-0.3,-15.0,-5.9851,50.0,2
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2024,2024,2024,,fav,seed,seed_5_8,2,0,2,-2.0,-100.0,-14.0648,0.0,2
shanghai masters,Shanghai Masters,year,2024,2024,2024,,dog,seed,seed_5_8,2,0,2,-2.0,-100.0,3.11,0.0,2
shanghai masters,Shanghai Masters,year,2024,2024,2024,,fav,entry,entry_Q,2,2,0,1.25,62.5,10.9935,100.0,2
stuttgart open,Stuttgart Open,year,2024,2024,2024,,dog,entry,entry_PR,2,2,0,1.01,50.5,18.2978,100.0,2
swiss indoors,Swiss Indoors,year,2024,2024,2024,,dog,entry,entry_LL,2,1,1,1.34,67.0,2.7924,50.0,2
tiriac open,Tiriac Open,year,2024,2024,2024,,dog,seed,seed_5_8,2,1,1,-0.11,-5.5,9.0162,50.0,2
tiriac open,Tiriac Open,year,2024,2024,2024,,fav,seed,seed_1_2,2,1,1,-0.42,-21.0,-6.8299,50.0,2
u s men s clay court championships,U.S. Men's Clay Court Championships,year,2024,2024,2024,,dog,seed,seed_5_8,2,1,1,1.35,67.5,13.5787,50.0,2
u s men s clay court championships,U.S. Men's Clay Court Championships,year,2024,2024,2024,,fav,seed,seed_3_4,2,1,1,-0.68,-34.0,-5.0099,50.0,2
vienna open,Vienna Open,year,2024,2024,2024,,fav,seed,seed_3_4,2,1,1,-0.78,-39.0,-5.3224,50.0,2
western southern financial group masters,Western & Southern Financial Group Masters,year,2024,2024,2024,,fav,entry,entry_WC,2,1,1,-0.16,-8.0,-0.4539,50.0,2
wimbledon,Wimbledon,year,2024,2024,2024,,dog,seed,seed_5_8,2,1,1,2.78,139.0,18.0475,50.0,2
wimbledon,Wimbledon,year,2024,2024,2024,,fav,entry,entry_Q,2,0,2,-2.0,-100.0,0.8372,0.0,2
abierto mexicano,Abierto Mexicano,year,2024,2024,2024,,dog,entry,entry_LL,1,0,1,-1.0,-100.0,-4.6659,0.0,1
abierto mexicano,Abierto Mexicano,year,2024,2024,2024,,dog,seed,seed_1_2,1,0,1,-1.0,-100.0,1.2903,0.0,1
abierto mexicano,Abierto Mexicano,year,2024,2024,2024,,fav,entry,entry_LL,1,1,0,1.41,141.0,13.7189,100.0,1
abn amro world tennis tournament,ABN AMRO World Tennis Tournament,year,2024,2024,2024,,fav,entry,entry_WC,1,0,1,-1.0,-100.0,-3.1782,0.0,1
adelaide international,Adelaide International,year,2024,2024,2024,,dog,entry,entry_WC,1,0,1,-1.0,-100.0,-26.7231,0.0,1
adelaide international,Adelaide International,year,2024,2024,2024,,dog,seed,seed_3_4,1,1,0,1.49,149.0,30.0403,100.0,1
adelaide international,Adelaide International,year,2024,2024,2024,,fav,entry,entry_LL,1,0,1,-1.0,-100.0,5.9447,0.0,1
almaty open,Almaty Open,year,2024,2024,2024,,fav,entry,entry_WC,1,1,0,0.85,85.0,2.7895,100.0,1
argentina open,Argentina Open,year,2024,2024,2024,,dog,seed,seed_3_4,1,1,0,5.39,539.0,42.621,100.0,1
argentina open,Argentina Open,year,2024,2024,2024,,fav,entry,entry_SE,1,1,0,0.8,80.0,2.5806,100.0,1
argentina open,Argentina Open,year,2024,2024,2024,,fav,seed,seed_3_4,1,1,0,0.6,60.0,-1.0425,100.0,1
atlanta open,Atlanta Open,year,2024,2024,2024,,dog,entry,entry_WC,1,0,1,-1.0,-100.0,-26.7231,0.0,1
australian open,Australian Open,year,2024,2024,2024,,dog,seed,seed_5_8,1,1,0,3.35,335.0,20.4684,100.0,1
