tournament_key,tournament_display,window_type,years,start_year,end_year,target_season_year,bet_side,segment_family,segment_type,n_bets,wins,losses,pl_units,roi_pct_raw,roi_pct_shrunk,win_rate_pct_raw,n
wimbledon,Wimbledon,year,2022,2022,2022,,dog,entry,entry_MD,111,31,80,-25.83,-23.2703,-19.7537,27.9279,111
wimbledon,Wimbledon,year,2022,2022,2022,,fav,entry,entry_MD,111,80,31,-2.67,-2.4054,-2.7676,72.0721,111
australian open,Australian Open,year,2022,2022,2022,,fav,entry,entry_MD,110,84,26,2.77,2.5182,1.0983,76.3636,110
french open,French Open,year,2022,2022,2022,,fav,entry,entry_MD,110,83,27,4.215,3.8318,2.1304,75.4545,110
us open,US Open,year,2022,2022,2022,,dog,entry,entry_MD,109,32,77,0.23,0.211,-1.2897,29.3578,109
us open,US Open,year,2022,2022,2022,,fav,entry,entry_MD,109,77,32,-3.315,-3.0413,-3.2715,70.6422,109
wimbledon,Wimbledon,year,2022,2022,2022,,dog,seed,seed_unseeded,99,28,71,-23.12,-23.3535,-19.5546,28.2828,99
french open,French Open,year,2022,2022,2022,,dog,seed,seed_unseeded,98,24,74,-32.87,-33.5408,-27.3245,24.4898,98
australian open,Australian Open,year,2022,2022,2022,,dog,seed,seed_unseeded,97,25,72,-20.17,-20.7938,-17.5397,25.7732,97
us open,US Open,year,2022,2022,2022,,dog,seed,seed_unseeded,95,28,67,2.47,2.6,0.2917,29.4737,95
french open,French Open,year,2022,2022,2022,,dog,entry,entry_MD,93,24,69,-26.08,-28.043,-22.8477,25.8065,93
australian open,Australian Open,year,2022,2022,2022,,dog,entry,entry_MD,88,22,66,-22.62,-25.7045,-20.8837,25.0,88
bnp paribas open,BNP Paribas Open,year,2022,2022,2022,,fav,entry,entry_MD,80,55,25,3.57,4.4625,2.1251,68.75,80
miami open,Miami Open,year,2022,2022,2022,,fav,entry,entry_MD,75,47,28,-8.55,-11.4,-9.3166,62.6667,75
miami open,Miami Open,year,2022,2022,2022,,dog,seed,seed_unseeded,70,24,46,-4.85,-6.9286,-6.9554,34.2857,70
bnp paribas open,BNP Paribas Open,year,2022,2022,2022,,dog,seed,seed_unseeded,66,18,48,-23.25,-35.2273,-26.4119,27.2727,66
bnp paribas open,BNP Paribas Open,year,2022,2022,2022,,dog,entry,entry_MD,57,17,40,-10.55,-18.5088,-14.4514,29.8246,57
miami open,Miami Open,year,2022,2022,2022,,dog,entry,entry_MD,57,21,36,0.91,1.5965,-1.279,36.8421,57
european open,European Open,year,2022,2022,2022,,fav,entry,entry_MD,52,33,19,-2.98,-5.7308,-5.1371,63.4615,52
european open,European Open,year,2022,2022,2022,,dog,seed,seed_unseeded,51,19,32,-1.26,-2.4706,-4.1548,37.2549,51
wimbledon,Wimbledon,year,2022,2022,2022,,fav,seed,seed_unseeded,49,32,17,-1.81,-3.6939,-3.9722,65.3061,49
internazionali bnl d italia,Internazionali BNL d'Italia,year,2022,2022,2022,,fav,entry,entry_MD,47,36,11,3.97,8.4468,3.5553,76.5957,47
monte carlo masters,Monte Carlo Masters,year,2022,2022,2022,,dog,seed,seed_unseeded,47,15,32,-7.81,-16.617,-12.8771,31.9149,47
monte carlo masters,Monte Carlo Masters,year,2022,2022,2022,,fav,entry,entry_MD,47,32,15,-0.46,-0.9787,-2.1979,68.0851,47
mutua madrid open,Mutua Madrid Open,year,2022,2022,2022,,fav,entry,entry_MD,47,30,17,-4.42,-9.4043,-7.3408,63.8298,47
internazionali bnl d italia,Internazionali BNL d'Italia,year,2022,2022,2022,,dog,seed,seed_unseeded,45,12,33,-6.0,-13.3333,-10.8072,26.6667,45
canadian open,Canadian Open,year,2022,2022,2022,,fav,entry,entry_MD,44,31,13,7.74,17.5909,8.7941,70.4545,44
western southern financial group masters,Western & Southern Financial Group Masters,year,2022,2022,2022,,fav,entry,entry_MD,44,25,19,-9.42,-21.4091,-14.3951,56.8182,44
canadian open,Canadian Open,year,2022,2022,2022,,dog,seed,seed_unseeded,42,11,31,-11.9,-28.3333,-19.4519,26.1905,42
mutua madrid open,Mutua Madrid Open,year,2022,2022,2022,,dog,seed,seed_unseeded,42,14,28,0.34,0.8095,-2.4519,33.3333,42
bnp paribas masters,BNP Paribas Masters,year,2022,2022,2022,,dog,seed,seed_unseeded,41,15,26,4.5,10.9756,3.3727,36.5854,41
western southern financial group masters,Western & Southern Financial Group Masters,year,2022,2022,2022,,dog,seed,seed_unseeded,41,17,24,5.29,12.9024,4.4853,41.4634,41
citi open,Citi Open,year,2022,2022,2022,,dog,seed,seed_unseeded,39,21,18,17.11,43.8718,21.7458,53.8462,39
french open,French Open,year,2022,2022,2022,,fav,seed,seed_unseeded,39,24,15,1.62,4.1538,0.4232,61.5385,39
monte carlo masters,Monte Carlo Masters,year,2022,2022,2022,,dog,entry,entry_MD,39,16,23,2.26,5.7949,0.3439,41.0256,39
bnp paribas masters,BNP Paribas Masters,year,2022,2022,2022,,fav,entry,entry_MD,38,26,12,-1.32,-3.4737,-3.7535,68.4211,38
citi open,Citi Open,year,2022,2022,2022,,fav,entry,entry_MD,38,18,20,-13.22,-34.7895,-21.2535,47.3684,38
barcelona open,Barcelona Open,year,2022,2022,2022,,fav,entry,entry_MD,37,24,13,-2.59,-7.0,-5.7051,64.8649,37
us open,US Open,year,2022,2022,2022,,fav,seed,seed_unseeded,37,20,17,-3.22,-8.7027,-6.7881,54.0541,37
australian open,Australian Open,year,2022,2022,2022,,fav,seed,seed_unseeded,36,20,16,-4.13,-11.4722,-8.2697,55.5556,36
canadian open,Canadian Open,year,2022,2022,2022,,dog,entry,entry_MD,35,13,22,-2.91,-8.3143,-7.5888,37.1429,35
internazionali bnl d italia,Internazionali BNL d'Italia,year,2022,2022,2022,,dog,entry,entry_MD,35,10,25,-4.12,-11.7714,-9.4503,28.5714,35
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2022,2022,2022,,dog,seed,seed_unseeded,35,17,18,9.37,26.7714,11.1763,48.5714,35
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2022,2022,2022,,fav,entry,entry_MD,34,22,12,1.66,4.8824,0.6681,64.7059,34
miami open,Miami Open,year,2022,2022,2022,,fav,seed,seed_unseeded,33,22,11,-1.27,-3.8485,-4.1238,66.6667,33
mutua madrid open,Mutua Madrid Open,year,2022,2022,2022,,dog,entry,entry_MD,33,11,22,-7.84,-23.7576,-15.6551,33.3333,33
bnp paribas masters,BNP Paribas Masters,year,2022,2022,2022,,dog,entry,entry_MD,31,11,20,0.81,2.6129,-1.9881,35.4839,31
european open,European Open,year,2022,2022,2022,,dog,entry,entry_MD,31,13,18,3.84,12.3871,2.9791,41.9355,31
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2022,2022,2022,,dog,entry,entry_MD,31,13,18,1.66,5.3548,-0.5946,41.9355,31
australian open,Australian Open,year,2022,2022,2022,,fav,seed,seed_17_32,30,23,7,-1.51,-5.0333,-4.8717,76.6667,30
barcelona open,Barcelona Open,year,2022,2022,2022,,dog,entry,entry_MD,30,11,19,-5.07,-16.9,-11.8212,36.6667,30
barcelona open,Barcelona Open,year,2022,2022,2022,,dog,seed,seed_unseeded,30,9,21,-9.61,-32.0333,-19.5257,30.0,30
bnp paribas open,BNP Paribas Open,year,2022,2022,2022,,fav,seed,seed_unseeded,30,21,9,6.4,21.3333,8.4533,70.0,30
western southern financial group masters,Western & Southern Financial Group Masters,year,2022,2022,2022,,dog,entry,entry_MD,30,12,18,0.29,0.9667,-2.8879,40.0,30
astana open,Astana Open,year,2022,2022,2022,,fav,entry,entry_MD,29,24,5,4.54,15.6552,5.6061,82.7586,29
dubai tennis championships,Dubai Tennis Championships,year,2022,2022,2022,,dog,seed,seed_unseeded,29,10,19,10.26,35.3793,13.8214,34.4828,29
swiss indoors,Swiss Indoors,year,2022,2022,2022,,dog,seed,seed_unseeded,29,10,19,-3.69,-12.7241,-9.8227,34.4828,29
swiss indoors,Swiss Indoors,year,2022,2022,2022,,fav,entry,entry_MD,29,19,10,-2.36,-8.1379,-6.0888,65.5172,29
abn amro world tennis tournament,ABN AMRO World Tennis Tournament,year,2022,2022,2022,,dog,seed,seed_unseeded,28,11,17,-0.34,-1.2143,-4.2162,39.2857,28
abn amro world tennis tournament,ABN AMRO World Tennis Tournament,year,2022,2022,2022,,fav,entry,entry_MD,28,17,11,-4.11,-14.6786,-9.211,60.7143,28
citi open,Citi Open,year,2022,2022,2022,,dog,entry,entry_MD,28,16,12,15.38,54.9286,23.0298,57.1429,28
dubai tennis championships,Dubai Tennis Championships,year,2022,2022,2022,,fav,entry,entry_MD,28,18,10,-1.73,-6.1786,-5.1076,64.2857,28
grand prix hassan ii,Grand Prix Hassan II,year,2022,2022,2022,,fav,entry,entry_MD,28,16,12,-1.63,-5.8214,-4.9351,57.1429,28
halle open,Halle Open,year,2022,2022,2022,,fav,entry,entry_MD,28,19,9,1.11,3.9643,-0.211,67.8571,28
vienna open,Vienna Open,year,2022,2022,2022,,dog,seed,seed_unseeded,28,6,22,-11.03,-39.3929,-22.6472,21.4286,28
vienna open,Vienna Open,year,2022,2022,2022,,fav,entry,entry_MD,28,22,6,1.72,6.1429,0.8407,78.5714,28
astana open,Astana Open,year,2022,2022,2022,,dog,seed,seed_unseeded,27,5,22,-9.8,-36.2963,-20.8867,18.5185,27
european open,European Open,year,2022,2022,2022,,fav,seed,seed_unseeded,27,19,8,2.67,9.8889,2.3544,70.3704,27
halle open,Halle Open,year,2022,2022,2022,,dog,seed,seed_unseeded,26,7,19,-11.37,-43.7308,-24.0632,26.9231,26
grand prix hassan ii,Grand Prix Hassan II,year,2022,2022,2022,,dog,seed,seed_unseeded,25,11,14,2.4,9.6,0.5356,44.0,25
napoli cup,Napoli Cup,year,2022,2022,2022,,fav,entry,entry_MD,25,15,10,-2.04,-8.16,-5.9498,60.0,25
queen s club championships,Queen's Club Championships,year,2022,2022,2022,,dog,seed,seed_unseeded,25,10,15,3.87,15.48,3.2084,40.0,25
sofia open,Sofia Open,year,2022,2022,2022,,dog,seed,seed_unseeded,25,12,13,4.58,18.32,4.4993,48.0,25
us open,US Open,year,2022,2022,2022,,fav,seed,seed_17_32,25,18,7,-1.48,-5.92,-5.2601,72.0,25
abierto mexicano,Abierto Mexicano,year,2022,2022,2022,,fav,entry,entry_MD,24,16,8,-5.07,-21.125,-11.6711,66.6667,24
firenze open,Firenze Open,year,2022,2022,2022,,dog,seed,seed_unseeded,24,8,16,3.18,13.25,1.99,33.3333,24
geneva open,Geneva Open,year,2022,2022,2022,,fav,entry,entry_MD,24,13,11,-5.26,-21.9167,-12.0229,54.1667,24
hall of fame championships,Hall of Fame Championships,year,2022,2022,2022,,fav,entry,entry_MD,24,15,9,-0.55,-2.2917,-3.3007,62.5,24
mercedes cup,Mercedes Cup,year,2022,2022,2022,,fav,entry,entry_MD,24,14,10,-1.04,-4.3333,-4.2081,58.3333,24
qatar exxon mobil open,Qatar Exxon Mobil Open,year,2022,2022,2022,,fav,entry,entry_MD,24,19,5,5.3,22.0833,7.5326,79.1667,24
queen s club championships,Queen's Club Championships,year,2022,2022,2022,,fav,entry,entry_MD,24,14,10,-1.55,-6.4583,-5.1526,58.3333,24
salem open at wake forest university,Winston-Salem Open at Wake Forest University,year,2022,2022,2022,,fav,seed,seed_unseeded,24,13,11,-2.55,-10.625,-7.1815,54.1667,24
san diego open,San Diego Open,year,2022,2022,2022,,fav,entry,entry_MD,24,19,5,5.1,21.25,7.1622,79.1667,24
sofia open,Sofia Open,year,2022,2022,2022,,fav,entry,entry_MD,24,12,12,-6.12,-25.5,-13.6155,50.0,24
french open,French Open,year,2022,2022,2022,,fav,seed,seed_17_32,23,16,7,-2.48,-10.7826,-7.3454,69.5652,23
maharashtra open,Maharashtra Open,year,2022,2022,2022,,fav,entry,entry_MD,23,15,8,0.11,0.4783,-2.1177,65.2174,23
nordea open,Nordea Open,year,2022,2022,2022,,dog,seed,seed_unseeded,23,10,13,5.9,25.6522,7.1596,43.4783,23
nordea open,Nordea Open,year,2022,2022,2022,,fav,entry,entry_MD,23,13,10,-3.92,-17.0435,-9.7215,56.5217,23
open 13,Open 13,year,2022,2022,2022,,fav,entry,entry_MD,23,14,9,-2.75,-11.9565,-7.5139,60.8696,23
open sud de france,Open Sud de France,year,2022,2022,2022,,fav,entry,entry_MD,23,11,12,-5.22,-22.6957,-12.1743,47.8261,23
rosmalen grass court championships,Rosmalen Grass Court Championships,year,2022,2022,2022,,dog,seed,seed_unseeded,23,8,15,7.08,30.7826,9.386,34.7826,23
wimbledon,Wimbledon,year,2022,2022,2022,,fav,seed,seed_17_32,23,17,6,0.99,4.3043,-0.7982,73.913,23
abierto mexicano,Abierto Mexicano,year,2022,2022,2022,,dog,seed,seed_unseeded,22,6,16,5.86,26.6364,7.2204,27.2727,22
bmw open,BMW Open,year,2022,2022,2022,,dog,seed,seed_unseeded,22,6,16,-4.48,-20.3636,-12.6642,27.2727,22
geneva open,Geneva Open,year,2022,2022,2022,,dog,seed,seed_unseeded,22,11,11,7.68,34.9091,10.7204,50.0,22
los cabos open,Los Cabos Open,year,2022,2022,2022,,fav,entry,entry_MD,22,19,3,4.48,20.3636,6.2454,86.3636,22
maharashtra open,Maharashtra Open,year,2022,2022,2022,,dog,seed,seed_unseeded,22,8,14,-0.58,-2.6364,-5.1642,36.3636,22
mallorca championships,Mallorca Championships,year,2022,2022,2022,,fav,entry,entry_MD,22,11,11,-3.78,-17.1818,-9.6392,50.0,22
napoli cup,Napoli Cup,year,2022,2022,2022,,dog,seed,seed_unseeded,22,7,15,-5.66,-25.7273,-14.9335,31.8182,22
open 13,Open 13,year,2022,2022,2022,,dog,seed,seed_unseeded,22,11,11,7.92,36.0,11.1819,50.0,22
qatar exxon mobil open,Qatar Exxon Mobil Open,year,2022,2022,2022,,dog,seed,seed_unseeded,22,5,17,-10.5,-47.7273,-24.2412,22.7273,22
rio open,Rio Open,year,2022,2022,2022,,dog,seed,seed_unseeded,22,7,15,-5.3,-24.0909,-14.2412,31.8182,22
rosmalen grass court championships,Rosmalen Grass Court Championships,year,2022,2022,2022,,fav,entry,entry_MD,22,14,8,0.5,2.2727,-1.4084,63.6364,22
tel aviv open,Tel Aviv Open,year,2022,2022,2022,,dog,seed,seed_unseeded,22,8,14,1.15,5.2273,-1.8373,36.3636,22
tel aviv open,Tel Aviv Open,year,2022,2022,2022,,fav,entry,entry_MD,22,13,9,-2.99,-13.5909,-8.12,59.0909,22
adelaide international 2,Adelaide International 2,year,2022,2022,2022,,dog,seed,seed_unseeded,21,12,9,6.09,29.0,7.8129,57.1429,21
australian open,Australian Open,year,2022,2022,2022,,fav,seed,seed_9_16,21,17,4,1.97,9.381,4.4174,80.9524,21
bmw open,BMW Open,year,2022,2022,2022,,fav,entry,entry_MD,21,14,7,0.12,0.5714,-2.1811,66.6667,21
croatia open,Croatia Open,year,2022,2022,2022,,dog,seed,seed_unseeded,21,11,10,13.67,65.0952,22.6757,52.381,21
dallas open,Dallas Open,year,2022,2022,2022,,fav,entry,entry_MD,21,15,6,2.22,10.5714,1.9365,71.4286,21
eastbourne international,Eastbourne International,year,2022,2022,2022,,dog,seed,seed_unseeded,21,8,13,-2.14,-10.1905,-8.3243,38.0952,21
firenze open,Firenze Open,year,2022,2022,2022,,fav,entry,entry_MD,21,14,7,-0.99,-4.7143,-4.3576,66.6667,21
hall of fame championships,Hall of Fame Championships,year,2022,2022,2022,,dog,seed,seed_unseeded,21,6,15,0.99,4.7143,-2.1871,28.5714,21
lyon open,Lyon Open,year,2022,2022,2022,,dog,seed,seed_unseeded,21,7,14,-2.11,-10.0476,-8.2655,33.3333,21
mallorca championships,Mallorca Championships,year,2022,2022,2022,,dog,seed,seed_unseeded,21,10,11,5.33,25.381,6.3227,47.619,21
open sud de france,Open Sud de France,year,2022,2022,2022,,dog,seed,seed_unseeded,21,8,13,-1.18,-5.619,-6.442,38.0952,21
san diego open,San Diego Open,year,2022,2022,2022,,dog,seed,seed_unseeded,21,5,16,-7.9,-37.619,-19.6184,23.8095,21
serbia open,Serbia Open,year,2022,2022,2022,,fav,entry,entry_MD,21,14,7,-1.75,-8.3333,-5.8478,66.6667,21
stockholm open,Stockholm Open,year,2022,2022,2022,,fav,entry,entry_MD,21,13,8,-3.35,-15.9524,-8.9851,61.9048,21
us open,US Open,year,2022,2022,2022,,fav,seed,seed_9_16,21,18,3,2.13,10.1429,4.7311,85.7143,21
abn amro world tennis tournament,ABN AMRO World Tennis Tournament,year,2022,2022,2022,,dog,entry,entry_MD,20,9,11,-0.31,-1.55,-4.6654,45.0,20
argentina open,Argentina Open,year,2022,2022,2022,,dog,seed,seed_unseeded,20,7,13,-3.88,-19.4,-11.9708,35.0,20
canadian open,Canadian Open,year,2022,2022,2022,,fav,seed,seed_unseeded,20,16,4,6.25,31.25,9.844,80.0,20
cordoba open,Cordoba Open,year,2022,2022,2022,,dog,seed,seed_unseeded,20,10,10,3.13,15.65,2.0492,50.0,20
croatia open,Croatia Open,year,2022,2022,2022,,fav,entry,entry_MD,20,9,11,-8.35,-41.75,-19.1648,45.0,20
delray beach open,Delray Beach Open,year,2022,2022,2022,,fav,entry,entry_MD,20,11,9,-3.96,-19.8,-10.3848,55.0,20
korea open,Korea Open,year,2022,2022,2022,,dog,seed,seed_unseeded,20,7,13,1.54,7.7,-1.1308,35.0,20
melbourne summer set,Melbourne Summer Set,year,2022,2022,2022,,dog,seed,seed_unseeded,20,6,14,-0.52,-2.6,-5.2508,30.0,20
monte carlo masters,Monte Carlo Masters,year,2022,2022,2022,,fav,seed,seed_unseeded,20,13,7,-0.12,-0.6,-2.896,65.0,20
qatar exxon mobil open,Qatar Exxon Mobil Open,year,2022,2022,2022,,dog,entry,entry_MD,20,6,14,-6.14,-30.7,-16.3254,30.0,20
rakuten japan open tennis championships,Rakuten Japan Open Tennis Championships,year,2022,2022,2022,,fav,entry,entry_MD,20,13,7,-1.3,-6.5,-5.0648,65.0,20
rio open,Rio Open,year,2022,2022,2022,,fav,entry,entry_MD,20,12,8,-2.57,-12.85,-7.6048,60.0,20
san diego open,San Diego Open,year,2022,2022,2022,,dog,entry,entry_MD,20,6,14,-5.75,-28.75,-15.5454,30.0,20
serbia open,Serbia Open,year,2022,2022,2022,,dog,seed,seed_unseeded,20,6,14,-4.26,-21.3,-12.7308,30.0,20
sydney tennis classic,Sydney Tennis Classic,year,2022,2022,2022,,dog,seed,seed_unseeded,20,7,13,-6.93,-34.65,-18.0708,35.0,20
bnp paribas masters,BNP Paribas Masters,year,2022,2022,2022,,fav,seed,seed_unseeded,19,12,7,-0.21,-1.1053,-3.1388,63.1579,19
chile open,Chile Open,year,2022,2022,2022,,fav,entry,entry_MD,19,11,8,-1.89,-9.9474,-6.3722,57.8947,19
dallas open,Dallas Open,year,2022,2022,2022,,dog,seed,seed_unseeded,19,4,15,-7.35,-38.6842,-19.2967,21.0526,19
delray beach open,Delray Beach Open,year,2022,2022,2022,,dog,entry,entry_MD,19,8,11,-1.49,-7.8421,-7.1688,42.1053,19
firenze open,Firenze Open,year,2022,2022,2022,,dog,entry,entry_MD,19,7,12,6.63,34.8947,9.4026,36.8421,19
french open,French Open,year,2022,2022,2022,,fav,seed,seed_5_8,19,18,1,2.115,11.1316,0.7596,94.7368,19
grand prix hassan ii,Grand Prix Hassan II,year,2022,2022,2022,,dog,entry,entry_MD,19,10,9,3.14,16.5263,2.2802,52.6316,19
grand prix hassan ii,Grand Prix Hassan II,year,2022,2022,2022,,fav,seed,seed_unseeded,19,12,7,2.2,11.5789,1.7796,63.1579,19
internazionali bnl d italia,Internazionali BNL d'Italia,year,2022,2022,2022,,fav,seed,seed_unseeded,19,13,6,1.61,8.4737,0.5755,68.4211,19
korea open,Korea Open,year,2022,2022,2022,,fav,entry,entry_MD,19,11,8,-3.95,-20.7895,-10.5763,57.8947,19
lyon open,Lyon Open,year,2022,2022,2022,,fav,entry,entry_MD,19,14,5,1.04,5.4737,-0.3926,73.6842,19
melbourne summer set,Melbourne Summer Set,year,2022,2022,2022,,fav,entry,entry_MD,19,14,5,2.33,12.2632,2.24,73.6842,19
mercedes cup,Mercedes Cup,year,2022,2022,2022,,dog,seed,seed_unseeded,19,8,11,-0.22,-1.1579,-4.7457,42.1053,19
napoli cup,Napoli Cup,year,2022,2022,2022,,dog,entry,entry_MD,19,9,10,3.32,17.4737,2.6475,47.3684,19
open de moselle,Open de Moselle,year,2022,2022,2022,,fav,entry,entry_MD,19,9,10,-6.19,-32.5789,-15.1477,47.3684,19
open sud de france,Open Sud de France,year,2022,2022,2022,,dog,entry,entry_MD,19,10,9,9.16,48.2105,14.5659,52.6316,19
rakuten japan open tennis championships,Rakuten Japan Open Tennis Championships,year,2022,2022,2022,,dog,seed,seed_unseeded,19,8,11,-0.56,-2.9474,-5.4396,42.1053,19
stockholm open,Stockholm Open,year,2022,2022,2022,,dog,seed,seed_unseeded,19,5,14,-6.38,-33.5789,-17.3171,26.3158,19
vienna open,Vienna Open,year,2022,2022,2022,,dog,entry,entry_MD,19,6,13,-2.03,-10.6842,-8.2709,31.5789,19
adelaide international 1,Adelaide International 1,year,2022,2022,2022,,fav,entry,entry_MD,18,11,7,1.05,5.8333,-0.38,61.1111,18
argentina open,Argentina Open,year,2022,2022,2022,,fav,entry,entry_MD,18,15,3,6.53,36.2778,11.0367,83.3333,18
bnp paribas open,BNP Paribas Open,year,2022,2022,2022,,fav,seed,seed_17_32,18,12,6,0.21,1.1667,-2.5063,66.6667,18
citi open,Citi Open,year,2022,2022,2022,,fav,seed,seed_unseeded,18,8,10,-6.41,-35.6111,-16.1209,44.4444,18
dallas open,Dallas Open,year,2022,2022,2022,,dog,entry,entry_MD,18,5,13,-3.76,-20.8889,-12.0473,27.7778,18
delray beach open,Delray Beach Open,year,2022,2022,2022,,dog,seed,seed_unseeded,18,7,11,-0.98,-5.4444,-6.4279,38.8889,18
generali open,Generali Open,year,2022,2022,2022,,fav,entry,entry_MD,18,10,8,-0.36,-2.0,-3.3175,55.5556,18
generali open,Generali Open,year,2022,2022,2022,,fav,seed,seed_unseeded,18,8,10,-4.48,-24.8889,-12.1,44.4444,18
geneva open,Geneva Open,year,2022,2022,2022,,dog,entry,entry_MD,18,9,9,6.31,35.0556,8.9318,50.0,18
gijon open,Gijon Open,year,2022,2022,2022,,dog,seed,seed_unseeded,18,6,12,-5.29,-29.3889,-15.4071,33.3333,18
hall of fame championships,Hall of Fame Championships,year,2022,2022,2022,,dog,entry,entry_MD,18,7,11,0.71,3.9444,-2.7348,38.8889,18
los cabos open,Los Cabos Open,year,2022,2022,2022,,dog,entry,entry_MD,18,3,15,-10.5,-58.3333,-26.089,16.6667,18
maharashtra open,Maharashtra Open,year,2022,2022,2022,,dog,entry,entry_MD,18,7,11,0.63,3.5,-2.9015,38.8889,18
suisse open gstaad,Suisse Open Gstaad,year,2022,2022,2022,,dog,seed,seed_unseeded,18,10,8,3.91,21.7222,3.7596,55.5556,18
suisse open gstaad,Suisse Open Gstaad,year,2022,2022,2022,,fav,entry,entry_MD,18,9,9,-4.46,-24.7778,-11.8591,50.0,18
sydney tennis classic,Sydney Tennis Classic,year,2022,2022,2022,,fav,entry,entry_MD,18,12,6,2.74,15.2222,3.1409,66.6667,18
astana open,Astana Open,year,2022,2022,2022,,dog,entry,entry_MD,17,2,15,-12.22,-71.8824,-30.3037,11.7647,17
chile open,Chile Open,year,2022,2022,2022,,dog,seed,seed_unseeded,17,6,11,-5.01,-29.4706,-15.1392,35.2941,17
eastbourne international,Eastbourne International,year,2022,2022,2022,,fav,entry,entry_MD,17,9,8,-3.23,-19.0,-9.4944,52.9412,17
french open,French Open,year,2022,2022,2022,,fav,seed,seed_9_16,17,14,3,0.76,4.4706,2.2188,82.3529,17
generali open,Generali Open,year,2022,2022,2022,,dog,seed,seed_unseeded,17,8,9,3.32,19.5294,2.5842,47.0588,17
los cabos open,Los Cabos Open,year,2022,2022,2022,,dog,seed,seed_unseeded,17,2,15,-11.59,-68.1765,-29.1392,11.7647,17
mallorca championships,Mallorca Championships,year,2022,2022,2022,,dog,entry,entry_MD,17,8,9,2.61,15.3529,1.2495,47.0588,17
millennium estoril open,Millennium Estoril Open,year,2022,2022,2022,,dog,seed,seed_unseeded,17,6,11,-3.96,-23.2941,-12.9051,35.2941,17
mutua madrid open,Mutua Madrid Open,year,2022,2022,2022,,fav,seed,seed_unseeded,17,9,8,-3.71,-21.8235,-10.7192,52.9412,17
open de moselle,Open de Moselle,year,2022,2022,2022,,dog,seed,seed_unseeded,17,10,7,10.31,60.6471,17.4566,58.8235,17
serbia open,Serbia Open,year,2022,2022,2022,,dog,entry,entry_MD,17,5,12,-3.67,-21.5882,-12.1122,29.4118,17
sofia open,Sofia Open,year,2022,2022,2022,,dog,entry,entry_MD,17,10,7,7.45,43.8235,11.5474,58.8235,17
stockholm open,Stockholm Open,year,2022,2022,2022,,dog,entry,entry_MD,17,7,10,1.72,10.1176,-0.6441,41.1765,17
swiss indoors,Swiss Indoors,year,2022,2022,2022,,dog,entry,entry_MD,17,6,11,-2.43,-14.2941,-9.4739,35.2941,17
tel aviv open,Tel Aviv Open,year,2022,2022,2022,,dog,entry,entry_MD,17,7,10,1.19,7.0,-1.7718,41.1765,17
u s men s clay court championships,U.S. Men's Clay Court Championships,year,2022,2022,2022,,fav,entry,entry_MD,17,11,6,1.34,7.8824,0.229,64.7059,17
western southern financial group masters,Western & Southern Financial Group Masters,year,2022,2022,2022,,fav,seed,seed_unseeded,17,7,10,-6.3,-37.0588,-16.2298,41.1765,17
adelaide international 1,Adelaide International 1,year,2022,2022,2022,,dog,seed,seed_unseeded,16,6,10,-2.04,-12.75,-9.0117,37.5,16
atlanta open,Atlanta Open,year,2022,2022,2022,,dog,seed,seed_unseeded,16,3,13,-10.27,-64.1875,-26.903,18.75,16
atlanta open,Atlanta Open,year,2022,2022,2022,,fav,entry,entry_MD,16,13,3,3.08,19.25,4.0166,81.25,16
australian open,Australian Open,year,2022,2022,2022,,dog,entry,entry_Q,16,4,12,-3.88,-24.25,-10.1423,25.0,16
cordoba open,Cordoba Open,year,2022,2022,2022,,fav,entry,entry_MD,16,7,9,-4.91,-30.6875,-13.353,43.75,16
gijon open,Gijon Open,year,2022,2022,2022,,fav,entry,entry_MD,16,11,5,1.87,11.6875,1.3861,68.75,16
halle open,Halle Open,year,2022,2022,2022,,dog,entry,entry_MD,16,3,13,-7.01,-43.8125,-19.6364,18.75,16
mercedes cup,Mercedes Cup,year,2022,2022,2022,,dog,entry,entry_MD,16,7,9,-0.9,-5.625,-6.3537,43.75,16
monte carlo masters,Monte Carlo Masters,year,2022,2022,2022,,fav,seed,seed_9_16,16,13,3,4.4,27.5,10.1801,81.25,16
open 13,Open 13,year,2022,2022,2022,,dog,entry,entry_MD,16,6,10,-2.6,-16.25,-10.0494,37.5,16
rakuten japan open tennis championships,Rakuten Japan Open Tennis Championships,year,2022,2022,2022,,dog,entry,entry_MD,16,7,9,0.25,1.5625,-3.8537,43.75,16
u s men s clay court championships,U.S. Men's Clay Court Championships,year,2022,2022,2022,,dog,seed,seed_unseeded,16,5,11,-1.38,-8.625,-7.577,31.25,16
wimbledon,Wimbledon,year,2022,2022,2022,,fav,seed,seed_9_16,16,13,3,0.34,2.125,1.354,81.25,16
adelaide international 1,Adelaide International 1,year,2022,2022,2022,,dog,entry,entry_MD,15,6,9,-2.29,-15.2667,-9.5838,40.0,15
argentina open,Argentina Open,year,2022,2022,2022,,dog,entry,entry_MD,15,4,11,-7.55,-50.3333,-21.2727,26.6667,15
barcelona open,Barcelona Open,year,2022,2022,2022,,fav,seed,seed_unseeded,15,9,6,-0.86,-5.7333,-4.8622,60.0,15
