source_year,date,tournament,surface,round,series,winner_name,loser_name,winner_id,loser_id,player_a,player_b,player_a_id,player_b_id,a_is_winner,label_player_a_win,pinnacle_odds_a,pinnacle_odds_b,score,round_ord,series_ord,tournament_cohort,month_of_year,days_into_year,age_a,age_b,age_diff,lefty_a,lefty_b,lefty_vs_righty,atp_rank_a,atp_rank_b,log_rank_a,log_rank_b,log_rank_diff,clay_points_a,clay_points_b,log_clay_points_diff,clay_career_winrate_a,clay_career_matches_a,clay_l52w_winrate_a,clay_l52w_matches_a,clay_l12w_winrate_a,workload_l14_a,workload_l30_a,days_since_last_match_a,clay_career_winrate_b,clay_career_matches_b,clay_l52w_winrate_b,clay_l52w_matches_b,clay_l12w_winrate_b,workload_l14_b,workload_l30_b,days_since_last_match_b,clay_l52w_first_serve_pct_a,clay_l52w_first_serve_won_pct_a,clay_l52w_second_serve_won_pct_a,clay_l52w_return_pts_won_pct_a,clay_l52w_first_serve_pct_b,clay_l52w_first_serve_won_pct_b,clay_l52w_second_serve_won_pct_b,clay_l52w_return_pts_won_pct_b,h2h_clay_total,h2h_clay_a_minus_b,pinnacle_prob_novig,our_prob_raw
2022,2022-02-02,Cordoba Open,Clay,2nd Round,ATP250,Diego Sebastian Schwartzman,Juan Pablo Ficovich,17829,29906,Diego Sebastian Schwartzman,Juan Pablo Ficovich,17829,29906,1,1,1.15,6.32,6-3 6-2,2,1,Other,2,33,29.464750171115675,25.023956194387406,4.440793976728269,0.0,0.0,0.0,999.0,186.0,6.907755278982137,5.231108616854587,1.67664666212755,0.0,160.0,-5.081404364984463,0.6622296173044925,601.0,0.6,20.0,0.5,1.0,4.0,13.0,0.6095890410958904,438.0,0.5806451612903226,31.0,0.7142857142857143,5.0,8.0,1.0,0.6526390870185449,0.6633879781420765,0.49691991786447637,0.44429254955570746,0.5906379072969252,0.7101787101787101,0.4977578475336323,0.400743840074384,0.0,0.0,0.846051,0.81581
2022,2022-02-02,Cordoba Open,Clay,2nd Round,ATP250,Juan Ignacio Londero,Pablo Martinez,20694,5829,Juan Ignacio Londero,Pablo Martinez,20694,5829,1,1,2.62,1.57,6-3 7-6,2,1,Other,2,33,28.468172484599588,42.050650239561946,-13.582477754962358,0.0,0.0,0.0,999.0,999.0,6.907755278982137,6.907755278982137,0.0,0.0,0.0,0.0,0.5823223570190641,577.0,0.4358974358974359,39.0,0.6428571428571429,1.0,1.0,2.0,0.5,24.0,0.5,0.0,0.5,0.0,0.0,60.0,0.6176470588235294,0.6437389770723104,0.5109211775878443,0.3935098843715032,0.6,0.6,0.5,0.4,0.0,0.0,0.374702,0.733512
2022,2022-02-02,Cordoba Open,Clay,2nd Round,ATP250,Nikola Milojevic,Tomas Martin Etcheverry,22437,37532,Nikola Milojevic,Tomas Martin Etcheverry,22437,37532,1,1,2.88,1.48,6-3 7-6,2,1,Other,2,33,26.625598904859686,22.546201232032853,4.079397672826833,0.0,0.0,0.0,999.0,31.0,6.907755278982137,3.4657359027997265,3.4420193761824103,0.0,925.0,-6.8308742346461795,0.6048780487804878,205.0,0.6481481481481481,54.0,0.5,2.0,7.0,3.0,0.6722408026755853,299.0,0.6951219512195121,82.0,0.5,2.0,7.0,1.0,0.5953054298642534,0.6783847980997625,0.469601677148847,0.4380165289256198,0.6981997882103776,0.6893326592517695,0.5087719298245614,0.41267745130406075,1.0,-1.0,0.33945,0.436311
2022,2022-02-03,Cordoba Open,Clay,2nd Round,ATP250,Lorenzo Sonego,Roberto Carballes Baena,31392,21506,Roberto Carballes Baena,Lorenzo Sonego,21506,31392,0,0,2.45,1.62,4-6 7-6 6-2,2,1,Other,2,34,28.867898699520875,26.73511293634497,2.1327857631759066,0.0,0.0,0.0,168.0,61.0,5.1298987149230735,4.127134385045092,1.0027643298779818,199.0,60.0,1.187443502374725,0.6273932253313697,679.0,0.6296296296296297,54.0,0.5,1.0,5.0,2.0,0.6348122866894198,293.0,0.6923076923076923,13.0,0.5,1.0,6.0,13.0,0.670704845814978,0.6473727422003284,0.5108695652173914,0.43783209351753455,0.6497737556561086,0.6824512534818942,0.48578811369509045,0.3860103626943005,3.0,1.0,0.398034,0.36598299999999995
2022,2022-02-03,Cordoba Open,Clay,2nd Round,ATP250,Sebastian Baez,Cristian Garin,52721,24840,Cristian Garin,Sebastian Baez,24840,52721,0,0,1.93,1.97,4-6 6-1 6-1,2,1,Other,2,34,25.68104038329911,21.100616016427104,4.5804243668720055,0.0,0.0,0.0,90.0,53.0,4.51085950651685,3.9889840465642745,0.5218754599525752,562.0,505.0,0.10674295885222485,0.6563245823389021,419.0,0.625,24.0,0.5,1.0,4.0,13.0,0.7281553398058253,206.0,0.8153846153846154,65.0,1.0,2.0,9.0,2.0,0.6104417670682731,0.6825657894736842,0.5154639175257731,0.41435068216270843,0.7468272746827275,0.6408410138248848,0.5318606627017842,0.46363825797041053,0.0,0.0,0.505128,0.6572629999999999
2022,2022-02-04,Cordoba Open,Clay,Quarterfinals,ATP250,Albert Ramos-Vinolas,Lorenzo Sonego,6691,31392,Albert Ramos-Vinolas,Lorenzo Sonego,6691,31392,1,1,2.46,1.62,7-6 7-5,5,1,Other,2,35,34.050650239561946,26.7378507871321,7.3127994524298465,1.0,0.0,1.0,391.0,61.0,5.971261839790462,4.127134385045092,1.8441274547453705,118.0,60.0,0.6682496289382183,0.6237373737373737,792.0,0.6363636363636364,33.0,0.5,2.0,3.0,1.0,0.6360544217687075,294.0,0.7142857142857143,14.0,0.5,2.0,7.0,1.0,0.6314432989690721,0.678134110787172,0.5274725274725275,0.4126984126984127,0.6559865092748736,0.6940874035989717,0.49264705882352944,0.38102893890675243,1.0,1.0,0.397059,0.443268
2022,2022-02-04,Cordoba Open,Clay,Quarterfinals,ATP250,Diego Sebastian Schwartzman,Daniel Elahi Galan,17829,26845,Daniel Elahi Galan,Diego Sebastian Schwartzman,26845,17829,0,0,5.02,1.21,3-6 6-0 7-5,5,1,Other,2,35,25.631759069130734,29.470225872689937,-3.8384668035592036,0.0,0.0,0.0,182.0,999.0,5.209486152841421,6.907755278982137,-1.6982691261407155,253.0,0.0,5.537334267018537,0.5909090909090909,330.0,0.6341463414634146,41.0,0.8,7.0,10.0,2.0,0.6627906976744186,602.0,0.6190476190476191,21.0,0.5,1.0,4.0,2.0,0.6213436194149791,0.6989136057941024,0.5135823429541596,0.40229885057471265,0.6512430939226519,0.6702014846235419,0.502970297029703,0.4448116325181758,0.0,0.0,0.194222,0.25119400000000003
2022,2022-02-04,Cordoba Open,Clay,Quarterfinals,ATP250,Juan Ignacio Londero,Nikola Milojevic,20694,22437,Juan Ignacio Londero,Nikola Milojevic,20694,22437,1,1,1.49,2.82,6-4 7-5,5,1,Other,2,35,28.473648186173854,26.63107460643395,1.8425735797399057,0.0,0.0,0.0,999.0,999.0,6.907755278982137,6.907755278982137,0.0,0.0,0.0,0.0,0.583044982698962,578.0,0.45,40.0,0.6428571428571429,2.0,2.0,2.0,0.6067961165048543,206.0,0.6545454545454545,55.0,0.6666666666666666,3.0,7.0,2.0,0.6170740347148423,0.6463834672789897,0.515263644773358,0.3932092004381161,0.5959511924570161,0.6789204281060959,0.4722031571722718,0.437597911227154,1.0,1.0,0.654292,0.450225
2022,2022-02-04,Cordoba Open,Clay,2nd Round,ATP250,Alejandro Tabilo,Carlos Taberner,30087,29665,Alejandro Tabilo,Carlos Taberner,30087,29665,1,1,1.68,2.33,6-2 6-4,2,1,Other,2,35,24.67624914442163,24.49281314168378,0.18343600273784944,1.0,0.0,1.0,40.0,100.0,3.713572066704308,4.61512051684126,-0.9015484501369517,655.0,598.0,0.0908991908286394,0.6213235294117647,272.0,0.631578947368421,38.0,1.0,4.0,9.0,1.0,0.6772009029345373,443.0,0.6808510638297872,47.0,0.5,2.0,3.0,1.0,0.5980801335559266,0.6999302163293789,0.45794392523364486,0.42302930251754023,0.6428106701366298,0.6837044534412956,0.5145719489981785,0.4341736694677871,2.0,0.0,0.581047,0.531551
2022,2022-02-05,Cordoba Open,Clay,Semifinals,ATP250,Albert Ramos-Vinolas,Juan Ignacio Londero,6691,20694,Juan Ignacio Londero,Albert Ramos-Vinolas,20694,6691,0,0,2.38,1.65,7-6 6-4,6,1,Other,2,36,28.476386036960985,34.053388090349074,-5.577002053388089,0.0,1.0,1.0,999.0,391.0,6.907755278982137,5.971261839790462,0.9364934391916746,0.0,118.0,-4.77912349311153,0.5837651122625216,579.0,0.4634146341463415,41.0,0.6428571428571429,3.0,3.0,1.0,0.6242118537200504,793.0,0.6470588235294118,34.0,1.0,3.0,4.0,1.0,0.6166089965397924,0.6509539842873177,0.5117328519855595,0.3940693104680243,0.6329068941009239,0.6777091521617069,0.5295256534365924,0.4106245513280689,2.0,0.0,0.40942900000000004,0.330264
2022,2022-02-05,Cordoba Open,Clay,Semifinals,ATP250,Alejandro Tabilo,Diego Sebastian Schwartzman,30087,17829,Alejandro Tabilo,Diego Sebastian Schwartzman,30087,17829,1,1,3.25,1.4,6-3 7-6,6,1,Other,2,36,24.67898699520876,29.472963723477072,-4.793976728268312,1.0,0.0,1.0,40.0,999.0,3.713572066704308,6.907755278982137,-3.194183212277829,655.0,0.0,6.486160788944089,0.6227106227106227,273.0,0.6578947368421053,38.0,1.0,5.0,9.0,1.0,0.6633499170812603,603.0,0.6363636363636364,22.0,0.5,2.0,4.0,1.0,0.5969452694102673,0.7029140014214641,0.46421052631578946,0.42542372881355933,0.6499348109517601,0.6730190571715146,0.49906890130353815,0.4442355889724311,0.0,0.0,0.301075,0.294264
2022,2022-02-05,Cordoba Open,Clay,Quarterfinals,ATP250,Alejandro Tabilo,Sebastian Baez,30087,52721,Sebastian Baez,Alejandro Tabilo,52721,30087,0,0,1.49,2.82,6-1 7-6,5,1,Other,2,36,21.10609171800137,24.67898699520876,-3.5728952772073903,0.0,1.0,1.0,53.0,40.0,3.9889840465642745,3.713572066704308,0.27541197985996657,505.0,655.0,-0.2596241196566229,0.7259615384615384,208.0,0.8059701492537313,67.0,0.875,3.0,9.0,1.0,0.6227106227106227,273.0,0.6578947368421053,38.0,1.0,5.0,9.0,1.0,0.7460251046025105,0.6390914189568143,0.5296540362438221,0.4636216653193209,0.5969452694102673,0.7029140014214641,0.46421052631578946,0.42542372881355933,2.0,0.0,0.654292,0.535065
2022,2022-02-06,Cordoba Open,Clay,The Final,ATP250,Albert Ramos-Vinolas,Alejandro Tabilo,6691,30087,Alejandro Tabilo,Albert Ramos-Vinolas,30087,6691,0,0,2.19,1.76,4-6 6-3 6-4,7,1,Other,2,37,24.681724845995895,34.05612594113621,-9.374401095140314,1.0,1.0,0.0,40.0,391.0,3.713572066704308,5.971261839790462,-2.2576897730861543,655.0,118.0,1.707037295832559,0.6240875912408759,274.0,0.6666666666666666,39.0,1.0,6.0,10.0,1.0,0.6246851385390428,794.0,0.6571428571428571,35.0,1.0,4.0,5.0,1.0,0.5989370400654129,0.7044368600682593,0.46075433231396534,0.42475328947368424,0.6345019090593544,0.6805251641137856,0.5289648622981956,0.40894792030758476,0.0,0.0,0.44557,0.447333
2022,2022-02-07,Argentina Open,Clay,1st Round,ATP250,Fernando Verdasco,Hugo Dellien,672,18477,Hugo Dellien,Fernando Verdasco,18477,672,0,0,1.39,3.25,6-4 3-6 6-1,1,1,Other,2,38,28.646132785763175,38.23134839151266,-9.585215605749486,0.0,1.0,1.0,164.0,999.0,5.10594547390058,6.907755278982137,-1.8018098050815565,335.0,0.0,5.817111159963204,0.6672212978369384,601.0,0.6712328767123288,73.0,0.7142857142857143,7.0,11.0,1.0,0.610752688172043,465.0,0.375,16.0,0.5,4.0,6.0,6.0,0.778707668353445,0.6425893526618346,0.5101143359718557,0.4312189529996179,0.6605809128630705,0.6369346733668342,0.49144254278728605,0.38305084745762713,0.0,0.0,0.700431,0.731514
2022,2022-02-07,Argentina Open,Clay,1st Round,ATP250,Dusan Lajovic,Benoit Paire,12190,12043,Dusan Lajovic,Benoit Paire,12190,12043,1,1,1.61,2.46,4-6 6-4 7-6,1,1,Other,2,38,31.60848733744011,32.75290896646133,-1.1444216290212168,0.0,0.0,0.0,120.0,999.0,4.795790545596741,6.907755278982137,-2.1119647333853955,437.0,0.0,6.082218910376446,0.5863539445628998,469.0,0.35714285714285715,14.0,0.5,0.0,4.0,19.0,0.5661764705882353,408.0,0.3333333333333333,21.0,0.5,1.0,5.0,7.0,0.6577243293246994,0.630098452883263,0.5027027027027027,0.39335180055401664,0.5332933413317337,0.7199100112485939,0.40102827763496146,0.37697659709044906,1.0,1.0,0.604423,0.58972
2022,2022-02-07,Argentina Open,Clay,1st Round,ATP250,Federico Coria,Pablo Cuevas,18720,3577,Federico Coria,Pablo Cuevas,18720,3577,1,1,1.49,2.78,6-1 1-6 6-3,1,1,Other,2,38,29.916495550992472,36.101300479123886,-6.184804928131413,0.0,0.0,0.0,537.0,999.0,6.2878585601617845,6.907755278982137,-0.6198967188203524,74.0,0.0,4.31748811353631,0.6310935441370223,759.0,0.6557377049180327,61.0,0.7142857142857143,1.0,2.0,6.0,0.6484149855907781,694.0,0.5862068965517241,29.0,0.5,0.0,0.0,59.0,0.6530381748362322,0.6457973019716361,0.5305989583333334,0.4343345757509318,0.6588050314465409,0.690533015115354,0.49923195084485406,0.39979338842975204,3.0,-1.0,0.651054,0.595256
2022,2022-02-07,Argentina Open,Clay,1st Round,ATP250,Miomir Kecmanovic,Laslo Djere,34337,24084,Miomir Kecmanovic,Laslo Djere,34337,24084,1,1,2.01,1.88,6-4 1-6 6-1,1,1,Other,2,38,22.439425051334702,26.68583162217659,-4.246406570841888,0.0,0.0,0.0,58.0,206.0,4.07753744390572,5.332718793265369,-1.255181349359649,180.0,181.0,-0.005509655810969072,0.6451612903225806,155.0,0.38461538461538464,13.0,0.5,0.0,6.0,15.0,0.680306905370844,391.0,0.5862068965517241,29.0,0.5,0.0,1.0,21.0,0.6259398496240601,0.6126126126126126,0.542713567839196,0.38095238095238093,0.5956486042692939,0.6912474155754652,0.5309644670050762,0.40089906007355947,2.0,0.0,0.48329,0.379597
2022,2022-02-07,Argentina Open,Clay,1st Round,ATP250,Francisco Cerundolo,Facundo Bagnis,52279,11881,Facundo Bagnis,Francisco Cerundolo,11881,52279,0,0,2.11,1.8,7-5 6-2,1,1,Other,2,38,31.94524298425736,23.488021902806295,8.457221081451063,1.0,0.0,1.0,386.0,20.0,5.958424693029782,3.044522437723423,2.913902255306359,60.0,1310.0,-3.0676716195903886,0.6144578313253012,830.0,0.6875,48.0,0.5,1.0,3.0,7.0,0.7210144927536232,276.0,0.676056338028169,71.0,0.7894736842105263,8.0,12.0,1.0,0.5985358711566617,0.6981409001956947,0.5113056163384391,0.4244306418219462,0.6674086440363569,0.6459143968871596,0.4902398215281651,0.43464768163563344,2.0,0.0,0.46035800000000004,0.43359800000000004
2022,2022-02-08,Argentina Open,Clay,1st Round,ATP250,Pablo Andujar,Juan Ignacio Londero,1841,20694,Juan Ignacio Londero,Pablo Andujar,20694,1841,0,0,1.89,1.99,6-2 6-4,1,1,Other,2,39,28.484599589322382,36.04380561259411,-7.559206023271731,0.0,0.0,0.0,999.0,999.0,6.907755278982137,6.907755278982137,0.0,0.0,0.0,0.0,0.5827586206896552,580.0,0.4523809523809524,42.0,0.6153846153846154,4.0,4.0,3.0,0.6024930747922438,722.0,0.5,24.0,0.5,0.0,4.0,17.0,0.6172006745362564,0.6524590163934426,0.5127753303964758,0.3918353105373343,0.6413562559694365,0.6306775874906925,0.48468708388814913,0.4072948328267477,2.0,0.0,0.512887,0.478488
2022,2022-02-08,Argentina Open,Clay,1st Round,ATP250,Pablo Martinez,Alejandro Tabilo,5829,30087,Pablo Martinez,Alejandro Tabilo,5829,30087,1,1,1.58,2.52,6-2 6-4,1,1,Other,2,39,42.06707734428473,24.687200547570157,17.379876796714576,0.0,1.0,1.0,999.0,40.0,6.907755278982137,3.713572066704308,3.194183212277829,0.0,655.0,-6.486160788944089,0.5,24.0,0.5,0.0,0.5,0.0,0.0,60.0,0.6218181818181818,275.0,0.65,40.0,0.8571428571428571,7.0,11.0,2.0,0.6,0.6,0.5,0.4,0.598046875,0.6995427824951013,0.4577259475218659,0.42647641696393185,0.0,0.0,0.614634,0.130011
2022,2022-02-08,Argentina Open,Clay,1st Round,ATP250,Federico Delbonis,Juan Martin Del Potro,11940,6465,Federico Delbonis,Juan Martin Del Potro,11940,6465,1,1,1.49,2.79,6-1 6-3,1,1,Other,2,39,31.345653661875428,33.37713894592745,-2.031485284052021,1.0,0.0,1.0,999.0,999.0,6.907755278982137,6.907755278982137,0.0,0.0,0.0,0.0,0.6460481099656358,582.0,0.6744186046511628,43.0,0.5,1.0,3.0,7.0,0.6977777777777778,225.0,0.5,0.0,0.5,0.0,0.0,60.0,0.6392145369284877,0.6799633195781751,0.5069049553208773,0.4121247449723113,0.6,0.6,0.5,0.4,0.0,0.0,0.651869,0.845452
2022,2022-02-08,Argentina Open,Clay,1st Round,ATP250,Thiago Moura Monteiro,Albert Ramos-Vinolas,14609,6691,Albert Ramos-Vinolas,Thiago Moura Monteiro,6691,14609,0,0,1.83,2.06,6-3 6-3,1,1,Other,2,39,34.06160164271047,27.693360711841205,6.368240930869266,1.0,1.0,0.0,391.0,232.0,5.971261839790462,5.4510384535657,0.520223386224762,118.0,262.0,-0.7930305390662351,0.6251572327044025,795.0,0.6666666666666666,36.0,1.0,5.0,6.0,2.0,0.5966850828729282,543.0,0.5681818181818182,44.0,0.6666666666666666,1.0,7.0,8.0,0.6339165545087483,0.6772823779193206,0.5266544117647058,0.4121008403361345,0.6737300435413643,0.6811719086600603,0.5133451957295374,0.40152851263962375,5.0,3.0,0.529563,0.706501
2022,2022-02-08,Argentina Open,Clay,1st Round,ATP250,Roberto Carballes Baena,Nicolas Jarry,21506,27482,Nicolas Jarry,Roberto Carballes Baena,27482,21506,0,0,2.11,1.8,7-6 6-2,1,1,Other,2,39,26.32991101984942,28.88158795345654,-2.5516769336071192,0.0,0.0,0.0,154.0,168.0,5.043425116919247,5.1298987149230735,-0.0864735980038267,105.0,199.0,-0.6348782724359694,0.6504065040650406,369.0,0.6666666666666666,54.0,0.6923076923076923,5.0,5.0,2.0,0.6264705882352941,680.0,0.6181818181818182,55.0,0.5,2.0,6.0,5.0,0.6190595926577822,0.7534524776604387,0.5326732673267327,0.3697563426274805,0.6689080150618613,0.6497788500201045,0.512591389114541,0.43328998699609883,6.0,0.0,0.46035800000000004,0.492768
