match_key,match_date,tour_name,surface,best_of,line,integer_line,market_p1,old_p1,corrected_p1,push_mass,actual_p1,selection,selection_odds,model_ev_pct,pnl,clv_pct
2026-03-19|21318|13447|79113,2026-03-19,Miami Open - Miami,Hard,bo3,-3.0,1,0.47994825,0.37540168417718967,0.4111230868143359,0.10831321456702443,0.0,P2,1.855,9.236667395940689,0.855,
2026-03-19|21318|26473|82269,2026-03-19,Miami Open - Miami,Hard,bo3,1.0,1,0.5076723,0.5010582723017328,0.5172619086211645,0.053785649975971905,1.0,,,-2.0823206980135622,,
2026-03-19|21318|14177|92243,2026-03-19,Miami Open - Miami,Hard,bo3,2.5,0,0.51115145,0.5301075795562021,0.5157018865027206,0.0,1.0,,,-2.7901943942371554,,
2026-03-19|21318|72578|92985,2026-03-19,Miami Open - Miami,Hard,bo3,-3.0,1,0.49766355,0.42084036987085194,0.4637556869996798,0.1119561699794012,1.0,,,2.7980348021614088,,
2026-03-19|21318|14856|99691,2026-03-19,Miami Open - Miami,Hard,bo3,-2.5,0,0.49338178,0.4684534745659183,0.44963912637362363,0.0,1.0,,,4.623602076374134,,
2026-03-19|21318|73620|111498,2026-03-19,Miami Open - Miami,Hard,bo3,4.5,0,0.4923277,0.6023309927655315,0.6086086843095229,0.0,1.0,P1,1.952,18.800415177218866,0.952,
2026-03-20|21318|1837|25543,2026-03-20,Miami Open - Miami,Hard,bo3,4.0,1,0.51880674,0.5159667211224732,0.5915193827821092,0.14971069937316459,0.0,P1,1.855,9.726845506081272,-1.0,
2026-03-20|21318|24245|29812,2026-03-20,Miami Open - Miami,Hard,bo3,-2.0,1,0.48571429,0.46563307307094415,0.48262550517380126,0.07414137469477378,0.0,,,-3.2509694675008416,,
2026-03-20|21318|13674|24721,2026-03-20,Miami Open - Miami,Hard,bo3,2.5,0,0.48445596,0.5329053485858075,0.518520737635424,0.0,0.0,,,3.1856267894493584,,
2026-03-20|21318|7806|29935,2026-03-20,Miami Open - Miami,Hard,bo3,-4.5,0,0.47450168,0.4327677898497159,0.4034204849147698,0.0,0.0,P2,1.833,9.353025115122705,0.833,
2026-03-20|21318|30470|39309,2026-03-20,Miami Open - Miami,Hard,bo3,3.0,1,0.51786639,0.5001883927584251,0.5464654472669972,0.11136781965816246,1.0,,,1.7518662811148777,,
2026-03-20|21318|33648|82269,2026-03-20,Miami Open - Miami,Hard,bo3,-3.0,1,0.50441329,0.4173011174874297,0.45966291117717345,0.11172742683773343,0.0,,,4.987496358275201,,
2026-03-20|21318|42229|42451,2026-03-20,Miami Open - Miami,Hard,bo3,5.0,1,0.52331606,0.4997406864109281,0.6090247172888921,0.16633072666552884,0.0,P1,1.84,12.060547981156144,-1.0,
2026-03-20|21318|47752|52721,2026-03-20,Miami Open - Miami,Hard,bo3,1.5,0,0.50233645,0.5374585492134731,0.5269801074584849,0.0,1.0,,,1.0220865997915496,,
2026-03-20|21318|52394|61857,2026-03-20,Miami Open - Miami,Hard,bo3,-1.0,1,0.49558671,0.4665026244361237,0.47868538049413817,0.053739298699248775,0.0,,,-0.48103913633098516,,
2026-03-20|21318|28087|63017,2026-03-20,Miami Open - Miami,Hard,bo3,-3.0,1,0.47886959,0.5275878248236254,0.585813291764897,0.11455183734082028,0.0,P1,2.01,17.748471644744292,-1.0,
2026-03-20|21318|36594|66828,2026-03-20,Miami Open - Miami,Hard,bo3,3.5,0,0.51554404,0.6054283602333751,0.5934560739945701,0.0,0.0,P1,1.87,10.976285836984623,-1.0,
2026-03-20|21318|29732|67535,2026-03-20,Miami Open - Miami,Hard,bo3,-2.5,0,0.52113041,0.5193722000733648,0.500284400436442,0.0,1.0,,,0.4428355122751526,,
2026-03-20|21318|68074|91521,2026-03-20,Miami Open - Miami,Hard,bo3,-4.5,0,0.54311454,0.5032966316663338,0.47261558219672684,0.0,0.0,P2,2.11,11.27811215649064,1.1099999999999999,
2026-03-20|21318|39310|68627,2026-03-20,Miami Open - Miami,Hard,bo3,0.5,0,0.5,0.512615909591504,0.5010187141059914,0.0,1.0,,,-3.50379566318606,,
2026-03-20|21318|30849|70873,2026-03-20,Miami Open - Miami,Hard,bo3,-3.0,1,0.48338525,0.38057303971963186,0.4171191919420053,0.10880556864471386,1.0,P2,1.862,8.532406460398612,-1.0,
2026-03-20|21318|64891|73956,2026-03-20,Miami Open - Miami,Hard,bo3,0.0,1,0.49105058,0.4696165565085501,0.4786797920911618,0.05210482103685676,0.0,,,-1.3140846428569386,,
2026-03-20|21318|76127|94493,2026-03-20,Miami Open - Miami,Hard,bo3,-1.5,0,0.49558671,0.4789437903801405,0.4653668461953162,0.0,0.0,,,2.0614690613141473,,
2026-03-20|21318|83135|92243,2026-03-20,Miami Open - Miami,Hard,bo3,-4.5,0,0.50233645,0.46673546833208845,0.43663883772947315,0.0,1.0,P2,1.935,9.010384899346935,-1.0,
2026-03-20|21318|67546|84235,2026-03-20,Miami Open - Miami,Hard,bo3,0.0,1,0.5,0.4898411959871853,0.5000000000000001,0.052173870071693135,1.0,,,-3.699999999999981,,
2026-03-20|21318|61838|111498,2026-03-20,Miami Open - Miami,Hard,bo3,5.0,1,0.51786639,0.5472083600810203,0.6590695216831967,0.15883319482951658,0.0,P1,1.862,22.718744937411216,-1.0,
2026-03-21|21318|28267|99691,2026-03-21,Miami Open - Miami,Hard,bo3,3.5,0,0.46811257,0.5052037508883619,0.49212284280019386,0.0,0.0,,,1.37730561683993,,
2026-03-21|21318|28898|93452,2026-03-21,Miami Open - Miami,Hard,bo3,3.5,0,0.47450168,0.5356700225029539,0.5228333039074501,0.0,1.0,P1,2.03,6.13516069321236,1.0299999999999998,
2026-03-21|21318|29372|30087,2026-03-21,Miami Open - Miami,Hard,bo3,-2.5,0,0.49766355,0.506164853002001,0.4871178637674279,0.0,0.0,,,-1.6804944842159109,,
2026-03-21|21318|29939|70873,2026-03-21,Miami Open - Miami,Hard,bo3,-2.5,0,0.48884855,0.5108830653761934,0.49181905888140426,0.0,1.0,,,-3.0624634944752205,,
2026-03-21|21318|36263|58327,2026-03-21,Miami Open - Miami,Hard,bo3,2.5,0,0.51221414,0.5672190258579999,0.553157013242544,0.0,1.0,,,3.8275713856255056,,
2026-03-21|21318|25171|36519,2026-03-21,Miami Open - Miami,Hard,bo3,-3.5,0,0.47668394,0.4726870106966302,0.46364159177458236,0.0,0.0,,,-1.3100528865231609,,
2026-03-21|21318|37532|37741,2026-03-21,Miami Open - Miami,Hard,bo3,0.5,0,0.5,0.5280069157004911,0.5164524059148566,0.0,0.0,,,-0.5312666207986094,,
2026-03-21|21318|13674|40434,2026-03-21,Miami Open - Miami,Hard,bo3,-3.0,1,0.52005175,0.45561851858075647,0.5038617223357293,0.11371489739607643,,,,-0.27620618948160924,,
2026-03-21|21318|47752|86691,2026-03-21,Miami Open - Miami,Hard,bo3,3.5,0,0.51335235,0.5231376003089889,0.5101904098877427,0.0,1.0,,,-3.017701157773045,,
2026-03-21|21318|52279|52394,2026-03-21,Miami Open - Miami,Hard,bo3,-4.0,1,0.52236876,0.39429004675228096,0.4319829185073657,0.15267918373034514,1.0,P2,2.02,14.739450461512128,-1.0,
2026-03-21|21318|28170|67535,2026-03-21,Miami Open - Miami,Hard,bo3,1.5,0,0.49558671,0.5145894309402492,0.5039671314676756,0.0,1.0,,,-2.079186355830631,,
2026-03-21|21318|38911|68627,2026-03-21,Miami Open - Miami,Hard,bo3,1.0,1,0.5,0.4894991709379348,0.5050923445490494,0.05389363458453698,0.0,,,-2.7192144398530904,,
2026-03-21|21318|24008|72574,2026-03-21,Miami Open - Miami,Hard,bo3,4.5,0,0.53907661,0.44262527322467743,0.45159078441793277,0.0,0.0,P2,2.09,14.617526056652054,1.0899999999999999,
2026-03-21|21318|64891|87562,2026-03-21,Miami Open - Miami,Hard,bo3,-4.5,0,0.47354772,0.5388364877574172,0.507813338259504,0.0,0.0,,,3.0861076666793164,,
2026-03-21|21318|27851|92985,2026-03-21,Miami Open - Miami,Hard,bo3,-2.0,1,0.48664765,0.45249782546485884,0.4683601312630102,0.07371866934464556,1.0,,,-0.21119663806700162,,
2026-03-21|21318|22807|93550,2026-03-21,Miami Open - Miami,Hard,bo3,5.0,1,0.49105058,0.406915852437014,0.5050446061769361,0.1753489728320142,0.0,,,-0.9102482680851343,,
2026-03-22|21318|29812|36594,2026-03-22,Miami Open - Miami,Hard,bo3,-1.0,1,0.5,0.49332663250198244,0.5070850124954502,0.05395482623439274,0.0,,,-1.8790500821303735,,
2026-03-22|21318|29935|84235,2026-03-22,Miami Open - Miami,Hard,bo3,-3.0,1,0.5257732,0.45113729907130357,0.4987074944018391,0.1135379443628088,0.0,,,2.2636711420248368,,
2026-03-22|21318|42451|68074,2026-03-22,Miami Open - Miami,Hard,bo3,-4.5,0,0.53929122,0.5899644054669771,0.5588555474851477,0.0,0.0,,,0.2586852188354971,,
2026-03-22|21318|61838|82269,2026-03-22,Miami Open - Miami,Hard,bo3,1.5,0,0.49780305,0.5088602446755762,0.4982076450235152,0.0,0.0,,,-3.198254571930992,,
2026-03-22|21318|30470|83135,2026-03-22,Miami Open - Miami,Hard,bo3,-2.0,1,0.49780305,0.47221662680426074,0.48977227248027627,0.07432205920303367,1.0,,,-1.7301396797012036,,
2026-03-22|21318|25543|94493,2026-03-22,Miami Open - Miami,Hard,bo3,3.5,0,0.52360072,0.578318466285828,0.5659606381464617,0.0,1.0,,,4.5329298656514805,,
2026-03-22|21318|37532|99691,2026-03-22,Miami Open - Miami,Hard,bo3,-1.5,0,0.48990683,0.4818185242516196,0.4682352831149872,0.0,0.0,,,0.663060906332924,,
2026-03-23|21318|6101|24008,2026-03-23,Miami Open - Miami,Hard,bo3,4.0,1,0.55979644,0.42061348784834945,0.48495964064675523,0.16013042012807793,,P2,2.2,13.308879057713852,0.0,
2026-03-23|21318|25171|28898,2026-03-23,Miami Open - Miami,Hard,bo3,1.0,1,0.50452313,0.49142537415341564,0.5071214715611498,0.05387888105784733,1.0,,,-2.7848139017275786,,
2026-03-23|21318|30087|92985,2026-03-23,Miami Open - Miami,Hard,bo3,2.5,0,0.49096074,0.5076767867740644,0.49313068155575207,0.0,1.0,,,-2.8039426653612587,,
2026-03-23|21318|36263|47275,2026-03-23,Miami Open - Miami,Hard,bo3,6.5,0,0.50694444,0.5857135306115422,0.6034564654087607,0.0,0.0,P1,1.917,15.682604418859448,-1.0,
2026-03-23|21318|40434|67535,2026-03-23,Miami Open - Miami,Hard,bo3,-3.5,0,0.53727506,0.5588570052199211,0.5501642294435353,0.0,0.0,,,-0.970438700163645,,
2026-03-23|21318|22807|52279,2026-03-23,Miami Open - Miami,Hard,bo3,4.0,1,0.4887684,0.473836052354709,0.5452042482353229,0.15519458596348146,1.0,P1,1.98,7.950441150593934,0.98,
2026-03-23|21318|38911|64891,2026-03-23,Miami Open - Miami,Hard,bo3,3.5,0,0.48320413,0.488163809215849,0.47498279569128193,0.0,1.0,,,-1.8217827942697218,,
2026-03-24|21318|24008|25171,2026-03-24,Miami Open - Miami,Hard,bo3,4.0,1,0.52794231,0.3588279614570322,0.4130117890779982,0.16274962228212075,1.0,P2,2.05,20.332583239010372,-1.0,
2026-03-24|21318|36594|83135,2026-03-24,Miami Open - Miami,Hard,bo3,3.0,1,0.48990683,0.4534627350667521,0.4951072930224878,0.11374855229117307,,,,-2.4143525452676506,,
2026-03-24|21318|29935|37532,2026-03-24,Miami Open - Miami,Hard,bo3,3.0,1,0.4742268,0.44695419450325397,0.4878900170682121,0.11396787950087284,0.0,,,-0.470436518084727,,
2026-03-24|21318|38911|52279,2026-03-24,Miami Open - Miami,Hard,bo3,0.0,1,0.50903926,0.4898411959871853,0.5000000000000001,0.052173870071693135,0.0,,,-1.450000000000018,,
2026-03-24|21318|47275|92985,2026-03-24,Miami Open - Miami,Hard,bo3,5.0,1,0.47639928,0.35741993865159044,0.4467249751620382,0.17670080595721904,1.0,,,2.1898970875715573,,
2026-03-25|21318|29935|83135,2026-03-25,Miami Open - Miami,Hard,bo3,1.0,1,0.49547687,0.48564750327264233,0.5010334966529933,0.05391924050691189,,,,-2.1982614533357037,,
2026-03-25|21318|61838|94493,2026-03-25,Miami Open - Miami,Hard,bo3,3.0,1,0.47870968,0.45718729169612393,0.4992309835960574,0.1136104593053092,,,,0.8446586864035988,,
2026-03-26|21318|29939|47275,2026-03-26,Miami Open - Miami,Hard,bo3,5.5,0,0.48645161,0.48912042086482727,0.4811704544483206,0.0,0.0,,,-2.2006306635084405,,
2026-03-26|21318|24008|52279,2026-03-26,Miami Open - Miami,Hard,bo3,3.0,1,0.4887684,0.449742016720532,0.4909831420871425,0.11387737025565972,0.0,,,-2.785337866745785,,
2026-03-27|21318|24008|47275,2026-03-27,Miami Open - Miami,Hard,bo3,4.5,0,0.53092784,0.5189081493578206,0.5265651587275467,0.0,1.0,,,-2.472422697874621,,
2026-03-27|21318|61838|83135,2026-03-27,Miami Open - Miami,Hard,bo3,2.0,1,0.51804124,0.5031286803037328,0.5316398687369898,0.07371866934464556,1.0,,,-0.5833445461829068,,
2026-03-28|21320|19689|29937,2026-03-28,US Men's Clay Court Championship - Houston,Clay,bo3,-1.0,1,0.49790466,0.47172410423398176,0.4851522037613705,0.050671398835932184,1.0,,,-2.127433935036527,,
2026-03-28|21320|26845|47259,2026-03-28,US Men's Clay Court Championship - Houston,Clay,bo3,1.5,0,0.50209534,0.5308683601672897,0.5217325660775091,0.0,0.0,,,-0.8186391886655264,,
2026-03-28|21320|35376|79066,2026-03-28,US Men's Clay Court Championship - Houston,Clay,bo3,-4.0,1,0.47203346,0.34846186619598823,0.3782699348279803,0.1334530719922271,,P2,1.806,12.284449770066752,0.0,
2026-03-28|21320|37492|67703,2026-03-28,US Men's Clay Court Championship - Houston,Clay,bo3,1.0,1,0.5065445,0.5003431395762101,0.5169256137097902,0.05064975002424709,0.0,,,-2.5595218157045463,,
2026-03-28|21320|39043|85523,2026-03-28,US Men's Clay Court Championship - Houston,Clay,bo3,2.5,0,0.5,0.5680591389231016,0.5560571726675488,0.0,0.0,P1,1.909,6.151314262235075,-1.0,
2026-03-28|21320|37577|92243,2026-03-28,US Men's Clay Court Championship - Houston,Clay,bo3,-2.0,1,0.5,0.43958701861708066,0.45547471532471884,0.06720095025061844,1.0,,,3.94987684451118,,
2026-03-29|21318|47275|61838,2026-03-29,Miami Open - Miami,Hard,bo3,5.0,1,0.53525476,0.3551221392932264,0.4439755772405752,0.17669817203974314,1.0,P2,2.08,15.653079933960367,-1.0,
2026-03-29|21320|19689|37492,2026-03-29,US Men's Clay Court Championship - Houston,Clay,bo3,3.5,0,0.4595999,0.5401202448168211,0.5294574393354268,0.0,1.0,P1,2.08,10.127147381768765,1.08,
2026-03-29|21320|39043|53532,2026-03-29,US Men's Clay Court Championship - Houston,Clay,bo3,-2.5,0,0.49136126,0.46462037980807597,0.4496945923965571,0.0,1.0,,,3.292325007166208,,
2026-03-29|21320|79067|92243,2026-03-29,US Men's Clay Court Championship - Houston,Clay,bo3,-2.0,1,0.4956795,0.45207859601231737,0.46897140156834327,0.06764429121357274,1.0,,,0.5237136831126143,,
2026-03-29|21321|12653|86156,2026-03-29,Grand Prix Hassan II - Marrakech,Clay,bo3,-1.5,0,0.49348279,0.5012890612902446,0.4900948053708922,0.0,1.0,,,-3.4749466567098986,,
2026-03-29|21321|28296|104215,2026-03-29,Grand Prix Hassan II - Marrakech,Clay,bo3,4.5,0,0.51988563,0.6418257605978576,0.6442362232606851,0.0,1.0,P1,1.847,18.99043043624853,0.847,
2026-03-29|21321|36114|66499,2026-03-29,Grand Prix Hassan II - Marrakech,Clay,bo3,5.0,1,0.51107059,0.5274819355311352,0.6266739638423856,0.15264284240106282,1.0,P1,1.877,17.62670301321578,0.877,
2026-03-29|21321|18669|83794,2026-03-29,Grand Prix Hassan II - Marrakech,Clay,bo3,-5.0,1,0.47916667,0.31914017716570475,0.37150213595697124,0.15238141296032695,1.0,P2,1.84,15.64360698391729,-1.0,
2026-03-29|21321|93550|95687,2026-03-29,Grand Prix Hassan II - Marrakech,Clay,bo3,7.0,1,0.50221643,0.5601384987004308,0.6948938968012669,0.17426369205813916,1.0,P1,1.909,32.65524489936185,0.909,
2026-03-30|21319|14716|62258,2026-03-30,Tiriac Open - Bucharest,Clay,bo3,-3.0,1,0.51107059,0.40818936211821705,0.44419196367610037,0.10019360695657939,1.0,P2,1.962,9.049536726749107,-1.0,
2026-03-30|21319|12097|17837,2026-03-30,Tiriac Open - Bucharest,Clay,bo3,4.0,1,0.52823315,0.553950106630615,0.6265717625960053,0.13273848353353804,1.0,P1,1.813,13.597460558655762,0.813,
2026-03-30|21319|29180|34539,2026-03-30,Tiriac Open - Bucharest,Clay,bo3,4.0,1,0.50651721,0.5058429275978817,0.5752062357526093,0.13951334792494616,0.0,P1,1.893,8.886540427968947,-1.0,
2026-03-30|21319|47557|74880,2026-03-30,Tiriac Open - Bucharest,Clay,bo3,-3.0,1,0.49020632,0.39732064271011946,0.43178928204130285,0.09939455433757727,0.0,P2,1.877,6.653151760847464,0.877,
2026-03-30|21319|44555|63016,2026-03-30,Tiriac Open - Bucharest,Clay,bo3,3.5,0,0.5,0.5594651812641397,0.5489660817613844,0.0,1.0,P1,1.917,5.236797873657384,0.917,
2026-03-30|21319|28992|103575,2026-03-30,Tiriac Open - Bucharest,Clay,bo3,5.0,1,0.49778357,0.5430285839877254,0.6429738605055676,0.15021041346302239,,P1,1.926,23.836765533372308,0.0,
2026-03-30|21320|18094|40609,2026-03-30,US Men's Clay Court Championship - Houston,Clay,bo3,3.5,0,0.50452313,0.575026550676981,0.564678699586028,0.0,1.0,P1,1.917,8.24890671064158,0.917,
2026-03-30|21320|19689|39310,2026-03-30,US Men's Clay Court Championship - Houston,Clay,bo3,4.0,1,0.5,0.4974914253133286,0.5661216200845056,0.14052969746357774,1.0,P1,1.926,9.035024028275785,0.9259999999999999,
2026-03-30|21320|26140|79067,2026-03-30,US Men's Clay Court Championship - Houston,Clay,bo3,1.0,1,0.49766355,0.49737035242056277,0.5138086944861221,0.050681741692121765,0.0,,,-0.5780176169353668,,
2026-03-30|21320|73620|80391,2026-03-30,US Men's Clay Court Championship - Houston,Clay,bo3,-2.5,0,0.48884855,0.4607567701232534,0.44585876636334454,0.0,1.0,,,4.455622540509552,,
2026-03-30|21320|52394|89108,2026-03-30,US Men's Clay Court Championship - Houston,Clay,bo3,2.5,0,0.49780305,0.5394273566248954,0.5271987792658955,0.0,0.0,,,2.434722811363499,,
2026-03-30|21321|12190|36449,2026-03-30,Grand Prix Hassan II - Marrakech,Clay,bo3,-2.5,0,0.50221643,0.5247348887228345,0.5095606858934345,0.0,1.0,,,-2.724865062943349,,
2026-03-30|21321|12653|93550,2026-03-30,Grand Prix Hassan II - Marrakech,Clay,bo3,-3.0,1,0.4955683,0.3883220692068146,0.42151589275421597,0.09867300701554214,,P2,1.901,9.969828787423541,0.0,
2026-03-30|21321|28267|51046,2026-03-30,Grand Prix Hassan II - Marrakech,Clay,bo3,-5.5,0,0.5257732,0.4658636180832806,0.4619619900634722,0.0,0.0,P2,2.04,9.75975402705167,1.04,
2026-03-30|21321|36114|55257,2026-03-30,Grand Prix Hassan II - Marrakech,Clay,bo3,-1.5,0,0.54712042,0.5357737130270478,0.5246124860791905,0.0,1.0,,,-0.6440095905508314,,
2026-03-30|21321|14856|59166,2026-03-30,Grand Prix Hassan II - Marrakech,Clay,bo3,2.5,0,0.50441329,0.5432612292865479,0.5310589894761252,0.0,0.0,,,1.379161090992298,,
2026-03-30|21321|83794|104215,2026-03-30,Grand Prix Hassan II - Marrakech,Clay,bo3,-1.5,0,0.49348279,0.47664442742447377,0.46547838266714875,0.0,1.0,,,1.1849421611087596,,
2026-03-30|21321|25171|95483,2026-03-30,Grand Prix Hassan II - Marrakech,Clay,bo3,5.5,0,0.47668394,0.5650309528037869,0.5577560110817132,0.0,1.0,P1,2.02,12.66671423850607,1.02,
2026-03-31|21319|1837|59092,2026-03-31,Tiriac Open - Bucharest,Clay,bo3,0.0,1,0.49766355,0.4879741467658334,0.5,0.04892008065116439,0.0,,,-3.2499999999999973,,
2026-03-31|21319|13447|55290,2026-03-31,Tiriac Open - Bucharest,Clay,bo3,-3.0,1,0.50894942,0.40184035351420194,0.436947813620424,0.09973644571047845,0.0,P2,1.962,10.470838967672801,0.962,
2026-03-31|21319|24721|66828,2026-03-31,Tiriac Open - Bucharest,Clay,bo3,4.5,0,0.52331606,0.6095248918522308,0.6122199409111647,0.0,1.0,P1,1.84,12.648469127654316,0.8400000000000001,
2026-03-31|21319|52721|79088,2026-03-31,Tiriac Open - Bucharest,Clay,bo3,-4.0,1,0.52549832,0.3814024669727843,0.41776205764805335,0.13868962369617976,1.0,P2,2.03,18.19430229744514,-1.0,
2026-03-31|21319|24249|63737,2026-03-31,Tiriac Open - Bucharest,Clay,bo3,4.0,1,0.52767719,0.5197568639532264,0.5902343736894198,0.13771336370860723,0.0,P1,1.826,7.776796635688066,-1.0,
2026-03-31|21319|64891|97368,2026-03-31,Tiriac Open - Bucharest,Clay,bo3,-5.5,0,0.50441329,0.36887703090149493,0.36463984688669365,0.0,1.0,P2,1.943,23.450477749915443,-1.0,
2026-03-31|21320|34233|46718,2026-03-31,US Men's Clay Court Championship - Houston,Clay,bo3,-2.0,1,0.51354839,0.4849543781548834,0.5044506470794534,0.06848016954470382,1.0,,,-1.385678768811227,,
2026-03-31|21320|35376|37532,2026-03-31,US Men's Clay Court Championship - Houston,Clay,bo3,-4.5,0,0.45806452,0.46231720850193014,0.4391249532109722,0.0,0.0,,,-0.4446791949475726,,
2026-03-31|21320|39152|58149,2026-03-31,US Men's Clay Court Championship - Houston,Clay,bo3,-2.5,0,0.50452313,0.5043627902793674,0.48923385120430385,0.0,0.0,,,-0.29844775508011123,,
2026-03-31|21320|56846|72574,2026-03-31,US Men's Clay Court Championship - Houston,Clay,bo3,3.0,1,0.51586278,0.4432198301297064,0.4803993572077712,0.10336911787739574,0.0,,,3.920128558445768,,
2026-03-31|21320|53532|92184,2026-03-31,US Men's Clay Court Championship - Houston,Clay,bo3,-1.0,1,0.50233645,0.4697572300466215,0.48307438629020977,0.05064975002424708,,,,0.025106252844397936,,
