match_key,match_date,tour_name,surface,best_of,line,integer_line,market_p1,old_p1,corrected_p1,push_mass,actual_p1,selection,selection_odds,model_ev_pct,pnl,clv_pct
2026-04-17|21324|24008|52279,2026-04-17,BMW Open - Munich,Clay,bo3,-3.5,0,0.50452313,0.46432659027444906,0.45567041518922546,0.0,1.0,P2,1.952,6.253134955063189,-1.0,
2026-04-17|21324|33502|34539,2026-04-17,BMW Open - Munich,Clay,bo3,-2.0,1,0.49780305,0.4434244886286405,0.45962153673094,0.06734451009246989,0.0,,,4.0768920256209595,,
2026-04-17|21324|42971|67546,2026-04-17,BMW Open - Munich,Clay,bo3,-3.5,0,0.48771022,0.4356446914276247,0.4270411824315094,0.0,1.0,P2,1.885,8.002737111660462,-1.0,
2026-04-17|21324|87562|91521,2026-04-17,BMW Open - Munich,Clay,bo3,-2.5,0,0.49315422,0.5208574540566804,0.5056887647970659,0.0,0.0,,,-0.7838643468156659,,
2026-04-18|21323|29372|79060,2026-04-18,Barcelona Open Banc Sabadell - Barcelona,Clay,bo3,-1.5,0,0.5,0.4993161555396278,0.48812256865389886,0.0,1.0,,,-0.9517170345294201,,
2026-04-18|21323|83135|99691,2026-04-18,Barcelona Open Banc Sabadell - Barcelona,Clay,bo3,2.0,1,0.49547687,0.4974741882991461,0.523740594333856,0.06785499236176037,0.0,,,2.234164013968698,,
2026-04-18|21324|24008|67546,2026-04-18,BMW Open - Munich,Clay,bo3,-4.5,0,0.48645161,0.49687171864626795,0.47325879422209044,0.0,0.0,,,-0.7092827108640565,,
2026-04-18|21324|34539|87562,2026-04-18,BMW Open - Munich,Clay,bo3,3.0,1,0.48413722,0.4556685561031238,0.49407012518576054,0.10300791628113092,0.0,,,-1.185974962847891,,
2026-04-19|21323|29372|83135,2026-04-19,Barcelona Open Banc Sabadell - Barcelona,Clay,bo3,3.5,0,0.51710831,0.554870021899244,0.5443295848107746,0.0,0.0,,,2.1706630689823925,,
2026-04-19|21324|67546|87562,2026-04-19,BMW Open - Munich,Clay,bo3,0.0,1,0.5,0.4978900890189093,0.5104102645120939,0.04890458921500253,0.0,,,-0.8272856053001432,,
2026-04-20|21325|12097|14716,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,0.0,1,0.5,0.4879741467658334,0.5,0.04892008065116439,0.0,,,-4.549999999999999,,
2026-04-20|21325|12190|73956,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.48041775,0.5365493016539412,0.5243017685540635,0.0,1.0,,,4.336051942258634,,
2026-04-20|21325|12653|30550,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-1.5,0,0.4956795,0.5091803289105735,0.49798616338423896,0.0,1.0,,,-4.0878649321955844,,
2026-04-20|21325|25171|83795,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-1.0,1,0.5043205,0.4815686289342298,0.4955476688630834,0.050760349066614016,0.0,,,-2.8424810230298525,,
2026-04-20|21325|28267|64896,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,4.0,1,0.5065445,0.5206838859951305,0.5912307818634104,0.13758875497668271,0.0,P1,1.885,11.447002381252847,-1.0,
2026-04-20|21325|29180|83223,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,4.0,1,0.48041775,0.47801960195190696,0.5447594956239179,0.14270860813001693,0.0,P1,1.99,8.407139629159666,-1.0,
2026-04-20|21325|29457|72574,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-1.5,0,0.4934555,0.48551027403559033,0.47432910901039,0.0,0.0,,,-0.9110370484585184,,
2026-04-20|21325|18094|36449,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-1.5,0,0.51072737,0.5091803289105735,0.49798616338423896,0.0,1.0,,,-2.0068990926034425,,
2026-04-20|21325|36114|39152,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-0.5,0,0.51072737,0.5167294381399171,0.5042963793589484,0.0,0.0,,,-3.238653250866741,,
2026-04-20|21325|46718|111498,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,0.5,0,0.5,0.5142128422981966,0.504632906191567,0.0,1.0,,,-3.6655782080298627,,
2026-04-20|21325|30849|47021,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-2.0,1,0.50209534,0.4588264186611059,0.476259405666144,0.06785499236176035,1.0,,,0.40107193380019,,
2026-04-20|21325|55252|59092,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,1.5,0,0.48692469,0.5073062937642945,0.49806739285262963,0.0,0.0,,,-2.2791775223140687,,
2026-04-20|21325|54163|58149,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,1.0,1,0.49790466,0.49737035242056277,0.5138086944861221,0.050681741692121765,0.0,,,-1.5028732670103961,,
2026-04-20|21325|73620|93550,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,0.5,0,0.5043205,0.5072791743202661,0.4976878964853955,0.0,0.0,,,-3.254688863087174,,
2026-04-20|21325|46747|81189,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,3.5,0,0.49790466,0.5850361546853539,0.5747947249601058,0.0,1.0,P1,1.917,10.18814877485228,0.917,
2026-04-20|21325|82371|104494,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-3.5,0,0.52919708,0.45968520386908196,0.4510339182386156,0.0,0.0,P2,2.03,11.440114597561024,1.0299999999999998,
2026-04-20|21325|26421|83794,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-1.5,0,0.50863874,0.5052348635961785,0.49404009953442973,0.0,1.0,,,-1.691991339539689,,
2026-04-20|21325|24721|85899,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-4.0,1,0.49790466,0.39733999514925167,0.43691675910788796,0.14085762934954818,0.0,P2,1.901,7.042124093590507,0.901,
2026-04-20|21325|79088|87277,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-1.5,0,0.50863874,0.49635692815380744,0.4851648633801686,0.0,0.0,,,0.03246704523323096,,
2026-04-20|21325|28899|92243,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,2.0,1,0.48820136,0.4846937525238894,0.51017834284247,0.06819346491233354,0.0,,,-0.4131874771498567,,
2026-04-20|21325|63737|104215,2026-04-20,Mutua Madrid Open - Madrid,Clay,bo3,-2.0,1,0.50462963,0.4540051445508098,0.47105240785537716,0.06770650768059001,1.0,,,3.7795175787749935,,
2026-04-21|21325|36114|104215,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,4.0,1,0.51072737,0.4984193293533366,0.5671333199366634,0.1404191733398718,0.0,P1,1.87,6.053930828156062,-1.0,
2026-04-21|21325|39310|59092,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,-1.0,1,0.49136126,0.4697572300466215,0.48307438629020977,0.05064975002424708,0.0,,,-2.9730623066723805,,
2026-04-21|21325|14716|46718,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,-1.0,1,0.49136126,0.4668084142146998,0.47995873689318935,0.05061487205788583,0.0,,,-2.3882549148516397,,
2026-04-21|21325|12190|54163,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,0.0,1,0.50863874,0.4879741467658334,0.5,0.04892008065116439,0.0,,,-2.849999999999997,,
2026-04-21|21325|64896|81189,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,-4.5,0,0.48692469,0.383907792513725,0.36226510518878796,0.0,0.0,P2,1.862,18.746237413847687,0.8620000000000001,
2026-04-21|21325|80391|83794,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,-3.5,0,0.48262346,0.41456186188328586,0.4060314131054123,0.0,1.0,P2,1.847,9.705997999430327,-1.0,
2026-04-21|21325|47021|85899,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,-3.0,1,0.51179864,0.41456186188328586,0.45145971762243203,0.10062537751156052,1.0,P2,1.952,7.075063120101266,-1.0,
2026-04-21|21325|79088|93550,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,0.5,0,0.5,0.5122321589690038,0.5026486828243764,0.0,0.0,,,-4.044366448826553,,
2026-04-21|21325|28899|104494,2026-04-21,Mutua Madrid Open - Madrid,Clay,bo3,2.0,1,0.51072737,0.5200785092888285,0.5476314814078387,0.06708914735692116,0.0,,,2.4070870232658415,,
2026-04-22|21325|1837|52394,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.49766355,0.5153890850344361,0.5030237102760993,0.0,0.0,,,-2.6649120615747868,,
2026-04-22|21325|13447|72578,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,1.5,0,0.50233645,0.5338071443616724,0.5246865489094782,0.0,1.0,,,0.5824114259469715,,
2026-04-22|21325|14716|27547,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.51335235,0.5384682480719925,0.5262332759965441,0.0,1.0,,,-1.2260140954486687,,
2026-04-22|21325|26140|42971,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,0.0,1,0.49558671,0.4830186722218704,0.4947944002946103,0.04891620733083781,0.0,,,-3.5562510162411076,,
2026-04-22|21325|14177|28108,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,-2.0,1,0.50894942,0.4704223753484243,0.4887774319500839,0.06816988562758818,0.0,,,0.30186785139352246,,
2026-04-22|21325|28899|59092,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,1.5,0,0.50233645,0.5249855052872802,0.5158208407864356,0.0,1.0,,,-1.1171448212402901,,
2026-04-22|21325|30087|61857,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,-3.0,1,0.51335235,0.4624694792308,0.5059298748142393,0.10300791628113093,1.0,,,-2.1741152132193964,,
2026-04-22|21325|12190|31392,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,1.5,0,0.48664765,0.5122205607783256,0.5030004034241705,0.0,0.0,,,-0.4059201220142361,,
2026-04-22|21325|6101|37741,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,0.5,0,0.50441329,0.5221314282671922,0.5125680422737171,0.0,0.0,,,-2.1507607299473985,,
2026-04-22|21325|40609|56197,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.48664765,0.5423031565256055,0.5300942187594833,0.0,0.0,,,4.958655314377691,,
2026-04-22|21325|58327|61971,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,-3.0,1,0.48445596,0.4209561873387894,0.458748498910756,0.10103141895193607,0.0,,,1.21403070368864,,
2026-04-22|21325|7806|79113,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,-4.5,0,0.50233645,0.4683599385459672,0.44508242468773057,0.0,1.0,P2,1.935,7.376550822924144,-1.0,
2026-04-22|21325|81189|95698,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,-2.5,0,0.50661822,0.4810761220977853,0.46604790545690156,0.0,1.0,,,4.22744885481281,,
2026-04-22|21325|26473|83795,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.49338178,0.43558481663521037,0.4719922054963425,0.1035437054340758,0.0,,,0.3742817351452876,,
2026-04-22|21325|29812|85899,2026-04-22,Mutua Madrid Open - Madrid,Clay,bo3,1.5,0,0.49766355,0.5082892866310401,0.4990540180875878,0.0,1.0,,,-3.4330475000517557,,
2026-04-23|21325|13674|14432,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,-0.5,0,0.49338178,0.4998736565420058,0.48743195772628306,0.0,1.0,,,-2.5608151637664167,,
2026-04-23|21325|14856|18736,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,-3.0,1,0.48664765,0.4504180114738847,0.49226304309510094,0.10255160400927411,,,,-2.5319174671700195,,
2026-04-23|21325|24840|88766,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.48884855,0.5269414425611703,0.5146357007792063,0.0,1.0,,,1.434696623581555,,
2026-04-23|21325|29732|52934,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,1.0,1,0.49558671,0.4795419678193236,0.49509179609304366,0.05081282132581788,0.0,,,-3.6130238741620357,,
2026-04-23|21325|31446|66828,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.49105058,0.5221305051928675,0.5097985535713017,0.0,0.0,,,0.02247621068938166,,
2026-04-23|21325|34233|72574,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,-2.0,1,0.52971576,0.5373196677687714,0.5607241758270308,0.06881546680517496,0.0,,,2.05180000051961,,
2026-04-23|21325|5917|42229,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,-3.0,1,0.48338525,0.41547403974920816,0.4524997451966166,0.10068496632498133,1.0,,,1.944547444389988,,
2026-04-23|21325|52140|82269,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,-2.0,1,0.50441329,0.4588264186611059,0.476259405666144,0.06785499236176035,,,,1.7627974790682233,,
2026-04-23|21325|34337|67535,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,2.0,1,0.50441329,0.48960840633730573,0.5153980470682729,0.06807146094753794,1.0,,,-1.6105128146667091,,
2026-04-23|21325|52721|79088,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,3.5,0,0.5,0.5804926914770316,0.5702020733743107,0.0,1.0,P1,1.926,9.820919331892242,0.9259999999999999,
2026-04-23|21325|11953|80391,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,-0.5,0,0.49558671,0.5068159054580521,0.4943750263937974,0.0,1.0,,,-3.4761925385759174,,
2026-04-23|21325|47752|94493,2026-04-23,Mutua Madrid Open - Madrid,Clay,bo3,-4.0,1,0.48664765,0.3964971828132474,0.43590342646318714,0.14074892690700366,0.0,P2,1.877,5.880926852859769,0.877,
2026-04-24|21325|12190|28170,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.50894942,0.5317479429528106,0.5194703448326038,0.0,0.0,,,-1.6642637231880975,,
2026-04-24|21325|14177|92985,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,1.5,0,0.49766355,0.5171326327090396,0.5079326681096138,0.0,0.0,,,-1.7150287207897241,,
2026-04-24|21325|26473|63572,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,2.0,1,0.48213361,0.45234307763476794,0.4756936587609335,0.06873845552058881,0.0,,,-2.374159261285813,,
2026-04-24|21325|27547|37532,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,2.0,1,0.48571429,0.4640831151483694,0.4882321112116662,0.06859294099441311,0.0,,,-3.3300419800900927,,
2026-04-24|21325|27851|58327,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,2.0,1,0.51428571,0.4974741882991461,0.523740594333856,0.06785499236176037,1.0,,,-2.0605088595689214,,
2026-04-24|21325|29372|42971,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,-4.0,1,0.50233645,0.39397129046334245,0.4328666800633367,0.14041917333987172,0.0,P2,1.935,9.740297407744336,0.935,
2026-04-24|21325|13447|33860,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,-2.5,0,0.51115145,0.4907747150642883,0.47569823144593654,0.0,1.0,,,3.3398785820059063,,
2026-04-24|21325|28899|47275,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,-7.0,1,0.5,0.2548390031844209,0.30731536031264606,0.17471487916064757,0.0,P2,1.926,33.411061603784376,0.9259999999999999,
2026-04-24|21325|29935|52394,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.49105058,0.47778602563528944,0.5182362690765661,0.10213662177764507,1.0,,,1.6779559928222554,,
2026-04-24|21325|36594|56197,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.5,0.45854762047656444,0.4972249953892071,0.10291101565844747,1.0,,,-3.165534111961299,,
2026-04-24|21325|79113|83135,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,-4.5,0,0.51880674,0.5003258876112472,0.4766798770461779,0.0,0.0,,,4.664024590764404,,
2026-04-24|21325|85899|87562,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,-2.0,1,0.49558671,0.4771998726752431,0.4960894052200344,0.06832628163735995,0.0,,,-3.6098285657473084,,
2026-04-24|21325|39309|99691,2026-04-24,Mutua Madrid Open - Madrid,Clay,bo3,0.5,0,0.49558671,0.5013340665011907,0.49173540735319315,0.0,1.0,,,-2.9722892637245812,,
2026-04-25|21325|22807|52140,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,-2.5,0,0.50894942,0.5082453005752824,0.4931046374394367,0.0,1.0,,,-0.5471298656175017,,
2026-04-25|21325|24245|30470,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,-2.0,1,0.5,0.49174504139915404,0.5117678887883338,0.06859294099441311,0.0,,,-1.4335046193669099,,
2026-04-25|21325|25543|47752,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,-4.0,1,0.47886959,0.4640432493766768,0.5170121075388157,0.14735819230499295,1.0,,,3.919433615301937,,
2026-04-25|21325|14432|36519,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,-3.0,1,0.49766355,0.41547403974920816,0.4524997451966166,0.10068496632498133,1.0,,,4.95579884580859,,
2026-04-25|21325|38911|67535,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,-0.5,0,0.50661822,0.5097906712661051,0.49735131717562364,0.0,0.0,,,-1.8829771126817385,,
2026-04-25|21325|42229|67546,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.48119326,0.4729704197151497,0.5129886881522565,0.10235102038660734,0.0,,,2.5977376304513022,,
2026-04-25|21325|14856|52279,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,-4.0,1,0.48445596,0.39228952253642835,0.43084496220829954,0.14019631354476178,1.0,P2,1.87,6.431992067048009,-1.0,
2026-04-25|21325|52934|76127,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.49105058,0.5327086485372909,0.5204369101272622,0.0,0.0,,,2.1097217669688417,,
2026-04-25|21325|56846|88766,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,1.0,1,0.50661822,0.4953885506317317,0.5117301422244788,0.0507014633668115,0.0,,,-2.7200999631265876,,
2026-04-25|21325|24008|66828,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,4.0,1,0.5,0.45676299579550284,0.5211628125455287,0.14477385676441473,0.0,,,0.3759576962688138,,
2026-04-25|21325|72574|86691,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.47886959,0.3838649406765841,0.414657221958746,0.1037506231583155,0.0,P2,1.847,8.11281110421962,0.847,
2026-04-25|21325|40434|79088,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,4.0,1,0.52549832,0.4706147935479691,0.5365714208541053,0.1434657585630948,0.0,,,-1.6464585574425095,,
2026-04-25|21325|36263|83223,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.49766355,0.508642299812226,0.5516577598197011,0.10044346421914356,1.0,P1,1.935,6.745776525112168,0.935,
2026-04-25|21325|80391|93452,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,1.5,0,0.48884855,0.513203174857508,0.5039869403956834,0.0,0.0,,,-0.6641740480108016,,
2026-04-25|21325|33502|104215,2026-04-25,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.48884855,0.5317479429528106,0.5194703448326038,0.0,1.0,,,2.387604966506207,,
2026-04-26|21325|27851|52394,2026-04-26,Mutua Madrid Open - Madrid,Clay,bo3,-1.0,1,0.50452313,0.4815686289342298,0.4955476688630834,0.050760349066614016,1.0,,,-1.5309049620738646,,
2026-04-26|21325|33860|63572,2026-04-26,Mutua Madrid Open - Madrid,Clay,bo3,3.5,0,0.48088843,0.4669164271917373,0.45588451200476837,0.0,0.0,,,1.3143038647121408,,
2026-04-26|21325|47275|81189,2026-04-26,Mutua Madrid Open - Madrid,Clay,bo3,-7.0,1,0.5,0.2548390031844209,0.30731536031264606,0.17471487916064757,,P2,1.935,34.03447777950299,0.0,
2026-04-26|21325|61838|92985,2026-04-26,Mutua Madrid Open - Madrid,Clay,bo3,-3.0,1,0.50219695,0.4467178590158294,0.48806135760971503,0.1023922449248921,1.0,,,-0.5303217835676222,,
2026-04-26|21325|56197|83135,2026-04-26,Mutua Madrid Open - Madrid,Clay,bo3,-4.5,0,0.47327653,0.521014152226869,0.4972045255682362,0.0,0.0,,,1.4297232159201867,,
2026-04-26|21325|37532|85899,2026-04-26,Mutua Madrid Open - Madrid,Clay,bo3,0.0,1,0.50903926,0.4879741467658334,0.5,0.04892008065116439,0.0,,,-1.4499999999999957,,
2026-04-26|21325|91521|99691,2026-04-26,Mutua Madrid Open - Madrid,Clay,bo3,1.0,1,0.50903926,0.5092605562014418,0.5262679492035456,0.05053648064479614,0.0,,,0.04353714359401906,,
2026-04-27|21325|22807|104215,2026-04-27,Mutua Madrid Open - Madrid,Clay,bo3,-3.5,0,0.53309297,0.493175007970157,0.4845197291208731,0.0,1.0,P2,2.07,6.704416071979247,-1.0,
2026-04-27|21325|25543|86691,2026-04-27,Mutua Madrid Open - Madrid,Clay,bo3,-0.5,0,0.49315422,0.5078075427805029,0.49536709380843313,0.0,0.0,,,-2.8089761947854175,,
2026-04-27|21325|30470|83223,2026-04-27,Mutua Madrid Open - Madrid,Clay,bo3,-3.5,0,0.47639928,0.45968520386908196,0.4510339182386156,0.0,1.0,,,1.3940353013276896,,
2026-04-27|21325|33648|36519,2026-04-27,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.52129032,0.5134618943335866,0.5568444197257817,0.10012984459563898,0.0,,,3.2946398591324977,,
2026-04-27|21325|52279|76127,2026-04-27,Mutua Madrid Open - Madrid,Clay,bo3,-2.5,0,0.51679587,0.49368587348997534,0.47859665912685884,0.0,1.0,,,4.280668174628222,,
2026-04-27|21325|24008|67535,2026-04-27,Mutua Madrid Open - Madrid,Clay,bo3,4.5,0,0.56613354,0.42608471558063377,0.4308326391699799,0.0,1.0,P2,2.23,26.92432146509447,-1.0,
2026-04-27|21325|67546|80391,2026-04-27,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.5112316,0.520205046169351,0.5640849893986772,0.09966908489839052,0.0,P1,1.893,6.781288493169613,-1.0,
2026-04-27|21325|40434|88766,2026-04-27,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.51911157,0.4739332811945187,0.5140385678889606,0.1023092432304444,1.0,,,-2.3217521456810997,,
2026-04-28|21325|22807|67546,2026-04-28,Mutua Madrid Open - Madrid,Clay,bo3,-1.0,1,0.49547687,0.4697572300466215,0.48307438629020977,0.05064975002424708,0.0,,,-0.9053598518332207,,
2026-04-28|21325|30470|33648,2026-04-28,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.48645161,0.5018921005749482,0.48947142894817597,0.0,1.0,,,-2.59518563931298,,
2026-04-28|21325|37532|83135,2026-04-28,Mutua Madrid Open - Madrid,Clay,bo3,3.5,0,0.5,0.4928524158209446,0.48190516756570934,0.0,0.0,,,0.2513500760352505,,
2026-04-28|21325|42971|99691,2026-04-28,Mutua Madrid Open - Madrid,Clay,bo3,5.0,1,0.51804124,0.5533675027570149,0.6536880436215352,0.14849193744846628,0.0,P1,1.87,22.23966415722709,-1.0,
2026-04-28|21325|27851|47275,2026-04-28,Mutua Madrid Open - Madrid,Clay,bo3,-6.0,1,0.55598062,0.39269901940471375,0.45294355904647554,0.1787044052280458,,P2,2.18,19.258304127868332,0.0,
2026-04-28|21325|52279|88766,2026-04-28,Mutua Madrid Open - Madrid,Clay,bo3,-3.5,0,0.48088843,0.4504180114738847,0.4417806784312119,0.0,0.0,,,3.9404376761083437,,
2026-04-28|21325|61838|63572,2026-04-28,Mutua Madrid Open - Madrid,Clay,bo3,2.0,1,0.48538919,0.47585299201257436,0.5007755248080282,0.0683871053326895,1.0,,,-0.34567056320238265,,
2026-04-28|21325|24008|86691,2026-04-28,Mutua Madrid Open - Madrid,Clay,bo3,2.5,0,0.48413722,0.4816405746237723,0.46916615294313746,0.0,0.0,,,-0.3624869074269066,,
2026-04-29|21325|47275|99691,2026-04-29,Mutua Madrid Open - Madrid,Clay,bo3,-5.0,1,0.5,0.4111171162456361,0.4867328980696854,0.16385503021483913,,,,-0.6828157764841358,,
2026-04-29|21325|61838|83135,2026-04-29,Mutua Madrid Open - Madrid,Clay,bo3,-2.5,0,0.48645161,0.47816872669499183,0.4631567304210403,0.0,1.0,,,1.1949563156339105,,
2026-04-30|21325|33648|88766,2026-04-30,Mutua Madrid Open - Madrid,Clay,bo3,-3.5,0,0.47110423,0.4941066401430707,0.4854522863264514,0.0,0.0,,,-0.48228130307748085,,
2026-04-30|21325|24008|67546,2026-04-30,Mutua Madrid Open - Madrid,Clay,bo3,3.0,1,0.48645161,0.4232283180572365,0.4583520585648802,0.10374941139769797,0.0,,,2.100636960520097,,
2026-05-01|21325|47275|83135,2026-05-01,Mutua Madrid Open - Madrid,Clay,bo3,-4.0,1,0.54144213,0.5003258876112472,0.560234891571281,0.14914282523667494,1.0,,,0.11397512378792385,,
2026-05-01|21325|24008|88766,2026-05-01,Mutua Madrid Open - Madrid,Clay,bo3,3.5,0,0.44586313,0.46506839517301063,0.4540324213679207,0.0,0.0,,,-1.4749645631612074,,
2026-05-03|21325|24008|47275,2026-05-03,Mutua Madrid Open - Madrid,Clay,bo3,-4.0,1,0.47639928,0.48045480434806626,0.5366113265646426,0.148319343742542,1.0,P1,2.03,8.932099292622443,1.0299999999999998,
2026-05-04|21326|1092|12097,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,0.5,0,0.49790466,0.5221314282671922,0.5125680422737171,0.0,0.0,,,-1.7407062961284248,,
2026-05-04|21326|12190|26421,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,-2.5,0,0.50863874,0.48980445626702385,0.47473239614507834,0.0,0.0,,,2.059495429011271,,
2026-05-04|21326|14432|72574,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,-2.0,1,0.52053361,0.497568092945856,0.5180385668886127,0.06867326620771426,1.0,,,-4.089674810833932,,
2026-05-04|21326|24840|36114,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,-5.0,1,0.47423489,0.3308040489290362,0.38617672599522296,0.15440920587444298,1.0,P2,1.813,11.28615957706609,-1.0,
2026-05-04|21326|28899|63299,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,-0.5,0,0.5065445,0.5078075427805029,0.49536709380843313,0.0,0.0,,,-2.353532651931811,,
2026-05-04|21326|29457|46747,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,2.0,1,0.4956795,0.5151681155118516,0.542452595819911,0.06727351963203781,1.0,,,4.4763699549148495,,
2026-05-04|21326|39152|100196,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,-3.0,1,0.5065445,0.409098319641937,0.44522882884632886,0.100256851107054,,P2,1.935,7.348221618235362,0.0,
2026-05-04|21326|46718|79067,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,-3.5,0,0.5065445,0.4522696103908786,0.44362904268586406,0.0,0.0,P2,1.935,7.657780240285317,0.935,
2026-05-04|21326|29180|61971,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,-4.5,0,0.52796654,0.4416465885073342,0.41878313839885645,0.0,1.0,P2,2.02,17.40580604343098,-1.0,
2026-05-04|21326|68090|73742,2026-05-04,Internazionali BNL d'Italia - Rome,Clay,bo3,3.0,1,0.50209534,0.5327086485372909,0.5774595404732795,0.09874740366967047,0.0,P1,1.901,9.775058643970436,-1.0,
