tournament_key,tournament_display,window_type,years,start_year,end_year,target_season_year,segment_family,segment_type,n_matches,wins,losses,win_rate_pct_raw,win_rate_pct_shrunk,r1_matches,r1_wins,r1_win_rate_pct_raw,max_round,max_round_order,n
atlanta,Atlanta,year,2024,2024,2024,,seed,seed_1_2,2,0,2,0.0,65.9862,0,0,,R16,6,2
auckland,Auckland,year,2024,2024,2024,,seed,seed_3_4,2,0,2,0.0,60.5209,0,0,,R16,6,2
barcelona,Barcelona,year,2024,2024,2024,,entry,entry_LL,2,0,2,0.0,26.6075,1,0,0.0,R32,5,2
barcelona,Barcelona,year,2024,2024,2024,,entry,entry_PR,2,1,1,50.0,51.9206,1,1,100.0,R32,5,2
barcelona,Barcelona,year,2024,2024,2024,,seed,seed_17_32,2,1,1,50.0,52.2652,0,0,,R16,6,2
basel,Basel,year,2024,2024,2024,,entry,entry_SE,2,1,1,50.0,48.0237,1,1,100.0,R16,6,2
bastad,Bastad,year,2024,2024,2024,,seed,seed_1_2,2,0,2,0.0,65.9862,0,0,,R16,6,2
belgrade,Belgrade,year,2024,2024,2024,,entry,entry_PR,2,1,1,50.0,51.9206,1,1,100.0,R16,6,2
canada masters,Canada Masters,year,2024,2024,2024,,entry,entry_WC,2,0,2,0.0,37.4625,2,0,0.0,R64,4,2
cordoba,Cordoba,year,2024,2024,2024,,entry,entry_LL,2,1,1,50.0,31.153,1,1,100.0,R16,6,2
dubai,Dubai,year,2024,2024,2024,,entry,entry_SE,2,1,1,50.0,48.0237,1,1,100.0,R16,6,2
eastbourne,Eastbourne,year,2024,2024,2024,,seed,seed_3_4,2,0,2,0.0,60.5209,0,0,,R16,6,2
geneva,Geneva,year,2024,2024,2024,,seed,seed_3_4,2,0,2,0.0,60.5209,0,0,,R16,6,2
halle,Halle,year,2024,2024,2024,,entry,entry_SE,2,1,1,50.0,48.0237,1,1,100.0,R16,6,2
hamburg,Hamburg,year,2024,2024,2024,,entry,entry_LL,2,0,2,0.0,26.6075,2,0,0.0,R32,5,2
hangzhou,Hangzhou,year,2024,2024,2024,,entry,entry_LL,2,0,2,0.0,26.6075,1,0,0.0,R16,6,2
hangzhou,Hangzhou,year,2024,2024,2024,,seed,seed_1_2,2,0,2,0.0,65.9862,0,0,,R16,6,2
kitzbuhel,Kitzbuhel,year,2024,2024,2024,,entry,entry_LL,2,0,2,0.0,26.6075,1,0,0.0,R16,6,2
kitzbuhel,Kitzbuhel,year,2024,2024,2024,,entry,entry_SE,2,1,1,50.0,48.0237,1,1,100.0,R16,6,2
kitzbuhel,Kitzbuhel,year,2024,2024,2024,,seed,seed_3_4,2,1,1,50.0,65.0664,0,0,,QF,7,2
lyon,Lyon,year,2024,2024,2024,,seed,seed_3_4,2,0,2,0.0,60.5209,0,0,,R16,6,2
madrid masters,Madrid Masters,year,2024,2024,2024,,entry,entry_LL,2,1,1,50.0,31.153,1,1,100.0,R64,4,2
marrakech,Marrakech,year,2024,2024,2024,,seed,seed_1_2,2,0,2,0.0,65.9862,0,0,,R16,6,2
monte carlo masters,Monte Carlo Masters,year,2024,2024,2024,,seed,seed_3_4,2,1,1,50.0,65.0664,0,0,,R16,6,2
paris masters,Paris Masters,year,2024,2024,2024,,seed,seed_1_2,2,1,1,50.0,70.5317,0,0,,R16,6,2
paris olympics,Paris Olympics,year,2024,2024,2024,,entry,entry_UP,2,1,1,50.0,50.0,1,1,100.0,R32,5,2
queen s club,Queen's Club,year,2024,2024,2024,,entry,entry_PR,2,1,1,50.0,51.9206,1,1,100.0,R16,6,2
queen s club,Queen's Club,year,2024,2024,2024,,entry,entry_SE,2,1,1,50.0,48.0237,1,1,100.0,R16,6,2
s hertogenbosch,s Hertogenbosch,year,2024,2024,2024,,entry,entry_LL,2,1,1,50.0,31.153,1,1,100.0,R16,6,2
salem,Winston-Salem,year,2024,2024,2024,,entry,entry_ALT,2,1,1,50.0,32.5175,1,1,100.0,R32,5,2
salem,Winston-Salem,year,2024,2024,2024,,entry,entry_PR,2,1,1,50.0,51.9206,1,1,100.0,R32,5,2
salem,Winston-Salem,year,2024,2024,2024,,seed,seed_17_32,2,1,1,50.0,52.2652,0,0,,R16,6,2
salem,Winston-Salem,year,2024,2024,2024,,seed,seed_3_4,2,0,2,0.0,60.5209,0,0,,R32,5,2
santiago,Santiago,year,2024,2024,2024,,entry,entry_LL,2,0,2,0.0,26.6075,2,0,0.0,R32,5,2
tokyo,Tokyo,year,2024,2024,2024,,entry,entry_PR,2,0,2,0.0,47.3752,2,0,0.0,R32,5,2
tokyo,Tokyo,year,2024,2024,2024,,entry,entry_SE,2,1,1,50.0,48.0237,1,1,100.0,R16,6,2
tokyo,Tokyo,year,2024,2024,2024,,seed,seed_3_4,2,0,2,0.0,60.5209,2,0,0.0,R32,5,2
umag,Umag,year,2024,2024,2024,,entry,entry_LL,2,1,1,50.0,31.153,0,0,,QF,7,2
barcelona,Barcelona,year,2024,2024,2024,,seed,seed_1_2,1,0,1,0.0,69.1284,0,0,,R32,5,1
basel,Basel,year,2024,2024,2024,,entry,entry_PR,1,0,1,0.0,49.6311,1,0,0.0,R32,5,1
bastad,Bastad,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R32,5,1
beijing,Beijing,year,2024,2024,2024,,entry,entry_PR,1,0,1,0.0,49.6311,1,0,0.0,R32,5,1
beijing,Beijing,year,2024,2024,2024,,entry,entry_SE,1,0,1,0.0,45.5487,1,0,0.0,R32,5,1
belgrade,Belgrade,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,0,0,,R16,6,1
belgrade,Belgrade,year,2024,2024,2024,,entry,entry_W,1,0,1,0.0,47.619,0,0,,F,9,1
belgrade,Belgrade,year,2024,2024,2024,,seed,seed_9_16,1,0,1,0.0,61.756,1,0,0.0,R32,5,1
bucharest,Bucharest,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R32,5,1
doha,Doha,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R32,5,1
dubai,Dubai,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R32,5,1
dubai,Dubai,year,2024,2024,2024,,entry,entry_PR,1,0,1,0.0,49.6311,1,0,0.0,R32,5,1
estoril,Estoril,year,2024,2024,2024,,seed,seed_3_4,1,0,1,0.0,63.4029,0,0,,R16,6,1
gstaad,Gstaad,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R32,5,1
hamburg,Hamburg,year,2024,2024,2024,,entry,entry_PR,1,0,1,0.0,49.6311,1,0,0.0,R32,5,1
hangzhou,Hangzhou,year,2024,2024,2024,,entry,entry_W,1,1,0,100.0,52.381,0,0,,F,9,1
hong kong,Hong Kong,year,2024,2024,2024,,entry,entry_PR,1,0,1,0.0,49.6311,1,0,0.0,R32,5,1
mallorca,Mallorca,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R32,5,1
marseille,Marseille,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R32,5,1
miami masters,Miami Masters,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R128,3,1
miami masters,Miami Masters,year,2024,2024,2024,,seed,seed_33_plus,1,0,1,0.0,0.0,0,0,,R64,4,1
paris masters,Paris Masters,year,2024,2024,2024,,entry,entry_PR,1,0,1,0.0,49.6311,1,0,0.0,R64,4,1
salem,Winston-Salem,year,2024,2024,2024,,seed,seed_1_2,1,0,1,0.0,69.1284,0,0,,R32,5,1
shanghai masters,Shanghai Masters,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R128,3,1
shanghai masters,Shanghai Masters,year,2024,2024,2024,,entry,entry_SE,1,0,1,0.0,45.5487,1,0,0.0,R128,3,1
stuttgart,Stuttgart,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,0,0,,R16,6,1
stuttgart,Stuttgart,year,2024,2024,2024,,seed,seed_1_2,1,0,1,0.0,69.1284,0,0,,R16,6,1
umag,Umag,year,2024,2024,2024,,entry,entry_SE,1,0,1,0.0,45.5487,1,0,0.0,R32,5,1
us open,US Open,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R128,3,1
washington,Washington,year,2024,2024,2024,,entry,entry_LL,1,0,1,0.0,27.8746,1,0,0.0,R64,4,1
us open,US Open,year,2025,2025,2025,,entry,entry_MD,254,127,127,50.0,50.1222,128,64,50.0,F,9,254
australian open,Australian Open,year,2025,2025,2025,,entry,entry_MD,217,115,102,52.9954,52.8839,103,54,52.4272,F,9,217
roland garros,Roland Garros,year,2025,2025,2025,,entry,entry_MD,209,112,97,53.5885,53.4213,98,53,54.0816,F,9,209
wimbledon,Wimbledon,year,2025,2025,2025,,entry,entry_MD,209,109,100,52.1531,52.1113,101,51,50.495,F,9,209
cincinnati masters,Cincinnati Masters,year,2025,2025,2025,,entry,entry_MD,190,95,95,50.0,50.1594,64,32,50.0,F,9,190
shanghai,Shanghai,year,2025,2025,2025,,entry,entry_MD,190,95,95,50.0,50.1594,64,32,50.0,F,9,190
wimbledon,Wimbledon,year,2025,2025,2025,,seed,seed_unseeded,167,71,96,42.515,42.645,96,45,46.875,QF,7,167
roland garros,Roland Garros,year,2025,2025,2025,,seed,seed_unseeded,159,63,96,39.6226,40.0817,96,41,42.7083,QF,7,159
australian open,Australian Open,year,2025,2025,2025,,seed,seed_unseeded,157,61,96,38.8535,39.4047,96,40,41.6667,QF,7,157
indian wells masters,Indian Wells Masters,year,2025,2025,2025,,entry,entry_MD,154,79,75,51.2987,51.3419,44,20,45.4545,F,9,154
madrid masters,Madrid Masters,year,2025,2025,2025,,entry,entry_MD,154,82,72,53.2468,53.066,42,24,57.1429,F,9,154
canada masters,Canada Masters,year,2025,2025,2025,,entry,entry_MD,151,81,70,53.6424,53.4122,39,19,48.7179,F,9,151
us open,US Open,year,2025,2025,2025,,seed,seed_unseeded,151,55,96,36.4238,37.2785,96,36,37.5,R16,6,151
miami masters,Miami Masters,year,2025,2025,2025,,entry,entry_MD,149,78,71,52.349,52.2691,41,20,48.7805,F,9,149
rome masters,Rome Masters,year,2025,2025,2025,,entry,entry_MD,149,76,73,51.0067,51.0857,43,19,44.186,F,9,149
shanghai,Shanghai,year,2025,2025,2025,,seed,seed_unseeded,123,58,65,47.1545,46.6757,64,32,50.0,F,9,123
cincinnati masters,Cincinnati Masters,year,2025,2025,2025,,seed,seed_unseeded,116,51,65,43.9655,43.9311,64,32,50.0,SF,8,116
miami masters,Miami Masters,year,2025,2025,2025,,seed,seed_unseeded,116,52,64,44.8276,44.6664,64,32,50.0,F,9,116
madrid masters,Madrid Masters,year,2025,2025,2025,,seed,seed_unseeded,113,48,65,42.4779,42.6663,64,32,50.0,QF,7,113
paris masters,Paris Masters,year,2025,2025,2025,,entry,entry_MD,110,55,55,50.0,50.2576,48,24,50.0,F,9,110
rome masters,Rome Masters,year,2025,2025,2025,,seed,seed_unseeded,110,45,65,40.9091,41.3433,64,32,50.0,R16,6,110
indian wells masters,Indian Wells Masters,year,2025,2025,2025,,seed,seed_unseeded,108,44,64,40.7407,41.208,64,32,50.0,QF,7,108
canada masters,Canada Masters,year,2025,2025,2025,,seed,seed_unseeded,105,40,65,38.0952,38.997,64,32,50.0,R16,6,105
monte carlo masters,Monte Carlo Masters,year,2025,2025,2025,,entry,entry_MD,95,51,44,53.6842,53.3346,37,21,56.7568,F,9,95
salem,Winston-Salem,year,2025,2025,2025,,entry,entry_MD,94,47,47,50.0,50.2937,32,16,50.0,F,9,94
washington,Washington,year,2025,2025,2025,,entry,entry_MD,72,37,35,51.3889,51.4509,21,11,52.381,F,9,72
monte carlo masters,Monte Carlo Masters,year,2025,2025,2025,,seed,seed_unseeded,68,28,40,41.1765,41.7571,40,19,47.5,SF,8,68
paris masters,Paris Masters,year,2025,2025,2025,,seed,seed_unseeded,65,24,41,36.9231,38.525,41,18,43.9024,QF,7,65
salem,Winston-Salem,year,2025,2025,2025,,seed,seed_unseeded,64,31,33,48.4375,47.317,32,16,50.0,F,9,64
basel,Basel,year,2025,2025,2025,,entry,entry_MD,62,31,31,50.0,50.4083,32,16,50.0,F,9,62
beijing,Beijing,year,2025,2025,2025,,entry,entry_MD,62,31,31,50.0,50.4083,32,16,50.0,F,9,62
brisbane,Brisbane,year,2025,2025,2025,,entry,entry_MD,62,31,31,50.0,50.4083,32,16,50.0,F,9,62
brisbane,Brisbane,year,2025,2025,2025,,seed,seed_unseeded,62,31,31,50.0,48.471,32,16,50.0,F,9,62
tokyo,Tokyo,year,2025,2025,2025,,entry,entry_MD,62,31,31,50.0,50.4083,32,16,50.0,F,9,62
vienna,Vienna,year,2025,2025,2025,,entry,entry_MD,62,31,31,50.0,50.4083,32,16,50.0,F,9,62
washington,Washington,year,2025,2025,2025,,seed,seed_unseeded,57,24,33,42.1053,42.5276,32,16,50.0,SF,8,57
adelaide,Adelaide,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
adelaide,Adelaide,year,2025,2025,2025,,seed,seed_unseeded,54,27,27,50.0,48.3057,24,12,50.0,F,9,54
almaty,Almaty,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
athens,Athens,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
auckland,Auckland,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
auckland,Auckland,year,2025,2025,2025,,seed,seed_unseeded,54,27,27,50.0,48.3057,24,12,50.0,F,9,54
brussels,Brussels,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
chengdu,Chengdu,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
halle,Halle,year,2025,2025,2025,,entry,entry_MD,54,31,23,57.4074,55.8579,24,16,66.6667,F,9,54
hangzhou,Hangzhou,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
hong kong,Hong Kong,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
hong kong,Hong Kong,year,2025,2025,2025,,seed,seed_unseeded,54,27,27,50.0,48.3057,24,12,50.0,F,9,54
metz,Metz,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
stockholm,Stockholm,year,2025,2025,2025,,entry,entry_MD,54,27,27,50.0,50.4525,24,12,50.0,F,9,54
hamburg,Hamburg,year,2025,2025,2025,,entry,entry_MD,51,29,22,56.8627,55.4012,23,14,60.8696,F,9,51
dallas,Dallas,year,2025,2025,2025,,entry,entry_MD,50,27,23,54.0,53.3355,24,13,54.1667,F,9,50
dubai,Dubai,year,2025,2025,2025,,seed,seed_unseeded,50,24,26,48.0,46.7803,27,14,51.8519,F,9,50
united cup,United Cup,year,2025,2025,2025,,entry,entry_MD,50,25,25,50.0,50.4783,0,0,,F,9,50
united cup,United Cup,year,2025,2025,2025,,seed,seed_unseeded,50,25,25,50.0,48.2089,0,0,,F,9,50
acapulco,Acapulco,year,2025,2025,2025,,entry,entry_MD,49,26,23,53.0612,52.6592,24,13,54.1667,F,9,49
doha,Doha,year,2025,2025,2025,,entry,entry_MD,48,27,21,56.25,54.9042,22,12,54.5455,F,9,48
barcelona,Barcelona,year,2025,2025,2025,,entry,entry_MD,46,28,18,60.8696,58.0831,19,13,68.4211,F,9,46
dubai,Dubai,year,2025,2025,2025,,entry,entry_MD,45,23,22,51.1111,51.2844,23,12,52.1739,F,9,45
metz,Metz,year,2025,2025,2025,,seed,seed_unseeded,45,23,22,51.1111,48.8404,21,11,52.381,F,9,45
munich,Munich,year,2025,2025,2025,,entry,entry_MD,45,26,19,57.7778,55.8997,20,11,55.0,F,9,45
rio de janeiro,Rio de Janeiro,year,2025,2025,2025,,seed,seed_unseeded,45,20,25,44.4444,44.225,25,11,44.0,F,9,45
santiago,Santiago,year,2025,2025,2025,,entry,entry_MD,45,25,20,55.5556,54.3613,17,10,58.8235,F,9,45
los cabos,Los Cabos,year,2025,2025,2025,,entry,entry_MD,44,24,20,54.5455,53.6482,17,9,52.9412,F,9,44
mallorca,Mallorca,year,2025,2025,2025,,entry,entry_MD,44,24,20,54.5455,53.6482,17,9,52.9412,F,9,44
queen s club,Queen's Club,year,2025,2025,2025,,entry,entry_MD,44,25,19,56.8182,55.2107,20,11,55.0,F,9,44
queen s club,Queen's Club,year,2025,2025,2025,,seed,seed_unseeded,44,20,24,45.4545,44.916,24,12,50.0,F,9,44
rotterdam,Rotterdam,year,2025,2025,2025,,entry,entry_MD,44,23,21,52.2727,52.0857,22,12,54.5455,F,9,44
us open,US Open,year,2025,2025,2025,,seed,seed_17_32,44,28,16,63.6364,60.2383,16,13,81.25,SF,8,44
munich,Munich,year,2025,2025,2025,,seed,seed_unseeded,43,18,25,41.8605,42.4543,25,12,48.0,SF,8,43
rio de janeiro,Rio de Janeiro,year,2025,2025,2025,,entry,entry_MD,43,23,20,53.4884,52.9124,21,12,57.1429,F,9,43
bastad,Bastad,year,2025,2025,2025,,entry,entry_MD,42,22,20,52.381,52.153,17,8,47.0588,F,9,42
bucharest,Bucharest,year,2025,2025,2025,,entry,entry_MD,42,22,20,52.381,52.153,17,8,47.0588,F,9,42
hamburg,Hamburg,year,2025,2025,2025,,seed,seed_unseeded,42,19,23,45.2381,44.752,24,9,37.5,F,9,42
marrakech,Marrakech,year,2025,2025,2025,,entry,entry_MD,42,23,19,54.7619,53.7659,16,10,62.5,F,9,42
acapulco,Acapulco,year,2025,2025,2025,,seed,seed_unseeded,41,17,24,41.4634,42.2069,24,8,33.3333,F,9,41
basel,Basel,year,2025,2025,2025,,seed,seed_unseeded,41,18,23,43.9024,43.8463,24,9,37.5,F,9,41
geneva,Geneva,year,2025,2025,2025,,entry,entry_MD,41,21,20,51.2195,51.3686,17,10,58.8235,F,9,41
stuttgart,Stuttgart,year,2025,2025,2025,,entry,entry_MD,41,21,20,51.2195,51.3686,17,8,47.0588,F,9,41
tokyo,Tokyo,year,2025,2025,2025,,seed,seed_unseeded,41,17,24,41.4634,42.2069,24,12,50.0,SF,8,41
umag,Umag,year,2025,2025,2025,,entry,entry_MD,41,21,20,51.2195,51.3686,17,9,52.9412,F,9,41
buenos aires,Buenos Aires,year,2025,2025,2025,,entry,entry_MD,40,21,19,52.5,52.2247,16,8,50.0,F,9,40
buenos aires,Buenos Aires,year,2025,2025,2025,,seed,seed_unseeded,40,20,20,50.0,47.9104,20,10,50.0,F,9,40
chengdu,Chengdu,year,2025,2025,2025,,seed,seed_unseeded,40,20,20,50.0,47.9104,21,10,47.619,F,9,40
dallas,Dallas,year,2025,2025,2025,,seed,seed_unseeded,40,17,23,42.5,42.9104,24,9,37.5,F,9,40
doha,Doha,year,2025,2025,2025,,seed,seed_unseeded,40,16,24,40.0,41.2437,24,11,45.8333,SF,8,40
gstaad,Gstaad,year,2025,2025,2025,,seed,seed_unseeded,40,19,21,47.5,46.2437,20,10,50.0,F,9,40
halle,Halle,year,2025,2025,2025,,seed,seed_unseeded,40,17,23,42.5,42.9104,24,10,41.6667,F,9,40
delray beach,Delray Beach,year,2025,2025,2025,,entry,entry_MD,39,22,17,56.4103,54.8048,14,7,50.0,F,9,39
hertogenbosch,'s-Hertogenbosch,year,2025,2025,2025,,seed,seed_unseeded,39,20,19,51.2821,48.7224,20,9,45.0,F,9,39
marseille,Marseille,year,2025,2025,2025,,entry,entry_MD,39,22,17,56.4103,54.8048,15,9,60.0,F,9,39
marseille,Marseille,year,2025,2025,2025,,seed,seed_unseeded,39,18,21,46.1538,45.3326,21,10,47.619,F,9,39
beijing,Beijing,year,2025,2025,2025,,seed,seed_unseeded,38,14,24,36.8421,39.2177,24,10,41.6667,F,9,38
hangzhou,Hangzhou,year,2025,2025,2025,,seed,seed_unseeded,38,18,20,47.3684,46.1142,20,11,55.0,F,9,38
kitzbuhel,Kitzbuhel,year,2025,2025,2025,,seed,seed_unseeded,38,18,20,47.3684,46.1142,20,9,45.0,F,9,38
santiago,Santiago,year,2025,2025,2025,,seed,seed_unseeded,38,19,19,50.0,47.8383,20,10,50.0,F,9,38
athens,Athens,year,2025,2025,2025,,seed,seed_unseeded,37,16,21,43.2432,43.4145,21,10,47.619,SF,8,37
australian open,Australian Open,year,2025,2025,2025,,seed,seed_17_32,37,21,16,56.7568,55.3552,16,11,68.75,SF,8,37
bucharest,Bucharest,year,2025,2025,2025,,seed,seed_unseeded,37,16,21,43.2432,43.4145,21,9,42.8571,SF,8,37
eastbourne,Eastbourne,year,2025,2025,2025,,seed,seed_unseeded,37,16,21,43.2432,43.4145,21,10,47.619,F,9,37
gstaad,Gstaad,year,2025,2025,2025,,entry,entry_MD,37,19,18,51.3514,51.4646,16,7,43.75,F,9,37
montpellier,Montpellier,year,2025,2025,2025,,entry,entry_MD,37,18,19,48.6486,49.7102,17,9,52.9412,F,9,37
umag,Umag,year,2025,2025,2025,,seed,seed_unseeded,37,17,20,45.9459,45.1688,20,10,50.0,F,9,37
vienna,Vienna,year,2025,2025,2025,,seed,seed_unseeded,37,13,24,35.1351,38.1513,24,10,41.6667,QF,7,37
barcelona,Barcelona,year,2025,2025,2025,,seed,seed_unseeded,36,12,24,33.3333,37.0469,24,9,37.5,SF,8,36
hertogenbosch,'s-Hertogenbosch,year,2025,2025,2025,,entry,entry_MD,36,18,18,50.0,50.5979,15,6,40.0,F,9,36
houston,Houston,year,2025,2025,2025,,entry,entry_MD,36,16,20,44.4444,47.0265,16,6,37.5,F,9,36
houston,Houston,year,2025,2025,2025,,seed,seed_unseeded,36,17,19,47.2222,45.9754,20,10,50.0,F,9,36
rotterdam,Rotterdam,year,2025,2025,2025,,seed,seed_unseeded,36,12,24,33.3333,37.0469,24,8,33.3333,SF,8,36
stockholm,Stockholm,year,2025,2025,2025,,seed,seed_unseeded,36,16,20,44.4444,44.1897,20,12,60.0,QF,7,36
brussels,Brussels,year,2025,2025,2025,,seed,seed_unseeded,35,15,20,42.8571,43.175,20,11,55.0,SF,8,35
kitzbuhel,Kitzbuhel,year,2025,2025,2025,,entry,entry_MD,35,18,17,51.4286,51.5179,14,8,57.1429,F,9,35
miami masters,Miami Masters,year,2025,2025,2025,,seed,seed_17_32,35,20,15,57.1429,55.55,0,0,,QF,7,35
montpellier,Montpellier,year,2025,2025,2025,,seed,seed_unseeded,35,15,20,42.8571,43.175,20,9,45.0,F,9,35
mallorca,Mallorca,year,2025,2025,2025,,seed,seed_unseeded,34,14,20,41.1765,42.1227,20,9,45.0,F,9,34
wimbledon,Wimbledon,year,2025,2025,2025,,seed,seed_17_32,34,18,16,52.9412,52.875,16,8,50.0,QF,7,34
almaty,Almaty,year,2025,2025,2025,,seed,seed_unseeded,33,13,20,39.3939,41.0306,20,8,40.0,SF,8,33
geneva,Geneva,year,2025,2025,2025,,seed,seed_unseeded,33,13,20,39.3939,41.0306,20,9,45.0,SF,8,33
indian wells masters,Indian Wells Masters,year,2025,2025,2025,,seed,seed_17_32,33,17,16,51.5152,51.9858,0,0,,QF,7,33
bastad,Bastad,year,2025,2025,2025,,seed,seed_unseeded,32,12,20,37.5,39.8966,20,8,40.0,F,9,32
eastbourne,Eastbourne,year,2025,2025,2025,,entry,entry_MD,32,16,16,50.0,50.6439,13,6,46.1538,F,9,32
los cabos,Los Cabos,year,2025,2025,2025,,seed,seed_unseeded,32,12,20,37.5,39.8966,20,8,40.0,QF,7,32
marrakech,Marrakech,year,2025,2025,2025,,seed,seed_unseeded,32,12,20,37.5,39.8966,20,9,45.0,SF,8,32
roland garros,Roland Garros,year,2025,2025,2025,,seed,seed_17_32,32,16,16,50.0,51.0625,16,10,62.5,R16,6,32
canada masters,Canada Masters,year,2025,2025,2025,,seed,seed_17_32,31,16,15,51.6129,52.0637,0,0,,QF,7,31
madrid masters,Madrid Masters,year,2025,2025,2025,,seed,seed_17_32,31,15,16,48.3871,50.1029,0,0,,SF,8,31
stuttgart,Stuttgart,year,2025,2025,2025,,seed,seed_unseeded,31,11,20,35.4839,38.7181,20,9,45.0,QF,7,31
finals,ATP Finals,year,2025,2025,2025,,entry,entry_MD,30,15,15,50.0,50.6697,0,0,,F,9,30
next gen finals,Next Gen Finals,year,2025,2025,2025,,entry,entry_MD,30,15,15,50.0,50.6697,0,0,,F,9,30
rome masters,Rome Masters,year,2025,2025,2025,,seed,seed_17_32,30,15,15,50.0,51.105,0,0,,QF,7,30
delray beach,Delray Beach,year,2025,2025,2025,,seed,seed_unseeded,29,9,20,31.0345,36.2168,20,8,40.0,QF,7,29
indian wells masters,Indian Wells Masters,year,2025,2025,2025,,seed,seed_9_16,29,22,7,75.8621,70.9818,0,0,,F,9,29
shanghai,Shanghai,year,2025,2025,2025,,seed,seed_17_32,28,13,15,46.4286,49.0677,0,0,,R16,6,28
wimbledon,Wimbledon,year,2025,2025,2025,,entry,entry_Q,28,12,16,42.8571,41.6251,16,8,50.0,R16,6,28
cincinnati masters,Cincinnati Masters,year,2025,2025,2025,,seed,seed_17_32,27,12,15,44.4444,47.984,0,0,,QF,7,27
madrid masters,Madrid Masters,year,2025,2025,2025,,seed,seed_9_16,27,20,7,74.0741,69.7469,0,0,,F,9,27
canada masters,Canada Masters,year,2025,2025,2025,,entry,entry_Q,26,10,16,38.4615,39.0871,16,9,56.25,R32,5,26
australian open,Australian Open,year,2025,2025,2025,,entry,entry_Q,25,9,16,36.0,37.7334,16,7,43.75,R16,6,25
paris masters,Paris Masters,year,2025,2025,2025,,seed,seed_9_16,25,18,7,72.0,68.4024,7,6,85.7143,F,9,25
roland garros,Roland Garros,year,2025,2025,2025,,entry,entry_Q,25,9,16,36.0,37.7334,16,5,31.25,R32,5,25
roland garros,Roland Garros,year,2025,2025,2025,,seed,seed_9_16,25,17,8,68.0,66.1801,8,6,75.0,QF,7,25
australian open,Australian Open,year,2025,2025,2025,,seed,seed_9_16,23,15,8,65.2174,64.6071,8,5,62.5,QF,7,23
canada masters,Canada Masters,year,2025,2025,2025,,seed,seed_9_16,23,15,8,65.2174,64.6071,0,0,,F,9,23
rome masters,Rome Masters,year,2025,2025,2025,,entry,entry_Q,23,11,12,47.8261,44.1397,12,8,66.6667,R32,5,23
monte carlo masters,Monte Carlo Masters,year,2025,2025,2025,,seed,seed_9_16,22,14,8,63.6364,63.7644,8,5,62.5,F,9,22
wimbledon,Wimbledon,year,2025,2025,2025,,seed,seed_9_16,22,14,8,63.6364,63.7644,8,6,75.0,QF,7,22
us open,US Open,year,2025,2025,2025,,seed,seed_9_16,21,13,8,61.9048,62.8806,8,7,87.5,QF,7,21
shanghai,Shanghai,year,2025,2025,2025,,seed,seed_9_16,20,12,8,60.0,61.9527,0,0,,SF,8,20
indian wells masters,Indian Wells Masters,year,2025,2025,2025,,entry,entry_Q,19,8,11,42.1053,40.9745,11,6,54.5455,R16,6,19
salem,Winston-Salem,year,2025,2025,2025,,seed,seed_9_16,19,12,7,63.1579,63.5412,0,0,,SF,8,19
laver cup,Laver Cup,year,2025,2025,2025,,entry,entry_MD,18,9,9,50.0,50.8811,0,0,,BR,1,18
laver cup,Laver Cup,year,2025,2025,2025,,seed,seed_unseeded,18,9,9,50.0,46.7006,0,0,,BR,1,18
madrid masters,Madrid Masters,year,2025,2025,2025,,entry,entry_Q,18,6,12,33.3333,36.7896,12,4,33.3333,R32,5,18
miami masters,Miami Masters,year,2025,2025,2025,,seed,seed_9_16,18,10,8,55.5556,59.9502,0,0,,SF,8,18
