tournament_key,tournament_display,window_type,years,start_year,end_year,target_season_year,segment_family,segment_type,n_matches,wins,losses,win_rate_pct_raw,win_rate_pct_shrunk,r1_matches,r1_wins,r1_win_rate_pct_raw,max_round,max_round_order,n
davis cup qls r1 usa vs uzb,Davis Cup QLS R1: USA vs UZB,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po bra vs chn,Davis Cup WG1 PO: BRA vs CHN,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po bra vs chn,Davis Cup WG1 PO: BRA vs CHN,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po bul vs bih,Davis Cup WG1 PO: BUL vs BIH,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po bul vs bih,Davis Cup WG1 PO: BUL vs BIH,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po chi vs slo,Davis Cup WG1 PO: CHI vs SLO,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po chi vs slo,Davis Cup WG1 PO: CHI vs SLO,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po egy vs ecu,Davis Cup WG1 PO: EGY vs ECU,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po egy vs ecu,Davis Cup WG1 PO: EGY vs ECU,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po gre vs rou,Davis Cup WG1 PO: GRE vs ROU,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po gre vs rou,Davis Cup WG1 PO: GRE vs ROU,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po irl vs aut,Davis Cup WG1 PO: IRL vs AUT,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po irl vs aut,Davis Cup WG1 PO: IRL vs AUT,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po lbn vs jpn,Davis Cup WG1 PO: LBN vs JPN,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po lbn vs jpn,Davis Cup WG1 PO: LBN vs JPN,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po mex vs den,Davis Cup WG1 PO: MEX vs DEN,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po mex vs den,Davis Cup WG1 PO: MEX vs DEN,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po nor vs lat,Davis Cup WG1 PO: NOR vs LAT,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po nor vs lat,Davis Cup WG1 PO: NOR vs LAT,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po nzl vs tur,Davis Cup WG1 PO: NZL vs TUR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po nzl vs tur,Davis Cup WG1 PO: NZL vs TUR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po pak vs ind,Davis Cup WG1 PO: PAK vs IND,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po pak vs ind,Davis Cup WG1 PO: PAK vs IND,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po per vs irl,Davis Cup WG1 PO: PER vs IRL,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po per vs irl,Davis Cup WG1 PO: PER vs IRL,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po tur vs slo,Davis Cup WG1 PO: TUR vs SLO,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po tur vs slo,Davis Cup WG1 PO: TUR vs SLO,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po ukr vs lbn,Davis Cup WG1 PO: UKR vs LBN,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po ukr vs lbn,Davis Cup WG1 PO: UKR vs LBN,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 po uzb vs pol,Davis Cup WG1 PO: UZB vs POL,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 po uzb vs pol,Davis Cup WG1 PO: UZB vs POL,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 arg vs ltu,Davis Cup WG1 R1: ARG vs LTU,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 arg vs ltu,Davis Cup WG1 R1: ARG vs LTU,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 aut vs pak,Davis Cup WG1 R1: AUT vs PAK,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 aut vs pak,Davis Cup WG1 R1: AUT vs PAK,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 aut vs por,Davis Cup WG1 R1: AUT vs POR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 aut vs por,Davis Cup WG1 R1: AUT vs POR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 aut vs tur,Davis Cup WG1 R1: AUT vs TUR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 aut vs tur,Davis Cup WG1 R1: AUT vs TUR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 bih vs ger,Davis Cup WG1 R1: BIH vs GER,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 bih vs ger,Davis Cup WG1 R1: BIH vs GER,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 bih vs mex,Davis Cup WG1 R1: BIH vs MEX,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 bih vs mex,Davis Cup WG1 R1: BIH vs MEX,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 bra vs por,Davis Cup WG1 R1: BRA vs POR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 bra vs por,Davis Cup WG1 R1: BRA vs POR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 bul vs kaz,Davis Cup WG1 R1: BUL vs KAZ,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 bul vs kaz,Davis Cup WG1 R1: BUL vs KAZ,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 col vs tur,Davis Cup WG1 R1: COL vs TUR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 col vs tur,Davis Cup WG1 R1: COL vs TUR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 cro vs ltu,Davis Cup WG1 R1: CRO vs LTU,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 cro vs ltu,Davis Cup WG1 R1: CRO vs LTU,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 cze vs isr,Davis Cup WG1 R1: CZE vs ISR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 cze vs isr,Davis Cup WG1 R1: CZE vs ISR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 den vs bra,Davis Cup WG1 R1: DEN vs BRA,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 den vs bra,Davis Cup WG1 R1: DEN vs BRA,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 gre vs svk,Davis Cup WG1 R1: GRE vs SVK,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 gre vs svk,Davis Cup WG1 R1: GRE vs SVK,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 hun vs ukr,Davis Cup WG1 R1: HUN vs UKR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 hun vs ukr,Davis Cup WG1 R1: HUN vs UKR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 ind vs nor,Davis Cup WG1 R1: IND vs NOR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 ind vs nor,Davis Cup WG1 R1: IND vs NOR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 isr vs ukr,Davis Cup WG1 R1: ISR vs UKR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 isr vs ukr,Davis Cup WG1 R1: ISR vs UKR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 jpn vs col,Davis Cup WG1 R1: JPN vs COL,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 jpn vs col,Davis Cup WG1 R1: JPN vs COL,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 jpn vs uzb,Davis Cup WG1 R1: JPN vs UZB,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 jpn vs uzb,Davis Cup WG1 R1: JPN vs UZB,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 kaz vs den,Davis Cup WG1 R1: KAZ vs DEN,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 kaz vs den,Davis Cup WG1 R1: KAZ vs DEN,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 nor vs por,Davis Cup WG1 R1: NOR vs POR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 nor vs por,Davis Cup WG1 R1: NOR vs POR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 pol vs kor,Davis Cup WG1 R1: POL vs KOR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 pol vs kor,Davis Cup WG1 R1: POL vs KOR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 srb vs gre,Davis Cup WG1 R1: SRB vs GRE,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 srb vs gre,Davis Cup WG1 R1: SRB vs GRE,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 sui vs per,Davis Cup WG1 R1: SUI vs PER,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 sui vs per,Davis Cup WG1 R1: SUI vs PER,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 svk vs rou,Davis Cup WG1 R1: SVK vs ROU,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 svk vs rou,Davis Cup WG1 R1: SVK vs ROU,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg1 r1 swe vs ind,Davis Cup WG1 R1: SWE vs IND,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg1 r1 swe vs ind,Davis Cup WG1 R1: SWE vs IND,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po bol vs geo,Davis Cup WG2 PO: BOL vs GEO,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po bol vs geo,Davis Cup WG2 PO: BOL vs GEO,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po bol vs tha,Davis Cup WG2 PO: BOL vs THA,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po bol vs tha,Davis Cup WG2 PO: BOL vs THA,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po cyp vs mar,Davis Cup WG2 PO: CYP vs MAR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po cyp vs mar,Davis Cup WG2 PO: CYP vs MAR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po esa vs jor,Davis Cup WG2 PO: ESA vs JOR,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po esa vs jor,Davis Cup WG2 PO: ESA vs JOR,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po esa vs poc,Davis Cup WG2 PO: ESA vs POC,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po esa vs poc,Davis Cup WG2 PO: ESA vs POC,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po hkg vs ben,Davis Cup WG2 PO: HKG vs BEN,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po hkg vs ben,Davis Cup WG2 PO: HKG vs BEN,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po hkg vs zim,Davis Cup WG2 PO: HKG vs ZIM,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po hkg vs zim,Davis Cup WG2 PO: HKG vs ZIM,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po iri vs est,Davis Cup WG2 PO: IRI vs EST,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po iri vs est,Davis Cup WG2 PO: IRI vs EST,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 po par vs mon,Davis Cup WG2 PO: PAR vs MON,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 po par vs mon,Davis Cup WG2 PO: PAR vs MON,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 bar vs pak,Davis Cup WG2 R1: BAR vs PAK,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 bar vs pak,Davis Cup WG2 R1: BAR vs PAK,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 bol vs tha,Davis Cup WG2 R1: BOL vs THA,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 bol vs tha,Davis Cup WG2 R1: BOL vs THA,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 bol vs uru,Davis Cup WG2 R1: BOL vs URU,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 bol vs uru,Davis Cup WG2 R1: BOL vs URU,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 lbn vs jam,Davis Cup WG2 R1: LBN vs JAM,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 lbn vs jam,Davis Cup WG2 R1: LBN vs JAM,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 lbn vs rsa,Davis Cup WG2 R1: LBN vs RSA,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 lbn vs rsa,Davis Cup WG2 R1: LBN vs RSA,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 mar vs mon,Davis Cup WG2 R1: MAR vs MON,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 mar vs mon,Davis Cup WG2 R1: MAR vs MON,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 mex vs chn,Davis Cup WG2 R1: MEX vs CHN,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 mex vs chn,Davis Cup WG2 R1: MEX vs CHN,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 mon vs ecu,Davis Cup WG2 R1: MON vs ECU,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 mon vs ecu,Davis Cup WG2 R1: MON vs ECU,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 slo vs est,Davis Cup WG2 R1: SLO vs EST,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 slo vs est,Davis Cup WG2 R1: SLO vs EST,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 tog vs lat,Davis Cup WG2 R1: TOG vs LAT,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 tog vs lat,Davis Cup WG2 R1: TOG vs LAT,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 tpe vs hkg,Davis Cup WG2 R1: TPE vs HKG,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 tpe vs hkg,Davis Cup WG2 R1: TPE vs HKG,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 tun vs gre,Davis Cup WG2 R1: TUN vs GRE,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 tun vs gre,Davis Cup WG2 R1: TUN vs GRE,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 uru vs egy,Davis Cup WG2 R1: URU vs EGY,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 uru vs egy,Davis Cup WG2 R1: URU vs EGY,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
davis cup wg2 r1 uzb vs est,Davis Cup WG2 R1: UZB vs EST,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_MD,6,3,3,50.0,51.8285,0,0,,BR,1,6
davis cup wg2 r1 uzb vs est,Davis Cup WG2 R1: UZB vs EST,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_unseeded,6,3,3,50.0,45.0685,0,0,,BR,1,6
geneva,Geneva,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_WC,6,1,5,16.6667,34.6154,5,1,20.0,R16,6,6
gijon,Gijon,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_Q,6,2,4,33.3333,38.6399,4,2,50.0,R16,6,6
gijon,Gijon,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_WC,6,2,4,33.3333,38.4615,4,1,25.0,QF,7,6
gijon,Gijon,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_1_2,6,5,1,83.3333,74.9933,0,0,,F,9,6
halle,Halle,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_SE,6,4,2,66.6667,53.8462,2,2,100.0,SF,8,6
hertogenbosch,'s-Hertogenbosch,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_Q,6,2,4,33.3333,38.6399,4,2,50.0,R16,6,6
hong kong,Hong Kong,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_Q,6,2,4,33.3333,38.6399,4,2,50.0,R16,6,6
hong kong,Hong Kong,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_WC,6,3,3,50.0,42.3077,3,1,33.3333,SF,8,6
naples,Naples,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_Q,6,2,4,33.3333,38.6399,4,1,25.0,QF,7,6
naples,Naples,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_1_2,6,4,2,66.6667,71.1472,0,0,,F,9,6
next gen finals,Next Gen Finals,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_3_4,6,0,6,0.0,50.2055,0,0,,BR,1,6
paris olympics,Paris Olympics,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_ITF,6,1,5,16.6667,16.6667,5,1,20.0,R32,5,6
pune,Pune,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_WC,6,0,6,0.0,30.7692,6,0,0.0,R32,5,6
rio de janeiro,Rio de Janeiro,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_SE,6,4,2,66.6667,53.8462,2,2,100.0,SF,8,6
rotterdam,Rotterdam,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_PR,6,4,2,66.6667,52.0979,2,2,100.0,QF,7,6
s hertogenbosch,s Hertogenbosch,prior_editions,prior_to_2025,2022,2024,2025,entry,entry_LL,6,4,2,66.6667,40.6856,2,2,100.0,SF,8,6
seoul,Seoul,prior_editions,prior_to_2025,2022,2024,2025,seed,seed_5_8,6,3,3,50.0,57.7404,3,1,33.3333,SF,8,6
