rung,feature_family,status,folds,oof_n,incumbent_log_loss,residual_log_loss,delta_log_loss,ci_low,ci_high,worst_fold_delta
1,serve_return_differential+uncertainty_gate,FAIL_RUNG_1,6,3818,0.609767,0.609706,-0.000062,-0.000085,-0.000039,-0.000022
