date,tournament,winner_id,loser_id,winner_name,loser_name,winner_rank,loser_rank,winner_points,loser_points,join_method
2022-04-22,Barcelona Open,17829,40434,Diego Sebastian Schwartzman,Felix Auger Aliassime,15,9,2715,3625,surname
2022-04-22,Barcelona Open,17829,63572,Diego Sebastian Schwartzman,Lorenzo Musetti,15,66,2715,871,surname
2022-04-22,Barcelona Open,27851,13674,Cameron Norrie,Marton Fucsovics,10,53,3440,979,surname
2022-04-22,Barcelona Open,30470,11953,Stefanos Tsitsipas,Grigor Dimitrov,5,23,5980,1728,surname
2022-04-22,Barcelona Open,33648,37105,Casper Ruud,Emil Ruusuvuori,7,73,4110,856,surname
2022-04-22,Barcelona Open,39309,27851,Alex De Minaur,Cameron Norrie,25,10,1601,3440,surname
2022-04-22,Barcelona Open,40434,24232,Felix Auger Aliassime,Alejandro Pascacio F.,9,29,3625,1488,surname
2022-04-22,Barcelona Open,68074,30470,Carlos Alcaraz,Stefanos Tsitsipas,11,5,3330,5980,surname
2022-04-22,Serbia Open,29372,20648,Andrey Rublev,Taro Daniel,8,104,3865,642,surname
2022-04-22,Serbia Open,4067,20819,Fabio Fognini,Oscar Otte,62,70,906,862,surname
2022-04-23,Serbia Open,29372,4067,Andrey Rublev,Fabio Fognini,8,62,3865,906,surname
2022-04-23,Serbia Open,5992,25543,Novak Djokovic,Karen Khachanov,1,26,8340,1566,surname
2022-04-24,Barcelona Open,14432,17829,Pablo Carreno-Busta,Diego Sebastian Schwartzman,19,15,2015,2715,surname
2022-04-24,Barcelona Open,68074,14432,Carlos Alcaraz,Pablo Carreno-Busta,11,19,3330,2015,surname
2022-04-24,Barcelona Open,68074,39309,Carlos Alcaraz,Alex De Minaur,11,25,3330,1601,surname
2022-04-24,Serbia Open,29372,5992,Andrey Rublev,Novak Djokovic,8,1,3865,8340,surname
2022-04-25,BMW Open,29732,678,Daniel Altmaier,Philipp Kohlschreiber,67,132,870,486,surname
2022-04-25,BMW Open,34337,74153,Miomir Kecmanovic,Max Hans Rehberg,38,1067,1211,9,surname
2022-04-25,BMW Open,34539,17928,Alex Molcan,Norbert Gombos,46,106,1028,619,surname
2022-04-25,BMW Open,37105,24225,Emil Ruusuvuori,Yoshihito Nishioka,63,86,889,756,surname
2022-04-25,BMW Open,69471,61838,Holger Rune,Jiri Lehecka,70,88,859,743,surname
2022-04-25,Millennium Estoril Open,24232,12190,Alejandro Pascacio F.,Dusan Lajovic,29,78,1513,801,surname
2022-04-25,Millennium Estoril Open,29579,18720,Bernabe Zapata Miralles,Federico Coria,123,52,538,981,surname
2022-04-25,Millennium Estoril Open,31834,12043,Si Wook Kwon,Benoit Paire,71,60,858,899,surname
2022-04-26,BMW Open,20819,84561,Oscar Otte,Marko Topo,62,756,893,24,surname
2022-04-26,BMW Open,28296,18094,Ilya Ivashka,Mackenzie Mcdonald,44,51,1099,982,surname
2022-04-26,BMW Open,46747,18736,Hugo Gaston,Marcos Giron,72,53,857,975,surname
2022-04-26,BMW Open,54207,9305,Maxime Cressy,Daniel Evans,65,35,876,1242,surname
2022-04-26,Millennium Estoril Open,18477,18017,Hugo Dellien,Jiri Vesely,85,74,758,847,surname
2022-04-26,Millennium Estoril Open,28899,20650,Benjamin Bonzi,Dominic Thiem,58,93,921,725,surname
2022-04-26,Millennium Estoril Open,29665,36449,Carlos Taberner,Lloyd Harris,92,39,729,1210,surname
2022-04-26,Millennium Estoril Open,3577,21506,Pablo Cuevas,Roberto Carballes Baena,107,100,619,683,surname
2022-04-26,Millennium Estoril Open,42451,14727,Sebastian Korda,Pierre-Hugues Herbert,37,157,1215,387,surname
2022-04-26,Millennium Estoril Open,52721,11923,Sebastian Baez,Joao Sousa,59,83,921,765,surname
2022-04-26,Millennium Estoril Open,6691,22433,Albert Ramos-Vinolas,Jordan Thompson,31,87,1266,748,surname
2022-04-26,Millennium Estoril Open,674,49583,Richard Gasquet,Vinay Kumar T,,,,,miss
2022-04-27,BMW Open,14716,28296,Nikoloz Basilashvili,Ilya Ivashka,20,44,1788,1099,surname
2022-04-27,BMW Open,18772,9831,Egor Gerasimov,John Millman,150,79,412,793,surname
2022-04-27,BMW Open,24249,56846,Botic Van De Zandschulp,Brandon Nakashima,40,76,1161,810,surname
2022-04-27,BMW Open,30087,24840,Alejandro Tabilo,Cristian Garin,91,30,732,1338,surname
2022-04-27,BMW Open,34337,29732,Miomir Kecmanovic,Daniel Altmaier,38,67,1211,870,surname
2022-04-27,BMW Open,37105,54207,Emil Ruusuvuori,Maxime Cressy,63,65,889,876,surname
2022-04-27,BMW Open,69471,24008,Holger Rune,Alexander Zverev,70,3,859,7465,surname
2022-04-27,Millennium Estoril Open,24232,31446,Alejandro Pascacio F.,Nuno Borges,29,131,1513,493,surname
2022-04-27,Millennium Estoril Open,36519,29579,Alejandro Davidovich Fokina,Bernabe Zapata Miralles,28,123,1515,538,surname
2022-04-27,Millennium Estoril Open,6691,31834,Albert Ramos-Vinolas,Si Wook Kwon,31,71,1266,858,surname
2022-04-27,Millennium Estoril Open,672,3577,Fernando Verdasco,Pablo Cuevas,118,107,554,619,surname
2022-04-28,BMW Open,20819,28087,Oscar Otte,Reilly Opelka,62,17,893,2475,surname
2022-04-28,BMW Open,24249,18772,Botic Van De Zandschulp,Egor Gerasimov,40,150,1161,412,surname
2022-04-28,BMW Open,33648,34539,Casper Ruud,Alex Molcan,7,46,4110,1028,surname
2022-04-28,Millennium Estoril Open,40434,29665,Felix Auger Aliassime,Carlos Taberner,10,92,3625,729,surname
2022-04-28,Millennium Estoril Open,42451,28899,Sebastian Korda,Benjamin Bonzi,37,58,1215,921,surname
2022-04-28,Millennium Estoril Open,52721,6101,Sebastian Baez,Marin Cilic,59,23,921,1740,surname
2022-04-28,Millennium Estoril Open,674,18477,Richard Gasquet,Hugo Dellien,80,85,786,758,surname
2022-04-29,BMW Open,20819,30087,Oscar Otte,Alejandro Tabilo,62,91,893,732,surname
2022-04-29,BMW Open,24249,33648,Botic Van De Zandschulp,Casper Ruud,40,7,1161,4110,surname
2022-04-29,BMW Open,34337,14716,Miomir Kecmanovic,Nikoloz Basilashvili,38,20,1211,1788,surname
2022-04-29,BMW Open,69471,37105,Holger Rune,Emil Ruusuvuori,70,63,859,889,surname
2022-04-29,Millennium Estoril Open,24232,36519,Alejandro Pascacio F.,Alejandro Davidovich Fokina,29,28,1513,1515,surname
2022-04-29,Millennium Estoril Open,42451,40434,Sebastian Korda,Felix Auger Aliassime,37,10,1215,3625,surname
2022-04-29,Millennium Estoril Open,52721,674,Sebastian Baez,Richard Gasquet,59,80,921,786,surname
2022-04-29,Millennium Estoril Open,6691,672,Albert Ramos-Vinolas,Fernando Verdasco,31,118,1266,554,surname
2022-04-30,BMW Open,24249,34337,Botic Van De Zandschulp,Miomir Kecmanovic,40,38,1161,1211,surname
2022-04-30,BMW Open,69471,20819,Holger Rune,Oscar Otte,70,62,859,893,surname
2022-04-30,Millennium Estoril Open,24232,42451,Alejandro Pascacio F.,Sebastian Korda,29,37,1513,1215,surname
2022-04-30,Millennium Estoril Open,52721,6691,Sebastian Baez,Albert Ramos-Vinolas,59,31,921,1266,surname
2022-05-01,Millennium Estoril Open,52721,24232,Sebastian Baez,Alejandro Pascacio F.,59,29,921,1513,surname
2022-05-01,Mutua Madrid Open,5837,13277,John Isner,Filip Krajinovic,23,56,1706,960,surname
2022-05-01,Mutua Madrid Open,63017,31392,Jack Draper,Lorenzo Sonego,121,28,544,1540,surname
2022-05-01,Mutua Madrid Open,9305,11940,Daniel Evans,Federico Delbonis,36,37,1242,1219,surname
2022-05-02,Mutua Madrid Open,1075,20650,Andy Murray,Dominic Thiem,78,91,783,725,surname
2022-05-02,Mutua Madrid Open,11226,18524,David Goffin,Aslan Karatsev,60,34,913,1253,surname
2022-05-02,Mutua Madrid Open,11953,54207,Grigor Dimitrov,Maxime Cressy,20,64,1750,888,surname
2022-05-02,Mutua Madrid Open,12190,25165,Dusan Lajovic,Borna Coric,77,264,801,191,surname
2022-05-02,Mutua Madrid Open,14716,4067,Nikoloz Basilashvili,Fabio Fognini,27,51,1583,986,surname
2022-05-02,Mutua Madrid Open,17829,12043,Diego Sebastian Schwartzman,Benoit Paire,15,62,2805,899,surname
2022-05-02,Mutua Madrid Open,20193,25543,Lucas Pouille,Karen Khachanov,174,26,338,1633,surname
2022-05-02,Mutua Madrid Open,27851,31834,Cameron Norrie,Si Wook Kwon,11,73,3335,828,surname
2022-05-02,Mutua Madrid Open,33502,38911,Denis Shapovalov,Ugo Humbert,16,46,2671,1053,surname
2022-05-02,Mutua Madrid Open,36519,36449,Alejandro Davidovich Fokina,Lloyd Harris,29,38,1470,1200,surname
2022-05-02,Mutua Madrid Open,39309,5829,Alex De Minaur,Pablo Martinez,22,44,1736,1105,surname
2022-05-02,Mutua Madrid Open,47275,49583,Jannik Sinner,Vinay Kumar T,,,,,miss
2022-05-02,Mutua Madrid Open,5917,51854,Gael Monfils,Carlos Gimeno Valero,21,369,1745,114,surname
2022-05-02,Mutua Madrid Open,63572,28296,Lorenzo Musetti,Ilya Ivashka,63,48,896,1017,surname
2022-05-03,Mutua Madrid Open,1075,33502,Andy Murray,Denis Shapovalov,78,16,783,2671,surname
2022-05-03,Mutua Madrid Open,1837,40609,Roberto Bautista Agut,Jenson Brooksby,19,42,1993,1107,surname
2022-05-03,Mutua Madrid Open,24249,14432,Botic Van De Zandschulp,Pablo Carreno-Busta,31,18,1294,2135,surname
2022-05-03,Mutua Madrid Open,24840,24232,Cristian Garin,Alejandro Pascacio F.,39,25,1168,1640,surname
2022-05-03,Mutua Madrid Open,26473,18477,Hubert Hurkacz,Hugo Dellien,14,81,3008,775,surname
2022-05-03,Mutua Madrid Open,29372,63017,Andrey Rublev,Jack Draper,8,121,4025,544,surname
2022-05-03,Mutua Madrid Open,34337,24245,Miomir Kecmanovic,Alexander Bublik,32,33,1291,1263,surname
2022-05-03,Mutua Madrid Open,42451,28087,Sebastian Korda,Reilly Opelka,30,17,1301,2465,surname
2022-05-03,Mutua Madrid Open,5992,5917,Novak Djokovic,Gael Monfils,1,21,8400,1745,surname
2022-05-03,Mutua Madrid Open,6101,6691,Marin Cilic,Albert Ramos-Vinolas,24,43,1695,1106,surname
2022-05-03,Mutua Madrid Open,68074,14716,Carlos Alcaraz,Nikoloz Basilashvili,9,27,3818,1583,surname
2022-05-04,Mutua Madrid Open,11226,24249,David Goffin,Botic Van De Zandschulp,60,31,913,1294,surname
2022-05-04,Mutua Madrid Open,11953,17829,Grigor Dimitrov,Diego Sebastian Schwartzman,20,15,1750,2805,surname
2022-05-04,Mutua Madrid Open,12190,33648,Dusan Lajovic,Casper Ruud,77,7,801,4110,surname
2022-05-04,Mutua Madrid Open,24008,6101,Alexander Zverev,Marin Cilic,3,24,7420,1695,surname
2022-05-04,Mutua Madrid Open,26473,36519,Hubert Hurkacz,Alejandro Davidovich Fokina,14,29,3008,1470,surname
2022-05-04,Mutua Madrid Open,27851,5837,Cameron Norrie,John Isner,11,23,3335,1706,surname
2022-05-04,Mutua Madrid Open,30470,20193,Stefanos Tsitsipas,Lucas Pouille,5,174,5690,338,surname
2022-05-04,Mutua Madrid Open,40434,24840,Felix Auger Aliassime,Cristian Garin,10,39,3625,1168,surname
2022-05-04,Mutua Madrid Open,47275,39309,Jannik Sinner,Alex De Minaur,12,22,3015,1736,surname
2022-05-04,Mutua Madrid Open,63572,42451,Lorenzo Musetti,Sebastian Korda,63,30,896,1301,surname
2022-05-04,Mutua Madrid Open,677,34337,Rafael Nadal,Miomir Kecmanovic,4,32,6435,1291,surname
2022-05-04,Mutua Madrid Open,9305,1837,Daniel Evans,Roberto Bautista Agut,36,19,1242,1993,surname
2022-05-05,Mutua Madrid Open,26473,12190,Hubert Hurkacz,Dusan Lajovic,14,77,3008,801,surname
2022-05-05,Mutua Madrid Open,29372,9305,Andrey Rublev,Daniel Evans,8,36,4025,1242,surname
2022-05-05,Mutua Madrid Open,30470,11953,Stefanos Tsitsipas,Grigor Dimitrov,5,20,5690,1750,surname
2022-05-05,Mutua Madrid Open,40434,47275,Felix Auger Aliassime,Jannik Sinner,10,12,3625,3015,surname
2022-05-05,Mutua Madrid Open,677,11226,Rafael Nadal,David Goffin,4,60,6435,913,surname
2022-05-05,Mutua Madrid Open,68074,27851,Carlos Alcaraz,Cameron Norrie,9,11,3818,3335,surname
2022-05-06,Mutua Madrid Open,24008,40434,Alexander Zverev,Felix Auger Aliassime,3,10,7420,3625,surname
2022-05-06,Mutua Madrid Open,30470,29372,Stefanos Tsitsipas,Andrey Rublev,5,8,5690,4025,surname
2022-05-06,Mutua Madrid Open,5992,26473,Novak Djokovic,Hubert Hurkacz,1,14,8400,3008,surname
2022-05-06,Mutua Madrid Open,68074,677,Carlos Alcaraz,Rafael Nadal,9,4,3818,6435,surname
2022-05-07,Mutua Madrid Open,24008,30470,Alexander Zverev,Stefanos Tsitsipas,3,5,7420,5690,surname
2022-05-07,Mutua Madrid Open,68074,5992,Carlos Alcaraz,Novak Djokovic,9,1,3818,8400,surname
2022-05-08,Internazionali BNL d'Italia,13277,24232,Filip Krajinovic,Alejandro Pascacio F.,54,26,960,1605,surname
2022-05-08,Internazionali BNL d'Italia,18524,36449,Aslan Karatsev,Lloyd Harris,35,36,1173,1163,surname
2022-05-08,Internazionali BNL d'Italia,24840,63021,Cristian Garin,Francesco Passaro,45,368,1033,117,surname
2022-05-08,Internazionali BNL d'Italia,6101,73956,Marin Cilic,Matteo Arnaldi,23,275,1650,181,surname
2022-05-08,Mutua Madrid Open,68074,24008,Carlos Alcaraz,Alexander Zverev,9,3,3818,7420,surname
2022-05-09,Internazionali BNL d'Italia,1092,28087,Stan Wawrinka,Reilly Opelka,361,17,119,2440,surname
2022-05-09,Internazionali BNL d'Italia,14432,11940,Pablo Carreno-Busta,Federico Delbonis,18,39,2135,1114,surname
2022-05-09,Internazionali BNL d'Italia,14716,9305,Nikoloz Basilashvili,Daniel Evans,25,33,1618,1242,surname
2022-05-09,Internazionali BNL d'Italia,18736,24245,Marcos Giron,Alexander Bublik,59,41,914,1093,surname
2022-05-09,Internazionali BNL d'Italia,24084,25165,Laslo Djere,Borna Coric,58,262,931,196,surname
2022-05-09,Internazionali BNL d'Italia,24249,42451,Botic Van De Zandschulp,Sebastian Korda,32,30,1319,1336,surname
2022-05-09,Internazionali BNL d'Italia,25543,57769,Karen Khachanov,Giulio Zeppieri,24,227,1620,233,surname
2022-05-09,Internazionali BNL d'Italia,33502,31392,Denis Shapovalov,Lorenzo Sonego,16,28,2671,1540,surname
2022-05-09,Internazionali BNL d'Italia,36519,28296,Alejandro Davidovich Fokina,Ilya Ivashka,29,50,1470,1007,surname
2022-05-09,Internazionali BNL d'Italia,39309,12190,Alex De Minaur,Dusan Lajovic,22,64,1691,906,surname
2022-05-09,Internazionali BNL d'Italia,40609,67546,Jenson Brooksby,Flavio Cobolli,38,150,1117,418,surname
2022-05-09,Internazionali BNL d'Italia,4067,20650,Fabio Fognini,Dominic Thiem,56,162,951,375,surname
2022-05-09,Internazionali BNL d'Italia,49583,6691,Vinay Kumar T,Albert Ramos-Vinolas,,,,,miss
2022-05-10,Internazionali BNL d'Italia,11226,26473,David Goffin,Hubert Hurkacz,48,12,1023,3130,surname
2022-05-10,Internazionali BNL d'Italia,11953,56846,Grigor Dimitrov,Brandon Nakashima,20,76,1830,810,surname
2022-05-10,Internazionali BNL d'Italia,13277,29372,Filip Krajinovic,Andrey Rublev,54,7,960,4115,surname
2022-05-10,Internazionali BNL d'Italia,17829,34337,Diego Sebastian Schwartzman,Miomir Kecmanovic,15,31,2760,1326,surname
2022-05-10,Internazionali BNL d'Italia,24840,37105,Cristian Garin,Emil Ruusuvuori,45,61,1033,914,surname
2022-05-10,Internazionali BNL d'Italia,27851,71221,Cameron Norrie,Luca Nardi,11,201,3380,290,surname
2022-05-10,Internazionali BNL d'Italia,33502,14716,Denis Shapovalov,Nikoloz Basilashvili,16,25,2671,1618,surname
2022-05-10,Internazionali BNL d'Italia,33648,24249,Casper Ruud,Botic Van De Zandschulp,10,32,3760,1319,surname
2022-05-10,Internazionali BNL d'Italia,40434,36519,Felix Auger Aliassime,Alejandro Davidovich Fokina,9,29,3760,1470,surname
2022-05-10,Internazionali BNL d'Italia,47275,5829,Jannik Sinner,Pablo Martinez,13,40,3060,1095,surname
2022-05-10,Internazionali BNL d'Italia,52721,33860,Sebastian Baez,Tallon Griekspoor,37,67,1163,881,surname
2022-05-10,Internazionali BNL d'Italia,5837,52279,John Isner,Francisco Cerundolo,27,49,1571,1016,surname
2022-05-10,Internazionali BNL d'Italia,5992,18524,Novak Djokovic,Aslan Karatsev,1,35,8260,1173,surname
2022-05-11,Internazionali BNL d'Italia,1092,24084,Stan Wawrinka,Laslo Djere,361,58,119,931,surname
2022-05-11,Internazionali BNL d'Italia,18736,17829,Marcos Giron,Diego Sebastian Schwartzman,59,15,914,2760,surname
2022-05-11,Internazionali BNL d'Italia,24008,52721,Alexander Zverev,Sebastian Baez,3,37,7020,1163,surname
2022-05-11,Internazionali BNL d'Italia,25543,14432,Karen Khachanov,Pablo Carreno-Busta,24,18,1620,2135,surname
2022-05-11,Internazionali BNL d'Italia,30470,11953,Stefanos Tsitsipas,Grigor Dimitrov,5,20,5750,1830,surname
2022-05-11,Internazionali BNL d'Italia,39309,49583,Alex De Minaur,Vinay Kumar T,,,,,miss
2022-05-11,Internazionali BNL d'Italia,40609,11226,Jenson Brooksby,David Goffin,38,48,1117,1023,surname
2022-05-11,Internazionali BNL d'Italia,47275,4067,Jannik Sinner,Fabio Fognini,13,56,3060,951,surname
2022-05-11,Internazionali BNL d'Italia,6101,27851,Marin Cilic,Cameron Norrie,23,11,1650,3380,surname
2022-05-11,Internazionali BNL d'Italia,677,5837,Rafael Nadal,John Isner,4,27,6435,1571,surname
2022-05-12,Internazionali BNL d'Italia,24008,39309,Alexander Zverev,Alex De Minaur,3,22,7020,1691,surname
2022-05-12,Internazionali BNL d'Italia,24840,6101,Cristian Garin,Marin Cilic,45,23,1033,1650,surname
2022-05-12,Internazionali BNL d'Italia,30470,25543,Stefanos Tsitsipas,Karen Khachanov,5,24,5750,1620,surname
2022-05-12,Internazionali BNL d'Italia,33502,677,Denis Shapovalov,Rafael Nadal,16,4,2671,6435,surname
2022-05-12,Internazionali BNL d'Italia,33648,40609,Casper Ruud,Jenson Brooksby,10,38,3760,1117,surname
2022-05-12,Internazionali BNL d'Italia,40434,18736,Felix Auger Aliassime,Marcos Giron,9,59,3760,914,surname
2022-05-12,Internazionali BNL d'Italia,47275,13277,Jannik Sinner,Filip Krajinovic,13,54,3060,960,surname
2022-05-12,Internazionali BNL d'Italia,5992,1092,Novak Djokovic,Stan Wawrinka,1,361,8260,119,surname
2022-05-13,Internazionali BNL d'Italia,24008,24840,Alexander Zverev,Cristian Garin,3,45,7020,1033,surname
2022-05-13,Internazionali BNL d'Italia,30470,47275,Stefanos Tsitsipas,Jannik Sinner,5,13,5750,3060,surname
2022-05-13,Internazionali BNL d'Italia,33648,33502,Casper Ruud,Denis Shapovalov,10,16,3760,2671,surname
2022-05-13,Internazionali BNL d'Italia,5992,40434,Novak Djokovic,Felix Auger Aliassime,1,9,8260,3760,surname
2022-05-14,Internazionali BNL d'Italia,30470,24008,Stefanos Tsitsipas,Alexander Zverev,5,3,5750,7020,surname
2022-05-14,Internazionali BNL d'Italia,5992,33648,Novak Djokovic,Casper Ruud,1,10,8260,3760,surname
2022-05-15,Geneva Open,28898,24245,Kamil Majchrzak,Alexander Bublik,81,41,762,1083,surname
2022-05-15,Geneva Open,33860,49583,Tallon Griekspoor,Vinay Kumar T,,,,,miss
2022-05-15,Internazionali BNL d'Italia,5992,30470,Novak Djokovic,Stefanos Tsitsipas,1,5,8260,5750,surname
2022-05-15,Lyon Open,52279,11517,Francisco Cerundolo,James Duckworth,44,70,1041,848,surname
2022-05-15,Lyon Open,69471,28170,Holger Rune,Arthur Rinderknech,40,65,1089,907,surname
2022-05-15,Lyon Open,7806,18524,Adrian Mannarino,Aslan Karatsev,73,39,838,1128,surname
2022-05-16,Geneva Open,11940,9833,Federico Delbonis,Ricardas Berankis,62,101,919,645,surname
2022-05-16,Geneva Open,12043,37105,Benoit Paire,Emil Ruusuvuori,67,61,889,920,surname
2022-05-16,Geneva Open,20104,20650,Marco Cecchinato,Dominic Thiem,134,194,475,295,surname
2022-05-16,Geneva Open,28296,18736,Ilya Ivashka,Marcos Giron,50,49,997,1011,surname
2022-05-16,Geneva Open,674,9831,Richard Gasquet,John Millman,75,93,808,698,surname
2022-05-16,Lyon Open,20819,20193,Oscar Otte,Lucas Pouille,60,163,935,360,surname
2022-05-16,Lyon Open,25543,21668,Karen Khachanov,Juan Pablo Boada G.,24,159,1665,379,surname
2022-05-16,Lyon Open,31834,10995,Si Wook Kwon,Aljaz Bedene,71,175,848,336,surname
2022-05-16,Lyon Open,34539,3985,Alex Molcan,Jo-Wilfried Tsonga,47,267,1029,191,surname
2022-05-16,Lyon Open,38911,20654,Ugo Humbert,Gregoire Barrere,45,209,1034,269,surname
2022-05-16,Lyon Open,52721,37532,Sebastian Baez,Tomas Martin Etcheverry,38,90,1149,715,surname
2022-05-17,Geneva Open,11923,1841,Joao Sousa,Pablo Andujar,79,83,768,746,surname
2022-05-17,Geneva Open,22432,4067,Thanasi Kokkinakis,Fabio Fognini,85,52,723,986,surname
2022-05-17,Geneva Open,24721,6691,Christopher O'Connell,Albert Ramos-Vinolas,,,,,miss
2022-05-17,Geneva Open,28898,20104,Kamil Majchrzak,Marco Cecchinato,81,134,762,475,surname
2022-05-17,Geneva Open,29829,79064,Johan Nikles,Leandro Riedi,317,301,156,162,surname
2022-05-17,Geneva Open,674,22807,Richard Gasquet,Daniil Medvedev,75,2,808,7980,surname
2022-05-17,Lyon Open,18720,29732,Federico Coria,Daniel Altmaier,59,54,937,970,surname
2022-05-17,Lyon Open,27851,52279,Cameron Norrie,Francisco Cerundolo,11,44,3355,1041,surname
2022-05-17,Lyon Open,30397,46747,Manuel Guinard,Hugo Gaston,158,68,392,867,surname
2022-05-17,Lyon Open,39309,38911,Alex De Minaur,Ugo Humbert,21,45,1771,1034,surname
2022-05-17,Lyon Open,52721,20819,Sebastian Baez,Oscar Otte,38,60,1149,935,surname
2022-05-18,Geneva Open,11923,14716,Joao Sousa,Nikoloz Basilashvili,79,25,768,1653,surname
2022-05-18,Geneva Open,22432,11940,Thanasi Kokkinakis,Federico Delbonis,85,62,723,919,surname
2022-05-18,Geneva Open,28087,24721,Reilly Opelka,Christopher O'Connell,,,,,miss
2022-05-18,Geneva Open,28296,33502,Ilya Ivashka,Denis Shapovalov,50,15,997,2671,surname
2022-05-18,Geneva Open,33648,12043,Casper Ruud,Benoit Paire,8,67,3940,889,surname
2022-05-18,Geneva Open,33860,29829,Tallon Griekspoor,Johan Nikles,64,317,912,156,surname
2022-05-18,Lyon Open,18720,14432,Federico Coria,Pablo Carreno-Busta,59,17,937,2135,surname
2022-05-18,Lyon Open,34539,25543,Alex Molcan,Karen Khachanov,47,24,1029,1665,surname
