signal_date,time_utc,match_date,bet_type,player1,player2,player1_id,player2_id,surface,series,confidence,side,spread_line,value_pct,history_sub_reason,fallback_reason,surname_keys_generated,nearest_in_window_capture_1,nearest_in_window_capture_2,nearest_in_window_capture_3,signal_profile,policy_mode
2026-03-07,12:43:02,2026-03-08,match,Ben Shelton,Learner Tien,87562,93452,Hard,Masters 1000,high,P1,,11.27,history_not_found,pair_not_found,ben shelton|learner;ben shelton|learner tien;ben shelton|learnertien;ben shelton|tien;benshelton|learner;benshelton|learner tien;benshelton|learnertien;benshelton|tien;ben|learner;ben|learner tien;ben|learnertien;ben|tien;shelton|learner;shelton|learner tien;shelton|learnertien;shelton|tien,,,,,base
2026-03-07,23:58:27,2026-03-08,match,Rinky Hijikata,Luciano Darderi,58149,76127,Hard,Masters 1000,high,P1,,21.32,history_not_found,pair_not_found,hijikata|darderi;hijikata|luciano;hijikata|luciano darderi;hijikata|lucianodarderi;rinky hijikata|darderi;rinky hijikata|luciano;rinky hijikata|luciano darderi;rinky hijikata|lucianodarderi;rinkyhijikata|darderi;rinkyhijikata|luciano;rinkyhijikata|luciano darderi;rinkyhijikata|lucianodarderi;rinky|darderi;rinky|luciano;rinky|luciano darderi;rinky|lucianodarderi,,,,,base
2026-03-07,23:58:27,2026-03-08,match,Ugo Humbert,Alex Michelsen,38911,92985,Hard,Masters 1000,high,P1,,15.34,history_not_found,pair_not_found,humbert|alex;humbert|alex michelsen;humbert|alexmichelsen;humbert|michelsen;ugo humbert|alex;ugo humbert|alex michelsen;ugo humbert|alexmichelsen;ugo humbert|michelsen;ugohumbert|alex;ugohumbert|alex michelsen;ugohumbert|alexmichelsen;ugohumbert|michelsen;ugo|alex;ugo|alex michelsen;ugo|alexmichelsen;ugo|michelsen,,,,,base
2026-03-08,11:46:19,2026-03-08,match,Joao Fonseca,Tommy Paul,91521,29935,Hard,Masters 1000,high,P1,,11.33,history_not_found,pair_not_found,fonseca|paul;fonseca|tommy;fonseca|tommy paul;fonseca|tommypaul;joao fonseca|paul;joao fonseca|tommy;joao fonseca|tommy paul;joao fonseca|tommypaul;joaofonseca|paul;joaofonseca|tommy;joaofonseca|tommy paul;joaofonseca|tommypaul;joao|paul;joao|tommy;joao|tommy paul;joao|tommypaul,,,,,base
2026-03-09,10:58:07,2026-03-13,match,Alex Michelsen,Taylor Harry Fritz,92985,29932,Hard,Masters 1000,high,P1,,15.27,history_not_found,pair_not_found,alex michelsen|fritz;alex michelsen|harry;alex michelsen|harry fritz;alex michelsen|harryfritz;alexmichelsen|fritz;alexmichelsen|harry;alexmichelsen|harry fritz;alexmichelsen|harryfritz;alex|fritz;alex|harry;alex|harry fritz;alex|harryfritz;michelsen|fritz;michelsen|harry;michelsen|harry fritz;michelsen|harryfritz,,,,,base
2026-03-09,10:58:07,2026-03-13,match,Daniil Medvedev,Sebastian Baez,22807,52721,Hard,Masters 1000,high,P2,,30.75,history_not_found,pair_not_found,daniil medvedev|baez;daniil medvedev|sebastian;daniil medvedev|sebastian baez;daniil medvedev|sebastianbaez;daniilmedvedev|baez;daniilmedvedev|sebastian;daniilmedvedev|sebastian baez;daniilmedvedev|sebastianbaez;daniil|baez;daniil|sebastian;daniil|sebastian baez;daniil|sebastianbaez;medvedev|baez;medvedev|sebastian;medvedev|sebastian baez;medvedev|sebastianbaez,Carlos Alcaraz vs Daniil Medvedev | 2026-03-13T17:35:58.656786+00:00 | source=supabase mode=close score=2 keys=token-only,Carlos Alcaraz vs Daniil Medvedev | 2026-03-13T17:42:40.791932+00:00 | source=supabase mode=close score=2 keys=token-only,,,base
2026-03-09,10:58:07,2026-03-13,match,Valentin Vacherot,Casper Ruud,36594,33648,Hard,Masters 1000,high,P1,,36.16,history_not_found,pair_not_found,vacherot|casper;vacherot|casper ruud;vacherot|casperruud;vacherot|ruud;valentin vacherot|casper;valentin vacherot|casper ruud;valentin vacherot|casperruud;valentin vacherot|ruud;valentinvacherot|casper;valentinvacherot|casper ruud;valentinvacherot|casperruud;valentinvacherot|ruud;valentin|casper;valentin|casper ruud;valentin|casperruud;valentin|ruud,Mariano Navone vs Valentin Royer | 2026-03-13T17:35:58.656786+00:00 | source=supabase mode=close score=1 keys=token-only,Mariano Navone vs Valentin Royer | 2026-03-13T17:42:40.791932+00:00 | source=supabase mode=close score=1 keys=token-only,,,base
2026-03-09,17:33:39,2026-03-13,match,Francisco Cerundolo,Jack Draper,52279,63017,Hard,Masters 1000,high,P1,,13.66,history_not_found,pair_not_found,cerundolo|draper;cerundolo|jack;cerundolo|jack draper;cerundolo|jackdraper;francisco cerundolo|draper;francisco cerundolo|jack;francisco cerundolo|jack draper;francisco cerundolo|jackdraper;franciscocerundolo|draper;franciscocerundolo|jack;franciscocerundolo|jack draper;franciscocerundolo|jackdraper;francisco|draper;francisco|jack;francisco|jack draper;francisco|jackdraper,,,,,base
2026-03-09,17:33:39,2026-03-13,match,Frances Tiafoe,Alexander Zverev,29939,24008,Hard,Masters 1000,high,P1,,19.16,history_not_found,pair_not_found,frances tiafoe|alexander;frances tiafoe|alexander zverev;frances tiafoe|alexanderzverev;frances tiafoe|zverev;francestiafoe|alexander;francestiafoe|alexander zverev;francestiafoe|alexanderzverev;francestiafoe|zverev;frances|alexander;frances|alexander zverev;frances|alexanderzverev;frances|zverev;tiafoe|alexander;tiafoe|alexander zverev;tiafoe|alexanderzverev;tiafoe|zverev,Alexander Zverev vs Jannik Sinner | 2026-03-13T17:35:58.656786+00:00 | source=supabase mode=close score=2 keys=token-only,Alexander Zverev vs Jannik Sinner | 2026-03-13T17:42:40.791932+00:00 | source=supabase mode=close score=2 keys=token-only,Alexander Blockx vs Chak Lam Coleman Wong | 2026-03-13T17:35:58.656786+00:00 | source=supabase mode=close score=1 keys=token-only,,base
2026-03-09,17:33:39,2026-03-13,match,Learner Tien,Alejandro Davidovich Fokina,93452,36519,Hard,Masters 1000,high,P2,,15.64,history_not_found,pair_not_found,learner tien|davidovich;learner tien|davidovich fokina;learner tien|davidovichfokina;learner tien|fokina;learnertien|davidovich;learnertien|davidovich fokina;learnertien|davidovichfokina;learnertien|fokina;learner|davidovich;learner|davidovich fokina;learner|davidovichfokina;learner|fokina;tien|davidovich;tien|davidovich fokina;tien|davidovichfokina;tien|fokina,,,,,base
2026-03-09,17:33:39,2026-03-13,match,Alexander Bublik,Rinky Hijikata,24245,58149,Hard,Masters 1000,high,P2,,31.74,history_not_found,pair_not_found,alexander bublik|hijikata;alexander bublik|rinky;alexander bublik|rinky hijikata;alexander bublik|rinkyhijikata;alexanderbublik|hijikata;alexanderbublik|rinky;alexanderbublik|rinky hijikata;alexanderbublik|rinkyhijikata;alexander|hijikata;alexander|rinky;alexander|rinky hijikata;alexander|rinkyhijikata;bublik|hijikata;bublik|rinky;bublik|rinky hijikata;bublik|rinkyhijikata,Alexander Blockx vs Chak Lam Coleman Wong | 2026-03-13T17:35:58.656786+00:00 | source=supabase mode=close score=1 keys=token-only,Alexander Zverev vs Jannik Sinner | 2026-03-13T17:35:58.656786+00:00 | source=supabase mode=close score=1 keys=token-only,Alexander Blockx vs Chak Lam Coleman Wong | 2026-03-13T17:42:40.791932+00:00 | source=supabase mode=close score=1 keys=token-only,,base
2026-03-11,11:05:41,2026-03-13,match,Daniil Medvedev,Alex Michelsen,22807,92985,Hard,Masters 1000,high,P2,,22.97,history_not_found,pair_not_found,daniil medvedev|alex;daniil medvedev|alex michelsen;daniil medvedev|alexmichelsen;daniil medvedev|michelsen;daniilmedvedev|alex;daniilmedvedev|alex michelsen;daniilmedvedev|alexmichelsen;daniilmedvedev|michelsen;daniil|alex;daniil|alex michelsen;daniil|alexmichelsen;daniil|michelsen;medvedev|alex;medvedev|alex michelsen;medvedev|alexmichelsen;medvedev|michelsen,Carlos Alcaraz vs Daniil Medvedev | 2026-03-13T17:35:58.656786+00:00 | source=supabase mode=close score=2 keys=token-only,Carlos Alcaraz vs Daniil Medvedev | 2026-03-13T17:42:40.791932+00:00 | source=supabase mode=close score=2 keys=token-only,,,base
2026-03-11,11:05:41,2026-03-13,match,Rinky Hijikata,Cameron Norrie,58149,27851,Hard,Masters 1000,high,P1,,20.56,history_not_found,pair_not_found,hijikata|cameron;hijikata|cameron norrie;hijikata|cameronnorrie;hijikata|norrie;rinky hijikata|cameron;rinky hijikata|cameron norrie;rinky hijikata|cameronnorrie;rinky hijikata|norrie;rinkyhijikata|cameron;rinkyhijikata|cameron norrie;rinkyhijikata|cameronnorrie;rinkyhijikata|norrie;rinky|cameron;rinky|cameron norrie;rinky|cameronnorrie;rinky|norrie,,,,,base
2026-03-11,11:05:41,2026-03-13,match,Novak Djokovic,Jack Draper,5992,63017,Hard,Masters 1000,high,P1,,13.05,history_not_found,pair_not_found,djokovic|draper;djokovic|jack;djokovic|jack draper;djokovic|jackdraper;novak djokovic|draper;novak djokovic|jack;novak djokovic|jack draper;novak djokovic|jackdraper;novakdjokovic|draper;novakdjokovic|jack;novakdjokovic|jack draper;novakdjokovic|jackdraper;novak|draper;novak|jack;novak|jack draper;novak|jackdraper,,,,,base
2026-03-16,14:45:44,2026-03-16,match,Dane Sweeny,Rinky Hijikata,56590,58149,Hard,Masters 1000,high,P1,,42.17,history_not_found,pair_not_found,dane sweeny|hijikata;dane sweeny|rinky;dane sweeny|rinky hijikata;dane sweeny|rinkyhijikata;danesweeny|hijikata;danesweeny|rinky;danesweeny|rinky hijikata;danesweeny|rinkyhijikata;dane|hijikata;dane|rinky;dane|rinky hijikata;dane|rinkyhijikata;sweeny|hijikata;sweeny|rinky;sweeny|rinky hijikata;sweeny|rinkyhijikata,,,,strict,base
2026-03-16,14:45:44,2026-03-16,match,Patrick Kypson,Nikoloz Basilashvili,46718,14716,Hard,Masters 1000,high,P2,,10.77,history_not_found,pair_not_found,kypson|basilashvili;kypson|nikoloz;kypson|nikoloz basilashvili;kypson|nikolozbasilashvili;patrick kypson|basilashvili;patrick kypson|nikoloz;patrick kypson|nikoloz basilashvili;patrick kypson|nikolozbasilashvili;patrickkypson|basilashvili;patrickkypson|nikoloz;patrickkypson|nikoloz basilashvili;patrickkypson|nikolozbasilashvili;patrick|basilashvili;patrick|nikoloz;patrick|nikoloz basilashvili;patrick|nikolozbasilashvili,,,,strict,base
2026-03-16,14:45:44,2026-03-16,match,Nicolas Mejia,Christopher O'Connell,34968,24721,Hard,Masters 1000,high,P1,,25.0,history_not_found,pair_not_found,mejia|christopher;mejia|christopher oconnell;mejia|christopheroconnell;mejia|oconnell;nicolas mejia|christopher;nicolas mejia|christopher oconnell;nicolas mejia|christopheroconnell;nicolas mejia|oconnell;nicolasmejia|christopher;nicolasmejia|christopher oconnell;nicolasmejia|christopheroconnell;nicolasmejia|oconnell;nicolas|christopher;nicolas|christopher oconnell;nicolas|christopheroconnell;nicolas|oconnell,,,,strict,base
2026-03-16,14:45:44,2026-03-16,match,Daniel Merida Aguilar,Dalibor Svrcina,83223,63299,Hard,Masters 1000,high,P1,,52.46,history_not_found,pair_not_found,aguilar|dalibor;aguilar|dalibor svrcina;aguilar|daliborsvrcina;aguilar|svrcina;merida aguilar|dalibor;merida aguilar|dalibor svrcina;merida aguilar|daliborsvrcina;merida aguilar|svrcina;meridaaguilar|dalibor;meridaaguilar|dalibor svrcina;meridaaguilar|daliborsvrcina;meridaaguilar|svrcina;merida|dalibor;merida|dalibor svrcina;merida|daliborsvrcina;merida|svrcina,,,,strict,base
2026-03-16,14:45:44,2026-03-16,match,Nishesh Basavareddy,Tomas Barrios Vera,92184,30849,Hard,Masters 1000,high,P2,,14.94,history_not_found,pair_not_found,basavareddy|barrios;basavareddy|barrios vera;basavareddy|barriosvera;basavareddy|vera;nishesh basavareddy|barrios;nishesh basavareddy|barrios vera;nishesh basavareddy|barriosvera;nishesh basavareddy|vera;nisheshbasavareddy|barrios;nisheshbasavareddy|barrios vera;nisheshbasavareddy|barriosvera;nisheshbasavareddy|vera;nishesh|barrios;nishesh|barrios vera;nishesh|barriosvera;nishesh|vera,,,,strict,base
2026-03-16,14:45:44,2026-03-16,match,Jay Clarke,Shintaro Mochizuki,28992,73742,Hard,Masters 1000,high,P1,,29.65,history_not_found,pair_not_found,clarke|mochizuki;clarke|shintaro;clarke|shintaro mochizuki;clarke|shintaromochizuki;jay clarke|mochizuki;jay clarke|shintaro;jay clarke|shintaro mochizuki;jay clarke|shintaromochizuki;jayclarke|mochizuki;jayclarke|shintaro;jayclarke|shintaro mochizuki;jayclarke|shintaromochizuki;jay|mochizuki;jay|shintaro;jay|shintaro mochizuki;jay|shintaromochizuki,,,,strict,base
2026-03-16,14:45:44,2026-03-16,match,Alexander Blockx,Chun Hsin Tseng,88766,47557,Hard,Masters 1000,high,P2,,18.75,history_not_found,pair_not_found,alexander blockx|hsin;alexander blockx|hsin tseng;alexander blockx|hsintseng;alexander blockx|tseng;alexanderblockx|hsin;alexanderblockx|hsin tseng;alexanderblockx|hsintseng;alexanderblockx|tseng;alexander|hsin;alexander|hsin tseng;alexander|hsintseng;alexander|tseng;blockx|hsin;blockx|hsin tseng;blockx|hsintseng;blockx|tseng,,,,strict,base
