date_iso,year,surface,series,league,player1,player2,spread_line,spread_odds1,spread_odds2,p1_match_prob,p_a,p_b,margin_p1,cover_result,base_prob_raw,base_prob,market_prob_devig_p1,market_logit_delta,overround,line_bucket,match_method,captured_at,snapshot_source_file,surface_clay,line_abs_centered,line_bucket_3_5,line_bucket_4_5,line_bucket_5_5_plus,p1_match_prob_centered
2026-04-04,2026,Clay,,ATP,Romain Arneodo,Francisco Comesana,7.0,1.8,2.05,0.13,0.5706,0.6589,-9.0,0,0.767698,0.695069,0.532468,-0.693875,0.04336,7.0,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,2.5,0.0,0.0,1.0,-0.37
2026-04-04,2026,Clay,,ATP,Francesco Maestrelli,Alexander Blockx,3.0,1.833,2.01,0.4477,0.5225,0.5244,-5.0,0,0.608573,0.541026,0.523029,-0.072292,0.043066,3.0,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.0523
2026-04-04,2026,Clay,,ATP,Benjamin Bonzi,Roberto Bautista Agut,0.5,1.935,1.901,0.426,0.5273,0.5256,-5.0,0,0.531018,0.465313,0.495568,0.121244,0.042835,0.5,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-4.0,0.0,0.0,0.0,-0.074
2026-04-04,2026,Clay,,ATP,Fabian Marozsan,Daniel Merida Aguilar,-4.5,2.02,1.877,0.592,0.6225,0.6039,-7.0,0,0.261808,0.329673,0.481653,0.636243,0.027815,4.5,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,0.0,0.0,1.0,0.0,0.092
2026-04-04,2026,Clay,,ATP,Tommy Paul,Frances Tiafoe,-3.0,1.87,2.0,0.5413,0.6119,0.6206,1.0,0,0.253516,0.368133,0.516796,0.607442,0.034759,3.0,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.0413
2026-04-04,2026,Clay,,ATP,Luciano Darderi,Marco Trungelliti,-4.5,1.847,2.05,0.7499,0.6597,0.6054,-3.0,0,0.375672,0.389414,0.526046,0.554051,0.029223,4.5,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,0.0,0.0,1.0,0.0,0.2499
2026-04-04,2026,Clay,,ATP,Ignacio Buse,David Goffin,-4.5,1.813,2.04,0.7019,0.6358,0.5938,-2.0,0,0.35064,0.376836,0.529458,0.620968,0.041768,4.5,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,0.0,0.0,1.0,0.0,0.2019
2026-04-04,2026,Clay,,ATP,Vit Kopriva,Matteo Arnaldi,-3.0,1.971,1.862,0.6329,0.6069,0.5546,-3.0,0,0.553799,0.523725,0.485781,-0.151862,0.044414,3.0,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.1329
2026-04-04,2026,Clay,,ATP,Jan-Lennard Struff,Nikoloz Basilashvili,-2.5,1.971,1.87,0.579,0.6227,0.6068,-6.0,0,0.451652,0.426677,0.486852,0.24282,0.042116,2.5,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-2.0,0.0,0.0,0.0,0.079
2026-04-04,2026,Clay,,ATP,Rafael Jodar,Camilo Ugo Carabelli,-3.0,1.909,1.962,0.4464,0.52,0.5209,9.0,1,0.313337,0.391988,0.506846,0.466349,0.033518,3.0,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.0536
2026-04-04,2026,Clay,,ATP,Jan Choinski,Alexandre Muller,0.0,1.926,1.893,0.4467,0.6096,0.6199,-4.0,0,0.429005,0.437436,0.495679,0.234291,0.047473,0.0,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-4.5,0.0,0.0,0.0,-0.0533
2026-04-04,2026,Clay,,ATP,Cristian Garin,Jesper De Jong,2.0,1.909,1.926,0.4564,0.6106,0.6189,2.0,1,0.536229,0.502809,0.502216,-0.00237,0.043045,2.0,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,-0.0436
2026-04-04,2026,Clay,,ATP,Ethan Quinn,Otto Virtanen,-3.0,1.952,1.885,0.6313,0.6281,0.6015,4.0,1,0.404386,0.452525,0.491269,0.155549,0.042799,3.0,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.1313
2026-04-04,2026,Clay,,ATP,Damir Dzumhur,Nicolai Budkov Kjaer,-0.5,1.901,1.917,0.5697,0.5301,0.5337,3.0,1,0.461419,0.431418,0.502095,0.28445,0.047687,0.5,audit_local,2026-04-04T10:07:33+00:00,handicap-input-audit.csv,1.0,-4.0,0.0,0.0,0.0,0.0697
2026-04-05,2026,Clay,,ATP,Marton Fucsovics,Alejandro Tabilo,2.5,2.01,1.87,0.3946,0.5923,0.6231,-5.0,0,0.490768,0.445664,0.481959,0.146008,0.032272,2.5,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-2.0,0.0,0.0,0.0,-0.1054
2026-04-05,2026,Clay,,ATP,Mariano Navone,Daniel Merida Aguilar,-4.0,1.962,1.926,0.6234,0.5262,0.52,4.0,0,0.255673,0.374484,0.49537,0.494508,0.028895,4.0,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,0.1234
2026-04-05,2026,Clay,,ATP,Ethan Quinn,Francisco Comesana,0.5,1.943,1.893,0.5655,0.6214,0.6082,-6.0,0,0.594544,0.497035,0.493483,-0.01421,0.04293,0.5,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-4.0,0.0,0.0,0.0,0.0655
2026-04-05,2026,Clay,,ATP,Matteo Arnaldi,Alexandre Muller,1.0,1.917,1.917,0.4475,0.6097,0.6198,-6.0,0,0.474855,0.463369,0.5,0.146788,0.043297,1.0,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-3.5,0.0,0.0,0.0,-0.0525
2026-04-05,2026,Clay,,ATP,Alexander Shevchenko,Roberto Bautista Agut,-2.0,1.962,1.877,0.5495,0.6198,0.6097,2.0,0,0.42309,0.442968,0.488929,0.184834,0.042449,2.0,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.0495
2026-04-05,2026,Clay,,ATP,Marco Trungelliti,Rafael Jodar,4.0,1.935,1.935,0.3968,0.52,0.52,-7.0,0,0.685348,0.597202,0.5,-0.393819,0.033592,4.0,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,-0.1032
2026-04-05,2026,Clay,,ATP,Gael Monfils,Tallon Griekspoor,2.0,1.971,1.901,0.3122,0.5956,0.6339,6.0,1,0.384594,0.429904,0.490961,0.246081,0.033396,2.0,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,-0.1878
2026-04-05,2026,Clay,,ATP,Cameron Norrie,Miomir Kecmanovic,-2.0,1.962,1.909,0.6237,0.6019,0.5828,3.0,1,0.475303,0.467429,0.493154,0.103083,0.033518,2.0,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.1237
2026-04-05,2026,Clay,,ATP,Moise Kouame,Ugo Humbert,5.0,1.877,2.0,0.2229,0.5849,0.6446,-5.0,0,0.592162,0.577672,0.515863,-0.24975,0.032765,5.0,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,0.5,0.0,0.0,0.0,-0.2771
2026-04-05,2026,Clay,,ATP,Damir Dzumhur,Alexander Blockx,1.5,1.917,1.917,0.5687,0.5239,0.52,-5.0,0,0.586416,0.492904,0.5,0.028386,0.043297,1.5,audit_local,2026-04-05T09:51:33+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,0.0687
2026-04-05,2026,Clay,,ATP,Roman Andres Burruchaga,Tommy Paul,3.5,1.877,2.02,0.3417,0.6267,0.6592,-4.0,0,0.618482,0.509365,0.518347,0.035959,0.027815,3.5,audit_local,2026-04-05T19:43:33+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,-0.1583
2026-04-06,2026,Clay,,ATP,Andrey Rublev,Nuno Borges,-4.0,1.813,2.07,0.6986,0.6296,0.577,2.0,0,0.408832,0.468408,0.533093,0.259102,0.034664,4.0,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,0.1986
2026-04-06,2026,Clay,,ATP,Daniel Altmaier,Tomas Machac,2.5,1.893,1.98,0.4353,0.5249,0.5264,0.0,1,0.61093,0.505447,0.511232,0.023147,0.033313,2.5,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-2.0,0.0,0.0,0.0,-0.0647
2026-04-06,2026,Clay,,ATP,Sebastian Baez,Stan Wawrinka,-3.5,1.909,1.962,0.6357,0.5767,0.5578,4.0,1,0.397483,0.40022,0.506846,0.431931,0.033518,3.5,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.1357
2026-04-06,2026,Clay,,ATP,Zizou Bergs,Adrian Mannarino,-4.5,1.901,1.971,0.6202,0.5263,0.5254,5.0,1,0.23528,0.314418,0.509039,0.815707,0.033396,4.5,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,0.0,0.0,1.0,0.0,0.1202
2026-04-06,2026,Clay,,ATP,Joao Fonseca,Gabriel Diallo,-4.0,1.962,1.909,0.4485,0.6098,0.6198,7.0,1,0.168148,0.322614,0.493154,0.714399,0.033518,4.0,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,-0.0515
2026-04-06,2026,Clay,,ATP,Arthur Rinderknech,Karen Khachanov,3.0,1.971,1.901,0.3561,0.6004,0.6292,6.0,1,0.505388,0.500738,0.490961,-0.039111,0.033396,3.0,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.1439
2026-04-06,2026,Clay,,ATP,Francisco Cerundolo,Stefanos Tsitsipas,-1.0,1.901,1.971,0.6039,0.5931,0.5752,4.0,1,0.530167,0.487933,0.509039,0.084439,0.033396,1.0,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-3.5,0.0,0.0,0.0,0.1039
2026-04-06,2026,Clay,,ATP,Valentin Vacherot,Juan Manuel Cerundolo,-3.5,1.943,1.909,0.6341,0.5753,0.5392,7.0,1,0.486012,0.443354,0.495587,0.209909,0.038503,3.5,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.1341
2026-04-06,2026,Clay,,ATP,Jiri Lehecka,Emilio Nava,-4.0,1.952,1.917,0.7057,0.6361,0.5934,4.0,0,0.353559,0.440129,0.495477,0.222545,0.033943,4.0,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,0.2057
2026-04-06,2026,Clay,,ATP,Flavio Cobolli,Francisco Comesana,-2.0,1.99,1.87,0.713,0.5695,0.546,1.0,0,0.505466,0.480733,0.484456,0.01491,0.037272,2.0,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.213
2026-04-06,2026,Clay,,ATP,Denis Shapovalov,Alexander Blockx,-0.5,1.943,1.909,0.6313,0.6281,0.6015,-3.0,0,0.617959,0.509092,0.495587,-0.054028,0.038503,0.5,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-4.0,0.0,0.0,0.0,0.1313
2026-04-06,2026,Clay,,ATP,Cristian Garin,Matteo Arnaldi,-2.0,1.893,1.962,0.584,0.6233,0.6063,6.0,1,0.457082,0.460176,0.508949,0.195437,0.037946,2.0,audit_local,2026-04-06T09:14:41+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.084
2026-04-07,2026,Clay,,ATP,Hubert Hurkacz,Luciano Darderi,3.0,2.01,1.87,0.2329,0.6225,0.6985,4.0,1,0.330479,0.430587,0.481959,0.207261,0.032272,3.0,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.2671
2026-04-07,2026,Clay,,ATP,Carlos Alcaraz,Sebastian Baez,-6.5,1.806,2.06,0.93,0.594,0.52,8.0,1,0.268997,0.333691,0.53285,0.823128,0.039147,6.5,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,2.0,0.0,0.0,1.0,0.43
2026-04-07,2026,Clay,,ATP,Ugo Humbert,Jannik Sinner,6.0,2.04,1.84,0.1,0.5645,0.6651,-9.0,0,0.590107,0.572138,0.474227,-0.393764,0.033674,6.0,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,1.5,0.0,0.0,1.0,-0.4
2026-04-07,2026,Clay,,ATP,Tomas Martin Etcheverry,Grigor Dimitrov,-2.5,2.0,1.87,0.6207,0.627,0.6026,1.0,0,0.493898,0.447186,0.483204,0.144838,0.034759,2.5,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,-2.0,0.0,0.0,0.0,0.1207
2026-04-07,2026,Clay,,ATP,Alexei Popyrin,Casper Ruud,4.0,1.847,2.03,0.2934,0.6106,0.6386,-5.0,0,0.615684,0.572476,0.523601,-0.197489,0.034029,4.0,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,-0.2066
2026-04-07,2026,Clay,,ATP,Terence Atmane,Ethan Quinn,1.5,1.952,1.917,0.4255,0.5299,0.5282,7.0,1,0.575395,0.487342,0.495477,0.03255,0.033943,1.5,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,-0.0745
2026-04-07,2026,Clay,,ATP,Marin Cilic,Alexander Shevchenko,-1.0,1.943,1.926,0.5575,0.6069,0.6015,8.0,1,0.462618,0.455181,0.497803,0.170971,0.033879,1.0,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,-3.5,0.0,0.0,0.0,0.0575
2026-04-07,2026,Clay,,ATP,Corentin Moutet,Alexandre Muller,-3.0,1.893,1.98,0.6296,0.6279,0.6017,7.0,1,0.402553,0.451553,0.511232,0.239332,0.033313,3.0,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.1296
2026-04-07,2026,Clay,,ATP,Gael Monfils,Alexander Bublik,3.0,1.877,1.99,0.1645,0.5764,0.6531,-4.0,0,0.280444,0.391735,0.514611,0.498487,0.035278,3.0,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.3355
2026-04-07,2026,Clay,,ATP,Cameron Norrie,Alex De Minaur,3.5,1.935,1.935,0.2897,0.5595,0.5996,-1.0,1,0.517331,0.458607,0.5,0.165951,0.033592,3.5,audit_local,2026-04-07T09:10:54+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,-0.2103
2026-04-08,2026,Clay,,ATP,Francisco Cerundolo,Tomas Machac,-4.0,1.917,1.952,0.6485,0.5282,0.52,-4.0,0,0.263405,0.379249,0.504523,0.510831,0.033943,4.0,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,0.1485
2026-04-08,2026,Clay,,ATP,Tomas Martin Etcheverry,Terence Atmane,-3.5,1.917,1.935,0.6727,0.6325,0.597,4.0,1,0.44564,0.423757,0.502336,0.316716,0.038444,3.5,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.1727
2026-04-08,2026,Clay,,ATP,Jiri Lehecka,Alejandro Tabilo,-1.0,1.926,1.943,0.5712,0.6219,0.6076,2.0,1,0.506727,0.477575,0.502197,0.098548,0.033879,1.0,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-3.5,0.0,0.0,0.0,0.0712
2026-04-08,2026,Clay,,ATP,Lorenzo Musetti,Valentin Vacherot,-3.0,1.917,1.952,0.6673,0.6319,0.5977,-3.0,0,0.439531,0.47105,0.504523,0.134022,0.033943,3.0,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.1673
2026-04-08,2026,Clay,,ATP,Fabian Marozsan,Hubert Hurkacz,-1.5,1.962,1.893,0.5547,0.6878,0.6574,-7.0,0,0.566355,0.482811,0.491051,0.032982,0.037946,1.5,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,0.0547
2026-04-08,2026,Clay,,ATP,Flavio Cobolli,Alexander Blockx,-2.0,1.885,1.98,0.7366,0.6397,0.5898,-6.0,0,0.61917,0.543773,0.51229,-0.126372,0.035554,2.0,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.2366
2026-04-08,2026,Clay,,ATP,Joao Fonseca,Arthur Rinderknech,-3.5,1.806,2.08,0.5712,0.6977,0.6823,3.0,0,0.265096,0.331516,0.535255,0.842589,0.034479,3.5,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.0712
2026-04-08,2026,Clay,,ATP,Andrey Rublev,Zizou Bergs,-3.5,1.909,1.962,0.7142,0.6371,0.5924,-7.0,0,0.488765,0.444691,0.506846,0.249529,0.033518,3.5,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.2142
2026-04-08,2026,Clay,,ATP,Cristian Garin,Alexander Zverev,5.0,1.877,1.99,0.1253,0.5697,0.6598,-2.0,1,0.461346,0.515625,0.514611,-0.004061,0.035278,5.0,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,0.5,0.0,0.0,0.0,-0.3747
2026-04-08,2026,Clay,,ATP,Felix Auger Aliassime,Marin Cilic,-3.0,1.917,1.935,0.71,0.6427,0.6138,4.0,1,0.401841,0.454732,0.502336,0.190915,0.038444,3.0,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.21
2026-04-08,2026,Clay,,ATP,Daniil Medvedev,Matteo Berrettini,-3.5,1.98,1.893,0.7793,0.6452,0.5844,-12.0,0,0.563921,0.481595,0.488768,0.02872,0.033313,3.5,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.2793
2026-04-08,2026,Clay,,ATP,Corentin Moutet,Casper Ruud,4.0,1.877,1.98,0.3295,0.5787,0.6022,-5.0,0,0.605246,0.561535,0.513352,-0.193973,0.037816,4.0,audit_local,2026-04-08T09:11:59+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,-0.1705
2026-04-09,2026,Clay,,ATP,Carlos Alcaraz,Tomas Martin Etcheverry,-6.0,1.877,2.0,0.93,0.6587,0.541,6.0,0,0.363284,0.46042,0.515863,0.222126,0.032765,6.0,audit_local,2026-04-09T09:07:57+00:00,handicap-input-audit.csv,1.0,1.5,0.0,0.0,1.0,0.43
2026-04-09,2026,Clay,,ATP,Jiri Lehecka,Alexander Bublik,-1.5,1.952,1.917,0.488,0.6137,0.6158,-6.0,0,0.423217,0.412838,0.495477,0.334154,0.033943,1.5,audit_local,2026-04-09T09:07:57+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,-0.012
2026-04-09,2026,Clay,,ATP,Valentin Vacherot,Hubert Hurkacz,-1.5,1.893,1.98,0.7195,0.6377,0.5918,4.0,1,0.663694,0.53349,0.511232,-0.089227,0.033313,1.5,audit_local,2026-04-09T09:07:57+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,0.2195
2026-04-09,2026,Clay,,ATP,Alexander Blockx,Alex De Minaur,4.0,1.885,1.99,0.1529,0.5746,0.6549,-3.0,1,0.364449,0.451876,0.513548,0.247299,0.033017,4.0,audit_local,2026-04-09T09:07:57+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,-0.3471
2026-04-09,2026,Clay,,ATP,Zizou Bergs,Alexander Zverev,4.5,1.826,2.08,0.1735,0.5779,0.6517,-6.0,0,0.531721,0.465659,0.532514,0.267823,0.028414,4.5,audit_local,2026-04-09T09:07:57+00:00,handicap-input-audit.csv,1.0,0.0,0.0,1.0,0.0,-0.3265
2026-04-09,2026,Clay,,ATP,Matteo Berrettini,Joao Fonseca,2.0,1.909,1.98,0.482,0.6131,0.6164,-7.0,0,0.561592,0.515153,0.509128,-0.024112,0.028885,2.0,audit_local,2026-04-09T09:07:57+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,-0.018
2026-04-09,2026,Clay,,ATP,Tomas Machac,Jannik Sinner,6.5,1.87,2.02,0.1,0.5645,0.6651,-7.0,0,0.730657,0.572138,0.51928,-0.21342,0.029809,6.5,audit_local,2026-04-09T09:07:57+00:00,handicap-input-audit.csv,1.0,2.0,0.0,0.0,1.0,-0.4
2026-04-11,2026,Clay,,ATP,Carlos Alcaraz,Valentin Vacherot,-6.0,2.1,1.794,0.9156,0.669,0.5605,4.0,0,0.301353,0.426335,0.460709,0.139332,0.033604,6.0,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,1.5,0.0,0.0,1.0,0.4156
2026-04-11,2026,Clay,,ATP,Matteo Arnaldi,Quentin Halys,-0.5,1.909,1.909,0.4587,0.6106,0.6185,-5.0,0,0.441263,0.421629,0.5,0.31609,0.047669,0.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-4.0,0.0,0.0,0.0,-0.0413
2026-04-11,2026,Clay,,ATP,Damir Dzumhur,Vitaliy Sachko,-2.5,1.877,1.962,0.5555,0.6383,0.6267,-4.0,0,0.42293,0.412698,0.511071,0.397114,0.042449,2.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-2.0,0.0,0.0,0.0,0.0555
2026-04-11,2026,Clay,,ATP,Marko Topo,Ugo Blanchet,0.5,1.909,1.926,0.5,0.6327,0.6323,5.0,1,0.529979,0.464803,0.502216,0.149889,0.043045,0.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-4.0,0.0,0.0,0.0,0.0
2026-04-11,2026,Clay,,ATP,Alexander Zverev,Jannik Sinner,4.5,1.855,2.04,0.3136,0.579,0.6096,-7.0,0,0.688361,0.547247,0.523748,-0.094487,0.02928,4.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,0.0,0.0,1.0,0.0,-0.1864
2026-04-11,2026,Clay,,ATP,Marco Trungelliti,Nicolai Budkov Kjaer,-2.5,1.901,1.935,0.557,0.5419,0.5213,2.0,0,0.492593,0.446552,0.504432,0.232341,0.042835,2.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-2.0,0.0,0.0,0.0,0.057
2026-04-11,2026,Clay,,ATP,Max Hans Rehberg,Arthur Fery,3.5,1.885,1.952,0.2965,0.6113,0.6537,5.0,1,0.56067,0.479974,0.508731,0.115075,0.042799,3.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,-0.2035
2026-04-11,2026,Clay,,ATP,Max Alcala Gurri,Alexandre Muller,4.5,2.05,1.806,0.1862,0.5796,0.6495,-8.0,0,0.548157,0.473762,0.468361,-0.021675,0.041515,4.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,0.0,0.0,1.0,0.0,-0.3138
2026-04-11,2026,Clay,,ATP,Emilio Nava,David Goffin,-3.0,1.87,1.952,0.5881,0.5281,0.5267,6.0,1,0.323457,0.397815,0.510727,0.457495,0.047054,3.0,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,0.0881
2026-04-11,2026,Clay,,ATP,Sebastian Ofner,Alejo Sanchez Quilez,-4.5,1.971,1.847,0.6795,0.633,0.5961,4.0,0,0.330343,0.366457,0.483761,0.48247,0.048775,4.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,0.0,0.0,1.0,0.0,0.1795
2026-04-11,2026,Clay,,ATP,Alexander Shevchenko,Diego Dedura,-3.5,1.943,1.885,0.5433,0.637,0.628,-4.0,0,0.312035,0.356924,0.492424,0.558435,0.045172,3.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.0433
2026-04-11,2026,Clay,,ATP,Roberto Carballes Baena,Alex Molcan,3.0,1.885,1.935,0.456,0.6282,0.6367,1.0,1,0.615296,0.557463,0.506545,-0.204694,0.0473,3.0,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-1.5,0.0,0.0,0.0,-0.044
2026-04-11,2026,Clay,,ATP,Juan Manuel Cerundolo,Giulio Zeppieri,-4.0,1.935,1.885,0.5987,0.6245,0.6046,7.0,1,0.265282,0.38867,0.493455,0.426727,0.0473,4.0,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-0.5,0.0,0.0,0.0,0.0987
2026-04-11,2026,Clay,,ATP,Arthur Gea,Patrick Kypson,-1.5,1.885,1.935,0.475,0.5226,0.5216,-7.0,0,0.442235,0.422102,0.506545,0.340332,0.0473,1.5,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,-0.025
2026-04-11,2026,Clay,,ATP,Jan Choinski,Marc-Andrea Huesler,-2.0,1.917,1.917,0.6813,0.6581,0.6134,-2.0,0,0.581095,0.526386,0.5,-0.10564,0.043297,2.0,audit_local,2026-04-11T09:09:09+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.1813
2026-04-12,2026,Clay,,ATP,Juan Manuel Cerundolo,Jesper De Jong,-2.0,1.971,1.87,0.5072,0.5822,0.594,4.0,1,0.324492,0.389684,0.486852,0.396038,0.042116,2.0,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-2.5,0.0,0.0,0.0,0.0072
2026-04-12,2026,Clay,,ATP,Diego Dedura,Sumit Nagal,-3.5,1.935,1.901,0.6244,0.6454,0.6196,5.0,1,0.383555,0.393334,0.495568,0.415592,0.042835,3.5,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-1.0,1.0,0.0,0.0,0.1244
2026-04-12,2026,Clay,,ATP,Emilio Nava,Alex Molcan,-1.5,1.885,1.952,0.4466,0.6273,0.6377,-6.0,0,0.380451,0.391793,0.508731,0.474708,0.042799,1.5,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-3.0,0.0,0.0,0.0,-0.0534
2026-04-12,2026,Clay,,ATP,Carlos Alcaraz,Jannik Sinner,0.0,1.943,1.926,0.5269,0.6176,0.612,-4.0,0,0.510965,0.477611,0.497803,0.080826,0.033879,0.0,audit_local,2026-04-12T09:14:06+00:00,handicap-input-audit.csv,1.0,-4.5,0.0,0.0,0.0,0.0269
