date,tournament,surface,round,series,player1,player2,player1_id,player2_id,our_prob,our_prob_raw,our_odds,pinnacle_odds,pinnacle_odds_loser,actual_winner,value_pct,bet_side,bet_result,policy_excluded,pinnacle_prob_novig,model_favorite,model_favorite_prob,p_serve_return,p_elo,p_rank,confidence,score
2024-03-06,BNP Paribas Open,Hard,1st Round,Masters 1000,Fabian Marozsan,Jurij Rodionov,52140,44555,0.604105,0.619516,1.6553,1.47,2.81,Fabian Marozsan,11.247,loser,loss,False,0.656542,Fabian Marozsan,0.604105,0.766338,0.525219,0.618517,medium,6-3 6-2
2024-03-07,BNP Paribas Open,Hard,1st Round,Masters 1000,Aleksandar Vukic,Shintaro Mochizuki,28267,73742,0.611289,0.63329,1.6359,2.0,1.89,Aleksandar Vukic,22.258,winner,win,False,0.485861,Aleksandar Vukic,0.611289,0.591559,0.637766,0.68709,high,7-6 7-6
2024-03-07,BNP Paribas Open,Hard,1st Round,Masters 1000,Lucas Pouille,Daniel Altmaier,20193,29732,0.369348,0.330249,2.7075,2.17,1.76,Lucas Pouille,10.995,loser,loss,False,0.447837,Daniel Altmaier,0.630652,0.959982,0.548419,0.13178,medium,6-4 6-3
2024-03-07,BNP Paribas Open,Hard,1st Round,Masters 1000,Tomas Machac,Stan Wawrinka,58327,1092,0.561438,0.536069,1.7811,1.55,2.6,Tomas Machac,14.026,loser,loss,False,0.626506,Tomas Machac,0.561438,0.706781,0.42256,0.523939,medium,7-6 4-6 6-2
2024-03-08,BNP Paribas Open,Hard,2nd Round,Masters 1000,Alexander Zverev,Christopher O'Connell,24008,24721,0.728356,0.8304,1.373,1.19,5.44,Alexander Zverev,47.775,loser,loss,False,0.820513,Alexander Zverev,0.728356,0.652166,0.7526,0.919698,high,6-4 6-4
2024-03-08,BNP Paribas Open,Hard,2nd Round,Masters 1000,Andrey Rublev,Andy Murray,29372,1075,0.739164,0.845082,1.3529,1.18,5.66,Andrey Rublev,47.633,loser,loss,False,0.827485,Andrey Rublev,0.739164,0.754309,0.703363,0.916825,high,7-6 6-1
2024-03-08,BNP Paribas Open,Hard,1st Round,Masters 1000,Denis Shapovalov,Botic Van De Zandschulp,33502,24249,0.443451,0.473575,2.255,1.68,2.3,Denis Shapovalov,28.006,loser,loss,False,0.577889,Botic Van De Zandschulp,0.556549,0.432004,0.531002,0.384623,medium,6-1 6-4
2024-03-08,BNP Paribas Open,Hard,2nd Round,Masters 1000,Fabian Marozsan,Nicolas Jarry,52140,27482,0.342653,0.282,2.9184,2.23,1.72,Fabian Marozsan,13.064,loser,loss,False,0.435443,Nicolas Jarry,0.657347,0.299259,0.291159,0.293318,high,3-6 7-5 6-4
2024-03-08,BNP Paribas Open,Hard,1st Round,Masters 1000,Zhuo Zhang,Aleksandar Kovacevic,26496,39152,0.302791,0.215667,3.3026,1.61,2.46,Zhuo Zhang,71.513,loser,loss,False,0.604423,Aleksandar Kovacevic,0.697209,0.033006,0.050628,0.644743,low,6-7 6-3 7-5
2024-03-09,BNP Paribas Open,Hard,2nd Round,Masters 1000,Adrian Mannarino,Tomas Machac,7806,58327,0.445266,0.477156,2.2458,2.66,1.53,Adrian Mannarino,18.441,winner,win,False,0.365155,Tomas Machac,0.554734,0.160238,0.518955,0.763632,high,6-1 6-2
2024-03-09,BNP Paribas Open,Hard,2nd Round,Masters 1000,Alejandro Pascacio F.,Dusan Lajovic,24232,12190,0.338208,0.274239,2.9568,1.54,2.64,Alejandro Pascacio F.,74.713,loser,loss,False,0.631579,Dusan Lajovic,0.661792,0.078984,0.063054,0.770994,low,6-3 6-3
2024-03-09,BNP Paribas Open,Hard,2nd Round,Masters 1000,Carlos Alcaraz,Matteo Arnaldi,68074,73956,0.792956,0.907614,1.2611,1.14,6.75,Carlos Alcaraz,39.755,loser,loss,False,0.855513,Carlos Alcaraz,0.792956,0.86511,0.784905,0.931429,high,6-7 6-0 6-1
2024-03-09,BNP Paribas Open,Hard,2nd Round,Masters 1000,Jan-Lennard Struff,Borna Coric,14177,25165,0.545939,0.505506,1.8317,2.28,1.69,Jan-Lennard Struff,24.474,winner,win,False,0.425693,Jan-Lennard Struff,0.545939,0.509994,0.43709,0.574242,high,6-7 6-2 7-6
2024-03-09,BNP Paribas Open,Hard,2nd Round,Masters 1000,Jiri Lehecka,Brandon Nakashima,61838,56846,0.595007,0.601923,1.6807,1.87,2.03,Jiri Lehecka,11.266,winner,win,False,0.520513,Jiri Lehecka,0.595007,0.40476,0.478896,0.748974,high,3-6 6-3 6-4
2024-03-09,BNP Paribas Open,Hard,2nd Round,Masters 1000,Lorenzo Musetti,Denis Shapovalov,63572,33502,0.644144,0.694466,1.5524,2.64,1.53,Lorenzo Musetti,70.054,winner,win,False,0.366906,Lorenzo Musetti,0.644144,0.474298,0.387659,0.843181,medium,6-4 2-6 7-5
2024-03-09,BNP Paribas Open,Hard,2nd Round,Masters 1000,Thiago Seyboth Wild,Karen Khachanov,36858,25543,0.333566,0.266223,2.9979,3.97,1.29,Thiago Seyboth Wild,32.426,winner,win,False,0.245247,Karen Khachanov,0.666434,0.384688,0.242891,0.175788,medium,6-1 7-5
2024-03-09,BNP Paribas Open,Hard,2nd Round,Masters 1000,Ugo Humbert,Patrick Kypson,38911,46718,0.787887,0.902479,1.2692,1.19,5.41,Ugo Humbert,14.753,loser,loss,False,0.819697,Ugo Humbert,0.787887,0.6893,0.88798,0.91491,high,6-4 6-4
2024-03-10,BNP Paribas Open,Hard,3rd Round,Masters 1000,Carlos Alcaraz,Felix Auger Aliassime,68074,40434,0.752322,0.862012,1.3292,1.22,4.96,Carlos Alcaraz,22.848,loser,loss,False,0.802589,Carlos Alcaraz,0.752322,0.851843,0.70729,0.924744,high,6-2 6-3
2024-03-10,BNP Paribas Open,Hard,2nd Round,Masters 1000,Casper Ruud,Lukas Klein,33648,37085,0.755871,0.866398,1.323,1.23,4.54,Casper Ruud,10.835,loser,loss,False,0.786828,Casper Ruud,0.755871,0.523043,0.815859,0.927994,high,6-4 7-6
2024-03-10,BNP Paribas Open,Hard,3rd Round,Masters 1000,Jiri Lehecka,Andrey Rublev,61838,29372,0.265841,0.16163,3.7617,4.21,1.27,Jiri Lehecka,11.919,winner,win,False,0.231752,Andrey Rublev,0.734159,0.261647,0.211387,0.122462,high,6-4 6-4
2024-03-10,BNP Paribas Open,Hard,2nd Round,Masters 1000,Vinay Kumar T,Alex Michelsen,49583,92985,0.602791,0.616986,1.6589,1.49,2.81,Vinay Kumar T,11.616,loser,loss,False,0.653488,Vinay Kumar T,0.602791,0.058842,0.099789,0.832291,low,6-2 6-2
2024-03-11,BNP Paribas Open,Hard,3rd Round,Masters 1000,Gael Monfils,Cameron Norrie,5917,27851,0.431142,0.4493,2.3194,1.85,2.05,Gael Monfils,16.616,loser,loss,False,0.525641,Cameron Norrie,0.568858,0.682088,0.524594,0.348501,high,6-7 7-6 6-3
2024-03-11,BNP Paribas Open,Hard,3rd Round,Masters 1000,Grigor Dimitrov,Adrian Mannarino,11953,7806,0.698859,0.786909,1.4309,1.26,4.38,Grigor Dimitrov,31.9,loser,loss,False,0.776596,Grigor Dimitrov,0.698859,0.838044,0.711411,0.614796,high,6-3 6-3
2024-03-11,BNP Paribas Open,Hard,3rd Round,Masters 1000,Holger Rune,Lorenzo Musetti,69471,63572,0.670315,0.740403,1.4918,1.36,3.46,Holger Rune,14.071,loser,loss,False,0.717842,Holger Rune,0.670315,0.501293,0.650504,0.801595,high,6-2 7-6
2024-03-12,BNP Paribas Open,Hard,4th Round,Masters 1000,Carlos Alcaraz,Fabian Marozsan,68074,52140,0.788421,0.903026,1.2684,1.11,8.25,Carlos Alcaraz,74.553,loser,loss,False,0.88141,Carlos Alcaraz,0.788421,0.838906,0.841244,0.937704,high,6-3 6-3
2024-03-13,BNP Paribas Open,Hard,4th Round,Masters 1000,Jannik Sinner,Ben Shelton,47275,87562,0.781615,0.895906,1.2794,1.16,6.18,Jannik Sinner,34.962,loser,loss,False,0.841962,Jannik Sinner,0.781615,0.836341,0.820298,0.86141,high,7-6 6-1
2024-03-14,BNP Paribas Open,Hard,Quarterfinals,Masters 1000,Carlos Alcaraz,Alexander Zverev,68074,24008,0.650292,0.70551,1.5378,1.4,3.18,Carlos Alcaraz,11.207,loser,loss,False,0.694323,Carlos Alcaraz,0.650292,0.738155,0.446386,0.748664,high,6-3 6-1
2024-03-14,BNP Paribas Open,Hard,4th Round,Masters 1000,Holger Rune,Taylor Harry Fritz,69471,29932,0.451945,0.490325,2.2127,2.51,1.6,Holger Rune,13.438,winner,win,False,0.389294,Taylor Harry Fritz,0.548055,0.306984,0.418839,0.614984,high,2-6 7-6 6-3
2024-03-14,BNP Paribas Open,Hard,Quarterfinals,Masters 1000,Jannik Sinner,Jiri Lehecka,47275,61838,0.760653,0.872187,1.3147,1.16,5.8,Jannik Sinner,38.821,loser,loss,False,0.833333,Jannik Sinner,0.760653,0.744848,0.787232,0.923283,high,6-3 6-3
2024-03-20,Miami Open,Hard,1st Round,Masters 1000,Andy Murray,Matteo Berrettini,1075,29812,0.559244,0.531742,1.7881,2.1,1.81,Andy Murray,17.441,winner,win,False,0.462916,Andy Murray,0.559244,0.350585,0.407128,0.700924,medium,4-6 6-3 6-4
2024-03-20,Miami Open,Hard,1st Round,Masters 1000,Flavio Cobolli,Yoshihito Nishioka,67546,24225,0.587335,0.586978,1.7026,2.36,1.65,Flavio Cobolli,38.611,winner,win,False,0.411471,Flavio Cobolli,0.587335,0.788498,0.346322,0.527792,high,1-6 6-1 6-4
2024-03-21,Miami Open,Hard,1st Round,Masters 1000,Alejandro Tabilo,Brandon Nakashima,30087,56846,0.605583,0.62236,1.6513,2.48,1.6,Alejandro Tabilo,50.185,winner,win,False,0.392157,Alejandro Tabilo,0.605583,0.637079,0.548276,0.673373,high,6-4 3-6 6-3
2024-03-21,Miami Open,Hard,1st Round,Masters 1000,Alexander Shevchenko,Daniel Elahi Galan,64891,26845,0.56401,0.541143,1.773,1.5,2.72,Alexander Shevchenko,18.589,loser,loss,False,0.64455,Alexander Shevchenko,0.56401,0.564572,0.5111,0.582394,high,6-7 7-6 7-5
2024-03-21,Miami Open,Hard,1st Round,Masters 1000,Daniel Altmaier,Harold Mayot,29732,60140,0.444835,0.476305,2.248,1.81,2.1,Daniel Altmaier,16.585,loser,loss,False,0.537084,Harold Mayot,0.555165,0.132308,0.551007,0.731362,high,6-2 7-5
2024-03-21,Miami Open,Hard,1st Round,Masters 1000,Dominik Koepfer,Marcos Giron,34298,18736,0.5644,0.541912,1.7718,2.43,1.62,Dominik Koepfer,37.149,winner,win,False,0.4,Dominik Koepfer,0.5644,0.513395,0.531576,0.503526,high,4-6 6-1 6-4
2024-03-21,Miami Open,Hard,1st Round,Masters 1000,Gael Monfils,Dusan Lajovic,5917,12190,0.631261,0.67088,1.5841,1.34,3.51,Gael Monfils,29.427,loser,loss,False,0.723711,Gael Monfils,0.631261,0.75148,0.686634,0.522192,high,7-6 6-4
2024-03-21,Miami Open,Hard,1st Round,Masters 1000,Roberto Carballes Baena,Aleksandar Vukic,21506,28267,0.352374,0.299261,2.8379,3.5,1.35,Roberto Carballes Baena,23.331,winner,win,False,0.278351,Aleksandar Vukic,0.647626,0.132572,0.348019,0.504056,high,7-6 6-3
2024-03-21,Miami Open,Hard,1st Round,Masters 1000,Yannick Hanfmann,Emil Ruusuvuori,14856,37105,0.341659,0.280257,2.9269,3.99,1.28,Yannick Hanfmann,36.322,winner,win,False,0.242884,Emil Ruusuvuori,0.658341,0.246033,0.321583,0.468965,high,6-4 4-6 6-4
2024-03-22,Miami Open,Hard,2nd Round,Masters 1000,Tomas Machac,Andrey Rublev,58327,29372,0.282596,0.185174,3.5386,4.12,1.27,Tomas Machac,16.43,winner,win,False,0.235622,Andrey Rublev,0.717404,0.517,0.226517,0.083838,high,6-4 6-4
2024-03-22,Miami Open,Hard,2nd Round,Masters 1000,Ugo Humbert,Botic Van De Zandschulp,38911,24249,0.731032,0.8341,1.3679,1.24,4.5,Ugo Humbert,21.036,loser,loss,False,0.783972,Ugo Humbert,0.731032,0.641325,0.755934,0.848163,high,6-4 6-3
2024-03-23,Miami Open,Hard,2nd Round,Masters 1000,Casper Ruud,Luca Van Assche,33648,82371,0.750766,0.860065,1.332,1.22,4.85,Casper Ruud,20.878,loser,loss,False,0.799012,Casper Ruud,0.750766,0.649892,0.847608,0.909462,high,7-6 1-6 6-1
2024-03-23,Miami Open,Hard,2nd Round,Masters 1000,Christopher O'Connell,Alejandro Pascacio F.,24721,24232,0.668119,0.736662,1.4967,2.7,1.52,Christopher O'Connell,80.392,winner,win,False,0.36019,Christopher O'Connell,0.668119,0.960815,0.933079,0.238662,low,7-5 7-6
2024-03-23,Miami Open,Hard,2nd Round,Masters 1000,Dominik Koepfer,Sebastian Baez,34298,52721,0.422602,0.432493,2.3663,1.65,2.35,Dominik Koepfer,35.689,loser,loss,False,0.5875,Sebastian Baez,0.577398,0.763473,0.541819,0.26794,high,6-3 6-2
2024-03-23,Miami Open,Hard,2nd Round,Masters 1000,Hubert Hurkacz,Alexander Shevchenko,26473,64891,0.745089,0.852834,1.3421,1.17,5.43,Hubert Hurkacz,38.417,loser,loss,False,0.822727,Hubert Hurkacz,0.745089,0.754177,0.754913,0.873395,high,6-4 6-7 6-3
2024-03-23,Miami Open,Hard,2nd Round,Masters 1000,Matteo Arnaldi,Alexander Bublik,73956,24245,0.395503,0.379729,2.5284,2.06,1.83,Matteo Arnaldi,10.623,loser,loss,False,0.470437,Alexander Bublik,0.604497,0.575361,0.364361,0.315794,high,6-4 6-1
2024-03-24,Miami Open,Hard,2nd Round,Masters 1000,Alexei Popyrin,Jiri Lehecka,34233,61838,0.414541,0.41669,2.4123,2.74,1.51,Alexei Popyrin,13.584,winner,win,False,0.355294,Jiri Lehecka,0.585459,0.490033,0.431698,0.382751,high,6-4 6-4
2024-03-24,Miami Open,Hard,2nd Round,Masters 1000,Ben Shelton,Martin Landaluce,87562,94493,0.784807,0.899281,1.2742,1.14,6.79,Ben Shelton,46.116,loser,loss,False,0.856242,Ben Shelton,0.784807,0.42533,0.880986,0.95213,high,6-3 6-4
2024-03-24,Miami Open,Hard,3rd Round,Masters 1000,Matteo Arnaldi,Denis Shapovalov,73956,33502,0.618082,0.646199,1.6179,2.09,1.83,Matteo Arnaldi,29.179,winner,win,False,0.466837,Matteo Arnaldi,0.618082,0.435317,0.402754,0.778632,medium,6-3 7-6
2024-03-25,Miami Open,Hard,3rd Round,Masters 1000,Alex De Minaur,Jan-Lennard Struff,39309,14177,0.701155,0.790466,1.4262,1.23,4.91,Alex De Minaur,46.733,loser,loss,False,0.799674,Alex De Minaur,0.701155,0.784882,0.744002,0.729762,high,7-6 6-4
2024-03-25,Miami Open,Hard,3rd Round,Masters 1000,Fabian Marozsan,Alexei Popyrin,52140,34233,0.451337,0.489128,2.2156,1.75,2.22,Fabian Marozsan,21.803,loser,loss,False,0.559194,Alexei Popyrin,0.548663,0.527127,0.442408,0.452454,high,7-5 6-3
2024-03-27,Miami Open,Hard,4th Round,Masters 1000,Fabian Marozsan,Alex De Minaur,52140,39309,0.314901,0.235002,3.1756,3.63,1.34,Fabian Marozsan,14.309,winner,win,False,0.269618,Alex De Minaur,0.685099,0.348304,0.211536,0.137571,high,6-4 0-6 6-1
2024-03-28,Miami Open,Hard,Quarterfinals,Masters 1000,Daniil Medvedev,Nicolas Jarry,22807,27482,0.798041,0.912607,1.2531,1.18,5.69,Daniil Medvedev,14.915,loser,loss,False,0.828239,Daniil Medvedev,0.798041,0.757778,0.879946,0.88003,high,6-2 7-6
2024-03-29,Miami Open,Hard,Semifinals,Masters 1000,Jannik Sinner,Daniil Medvedev,47275,22807,0.544599,0.502867,1.8362,1.56,2.6,Jannik Sinner,18.404,loser,loss,False,0.625,Jannik Sinner,0.544599,0.505111,0.463804,0.55358,high,6-1 6-2
2024-03-31,Miami Open,Hard,The Final,Masters 1000,Jannik Sinner,Grigor Dimitrov,47275,11953,0.68819,0.770005,1.4531,1.25,4.5,Jannik Sinner,40.315,loser,loss,False,0.782609,Jannik Sinner,0.68819,0.644041,0.66055,0.816774,high,6-3 6-1
2024-08-06,Canadian Open,Hard,1st Round,Masters 1000,Nuno Borges,Miomir Kecmanovic,31446,34337,0.615598,0.641493,1.6244,2.31,1.68,Nuno Borges,42.203,winner,win,False,0.421053,Nuno Borges,0.615598,0.647761,0.570046,0.53878,high,5-7 6-4 6-4
2024-08-06,Canadian Open,Hard,1st Round,Masters 1000,Tomas Martin Etcheverry,Nicolas Jarry,37532,27482,0.379276,0.348812,2.6366,1.77,2.15,Tomas Martin Etcheverry,33.456,loser,loss,False,0.548469,Nicolas Jarry,0.620724,0.313498,0.328749,0.395022,high,7-6 6-7 6-2
2024-08-07,Canadian Open,Hard,1st Round,Masters 1000,Alejandro Davidovich Fokina,Roman Safiullin,36519,28900,0.582011,0.576559,1.7182,1.98,1.91,Alejandro Davidovich Fokina,15.238,winner,win,False,0.491003,Alejandro Davidovich Fokina,0.582011,0.562498,0.584866,0.610887,high,6-2 7-5
2024-08-07,Canadian Open,Hard,1st Round,Masters 1000,Ben Shelton,Alexander Bublik,87562,24245,0.576229,0.565208,1.7354,1.55,2.6,Ben Shelton,10.18,loser,loss,False,0.626506,Ben Shelton,0.576229,0.541452,0.532385,0.648732,high,7-6 6-2
2024-08-07,Canadian Open,Hard,1st Round,Masters 1000,Brandon Nakashima,Denis Shapovalov,56846,33502,0.557991,0.529269,1.7921,2.16,1.76,Brandon Nakashima,20.526,winner,win,False,0.44898,Brandon Nakashima,0.557991,0.435059,0.459628,0.672306,high,6-4 7-5
2024-08-08,Canadian Open,Hard,2nd Round,Masters 1000,Alejandro Davidovich Fokina,Daniil Medvedev,36519,22807,0.244119,0.133589,4.0964,5.32,1.2,Alejandro Davidovich Fokina,29.871,winner,win,False,0.184049,Daniil Medvedev,0.755881,0.249704,0.222799,0.08878,high,6-4 1-6 6-2
2024-08-08,Canadian Open,Hard,2nd Round,Masters 1000,Alexander Zverev,Jordan Thompson,24008,22433,0.707677,0.80042,1.4131,1.32,3.87,Alexander Zverev,13.129,loser,loss,False,0.745665,Alexander Zverev,0.707677,0.500647,0.694207,0.901042,high,6-1 6-1
2024-08-08,Canadian Open,Hard,2nd Round,Masters 1000,Grigor Dimitrov,Rinky Hijikata,11953,58149,0.724516,0.82502,1.3802,1.27,4.25,Grigor Dimitrov,17.081,loser,loss,False,0.769928,Grigor Dimitrov,0.724516,0.697787,0.738534,0.897693,high,6-1 6-0
2024-08-08,Canadian Open,Hard,1st Round,Masters 1000,Thanasi Kokkinakis,Gael Monfils,22432,5917,0.406123,0.400274,2.4623,1.84,2.05,Thanasi Kokkinakis,21.745,loser,loss,False,0.526992,Gael Monfils,0.593877,0.350382,0.517526,0.290119,high,6-3 6-3
2024-08-10,Canadian Open,Hard,2nd Round,Masters 1000,Sebastian Korda,Taylor Harry Fritz,42451,29932,0.453122,0.492644,2.2069,2.45,1.62,Sebastian Korda,11.015,winner,win,False,0.398034,Taylor Harry Fritz,0.546878,0.468721,0.501797,0.418306,high,6-4 7-6
2024-08-11,Canadian Open,Hard,Quarterfinals,Masters 1000,Alexei Popyrin,Hubert Hurkacz,34233,26473,0.321978,0.246643,3.1058,2.34,1.68,Alexei Popyrin,13.908,loser,loss,False,0.41791,Hubert Hurkacz,0.678022,0.459911,0.38215,0.088924,high,3-6 7-6 7-5
2024-08-11,Canadian Open,Hard,Semifinals,Masters 1000,Andrey Rublev,Matteo Arnaldi,29372,73956,0.701309,0.790705,1.4259,1.3,3.89,Andrey Rublev,16.191,loser,loss,False,0.749518,Andrey Rublev,0.701309,0.731766,0.743258,0.861438,high,6-4 6-2
2024-08-12,Canadian Open,Hard,Semifinals,Masters 1000,Alexei Popyrin,Sebastian Korda,34233,42451,0.364409,0.321129,2.7442,3.35,1.37,Alexei Popyrin,22.077,winner,win,False,0.290254,Sebastian Korda,0.635591,0.438635,0.345021,0.201228,high,7-6 6-3
2024-08-13,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Jiri Lehecka,Mariano Navone,61838,66828,0.633955,0.67586,1.5774,1.38,3.3,Jiri Lehecka,20.795,loser,loss,False,0.705128,Jiri Lehecka,0.633955,0.961076,0.54377,0.515235,medium,7-6 6-3
2024-08-13,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Jordan Thompson,Ugo Humbert,22433,38911,0.550636,0.514762,1.8161,2.73,1.51,Jordan Thompson,50.324,winner,win,False,0.356132,Jordan Thompson,0.550636,0.532662,0.558389,0.341545,high,3-6 6-3 7-6
2024-08-13,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Sebastian Baez,Marcos Giron,52721,18736,0.559221,0.531697,1.7882,2.46,1.61,Sebastian Baez,37.568,winner,win,False,0.395577,Sebastian Baez,0.559221,0.267694,0.470285,0.692951,high,6-4 5-7 7-6
2024-08-13,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Zhuo Zhang,Juan Pablo Boada G.,26496,21668,0.445738,0.478088,2.2435,1.88,2.02,Zhuo Zhang,11.961,loser,loss,False,0.517949,Juan Pablo Boada G.,0.554262,0.499859,0.428411,0.52174,low,6-3 7-6
2024-08-14,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Arthur Fils,Brandon Holt,83135,47566,0.704302,0.795298,1.4198,1.21,4.87,Arthur Fils,44.005,loser,loss,False,0.800987,Arthur Fils,0.704302,0.3239,0.62285,0.924698,high,6-4 6-1
2024-08-14,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Brandon Nakashima,Taylor Harry Fritz,56846,29932,0.362605,0.317817,2.7578,3.29,1.38,Brandon Nakashima,19.297,winner,win,False,0.295503,Taylor Harry Fritz,0.637395,0.407413,0.367699,0.174487,high,6-4 4-6 7-6
2024-08-14,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Felix Auger Aliassime,Aleksandar Kovacevic,40434,39152,0.648597,0.70248,1.5418,1.3,3.82,Felix Auger Aliassime,34.236,loser,loss,False,0.746094,Felix Auger Aliassime,0.648597,0.329966,0.648449,0.822497,high,6-3 6-1
2024-08-14,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Holger Rune,Matteo Berrettini,69471,29812,0.565135,0.543363,1.7695,2.27,1.7,Holger Rune,28.286,winner,win,False,0.428212,Holger Rune,0.565135,0.449951,0.445856,0.733439,medium,2-6 6-1 6-4
2024-08-14,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Nuno Borges,Adrian Mannarino,31446,7806,0.66045,0.723428,1.5141,1.38,3.26,Nuno Borges,10.693,loser,loss,False,0.702586,Nuno Borges,0.66045,0.775137,0.654058,0.467483,high,6-4 3-6 6-1
2024-08-14,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Pablo Carreno-Busta,Sebastian Korda,14432,42451,0.222179,0.108187,4.5009,5.49,1.18,Pablo Carreno-Busta,21.976,winner,win,False,0.176912,Sebastian Korda,0.777821,0.373154,0.238311,0.033553,medium,7-5 6-1
2024-08-14,Western & Southern Financial Group Masters,Hard,1st Round,Masters 1000,Tomas Martin Etcheverry,Matteo Arnaldi,37532,73956,0.376247,0.343117,2.6578,2.1,1.81,Tomas Martin Etcheverry,12.899,loser,loss,False,0.462916,Matteo Arnaldi,0.623753,0.367392,0.277893,0.454732,high,6-3 6-7 6-2
2024-08-15,Western & Southern Financial Group Masters,Hard,2nd Round,Masters 1000,Alexander Zverev,Karen Khachanov,24008,25543,0.688866,0.771093,1.4517,1.25,4.4,Alexander Zverev,36.899,loser,loss,False,0.778761,Alexander Zverev,0.688866,0.552882,0.727545,0.862102,high,6-3 6-2
2024-08-15,Western & Southern Financial Group Masters,Hard,2nd Round,Masters 1000,Fabian Marozsan,Grigor Dimitrov,52140,11953,0.265997,0.161842,3.7594,4.24,1.27,Fabian Marozsan,12.783,winner,win,False,0.23049,Grigor Dimitrov,0.734003,0.267462,0.238968,0.13706,high,4-6 6-4 6-3
2024-08-15,Western & Southern Financial Group Masters,Hard,2nd Round,Masters 1000,Jiri Lehecka,Daniil Medvedev,61838,22807,0.275175,0.174544,3.6341,4.29,1.26,Jiri Lehecka,18.05,winner,win,False,0.227027,Daniil Medvedev,0.724825,0.23669,0.184017,0.10621,high,7-6 6-4
2024-08-16,Western & Southern Financial Group Masters,Hard,2nd Round,Masters 1000,Felix Auger Aliassime,Casper Ruud,40434,33648,0.382246,0.354421,2.6161,1.65,2.39,Felix Auger Aliassime,47.643,loser,loss,False,0.591584,Casper Ruud,0.617754,0.378266,0.40876,0.292238,high,6-3 6-1
2024-08-16,Western & Southern Financial Group Masters,Hard,3rd Round,Masters 1000,Holger Rune,Gael Monfils,69471,5917,0.594144,0.600247,1.6831,1.4,3.17,Holger Rune,28.656,loser,loss,False,0.693654,Holger Rune,0.594144,0.343779,0.531372,0.751429,high,3-6 6-3 6-4
2024-08-17,Western & Southern Financial Group Masters,Hard,Quarterfinals,Masters 1000,Alexander Zverev,Ben Shelton,24008,87562,0.697255,0.784405,1.4342,1.31,3.82,Alexander Zverev,15.649,loser,loss,False,0.744639,Alexander Zverev,0.697255,0.738703,0.78453,0.791305,high,3-6 7-6 7-5
2024-08-17,Western & Southern Financial Group Masters,Hard,3rd Round,Masters 1000,Jack Draper,Felix Auger Aliassime,63017,40434,0.568311,0.549623,1.7596,2.26,1.71,Jack Draper,28.438,winner,win,False,0.43073,Jack Draper,0.568311,0.751395,0.521624,0.408576,high,5-7 6-4 6-4
2024-10-02,Shanghai Masters,Hard,1st Round,Masters 1000,Alejandro Davidovich Fokina,Gabriel Diallo,36519,68627,0.452246,0.490919,2.2112,1.88,2.01,Alejandro Davidovich Fokina,10.099,loser,loss,False,0.51671,Gabriel Diallo,0.547754,0.264319,0.623501,0.618141,high,7-5 7-6
2024-10-02,Shanghai Masters,Hard,1st Round,Masters 1000,Aleksandar Vukic,Corentin Moutet,28267,36263,0.448328,0.483196,2.2305,1.79,2.13,Aleksandar Vukic,17.506,loser,loss,False,0.543367,Corentin Moutet,0.551672,0.448658,0.54346,0.446105,high,2-6 6-3 6-4
2024-10-02,Shanghai Masters,Hard,1st Round,Masters 1000,Alexandre Muller,Luca Nardi,28108,71221,0.430391,0.44782,2.3235,1.62,2.43,Alexandre Muller,38.415,loser,loss,False,0.6,Luca Nardi,0.569609,0.377784,0.468929,0.541329,high,4-6 6-1 6-1
2024-10-02,Shanghai Masters,Hard,1st Round,Masters 1000,Botic Van De Zandschulp,Pablo Carreno-Busta,24249,14432,0.593149,0.598311,1.6859,2.24,1.71,Botic Van De Zandschulp,32.865,winner,win,False,0.432911,Botic Van De Zandschulp,0.593149,0.304117,0.396434,0.77808,high,7-6 6-2
2024-10-02,Shanghai Masters,Hard,1st Round,Masters 1000,Fabio Fognini,Luciano Darderi,4067,76127,0.58048,0.573556,1.7227,2.11,1.8,Fabio Fognini,22.481,winner,win,False,0.460358,Fabio Fognini,0.58048,0.899298,0.598586,0.333965,medium,6-4 6-7 6-4
2024-10-02,Shanghai Masters,Hard,1st Round,Masters 1000,Taro Daniel,Egor Gerasimov,20648,18772,0.678592,0.754303,1.4736,1.35,3.47,Taro Daniel,11.529,loser,loss,False,0.719917,Taro Daniel,0.678592,0.578144,0.74789,0.806016,high,6-7 6-3 6-4
2024-10-02,Shanghai Masters,Hard,1st Round,Masters 1000,Thiago Seyboth Wild,Daniel Evans,36858,9305,0.60308,0.617543,1.6582,2.43,1.62,Thiago Seyboth Wild,46.548,winner,win,False,0.4,Thiago Seyboth Wild,0.60308,0.528238,0.483773,0.669398,high,6-2 4-6 7-6
