date,tournament,surface,official_surface,model_surface,surface_math,round,series,player1,player2,player1_id,player2_id,our_prob,our_prob_raw,our_odds,pinnacle_odds,pinnacle_odds_loser,actual_winner,value_pct,bet_side,bet_result,policy_excluded,pinnacle_prob_novig,model_favorite,model_favorite_prob,p_serve_return,p_elo,p_rank,p_a,p_b,confidence,h2h_n,h2h_delta,recent_rematch_delta,recent_rematch_days,recent_rematch_rank_elo_release,cpi_value,cpi_year,cpi_z,cpi_delta,cpi_regime_surface,tournament_speed_signal,tournament_speed_multiplier,tournament_speed_archetype_delta,tournament_speed_style_edge,score,has_pinnacle_odds
2023-01-01,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Marcos Giron,Richard Gasquet,18736,674,0.447105,0.454327,2.2366,1.93,1.95,Marcos Giron,7.814,loser,loss,False,0.502577,Richard Gasquet,0.552895,0.417367,0.459458,0.521865,0.6039716024429149,0.6200600028907854,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.011037587648728864,7-6 6-7 7-5,True
2023-01-02,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Jack Draper,Soon-Woo Kwon,63017,28762,0.579612,0.57794,1.7253,1.69,2.29,Jack Draper,-2.046,winner,skip,False,0.575377,Jack Draper,0.579612,0.632002,0.437808,0.660797,0.5969452114655678,0.570929915816638,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.06119079404358742,0.011014342927845734,0.0,-0.0012902573039516585,6-2 6-1,True
2023-01-02,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Quentin Halys,Jordan Thompson,25171,22433,0.554663,0.54781,1.8029,2.14,1.78,Quentin Halys,18.698,winner,win,False,0.454082,Quentin Halys,0.554663,0.686553,0.479549,0.560287,0.6085896442707489,0.5710005320239752,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.06119079404358742,0.011014342927845734,0.0,-0.004952219966453397,6-3 6-4,True
2023-01-02,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Miomir Kecmanovic,Christopher O'Connell,34337,24721,0.551487,0.543971,1.8133,1.58,2.53,Miomir Kecmanovic,13.474,loser,loss,False,0.615572,Miomir Kecmanovic,0.551487,0.39094,0.556328,0.74192,0.5908699808823367,0.6121708000973207,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.06119079404358742,0.011014342927845734,0.0,-0.00010930072323223072,6-4 6-4,True
2023-01-02,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Thanasi Kokkinakis,Maxime Cressy,22432,54207,0.419679,0.421204,2.3828,1.97,1.92,Thanasi Kokkinakis,11.422,loser,loss,False,0.493573,Maxime Cressy,0.580321,0.516318,0.475777,0.261641,0.6771278877610587,0.6728755514883678,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.06119079404358742,0.011014342927845734,0.0,-0.004860198661649939,7-6 7-6,True
2023-01-02,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Yoshihito Nishioka,Holger Rune,24225,69471,0.335308,0.319976,2.9823,4.0,1.28,Yoshihito Nishioka,34.123,winner,win,False,0.242424,Holger Rune,0.664692,0.543553,0.50344,0.213436,0.583892116717939,0.5753821353665911,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.06119079404358742,0.011014342927845734,0.0,-0.0005421417769746473,2-6 6-4 6-4,True
2023-01-02,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Alexei Popyrin,Felix Auger Aliassime,34233,40434,0.164953,0.125803,6.0623,6.2,1.15,Alexei Popyrin,2.271,winner,skip,True,0.156463,Felix Auger Aliassime,0.835047,0.196414,0.234867,0.065024,0.6183528697121794,0.6877813202633725,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.06119079404358742,0.011014342927845734,0.0,0.004601379563891783,6-4 7-6,True
2023-01-02,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Roman Safiullin,Mikael Ymer,28900,35957,0.515291,0.500231,1.9407,2.27,1.7,Roman Safiullin,16.971,winner,win,False,0.428212,Roman Safiullin,0.515291,0.582976,0.540184,0.444863,0.5529085024008167,0.537070311178254,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.06119079404358742,0.011014342927845734,0.0,0.00877742626888628,6-4 6-2,True
2023-01-02,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Benjamin Bonzi,Chun Hsin Tseng,28899,47557,0.706159,0.729032,1.4161,1.43,3.04,Benjamin Bonzi,0.981,winner,skip,False,0.680089,Benjamin Bonzi,0.706159,0.789743,0.632121,0.655468,0.5950912679656871,0.5338732792800953,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.029473754209772385,6-0 6-3,True
2023-01-02,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Roberto Carballes Baena,Bernabe Zapata Miralles,21506,29579,0.541227,0.536373,1.8477,2.08,1.83,Roberto Carballes Baena,12.575,winner,win,False,0.468031,Roberto Carballes Baena,0.541227,0.444921,0.567435,0.493634,0.5616076581259176,0.5720185432475653,medium,5,0.009000000000000001,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.002047263998839921,6-1 7-5,True
2023-01-02,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Marco Cecchinato,Nikoloz Basilashvili,20104,14716,0.385596,0.382849,2.5934,2.87,1.47,Marco Cecchinato,10.666,winner,win,False,0.33871,Nikoloz Basilashvili,0.614404,0.403964,0.341045,0.478225,0.5528879557016678,0.5712302471635815,medium,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.017125000328611084,6-2 6-2,True
2023-01-02,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Laslo Djere,Alex Molcan,24084,34539,0.393703,0.389897,2.54,1.89,2.0,Laslo Djere,21.259,loser,loss,False,0.514139,Alex Molcan,0.606297,0.176194,0.481815,0.429647,0.5782396352788547,0.6510874499493675,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.008615319342378247,6-2 6-4,True
2023-01-02,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Tallon Griekspoor,Jaume Antoni Munar Clar,33860,31358,0.39966,0.397069,2.5021,1.88,2.01,Tallon Griekspoor,20.668,loser,loss,False,0.51671,Jaume Antoni Munar Clar,0.60034,0.276567,0.504657,0.387356,0.5481900873450779,0.593178717101114,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.02094978237345102,6-4 7-5,True
2023-01-02,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Filip Krajinovic,Sumit Nagal,13277,26922,0.813571,0.833374,1.2291,1.28,3.99,Filip Krajinovic,4.137,winner,skip,True,0.757116,Filip Krajinovic,0.813571,0.711002,0.678552,0.943108,0.5944678842522201,0.5520269707740523,medium,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.004462181427248135,6-4 4-6 6-4,True
2023-01-02,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Michael Mmoh,Manas Manoj Dhamne,26925,94055,0.768722,0.785579,1.3009,1.01,38.66,Michael Mmoh,794.122,loser,policy_skip,True,0.97454,Michael Mmoh,0.768722,0.843865,0.753725,,0.6119505966673136,0.5348082221749381,medium,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.001703295885317646,6-2 6-4,True
2023-01-03,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Roberto Bautista Agut,Andrey Rublev,1837,29372,0.365809,0.356396,2.7337,2.72,1.5,Roberto Bautista Agut,-0.5,winner,skip,False,0.35545,Andrey Rublev,0.634191,0.525061,0.331073,0.267044,0.6052725487994746,0.6002346351849734,high,2,0.0,0.0,,0.0,,,0.0,0.0,,0.07085755813953536,0.012754360465116363,0.0,-0.004454491669220961,4-6 6-3 6-4,True
2023-01-03,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Novak Djokovic,Constant Lestienne,5992,19474,0.85,0.898631,1.1765,1.02,18.89,Novak Djokovic,183.35,loser,policy_skip,True,0.948769,Novak Djokovic,0.85,0.181459,0.917575,0.921748,0.5290571415329599,0.5980228853781773,medium,0,0.0,0.0,,0.0,,,0.0,0.0,,0.07085755813953536,0.012754360465116363,0.0,0.034933121811467904,6-3 6-2,True
2023-01-03,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Karen Khachanov,Pedro Cachin,25543,23100,0.748353,0.763632,1.3363,1.18,5.52,Karen Khachanov,38.909,loser,policy_skip,True,0.823881,Karen Khachanov,0.748353,0.615986,0.765234,0.75982,0.6165593855352993,0.5934209715400967,medium,1,0.0,0.0,,0.0,,,0.0,0.0,,0.07085755813953536,0.012754360465116363,0.0,0.01619577466833444,6-2 6-4,True
2023-01-03,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Sebastian Korda,Andy Murray,42451,1075,0.588908,0.589155,1.6981,1.62,2.44,Sebastian Korda,0.306,loser,skip,False,0.600985,Sebastian Korda,0.588908,0.66373,0.479981,0.58671,0.5840444625603259,0.5518093534883695,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.07085755813953536,0.012754360465116363,0.0,-0.0033338583264901356,7-6 6-3,True
2023-01-03,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Denis Shapovalov,Rinky Hijikata,33502,58149,0.739823,0.768221,1.3517,1.29,3.96,Denis Shapovalov,3.03,loser,skip,False,0.754286,Denis Shapovalov,0.739823,0.419087,0.732785,0.919309,0.5752901343921596,0.5907769745893251,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.07085755813953536,0.012754360465116363,0.0,0.0482903571423553,2-6 6-4 6-3,True
2023-01-03,Adelaide International 1,Hard,Hard,Hard,Hard,1st Round,ATP250,Jannik Sinner,Kyle Edmund,47275,20847,0.85,0.892627,1.1765,1.13,7.01,Jannik Sinner,5.15,loser,policy_skip,True,0.861179,Jannik Sinner,0.85,0.884764,0.715835,0.970355,0.6316437227953753,0.5391917472664087,medium,0,0.0,0.0,,0.0,,,0.0,0.0,,0.07085755813953536,0.012754360465116363,0.0,-0.002578148484075782,6-3 6-2,True
2023-01-03,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Aslan Karatsev,Pablo Andujar,18524,1841,0.627787,0.631894,1.5929,1.31,3.79,Aslan Karatsev,41.069,loser,policy_skip,True,0.743137,Aslan Karatsev,0.627787,0.657049,0.582166,0.673571,0.5643403177840282,0.5337827686940385,medium,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.003154085335456358,6-1 6-3,True
2023-01-03,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Maximilian Marterer,Elias Ymer,23640,26218,0.434103,0.438619,2.3036,2.06,1.83,Maximilian Marterer,3.559,loser,skip,False,0.470437,Elias Ymer,0.565897,0.314379,0.57737,0.446122,0.6013060813651624,0.6391770734330373,high,2,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.023641130287262557,6-2 3-6 6-3,True
2023-01-03,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Pedro Martinez Portero,Ramkumar Ramanathan,27358,23147,0.720585,0.745903,1.3878,1.66,2.34,Pedro Martinez Portero,19.617,winner,policy_skip,True,0.585,Pedro Martinez Portero,0.720585,0.539835,0.605348,0.913626,0.5975094517871304,0.5895593310567107,high,0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,-0.024896293838746975,3-6 7-5 6-3,True
2023-01-03,Maharashtra Open,Hard,Hard,Hard,Hard,1st Round,ATP250,Tim Van Rijthoven,Radu Albot,29959,10828,0.367897,0.363354,2.7182,1.83,2.08,Tim Van Rijthoven,31.478,loser,policy_skip,True,0.531969,Radu Albot,0.632103,0.197539,0.40493,0.481662,0.5431764444366559,0.6079903760452187,medium,1,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.01784730882870561,6-4 6-4,True
2023-01-04,Adelaide International 1,Hard,Hard,Hard,Hard,2nd Round,ATP250,Karen Khachanov,Jack Draper,25543,63017,0.61468,0.620186,1.6269,2.43,1.63,Karen Khachanov,49.367,winner,win,False,0.401478,Karen Khachanov,0.61468,0.412005,0.692833,0.689391,0.5961634198841442,0.6132754017922579,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.07989309210526337,0.014380756578947405,0.0,0.024522746531819295,6-4 6-2,True
2023-01-04,Adelaide International 1,Hard,Hard,Hard,Hard,2nd Round,ATP250,Daniil Medvedev,Miomir Kecmanovic,22807,34337,0.75985,0.7912,1.316,1.18,5.66,Daniil Medvedev,35.925,loser,policy_skip,True,0.827485,Daniil Medvedev,0.75985,0.863308,0.757063,0.820986,0.6419639808460352,0.5567258526308853,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.07989309210526337,0.014380756578947405,0.0,-0.001019593945244146,6-0 6-3,True
2023-01-04,Adelaide International 1,Hard,Hard,Hard,Hard,2nd Round,ATP250,Yoshihito Nishioka,Mackenzie Mcdonald,24225,18094,0.548022,0.539784,1.8247,1.69,2.31,Yoshihito Nishioka,4.407,loser,skip,False,0.5775,Yoshihito Nishioka,0.548022,0.397185,0.614859,0.630954,0.5606970945846662,0.5804302091535893,high,1,0.0,0.0,,0.0,,,0.0,0.0,,0.07989309210526337,0.014380756578947405,0.0,-0.0002401119813929542,6-4 6-3,True
