date,time_utc,player1,player2,surface,series,confidence,our_odds1,our_odds2,pin_odds1,pin_odds2,value_p1,value_p2,side,value_pct,policy_mode,overlay_n,overlay_roi_pct_shrunk,overlay_reason,settlement_status,result,bet_outcome,won_bet,match_date,player1_id,player2_id,winner_id,loser_id,settled_at,settlement_note,closing_odds1,closing_odds2,closing_source,recent_injured_p1,recent_injured_p2,recent_injured_any,recent_injured_p1_mode,recent_injured_p2_mode,threshold_tier,bet_type,spread_line,spread_odds,stake_units,stake_gbp,stake_model,signal_profile,game_margin
2026-03-05,00:49:24,Chun Hsin Tseng,Sebastian Baez,Hard,Masters 1000,high,2.93,1.52,3.53,1.332,20.48,-12.37,P1,20.48,base,,,,settled,P2,LOSS,0,2026-03-08,47557,52721,52721,47557,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-05,17:45:20,Jacob Fearnley,Damir Dzumhur,Hard,Masters 1000,high,2.24,1.81,1.82,2.09,-18.75,15.47,P2,15.47,base,,,,settled,P1,LOSS,0,2026-03-08,68090,13447,68090,13447,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-05,17:45:20,Flavio Cobolli,Miomir Kecmanovic,Hard,Masters 1000,high,1.68,2.48,2.11,1.787,25.6,-27.94,P1,25.6,base,,,,settled,P1,WIN,1,2026-03-08,67546,34337,67546,34337,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-05,17:45:20,Brandon Nakashima,Camilo Ugo Carabelli,Hard,Masters 1000,high,1.49,3.02,1.204,4.92,-19.19,62.91,P2,62.91,base,,,,settled,P1,LOSS,0,2026-03-08,56846,42229,56846,42229,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-05,17:45:20,Adam Walton,Learner Tien,Hard,Masters 1000,high,4.74,1.27,5.35,1.182,12.87,-6.93,P1,12.87,base,,,,settled,P2,LOSS,0,2026-03-08,47752,93452,93452,47752,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-05,20:35:09,Zizou Bergs,Tommy Paul,Hard,Masters 1000,high,2.89,1.53,4.03,1.272,39.45,-16.86,P1,39.45,base,,,,settled,P2,LOSS,0,2026-03-08,37741,29935,29935,37741,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Adam Walton,Learner Tien,Hard,Masters 1000,high,4.37,1.3,5.45,1.183,24.71,-9.0,P1,24.71,base,,,,settled,P2,LOSS,0,2026-03-08,47752,93452,93452,47752,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Karen Khachanov,Joao Fonseca,Hard,Masters 1000,high,1.71,2.41,2.3,1.667,34.5,-30.83,P1,34.5,base,,,,settled,P2,LOSS,0,2026-03-08,25543,91521,91521,25543,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Zizou Bergs,Tommy Paul,Hard,Masters 1000,high,2.95,1.51,4.38,1.242,48.47,-17.75,P1,48.47,base,,,,settled,P2,LOSS,0,2026-03-08,37741,29935,29935,37741,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Tomas Martin Etcheverry,Denis Shapovalov,Hard,Masters 1000,high,2.2,1.83,2.57,1.549,16.82,-15.36,P1,16.82,base,,,,settled,P2,LOSS,0,2026-03-08,37532,33502,33502,37532,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Dalibor Svrcina,Jannik Sinner,Hard,Masters 1000,high,5.84,1.21,30.95,1.016,429.97,-16.03,P1,429.97,base,,,,settled,P2,LOSS,0,2026-03-08,63299,47275,47275,63299,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Lorenzo Musetti,Marton Fucsovics,Hard,Masters 1000,high,1.46,3.2,1.329,3.55,-8.97,10.94,P2,10.94,base,,,,settled,P2,WIN,1,2026-03-08,63572,13674,13674,63572,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Andrey Rublev,Gabriel Diallo,Hard,Masters 1000,high,1.55,2.81,1.385,3.21,-10.65,14.23,P2,14.23,base,,,,settled,P2,WIN,1,2026-03-08,29372,68627,68627,29372,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Gael Monfils,Felix Auger Aliassime,Hard,Masters 1000,high,4.05,1.33,5.68,1.167,40.25,-12.26,P1,40.25,base,,,,settled,P2,LOSS,0,2026-03-08,5917,40434,40434,5917,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Flavio Cobolli,Miomir Kecmanovic,Hard,Masters 1000,high,1.67,2.49,2.1,1.806,25.75,-27.47,P1,25.75,base,,,,settled,P1,WIN,1,2026-03-08,67546,34337,67546,34337,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
2026-03-06,10:56:54,Jenson Brooksby,Frances Tiafoe,Hard,Masters 1000,high,2.51,1.66,2.02,1.855,-19.52,11.75,P2,11.75,base,,,,settled,P2,WIN,1,2026-03-08,40609,29939,29939,40609,2026-03-08T22:52:21+00:00, [from oncourt_today fallback],,,,False,False,False,none,none,,,,,,,,,
