captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-08-12T09:35:06Z,73624100,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Wang, Xiyu","Andreescu, Bianca",ML,1,"{'home': '1.66', 'away': '2.10'}"
2026-08-12T09:35:06Z,73624100,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Wang, Xiyu","Andreescu, Bianca",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73664888,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Yuan, Yue","Day, Kayla",ML,1,"{'home': '2.25', 'away': '1.57'}"
2026-08-12T09:35:06Z,73664888,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Yuan, Yue","Day, Kayla",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73624004,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Mejia, Nicolas","Fearnley, Jacob",ML,1,"{'home': '3.50', 'away': '1.28'}"
2026-08-12T09:35:06Z,73624004,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Mejia, Nicolas","Fearnley, Jacob",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73624004,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Mejia, Nicolas","Fearnley, Jacob",Totals 1st Set,6,hdp=8.5 | hdp=9.5 | hdp=12.5 | hdp=6.5 | hdp=7.5 | hdp=10.5
2026-08-12T09:35:06Z,73624004,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Mejia, Nicolas","Fearnley, Jacob",Totals (Games),1,hdp=21.5
2026-08-12T09:35:06Z,73624006,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Giron, Marcos","Rocha, Henrique",ML,1,"{'home': '1.53', 'away': '2.37'}"
2026-08-12T09:35:06Z,73624006,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Giron, Marcos","Rocha, Henrique",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73624006,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Giron, Marcos","Rocha, Henrique",Totals 1st Set,6,hdp=7.5 | hdp=8.5 | hdp=6.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-08-12T09:35:06Z,73624006,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Giron, Marcos","Rocha, Henrique",Totals (Games),1,hdp=22.5
2026-08-12T09:35:06Z,73624094,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Podoroska, Nadia","Seidel, Ella",ML,1,"{'home': '2.75', 'away': '1.40'}"
2026-08-12T09:35:06Z,73624094,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Podoroska, Nadia","Seidel, Ella",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73624098,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Lee, Carol Young Suh","Kudermetova, Polina",ML,1,"{'home': '1.61', 'away': '2.20'}"
2026-08-12T09:35:06Z,73624098,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Lee, Carol Young Suh","Kudermetova, Polina",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73623972,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Lajal, Mark","Svrcina, Dalibor",ML,1,"{'home': '2.00', 'away': '1.72'}"
2026-08-12T09:35:06Z,73623972,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Lajal, Mark","Svrcina, Dalibor",Totals (Games),1,hdp=22.5
2026-08-12T09:35:06Z,73623972,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Lajal, Mark","Svrcina, Dalibor",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73623972,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Lajal, Mark","Svrcina, Dalibor",Totals 1st Set,6,hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5 | hdp=6.5
2026-08-12T09:35:06Z,73623974,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Vukic, Aleksandar","Blanch, Darwin",ML,1,"{'home': '1.66', 'away': '2.10'}"
2026-08-12T09:35:06Z,73623974,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Vukic, Aleksandar","Blanch, Darwin",Totals (Games),1,hdp=22.5
2026-08-12T09:35:06Z,73623974,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Vukic, Aleksandar","Blanch, Darwin",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73623974,2026-08-12T14:00:00Z,Bet365,"ATP - Cincinnati, USA, Qualifying","Vukic, Aleksandar","Blanch, Darwin",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-08-12T09:35:06Z,73624096,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Arango, Emiliana","Sasnovich, Aliaksandra",ML,1,"{'home': '2.20', 'away': '1.61'}"
2026-08-12T09:35:06Z,73624096,2026-08-12T14:00:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Arango, Emiliana","Sasnovich, Aliaksandra",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73668552,2026-08-12T15:30:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Stefanini, Lucrezia","Jeanjean, Leolia",ML,1,"{'home': '1.83', 'away': '1.83'}"
2026-08-12T09:35:06Z,73668552,2026-08-12T15:30:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Stefanini, Lucrezia","Jeanjean, Leolia",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-12T09:35:06Z,73668832,2026-08-12T15:30:00Z,Bet365,"WTA - Cincinnati, USA, Qualifying","Selekhmeteva, Oksana","Stoiana, Mary",ML,1,"{'home': '2.25', 'away': '1.57'}"
