captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-09-01T18:39:14Z,odds/multi,74124758,2026-09-01T18:45:00Z,BetMGM,ATP,US Open,Filip Misolic,Francisco Cerundolo,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124758,2026-09-01T18:45:00Z,BetMGM,ATP,US Open,Filip Misolic,Francisco Cerundolo,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124790,2026-09-01T18:45:00Z,BetMGM,ATP,US Open,Dane Sweeny,Corentin Moutet,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124790,2026-09-01T18:45:00Z,BetMGM,ATP,US Open,Dane Sweeny,Corentin Moutet,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150352,2026-09-01T18:45:00Z,BetMGM,ATP,US Open,Nishesh Basavareddy,Tristan Schoolkate,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150352,2026-09-01T18:45:00Z,BetMGM,ATP,US Open,Nishesh Basavareddy,Tristan Schoolkate,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150424,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Lucie Havlickova,Anna Bondar,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150424,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Lucie Havlickova,Anna Bondar,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150436,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Gabriela Knutson,Eva Lys,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150436,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Gabriela Knutson,Eva Lys,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150356,2026-09-01T18:45:00Z,BetMGM,ATP,US Open,Mattia Bellucci,Zsombor Piros,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150356,2026-09-01T18:45:00Z,BetMGM,ATP,US Open,Mattia Bellucci,Zsombor Piros,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124808,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Thea Frodin,Elena Rybakina,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124808,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Thea Frodin,Elena Rybakina,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124812,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Yuliia Starodubtseva,Ella Seidel,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124812,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Yuliia Starodubtseva,Ella Seidel,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124820,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Yulia Putintseva,Belinda Bencic,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124820,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Yulia Putintseva,Belinda Bencic,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150418,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Maria Sakkari,Robin Montgomery,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150418,2026-09-01T18:45:00Z,BetMGM,WTA,US Open,Maria Sakkari,Robin Montgomery,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124760,2026-09-01T19:55:00Z,BetMGM,ATP,US Open,Camilo Ugo Carabelli,Jan-Lennard Struff,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124760,2026-09-01T19:55:00Z,BetMGM,ATP,US Open,Camilo Ugo Carabelli,Jan-Lennard Struff,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74202326,2026-09-01T19:55:00Z,BetMGM,ATP,US Open,Juan Manuel Cerundolo,Arthur Gea,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74202326,2026-09-01T19:55:00Z,BetMGM,ATP,US Open,Juan Manuel Cerundolo,Arthur Gea,Spread,no,2, | 
2026-09-01T18:39:14Z,odds/multi,74124778,2026-09-01T19:55:00Z,BetMGM,ATP,US Open,Zizou Bergs,Carlos Taberner,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124778,2026-09-01T19:55:00Z,BetMGM,ATP,US Open,Zizou Bergs,Carlos Taberner,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124788,2026-09-01T20:05:00Z,BetMGM,ATP,US Open,Arthur Fery,Lorenzo Musetti,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124788,2026-09-01T20:05:00Z,BetMGM,ATP,US Open,Arthur Fery,Lorenzo Musetti,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150364,2026-09-01T20:25:00Z,BetMGM,ATP,US Open,Jesper De Jong,Francesco Passaro,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150364,2026-09-01T20:25:00Z,BetMGM,ATP,US Open,Jesper De Jong,Francesco Passaro,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74267154,2026-09-01T21:25:00Z,BetMGM,ATP,US Open,Rafael Jodar,Yunchaokete Bu,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74267154,2026-09-01T21:25:00Z,BetMGM,ATP,US Open,Rafael Jodar,Yunchaokete Bu,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124810,2026-09-01T20:25:00Z,BetMGM,WTA,US Open,Darja Vidmanova,Jessica Bouzas Maneiro,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124810,2026-09-01T20:25:00Z,BetMGM,WTA,US Open,Darja Vidmanova,Jessica Bouzas Maneiro,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124846,2026-09-01T20:25:00Z,BetMGM,WTA,US Open,Tatjana Maria,Jelena Ostapenko,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124846,2026-09-01T20:25:00Z,BetMGM,WTA,US Open,Tatjana Maria,Jelena Ostapenko,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124832,2026-09-01T20:05:00Z,BetMGM,WTA,US Open,Daria Kasatkina,Paula Badosa,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124832,2026-09-01T20:05:00Z,BetMGM,WTA,US Open,Daria Kasatkina,Paula Badosa,Spread,no,2, | 
2026-09-01T18:39:14Z,odds/multi,74249810,2026-09-01T20:25:00Z,BetMGM,WTA,US Open,Anastasia Potapova,Darja Semenistaja,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74249810,2026-09-01T20:25:00Z,BetMGM,WTA,US Open,Anastasia Potapova,Darja Semenistaja,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150432,2026-09-01T21:35:00Z,BetMGM,WTA,US Open,Magda Linette,Francesca Jones,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150432,2026-09-01T21:35:00Z,BetMGM,WTA,US Open,Magda Linette,Francesca Jones,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150434,2026-09-01T21:35:00Z,BetMGM,WTA,US Open,Arantxa Rus,Leolia Jeanjean,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150434,2026-09-01T21:35:00Z,BetMGM,WTA,US Open,Arantxa Rus,Leolia Jeanjean,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124770,2026-09-01T21:35:00Z,BetMGM,ATP,US Open,Alex Molcan,Benjamin Bonzi,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124770,2026-09-01T21:35:00Z,BetMGM,ATP,US Open,Alex Molcan,Benjamin Bonzi,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124782,2026-09-01T21:35:00Z,BetMGM,ATP,US Open,Zachary Svajda,Daniel Altmaier,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124782,2026-09-01T21:35:00Z,BetMGM,ATP,US Open,Zachary Svajda,Daniel Altmaier,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124784,2026-09-01T21:35:00Z,BetMGM,ATP,US Open,Fabian Marozsan,Michael Zheng,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124784,2026-09-01T21:35:00Z,BetMGM,ATP,US Open,Fabian Marozsan,Michael Zheng,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124848,2026-09-01T22:05:00Z,BetMGM,WTA,US Open,Nikola Bartunkova,Mayar Sherif Ahmed Abdelaziz,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124848,2026-09-01T22:05:00Z,BetMGM,WTA,US Open,Nikola Bartunkova,Mayar Sherif Ahmed Abdelaziz,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150362,2026-09-01T22:45:00Z,BetMGM,ATP,US Open,Andrea Guerrieri,Alex de Minaur,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150362,2026-09-01T22:45:00Z,BetMGM,ATP,US Open,Andrea Guerrieri,Alex de Minaur,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124768,2026-09-01T22:45:00Z,BetMGM,ATP,US Open,Marcos Giron,Ignacio Buse,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124768,2026-09-01T22:45:00Z,BetMGM,ATP,US Open,Marcos Giron,Ignacio Buse,Spread,no,2, | 
2026-09-01T18:39:14Z,odds/multi,74124814,2026-09-01T21:35:00Z,BetMGM,WTA,US Open,Kaitlin Quevedo,Elise Mertens,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124814,2026-09-01T21:35:00Z,BetMGM,WTA,US Open,Kaitlin Quevedo,Elise Mertens,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124838,2026-09-01T21:25:00Z,BetMGM,WTA,US Open,Iva Jovic,Magdalena Frech,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124838,2026-09-01T21:25:00Z,BetMGM,WTA,US Open,Iva Jovic,Magdalena Frech,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,73992434,2026-09-02T15:00:00Z,BetMGM,ATP,US Open,Luciano Darderi,Dalibor Svrcina,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,73992434,2026-09-02T15:00:00Z,BetMGM,ATP,US Open,Luciano Darderi,Dalibor Svrcina,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124830,2026-09-01T23:00:00Z,BetMGM,WTA,US Open,Zeynep Sonmez,Coco Gauff,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124830,2026-09-01T23:00:00Z,BetMGM,WTA,US Open,Zeynep Sonmez,Coco Gauff,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124836,2026-09-01T23:15:00Z,BetMGM,WTA,US Open,Oleksandra Oliynykova,Reese Brantmeier,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124836,2026-09-01T23:15:00Z,BetMGM,WTA,US Open,Oleksandra Oliynykova,Reese Brantmeier,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74150430,2026-09-02T00:40:00Z,BetMGM,WTA,US Open,Mary Stoiana,Alexandra Eala,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74150430,2026-09-02T00:40:00Z,BetMGM,WTA,US Open,Mary Stoiana,Alexandra Eala,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124776,2026-09-01T22:45:00Z,BetMGM,ATP,US Open,Jan Choinski,Botic Van de Zandschulp,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124776,2026-09-01T22:45:00Z,BetMGM,ATP,US Open,Jan Choinski,Botic Van de Zandschulp,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124766,2026-09-01T23:00:00Z,BetMGM,ATP,US Open,Adolfo Daniel Vallejo,Gael Monfils,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124766,2026-09-01T23:00:00Z,BetMGM,ATP,US Open,Adolfo Daniel Vallejo,Gael Monfils,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,74124796,2026-09-02T00:10:00Z,BetMGM,ATP,US Open,Alexander Zverev,Lorenzo Sonego,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,74124796,2026-09-02T00:10:00Z,BetMGM,ATP,US Open,Alexander Zverev,Lorenzo Sonego,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,73992510,2026-09-02T15:00:00Z,BetMGM,WTA,US Open,Diane Parry,Sorana Cirstea,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,73992510,2026-09-02T15:00:00Z,BetMGM,WTA,US Open,Diane Parry,Sorana Cirstea,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,73992480,2026-09-02T15:00:00Z,BetMGM,WTA,US Open,Naomi Osaka,Katerina Siniakova,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,73992480,2026-09-02T15:00:00Z,BetMGM,WTA,US Open,Naomi Osaka,Katerina Siniakova,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,73992484,2026-09-02T15:00:00Z,BetMGM,WTA,US Open,Cristina Bucsa,Himeno Sakatsume,ML,no,1,
2026-09-01T18:39:14Z,odds/multi,73992484,2026-09-02T15:00:00Z,BetMGM,WTA,US Open,Cristina Bucsa,Himeno Sakatsume,Spread,no,3, |  | 
2026-09-01T18:39:14Z,odds/multi,73992488,2026-09-02T15:00:00Z,BetMGM,WTA,US Open,Iga Swiatek,Nadia Podoroska,ML,no,1,
