date,tour,tournament,player,opponent,market,line,over_odds,under_odds
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,aces,25.0,,26.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,aces,1.0,1.0200,
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,aces,3.0,1.2800,1.0200
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,aces,5.0,2.0000,1.1200
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,aces,10.0,13.0000,2.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,aces,15.0,26.0000,5.5000
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,aces,20.0,,17.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,2.0,1.3000,
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,3.0,1.8300,1.0200
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,5.0,5.0000,1.1400
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,8.0,26.0000,1.8300
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,10.0,,3.2500
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,12.0,,6.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,15.0,,19.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,20.0,,26.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Barbora Krejcikova,double_faults,1.0,1.0600,
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,20.0,,26.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,1.0,1.0100,
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,2.0,1.0700,
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,3.0,1.2200,1.0300
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,5.0,2.1000,1.2000
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,8.0,9.0000,2.1000
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,10.0,23.0000,3.7500
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,12.0,26.0000,8.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,double_faults,15.0,,23.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,5.0,1.2800,
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,50.0,,26.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,3.0,1.0700,
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,10.0,2.7500,1.0500
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,15.0,8.0000,1.2500
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,20.0,21.0000,1.7200
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,25.0,26.0000,2.6200
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,30.0,,4.3300
2026-07-05,ATP,Wimbledon,Totals ( ),Novak Djokovic,aces,40.0,,15.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,aces,10.0,1.0400,
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,aces,15.0,1.2000,
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,aces,20.0,1.5300,1.0300
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,aces,25.0,2.1000,1.1000
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,aces,30.0,3.2500,1.2500
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,aces,40.0,9.0000,1.9000
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,aces,50.0,23.0000,3.5000
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,aces,5.0,,1.0400
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,1.0,1.0500,
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,2.0,1.2500,
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,20.0,,26.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,3.0,1.6600,1.0100
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,5.0,4.0000,1.1000
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,8.0,21.0000,1.6100
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,10.0,26.0000,2.5000
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,12.0,,4.3300
2026-07-05,ATP,Wimbledon,Totals ( ),Jan-Lennard Struff,double_faults,15.0,,13.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,aces,3.0,1.1100,
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,aces,5.0,1.4000,1.0200
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,aces,10.0,4.3300,1.2500
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,aces,15.0,19.0000,1.9000
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,aces,20.0,26.0000,3.5000
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,aces,25.0,,7.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,aces,30.0,,15.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,aces,40.0,,26.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,double_faults,1.0,1.0700,
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,double_faults,2.0,1.3300,1.0300
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,double_faults,3.0,1.8300,1.1200
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,double_faults,5.0,5.0000,1.6100
