date,tour,tournament,player,opponent,market,line,over_odds,under_odds
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,double_faults,8.0,26.0000,4.3300
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,double_faults,10.0,,11.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Naomi Osaka,double_faults,12.0,,26.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,aces,20.0,,26.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,aces,1.0,1.2200,
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,aces,3.0,3.4000,1.0700
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,aces,5.0,13.0000,1.3300
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,aces,10.0,,3.7500
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,aces,15.0,,17.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,1.0,1.0300,
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,2.0,1.1800,
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,10.0,26.0000,2.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,15.0,,8.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,20.0,,26.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,3.0,1.5300,
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,5.0,3.4000,1.0700
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,8.0,17.0000,1.4400
2026-07-05,WTA,Wimbledon,Totals ( ),Coco Gauff,double_faults,12.0,,3.4000
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,1.0,1.2200,
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,2.0,1.8300,1.0500
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,3.0,3.5000,1.1800
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,5.0,17.0000,1.9000
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,8.0,26.0000,6.5000
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,10.0,,19.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,12.0,,26.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,3.0,1.3000,1.0700
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,5.0,2.2000,1.3300
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,10.0,15.0000,3.7500
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,15.0,26.0000,17.0000
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,1.0,1.0200,
2026-07-05,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,20.0,,26.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,aces,10.0,1.0800,1.0100
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,aces,50.0,26.0000,19.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,aces,3.0,,1.1400
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,aces,15.0,1.3300,1.1000
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,aces,20.0,1.8300,1.3000
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,aces,25.0,3.0000,1.7200
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,aces,30.0,5.0000,2.5000
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,aces,40.0,15.0000,6.5000
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,1.0,,1.0200
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,2.0,1.0500,
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,3.0,1.1600,1.0100
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,5.0,1.8000,1.0800
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,8.0,5.0000,1.5300
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,10.0,11.0000,2.2500
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,12.0,26.0000,4.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,15.0,,11.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Alejandro Davidovich Fokina,double_faults,20.0,,26.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,3.0,,1.3600
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,5.0,1.0100,
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,10.0,1.1800,1.0500
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,15.0,1.6600,1.2800
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,20.0,2.7500,1.8000
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,25.0,5.5000,2.7500
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,30.0,11.0000,5.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,40.0,26.0000,17.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,1.0,,1.0300
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,aces,50.0,,26.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,double_faults,1.0,1.1000,
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,double_faults,2.0,1.4000,1.0100
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,double_faults,3.0,2.0000,1.0500
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,double_faults,5.0,5.5000,1.3000
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,double_faults,8.0,23.0000,2.6200
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,double_faults,10.0,26.0000,5.5000
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,double_faults,12.0,,11.0000
2026-07-05,ATP,Wimbledon,Totals ( ),Shintaro Mochizuki,double_faults,15.0,,26.0000
