captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-07-26T10:15:03Z,73163682,2026-07-26T15:10:00Z,Bet365,"ATP - Washington, USA, Qualifying","Giron, Marcos","Ilagan, Andre",ML,1,"{'home': '1.16', 'away': '5.00'}"
2026-07-26T10:15:03Z,73163682,2026-07-26T15:10:00Z,Bet365,"ATP - Washington, USA, Qualifying","Giron, Marcos","Ilagan, Andre",Totals (Games),1,hdp=20.5
2026-07-26T10:15:03Z,73163682,2026-07-26T15:10:00Z,Bet365,"ATP - Washington, USA, Qualifying","Giron, Marcos","Ilagan, Andre",Set Betting,1,{}
2026-07-26T10:15:03Z,73163682,2026-07-26T15:10:00Z,Bet365,"ATP - Washington, USA, Qualifying","Giron, Marcos","Ilagan, Andre",Totals 1st Set,6,hdp=10.5 | hdp=12.5 | hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5
2026-07-26T10:15:03Z,73163456,2026-07-26T15:10:00Z,Bet365,"ATP - Washington, USA, Qualifying","Svajda, Zachary","Hewitt, Cruz",ML,1,"{'home': '1.14', 'away': '5.50'}"
2026-07-26T10:15:03Z,73163456,2026-07-26T15:10:00Z,Bet365,"ATP - Washington, USA, Qualifying","Svajda, Zachary","Hewitt, Cruz",Set Betting,1,{}
2026-07-26T10:15:03Z,73163456,2026-07-26T15:10:00Z,Bet365,"ATP - Washington, USA, Qualifying","Svajda, Zachary","Hewitt, Cruz",Totals 1st Set,6,hdp=10.5 | hdp=12.5 | hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5
2026-07-26T10:15:03Z,73163456,2026-07-26T15:10:00Z,Bet365,"ATP - Washington, USA, Qualifying","Svajda, Zachary","Hewitt, Cruz",Totals (Games),1,hdp=20.5
2026-07-26T10:15:03Z,73164294,2026-07-26T16:00:00Z,Bet365,"ATP - Washington, USA, Qualifying","Martin, Andres","Echargui, Moez",ML,1,"{'home': '1.57', 'away': '2.25'}"
2026-07-26T10:15:03Z,73164294,2026-07-26T16:00:00Z,Bet365,"ATP - Washington, USA, Qualifying","Martin, Andres","Echargui, Moez",Set Betting,1,{}
2026-07-26T10:15:03Z,73164294,2026-07-26T16:00:00Z,Bet365,"ATP - Washington, USA, Qualifying","Martin, Andres","Echargui, Moez",Totals 1st Set,6,hdp=10.5 | hdp=12.5 | hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5
2026-07-26T10:15:03Z,73164294,2026-07-26T16:00:00Z,Bet365,"ATP - Washington, USA, Qualifying","Martin, Andres","Echargui, Moez",Totals (Games),1,hdp=23.5
2026-07-26T10:15:03Z,73163120,2026-07-26T14:00:00Z,Bet365,"ATP - Washington, USA, Qualifying","Damm Jr, Martin","Shelbayh, Abdullah",ML,1,"{'home': '1.28', 'away': '3.50'}"
2026-07-26T10:15:03Z,73163120,2026-07-26T14:00:00Z,Bet365,"ATP - Washington, USA, Qualifying","Damm Jr, Martin","Shelbayh, Abdullah",Set Betting,1,{}
2026-07-26T10:15:03Z,73163120,2026-07-26T14:00:00Z,Bet365,"ATP - Washington, USA, Qualifying","Damm Jr, Martin","Shelbayh, Abdullah",Totals 1st Set,6,hdp=10.5 | hdp=12.5 | hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5
