captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-09-03T18:47:21Z,odds/multi,73992412,2026-09-03T18:50:00Z,BetMGM,ATP,US Open,Tristan Schoolkate,Flavio Cobolli,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992412,2026-09-03T18:50:00Z,BetMGM,ATP,US Open,Tristan Schoolkate,Flavio Cobolli,Spread,no,3, |  | 
2026-09-03T18:47:21Z,odds/multi,73992536,2026-09-03T19:25:00Z,BetMGM,WTA,US Open,Mirra Andreeva,Eva Lys,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992536,2026-09-03T19:25:00Z,BetMGM,WTA,US Open,Mirra Andreeva,Eva Lys,Spread,no,3, |  | 
2026-09-03T18:47:21Z,odds/multi,73992394,2026-09-03T20:25:00Z,BetMGM,ATP,US Open,Zizou Bergs,Jesper De Jong,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992394,2026-09-03T20:25:00Z,BetMGM,ATP,US Open,Zizou Bergs,Jesper De Jong,Spread,no,3, |  | 
2026-09-03T18:47:21Z,odds/multi,73992396,2026-09-03T20:30:00Z,BetMGM,ATP,US Open,Botic Van de Zandschulp,Alex de Minaur,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992396,2026-09-03T20:30:00Z,BetMGM,ATP,US Open,Botic Van de Zandschulp,Alex de Minaur,Spread,no,3, |  | 
2026-09-03T18:47:21Z,odds/multi,73992500,2026-09-03T20:30:00Z,BetMGM,WTA,US Open,Maria Sakkari,Yuliia Starodubtseva,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992500,2026-09-03T20:30:00Z,BetMGM,WTA,US Open,Maria Sakkari,Yuliia Starodubtseva,Spread,no,3, |  | 
2026-09-03T18:47:21Z,odds/multi,73992384,2026-09-03T20:00:00Z,BetMGM,ATP,US Open,Benjamin Bonzi,Ignacio Buse,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992384,2026-09-03T20:00:00Z,BetMGM,ATP,US Open,Benjamin Bonzi,Ignacio Buse,Spread,no,2, | 
2026-09-03T18:47:21Z,odds/multi,73992392,2026-09-03T20:10:00Z,BetMGM,ATP,US Open,Zachary Svajda,Arthur Gea,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992392,2026-09-03T20:10:00Z,BetMGM,ATP,US Open,Zachary Svajda,Arthur Gea,Spread,no,3, |  | 
2026-09-03T18:47:21Z,odds/multi,73992484,2026-09-03T19:00:00Z,BetMGM,WTA,US Open,Cristina Bucsa,Himeno Sakatsume,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992484,2026-09-03T19:00:00Z,BetMGM,WTA,US Open,Cristina Bucsa,Himeno Sakatsume,Spread,no,3, |  | 
2026-09-03T18:47:21Z,odds/multi,73992388,2026-09-03T23:00:00Z,BetMGM,ATP,US Open,Gael Monfils,Learner Tien,ML,no,1,
2026-09-03T18:47:21Z,odds/multi,73992388,2026-09-03T23:00:00Z,BetMGM,ATP,US Open,Gael Monfils,Learner Tien,Spread,no,3, |  | 
2026-09-03T18:47:21Z,odds/multi,73992430,2026-09-04T00:10:00Z,BetMGM,ATP,US Open,Alexander Zverev,Quentin Halys,ML,no,1,
