captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",ML,1,"{'home': '3.40', 'away': '1.33'}"
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Team Total (Double Faults) Away,8,hdp=7.5 | hdp=14.5 | hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Team Total (Games) Away,1,hdp=12.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Team Total (Games) Home,1,hdp=9.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Totals (Games),1,hdp=20.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Totals (Double Faults),9,hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=11.5 | hdp=14.5 | hdp=24.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Spread (Games),1,hdp=4.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Team Total (Aces) Away,5,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Team Total (Aces) Home,4,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Team Total (Double Faults) Home,7,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5 | hdp=11.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Totals 1st Set,6,hdp=6.5 | hdp=9.5 | hdp=7.5 | hdp=8.5 | hdp=10.5 | hdp=12.5
2026-08-31T20:53:20Z,74124862,2026-08-31T21:55:00Z,Bet365,"WTA - US Open, New York, USA","Joint, Maya","Samsonova, Liudmila",Totals (Aces),6,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5 | hdp=19.5
2026-08-31T20:53:20Z,74150370,2026-08-31T21:55:00Z,Bet365,"ATP - US Open, New York, USA","Dimitrov, Grigor","Popyrin, Alexei",ML,1,"{'home': '1.50', 'away': '2.62'}"
2026-08-31T20:53:20Z,74150370,2026-08-31T21:55:00Z,Bet365,"ATP - US Open, New York, USA","Dimitrov, Grigor","Popyrin, Alexei",Totals (Double Faults),8,hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5 | hdp=11.5 | hdp=14.5
