captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-09-01T18:38:58Z,74124758,2026-09-01T18:45:00Z,Bet365,"ATP - US Open, New York, USA","Misolic, Filip","Cerundolo, Francisco",ML,1,"{'home': '10.000', 'away': '1.063'}"
2026-09-01T18:38:58Z,74124758,2026-09-01T18:45:00Z,Bet365,"ATP - US Open, New York, USA","Misolic, Filip","Cerundolo, Francisco",ML 1st Set,1,"{'home': '5.000', 'away': '1.167'}"
2026-09-01T18:38:58Z,74124758,2026-09-01T18:45:00Z,Bet365,"ATP - US Open, New York, USA","Misolic, Filip","Cerundolo, Francisco",Set Betting,6,label=3-0 | label=3-1 | label=3-2 | label=0-3 | label=1-3 | label=2-3
2026-09-01T18:38:58Z,74124758,2026-09-01T18:45:00Z,Bet365,"ATP - US Open, New York, USA","Misolic, Filip","Cerundolo, Francisco",Spread 2nd Set,1,hdp=2.5
2026-09-01T18:38:58Z,74124758,2026-09-01T18:45:00Z,Bet365,"ATP - US Open, New York, USA","Misolic, Filip","Cerundolo, Francisco",Totals 1st Set,4,hdp=6.5 | hdp=8.5 | hdp=10.5 | hdp=12.5
2026-09-01T18:38:58Z,74124758,2026-09-01T18:45:00Z,Bet365,"ATP - US Open, New York, USA","Misolic, Filip","Cerundolo, Francisco",Totals (Games),1,hdp=30.5
2026-09-01T18:38:58Z,74124808,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Frodin, Thea","Rybakina, Elena",ML,1,"{'home': '13.000', 'away': '1.040'}"
2026-09-01T18:38:58Z,74124808,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Frodin, Thea","Rybakina, Elena",ML 1st Set,1,"{'home': '8.000', 'away': '1.083'}"
2026-09-01T18:38:58Z,74124808,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Frodin, Thea","Rybakina, Elena",Set Betting,4,label=2-0 | label=2-1 | label=0-2 | label=1-2
2026-09-01T18:38:58Z,74124808,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Frodin, Thea","Rybakina, Elena",Spread 2nd Set,1,hdp=3.5
2026-09-01T18:38:58Z,74124808,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Frodin, Thea","Rybakina, Elena",Totals 1st Set,4,hdp=6.5 | hdp=8.5 | hdp=10.5 | hdp=12.5
2026-09-01T18:38:58Z,74124808,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Frodin, Thea","Rybakina, Elena",Totals (Games),1,hdp=17.5
2026-09-01T18:38:58Z,74124812,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Starodubtseva, Yuliia","Seidel, Ella",ML,1,"{'home': '1.300', 'away': '3.500'}"
2026-09-01T18:38:58Z,74124812,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Starodubtseva, Yuliia","Seidel, Ella",ML 1st Set,1,"{'home': '1.400', 'away': '3.000'}"
2026-09-01T18:38:58Z,74124812,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Starodubtseva, Yuliia","Seidel, Ella",Set Betting,4,label=2-0 | label=2-1 | label=0-2 | label=1-2
2026-09-01T18:38:58Z,74124812,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Starodubtseva, Yuliia","Seidel, Ella",Spread 2nd Set,1,hdp=-2.5
2026-09-01T18:38:58Z,74124812,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Starodubtseva, Yuliia","Seidel, Ella",Totals 1st Set,4,hdp=6.5 | hdp=8.5 | hdp=10.5 | hdp=12.5
2026-09-01T18:38:58Z,74124812,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Starodubtseva, Yuliia","Seidel, Ella",Totals (Games),1,hdp=20.5
2026-09-01T18:38:58Z,74124820,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Putintseva, Yulia","Bencic, Belinda",ML,1,"{'home': '5.000', 'away': '1.167'}"
2026-09-01T18:38:58Z,74124820,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Putintseva, Yulia","Bencic, Belinda",Set Betting,4,label=2-0 | label=2-1 | label=0-2 | label=1-2
2026-09-01T18:38:58Z,74124820,2026-09-01T18:45:00Z,Bet365,"WTA - US Open, New York, USA","Putintseva, Yulia","Bencic, Belinda",Spread 2nd Set,1,hdp=2.5
