captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",ML,1,"{'home': '2.20', 'away': '1.66'}"
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Spread (Games),1,hdp=2.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Team Total (Aces) Away,7,hdp=0.5 | hdp=4.5 | hdp=19.5 | hdp=24.5 | hdp=2.5 | hdp=9.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Team Total (Aces) Home,5,hdp=0.5 | hdp=4.5 | hdp=9.5 | hdp=14.5 | hdp=2.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Team Total (Games) Home,1,hdp=11.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Totals (Double Faults),8,hdp=9.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=11.5 | hdp=14.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Totals (Games),1,hdp=21.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Team Total (Double Faults) Away,9,hdp=4.5 | hdp=7.5 | hdp=9.5 | hdp=11.5 | hdp=14.5 | hdp=0.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Team Total (Double Faults) Home,8,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Team Total (Games) Away,1,hdp=12.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-08-06T10:57:17Z,73255998,2026-08-06T15:00:00Z,Bet365,"WTA - Toronto, Canada","Gibson, Talia","Alexandrova, Ekaterina",Totals (Aces),8,hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5 | hdp=19.5 | hdp=24.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",ML,1,"{'home': '10.00', 'away': '1.06'}"
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Team Total (Games) Away,1,hdp=12.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Totals (Double Faults),9,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Set Betting,4,label=2-0 (1) | label=2-1 (1) | label=2-0 (2) | label=2-1 (2)
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Team Total (Aces) Home,3,hdp=0.5 | hdp=2.5 | hdp=4.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Team Total (Double Faults) Away,8,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Team Total (Aces) Away,4,hdp=0.5 | hdp=9.5 | hdp=2.5 | hdp=4.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Team Total (Games) Home,1,hdp=5.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Totals 1st Set,6,hdp=12.5 | hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Totals (Aces),5,hdp=0.5 | hdp=9.5 | hdp=14.5 | hdp=2.5 | hdp=4.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Totals (Games),1,hdp=17.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Team Total (Double Faults) Home,6,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-08-06T10:57:17Z,73255994,2026-08-06T16:30:00Z,Bet365,"WTA - Toronto, Canada","Golubic, Viktorija","Swiatek, Iga",Spread (Games),1,hdp=7.5
2026-08-06T10:57:17Z,73252908,2026-08-06T16:30:00Z,Bet365,"ATP - Montreal, Canada","Darderi, Luciano","Shang, Juncheng",ML,1,"{'home': '2.00', 'away': '1.80'}"
2026-08-06T10:57:17Z,73252908,2026-08-06T16:30:00Z,Bet365,"ATP - Montreal, Canada","Darderi, Luciano","Shang, Juncheng",Totals (Games),1,hdp=23.5
2026-08-06T10:57:17Z,73252908,2026-08-06T16:30:00Z,Bet365,"ATP - Montreal, Canada","Darderi, Luciano","Shang, Juncheng",Team Total (Double Faults) Away,6,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-08-06T10:57:17Z,73252908,2026-08-06T16:30:00Z,Bet365,"ATP - Montreal, Canada","Darderi, Luciano","Shang, Juncheng",Team Total (Double Faults) Home,6,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-08-06T10:57:17Z,73252908,2026-08-06T16:30:00Z,Bet365,"ATP - Montreal, Canada","Darderi, Luciano","Shang, Juncheng",Team Total (Games) Home,1,hdp=12.5
