captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-09-15T19:05:44Z,odds/multi,74628464,2026-09-15T19:20:00Z,BetMGM,WTA,Sao Paulo,Suzan Lamens,Carolina Alves,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74628464,2026-09-15T19:20:00Z,BetMGM,WTA,Sao Paulo,Suzan Lamens,Carolina Alves,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74628460,2026-09-15T20:00:00Z,BetMGM,WTA,Sao Paulo,Mary Stoiana,Claire Liu,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74628460,2026-09-15T20:00:00Z,BetMGM,WTA,Sao Paulo,Mary Stoiana,Claire Liu,Spread,no,2, | 
2026-09-15T19:05:44Z,odds/multi,74665296,2026-09-15T20:30:00Z,BetMGM,WTA,Sao Paulo,Jazmin Ortenzi,Chloe Paquet,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74665296,2026-09-15T20:30:00Z,BetMGM,WTA,Sao Paulo,Jazmin Ortenzi,Chloe Paquet,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74665302,2026-09-15T21:10:00Z,BetMGM,WTA,Sao Paulo,Whitney Osuigwe,Kaitlin Quevedo,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74665302,2026-09-15T21:10:00Z,BetMGM,WTA,Sao Paulo,Whitney Osuigwe,Kaitlin Quevedo,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74628472,2026-09-15T21:40:00Z,BetMGM,WTA,Sao Paulo,Vendula Valdmannova,Laura Pigossi,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74628472,2026-09-15T21:40:00Z,BetMGM,WTA,Sao Paulo,Vendula Valdmannova,Laura Pigossi,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74628474,2026-09-15T21:40:00Z,BetMGM,WTA,Sao Paulo,Anna Blinkova,Carol Young Suh Lee,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74628474,2026-09-15T21:40:00Z,BetMGM,WTA,Sao Paulo,Anna Blinkova,Carol Young Suh Lee,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74574082,2026-09-16T00:10:00Z,BetMGM,WTA,Guadalajara,Sloane Stephens,Janice Tjen,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74574082,2026-09-16T00:10:00Z,BetMGM,WTA,Guadalajara,Sloane Stephens,Janice Tjen,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74574094,2026-09-15T23:00:00Z,BetMGM,WTA,Guadalajara,Diane Parry,Peyton Stearns,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74574094,2026-09-15T23:00:00Z,BetMGM,WTA,Guadalajara,Diane Parry,Peyton Stearns,Spread,no,2, | 
2026-09-15T19:05:44Z,odds/multi,74574086,2026-09-15T20:10:00Z,BetMGM,WTA,Guadalajara,Alycia Parks,Sara Bejlek,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74574086,2026-09-15T20:10:00Z,BetMGM,WTA,Guadalajara,Alycia Parks,Sara Bejlek,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74574088,2026-09-16T18:00:00Z,BetMGM,WTA,Guadalajara,Magdalena Frech,Caroline Dolehide,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74574088,2026-09-16T18:00:00Z,BetMGM,WTA,Guadalajara,Magdalena Frech,Caroline Dolehide,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74628478,2026-09-16T13:00:00Z,BetMGM,WTA,Sao Paulo,Nauhany Vitoria Leme Da Silva,Astra Sharma,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74628478,2026-09-16T13:00:00Z,BetMGM,WTA,Sao Paulo,Nauhany Vitoria Leme Da Silva,Astra Sharma,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74573916,2026-09-16T18:00:00Z,BetMGM,WTA,Sao Paulo,Darja Semenistaja,Teodora Kostovic,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74574090,2026-09-16T18:00:00Z,BetMGM,WTA,Guadalajara,Marta Kostyuk,Taylor Townsend,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74574090,2026-09-16T18:00:00Z,BetMGM,WTA,Guadalajara,Marta Kostyuk,Taylor Townsend,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74574092,2026-09-16T18:00:00Z,BetMGM,WTA,Guadalajara,Kayla Day,Liudmila Samsonova,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74574092,2026-09-16T18:00:00Z,BetMGM,WTA,Guadalajara,Kayla Day,Liudmila Samsonova,Spread,no,3, |  | 
2026-09-15T19:05:44Z,odds/multi,74574104,2026-09-16T18:00:00Z,BetMGM,WTA,Guadalajara,Zeynep Sonmez,Iva Jovic,ML,no,1,
2026-09-15T19:05:44Z,odds/multi,74574104,2026-09-16T18:00:00Z,BetMGM,WTA,Guadalajara,Zeynep Sonmez,Iva Jovic,Spread,no,3, |  | 
