captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",ML,1,"{'home': '1.22', 'away': '4.33'}"
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Team Total (Double Faults) Home,6,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Totals (Games),1,hdp=22.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Team Total (Aces) Away,5,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Team Total (Double Faults) Away,6,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Team Total (Games) Away,1,hdp=10.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Team Total (Games) Home,1,hdp=12.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Totals (Aces),8,hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5 | hdp=19.5 | hdp=24.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Totals (Double Faults),9,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Set Betting,1,{}
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Spread (Games),1,hdp=-3.5
2026-07-28T10:54:41Z,73183002,2026-07-28T15:00:00Z,Bet365,"ATP - Washington, USA","Humbert, Ugo","Martin, Andres",Team Total (Aces) Home,7,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5 | hdp=19.5
2026-07-28T10:54:41Z,73183084,2026-07-28T15:00:00Z,Bet365,"WTA - Washington, USA","Bucsa, Cristina","Kudermetova, Polina",ML,1,"{'home': '2.10', 'away': '1.72'}"
2026-07-28T10:54:41Z,73183084,2026-07-28T15:00:00Z,Bet365,"WTA - Washington, USA","Bucsa, Cristina","Kudermetova, Polina",Set Betting,1,{}
2026-07-28T10:54:41Z,73183084,2026-07-28T15:00:00Z,Bet365,"WTA - Washington, USA","Bucsa, Cristina","Kudermetova, Polina",Spread (Games),1,hdp=1.5
