captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",ML,1,"{'home': '2.50', 'away': '1.53'}"
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Set Betting,4,label=2-0 (1) | label=2-0 (2) | label=2-1 (1) | label=2-1 (2)
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Spread (Games),1,hdp=3.5
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Team Total (Double Faults) Away,6,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Team Total (Double Faults) Home,7,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Team Total (Aces) Away,4,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Team Total (Aces) Home,6,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5 | hdp=19.5
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Totals (Aces),7,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5 | hdp=19.5
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Totals (Double Faults),9,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-09-20T18:13:43Z,74857734,2026-09-21T05:40:00Z,Bet365,"WTA - Singapore, Singapore","Sramkova, Rebecca","Chwalinska, Maja",Totals (Games),1,hdp=20.5
2026-09-20T18:13:43Z,74873124,2026-09-21T03:00:00Z,Bet365,"WTA - Seoul, Korea Republic","Yao, Xinxin","Joint, Maya",ML,1,"{'home': '6.50', 'away': '1.11'}"
2026-09-20T18:13:43Z,74873124,2026-09-21T03:00:00Z,Bet365,"WTA - Seoul, Korea Republic","Yao, Xinxin","Joint, Maya",Set Betting,4,label=2-0 (1) | label=2-0 (2) | label=2-1 (1) | label=2-1 (2)
2026-09-20T18:13:43Z,74873124,2026-09-21T03:00:00Z,Bet365,"WTA - Seoul, Korea Republic","Yao, Xinxin","Joint, Maya",Spread (Games),1,hdp=6.5
2026-09-20T18:13:43Z,74873124,2026-09-21T03:00:00Z,Bet365,"WTA - Seoul, Korea Republic","Yao, Xinxin","Joint, Maya",Team Total (Double Faults) Away,7,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-09-20T18:13:43Z,74873124,2026-09-21T03:00:00Z,Bet365,"WTA - Seoul, Korea Republic","Yao, Xinxin","Joint, Maya",Team Total (Double Faults) Home,6,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
