captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-09-11T18:39:30Z,odds/multi,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,ML,no,1,
2026-09-11T18:39:30Z,odds/multi,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,Spread,no,5, |  |  |  | 
2026-09-11T18:39:30Z,odds/multi,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,Totals,no,3, |  | 
2026-09-11T18:39:30Z,odds/multi,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,ML,no,1,
2026-09-11T18:39:30Z,odds/multi,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,Spread,no,5, |  |  |  | 
2026-09-11T18:39:30Z,odds/multi,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,Totals,no,3, |  | 
2026-09-11T18:39:30Z,odds/multi,73992564,2026-09-12T20:00:00Z,BetMGM,WTA,US Open,Aryna Sabalenka,Elena Rybakina,ML,no,1,
2026-09-11T18:39:30Z,odds/multi,73992564,2026-09-12T20:00:00Z,BetMGM,WTA,US Open,Aryna Sabalenka,Elena Rybakina,Spread,no,4, |  |  | 
2026-09-11T18:39:30Z,odds/multi,73992564,2026-09-12T20:00:00Z,BetMGM,WTA,US Open,Aryna Sabalenka,Elena Rybakina,Totals,no,2, | 
2026-09-11T18:39:30Z,odds,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,ML,no,1,
2026-09-11T18:39:30Z,odds,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,Spread,no,5, |  |  |  | 
2026-09-11T18:39:30Z,odds,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,Totals,no,3, |  | 
2026-09-11T18:39:30Z,odds,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,ML,no,1,
2026-09-11T18:39:30Z,odds,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,Spread,no,5, |  |  |  | 
2026-09-11T18:39:30Z,odds,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,Totals,no,3, |  | 
