captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-08-29T18:40:17Z,odds/multi,74150446,2026-08-30T15:00:00Z,BetMGM,WTA,US Open,Renata Zarazua,Polina Iatcenko,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74150446,2026-08-30T15:00:00Z,BetMGM,WTA,US Open,Renata Zarazua,Polina Iatcenko,Spread,no,2, | 
2026-08-29T18:40:17Z,odds/multi,74124708,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Yibing Wu,Adam Walton,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124708,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Yibing Wu,Adam Walton,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74124720,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Jiri Lehecka,Pablo Carreno Busta,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124720,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Jiri Lehecka,Pablo Carreno Busta,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74124744,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Kamil Majchrzak,Hamad Medjedovic,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124744,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Kamil Majchrzak,Hamad Medjedovic,Spread,no,2, | 
2026-08-29T18:40:17Z,odds/multi,74124870,2026-08-30T15:00:00Z,BetMGM,WTA,US Open,Jasmine Paolini,Veronika Erjavec,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124870,2026-08-30T15:00:00Z,BetMGM,WTA,US Open,Jasmine Paolini,Veronika Erjavec,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,73853074,2026-08-29T20:00:00Z,BetMGM,ATP,Winston Salem,Arthur Fery,Ignacio Buse,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,73853074,2026-08-29T20:00:00Z,BetMGM,ATP,Winston Salem,Arthur Fery,Ignacio Buse,Spread,no,4, |  |  | 
2026-08-29T18:40:17Z,odds/multi,73863008,2026-08-29T23:30:00Z,BetMGM,WTA,Monterrey,Diane Parry,Elise Mertens,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,73863008,2026-08-29T23:30:00Z,BetMGM,WTA,Monterrey,Diane Parry,Elise Mertens,Spread,no,5, |  |  |  | 
2026-08-29T18:40:17Z,odds/multi,74124738,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Daniel Merida,Marton Fucsovics,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124738,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Daniel Merida,Marton Fucsovics,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74124748,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Sho Shimabukuro,Arthur Rinderknech,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124748,2026-08-30T15:00:00Z,BetMGM,ATP,US Open,Sho Shimabukuro,Arthur Rinderknech,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74124878,2026-08-30T16:00:00Z,BetMGM,WTA,US Open,Jessica Pegula,Elena-Gabriela Ruse,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124878,2026-08-30T16:00:00Z,BetMGM,WTA,US Open,Jessica Pegula,Elena-Gabriela Ruse,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74124722,2026-08-30T16:10:00Z,BetMGM,ATP,US Open,Luca Van Assche,Cameron Norrie,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124722,2026-08-30T16:10:00Z,BetMGM,ATP,US Open,Luca Van Assche,Cameron Norrie,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74150440,2026-08-30T16:40:00Z,BetMGM,WTA,US Open,Lucrezia Stefanini,Dayana Yastremska,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74150440,2026-08-30T16:40:00Z,BetMGM,WTA,US Open,Lucrezia Stefanini,Dayana Yastremska,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74150442,2026-08-30T16:40:00Z,BetMGM,WTA,US Open,Elvina Kalieva,Lanlana Tararudee,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74150442,2026-08-30T16:40:00Z,BetMGM,WTA,US Open,Elvina Kalieva,Lanlana Tararudee,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74150340,2026-08-30T16:40:00Z,BetMGM,ATP,US Open,Lloyd Harris,Jack Kennedy,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74150340,2026-08-30T16:40:00Z,BetMGM,ATP,US Open,Lloyd Harris,Jack Kennedy,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74124872,2026-08-30T16:10:00Z,BetMGM,WTA,US Open,Shuai Zhang,Leylah Fernandez,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124872,2026-08-30T16:10:00Z,BetMGM,WTA,US Open,Shuai Zhang,Leylah Fernandez,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74150338,2026-08-30T16:10:00Z,BetMGM,ATP,US Open,Coleman Wong,Tommy Paul,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74150338,2026-08-30T16:10:00Z,BetMGM,ATP,US Open,Coleman Wong,Tommy Paul,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74124860,2026-08-30T16:10:00Z,BetMGM,WTA,US Open,Emiliana Arango,Xinyu Wang,ML,no,1,
2026-08-29T18:40:17Z,odds/multi,74124860,2026-08-30T16:10:00Z,BetMGM,WTA,US Open,Emiliana Arango,Xinyu Wang,Spread,no,3, |  | 
2026-08-29T18:40:17Z,odds/multi,74124882,2026-08-30T15:00:00Z,BetMGM,WTA,US Open,Talia Gibson,Donna Vekic,ML,no,1,
