captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-09-22T18:59:48Z,odds/multi,74923150,2026-09-23T05:00:00Z,BetMGM,ATP,Chengdu,Sebastian Baez,Jenson Brooksby,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74923150,2026-09-23T05:00:00Z,BetMGM,ATP,Chengdu,Sebastian Baez,Jenson Brooksby,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74923150,2026-09-23T05:00:00Z,BetMGM,ATP,Chengdu,Sebastian Baez,Jenson Brooksby,Totals (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74923150,2026-09-23T05:00:00Z,BetMGM,ATP,Chengdu,Sebastian Baez,Jenson Brooksby,Spread (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74753596,2026-09-23T05:00:00Z,BetMGM,WTA,Singapore,Oleksandra Oliynykova,Maja Chwalinska,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74753596,2026-09-23T05:00:00Z,BetMGM,WTA,Singapore,Oleksandra Oliynykova,Maja Chwalinska,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74753596,2026-09-23T05:00:00Z,BetMGM,WTA,Singapore,Oleksandra Oliynykova,Maja Chwalinska,Spread (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74753596,2026-09-23T05:00:00Z,BetMGM,WTA,Singapore,Oleksandra Oliynykova,Maja Chwalinska,Totals (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74967946,2026-09-23T05:10:00Z,BetMGM,ATP,Hangzhou,Dalibor Svrcina,Rio Noguchi,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74967946,2026-09-23T05:10:00Z,BetMGM,ATP,Hangzhou,Dalibor Svrcina,Rio Noguchi,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74967946,2026-09-23T05:10:00Z,BetMGM,ATP,Hangzhou,Dalibor Svrcina,Rio Noguchi,Totals (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74753654,2026-09-23T03:00:00Z,BetMGM,WTA,Seoul,Kamilla Rakhimova,Katie Volynets,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74753654,2026-09-23T03:00:00Z,BetMGM,WTA,Seoul,Kamilla Rakhimova,Katie Volynets,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74753654,2026-09-23T03:00:00Z,BetMGM,WTA,Seoul,Kamilla Rakhimova,Katie Volynets,Spread (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74753654,2026-09-23T03:00:00Z,BetMGM,WTA,Seoul,Kamilla Rakhimova,Katie Volynets,Totals (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74965758,2026-09-23T04:00:00Z,BetMGM,ATP,Hangzhou,Taro Daniel,Hayato Matsuoka,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74965758,2026-09-23T04:00:00Z,BetMGM,ATP,Hangzhou,Taro Daniel,Hayato Matsuoka,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74965758,2026-09-23T04:00:00Z,BetMGM,ATP,Hangzhou,Taro Daniel,Hayato Matsuoka,Totals (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74753664,2026-09-23T05:00:00Z,BetMGM,WTA,Seoul,Dayeon Back,Maya Joint,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74753664,2026-09-23T05:00:00Z,BetMGM,WTA,Seoul,Dayeon Back,Maya Joint,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74753664,2026-09-23T05:00:00Z,BetMGM,WTA,Seoul,Dayeon Back,Maya Joint,Spread (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74753664,2026-09-23T05:00:00Z,BetMGM,WTA,Seoul,Dayeon Back,Maya Joint,Totals (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74753662,2026-09-23T03:00:00Z,BetMGM,WTA,Seoul,Lanlana Tararudee,Sohyun Park,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74753662,2026-09-23T03:00:00Z,BetMGM,WTA,Seoul,Lanlana Tararudee,Sohyun Park,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74753662,2026-09-23T03:00:00Z,BetMGM,WTA,Seoul,Lanlana Tararudee,Sohyun Park,Spread (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74753662,2026-09-23T03:00:00Z,BetMGM,WTA,Seoul,Lanlana Tararudee,Sohyun Park,Totals (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74960280,2026-09-23T04:00:00Z,BetMGM,ATP,Hangzhou,Alex Bolt,Akira Santillan,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74960280,2026-09-23T04:00:00Z,BetMGM,ATP,Hangzhou,Alex Bolt,Akira Santillan,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74960280,2026-09-23T04:00:00Z,BetMGM,ATP,Hangzhou,Alex Bolt,Akira Santillan,Totals (Games),no,1,
2026-09-22T18:59:48Z,odds/multi,74964834,2026-09-23T05:00:00Z,BetMGM,ATP,Chengdu,Alexandre Muller,Petr Bar Biryukov,ML,no,1,
2026-09-22T18:59:48Z,odds/multi,74964834,2026-09-23T05:00:00Z,BetMGM,ATP,Chengdu,Alexandre Muller,Petr Bar Biryukov,Spread,no,2, | 
2026-09-22T18:59:48Z,odds/multi,74964834,2026-09-23T05:00:00Z,BetMGM,ATP,Chengdu,Alexandre Muller,Petr Bar Biryukov,Totals (Games),no,1,
