captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-09-10T18:34:08Z,odds/multi,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,ML,no,1,
2026-09-10T18:34:08Z,odds/multi,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,Spread,no,5, |  |  |  | 
2026-09-10T18:34:08Z,odds/multi,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,Totals,no,2, | 
2026-09-10T18:34:08Z,odds/multi,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,ML,no,1,
2026-09-10T18:34:08Z,odds/multi,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,Spread,no,5, |  |  |  | 
2026-09-10T18:34:08Z,odds/multi,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,Totals,no,3, |  | 
2026-09-10T18:34:08Z,odds/multi,73992544,2026-09-10T23:00:00Z,BetMGM,WTA,US Open,Aryna Sabalenka,Jessica Pegula,ML,no,1,
2026-09-10T18:34:08Z,odds/multi,73992544,2026-09-10T23:00:00Z,BetMGM,WTA,US Open,Aryna Sabalenka,Jessica Pegula,Spread,no,4, |  |  | 
2026-09-10T18:34:08Z,odds/multi,73992544,2026-09-10T23:00:00Z,BetMGM,WTA,US Open,Aryna Sabalenka,Jessica Pegula,Totals,no,2, | 
2026-09-10T18:34:08Z,odds/multi,73992546,2026-09-11T00:10:00Z,BetMGM,WTA,US Open,Coco Gauff,Elena Rybakina,ML,no,1,
2026-09-10T18:34:08Z,odds/multi,73992546,2026-09-11T00:10:00Z,BetMGM,WTA,US Open,Coco Gauff,Elena Rybakina,Spread,no,4, |  |  | 
2026-09-10T18:34:08Z,odds/multi,73992546,2026-09-11T00:10:00Z,BetMGM,WTA,US Open,Coco Gauff,Elena Rybakina,Totals,no,3, |  | 
2026-09-10T18:34:08Z,odds,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,ML,no,1,
2026-09-10T18:34:08Z,odds,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,Spread,no,5, |  |  |  | 
2026-09-10T18:34:08Z,odds,73992438,2026-09-11T19:00:00Z,BetMGM,ATP,US Open,Alexander Zverev,Karen Khachanov,Totals,no,2, | 
2026-09-10T18:34:08Z,odds,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,ML,no,1,
2026-09-10T18:34:08Z,odds,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,Spread,no,5, |  |  |  | 
2026-09-10T18:34:08Z,odds,73992440,2026-09-11T23:00:00Z,BetMGM,ATP,US Open,Frances Tiafoe,Ben Shelton,Totals,no,3, |  | 
