captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",ML,1,"{'home': '1.08', 'away': '8.00'}"
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Team Total (Games) Away,1,hdp=7.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Team Total (Aces) Away,5,hdp=0.5 | hdp=14.5 | hdp=2.5 | hdp=4.5 | hdp=9.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Team Total (Aces) Home,5,hdp=0.5 | hdp=14.5 | hdp=2.5 | hdp=4.5 | hdp=9.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Team Total (Double Faults) Away,9,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Team Total (Double Faults) Home,5,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Set Betting,1,{}
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Team Total (Games) Home,1,hdp=12.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Spread (Games),1,hdp=-5.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Totals (Aces),7,hdp=0.5 | hdp=2.5 | hdp=24.5 | hdp=4.5 | hdp=9.5 | hdp=14.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Totals (Double Faults),9,hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5 | hdp=11.5
2026-07-30T10:35:36Z,73087104,2026-07-30T17:00:00Z,Bet365,"ATP - Washington, USA","de Minaur, Alex","Hewitt, Cruz",Totals (Games),1,hdp=19.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",ML,1,"{'home': '1.72', 'away': '2.10'}"
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Team Total (Double Faults) Home,8,hdp=11.5 | hdp=0.5 | hdp=14.5 | hdp=1.5 | hdp=2.5 | hdp=4.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Team Total (Double Faults) Away,9,hdp=14.5 | hdp=0.5 | hdp=1.5 | hdp=9.5 | hdp=11.5 | hdp=19.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Set Betting,1,{}
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Totals (Double Faults),8,hdp=7.5 | hdp=9.5 | hdp=11.5 | hdp=14.5 | hdp=19.5 | hdp=2.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Spread (Games),1,hdp=-1.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Team Total (Aces) Away,5,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Team Total (Aces) Home,4,hdp=4.5 | hdp=2.5 | hdp=0.5 | hdp=9.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Team Total (Games) Away,1,hdp=12.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Team Total (Games) Home,1,hdp=12.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Totals (Aces),6,hdp=4.5 | hdp=9.5 | hdp=0.5 | hdp=2.5 | hdp=14.5 | hdp=19.5
2026-07-30T10:35:36Z,73062252,2026-07-30T22:00:00Z,Bet365,"WTA - Washington, USA","Shnaider, Diana","Potapova, Anastasia",Totals (Games),1,hdp=22.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",ML,1,"{'home': '2.10', 'away': '1.72'}"
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Set Betting,1,{}
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Team Total (Double Faults) Away,8,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Team Total (Games) Home,1,hdp=11.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Totals (Games),1,hdp=21.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Team Total (Aces) Home,3,hdp=0.5 | hdp=2.5 | hdp=4.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Spread (Games),1,hdp=1.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Team Total (Aces) Away,3,hdp=0.5 | hdp=2.5 | hdp=4.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Team Total (Double Faults) Home,8,hdp=0.5 | hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Team Total (Games) Away,1,hdp=12.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Totals 1st Set,6,hdp=10.5 | hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=12.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Totals (Aces),4,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5
2026-07-30T10:35:36Z,73063950,2026-07-30T16:00:00Z,Bet365,"WTA - Memphis, USA","Liutova, Kristina","Joint, Maya",Totals (Double Faults),9,hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5 | hdp=11.5
2026-07-30T10:35:36Z,73062254,2026-07-30T17:00:00Z,Bet365,"WTA - Washington, USA","Tjen, Janice","Kalinskaya, Anna",ML,1,"{'home': '3.20', 'away': '1.36'}"
2026-07-30T10:35:36Z,73062254,2026-07-30T17:00:00Z,Bet365,"WTA - Washington, USA","Tjen, Janice","Kalinskaya, Anna",Team Total (Games) Home,1,hdp=9.5
2026-07-30T10:35:36Z,73062254,2026-07-30T17:00:00Z,Bet365,"WTA - Washington, USA","Tjen, Janice","Kalinskaya, Anna",Totals (Double Faults),9,hdp=1.5 | hdp=2.5 | hdp=4.5 | hdp=7.5 | hdp=9.5 | hdp=11.5
2026-07-30T10:35:36Z,73062254,2026-07-30T17:00:00Z,Bet365,"WTA - Washington, USA","Tjen, Janice","Kalinskaya, Anna",Spread (Games),1,hdp=4.5
2026-07-30T10:35:36Z,73062254,2026-07-30T17:00:00Z,Bet365,"WTA - Washington, USA","Tjen, Janice","Kalinskaya, Anna",Team Total (Aces) Away,5,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5
2026-07-30T10:35:36Z,73062254,2026-07-30T17:00:00Z,Bet365,"WTA - Washington, USA","Tjen, Janice","Kalinskaya, Anna",Team Total (Aces) Home,6,hdp=0.5 | hdp=2.5 | hdp=4.5 | hdp=9.5 | hdp=14.5 | hdp=19.5
