captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-09-25T19:21:18Z,odds/multi,74753674,2026-09-26T02:20:00Z,BetMGM,WTA,Seoul,Lanlana Tararudee,Maya Joint,ML,no,1,
2026-09-25T19:21:18Z,odds/multi,74753674,2026-09-26T02:20:00Z,BetMGM,WTA,Seoul,Lanlana Tararudee,Maya Joint,Spread,no,2, | 
2026-09-25T19:21:18Z,odds/multi,74753674,2026-09-26T02:20:00Z,BetMGM,WTA,Seoul,Lanlana Tararudee,Maya Joint,Spread (Games),no,3, |  | 
2026-09-25T19:21:18Z,odds/multi,74753674,2026-09-26T02:20:00Z,BetMGM,WTA,Seoul,Lanlana Tararudee,Maya Joint,Totals (Games),no,3, |  | 
2026-09-25T19:21:18Z,odds/multi,74753264,2026-09-26T05:30:00Z,BetMGM,ATP,Hangzhou,Quentin Halys,Roman Safiullin,ML,no,1,
2026-09-25T19:21:18Z,odds/multi,74753264,2026-09-26T05:30:00Z,BetMGM,ATP,Hangzhou,Quentin Halys,Roman Safiullin,Spread,no,2, | 
2026-09-25T19:21:18Z,odds/multi,74753264,2026-09-26T05:30:00Z,BetMGM,ATP,Hangzhou,Quentin Halys,Roman Safiullin,Spread (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753264,2026-09-26T05:30:00Z,BetMGM,ATP,Hangzhou,Quentin Halys,Roman Safiullin,Totals (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753330,2026-09-26T06:10:00Z,BetMGM,ATP,Chengdu,Federico Cina,Alexandre Muller,ML,no,1,
2026-09-25T19:21:18Z,odds/multi,74753330,2026-09-26T06:10:00Z,BetMGM,ATP,Chengdu,Federico Cina,Alexandre Muller,Spread,no,2, | 
2026-09-25T19:21:18Z,odds/multi,74753330,2026-09-26T06:10:00Z,BetMGM,ATP,Chengdu,Federico Cina,Alexandre Muller,Totals (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753330,2026-09-26T06:10:00Z,BetMGM,ATP,Chengdu,Federico Cina,Alexandre Muller,Spread (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753338,2026-09-26T06:10:00Z,BetMGM,ATP,Chengdu,Martin Damm Jr,Hubert Hurkacz,ML,no,1,
2026-09-25T19:21:18Z,odds/multi,74753338,2026-09-26T06:10:00Z,BetMGM,ATP,Chengdu,Martin Damm Jr,Hubert Hurkacz,Spread,no,2, | 
2026-09-25T19:21:18Z,odds/multi,74753338,2026-09-26T06:10:00Z,BetMGM,ATP,Chengdu,Martin Damm Jr,Hubert Hurkacz,Spread (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753338,2026-09-26T06:10:00Z,BetMGM,ATP,Chengdu,Martin Damm Jr,Hubert Hurkacz,Totals (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753266,2026-09-26T06:40:00Z,BetMGM,ATP,Hangzhou,Yunchaokete Bu,Kamil Majchrzak,ML,no,1,
2026-09-25T19:21:18Z,odds/multi,74753266,2026-09-26T06:40:00Z,BetMGM,ATP,Hangzhou,Yunchaokete Bu,Kamil Majchrzak,Spread,no,2, | 
2026-09-25T19:21:18Z,odds/multi,74753266,2026-09-26T06:40:00Z,BetMGM,ATP,Hangzhou,Yunchaokete Bu,Kamil Majchrzak,Spread (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753266,2026-09-26T06:40:00Z,BetMGM,ATP,Hangzhou,Yunchaokete Bu,Kamil Majchrzak,Totals (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753260,2026-09-26T07:50:00Z,BetMGM,ATP,Hangzhou,Daniil Medvedev,Valentin Royer,ML,no,1,
2026-09-25T19:21:18Z,odds/multi,74753260,2026-09-26T07:50:00Z,BetMGM,ATP,Hangzhou,Daniil Medvedev,Valentin Royer,Spread,no,2, | 
2026-09-25T19:21:18Z,odds/multi,74753260,2026-09-26T07:50:00Z,BetMGM,ATP,Hangzhou,Daniil Medvedev,Valentin Royer,Spread (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753260,2026-09-26T07:50:00Z,BetMGM,ATP,Hangzhou,Daniil Medvedev,Valentin Royer,Totals (Games),no,1,
2026-09-25T19:21:18Z,odds/multi,74753672,2026-09-26T03:10:00Z,BetMGM,WTA,Seoul,Taylah Preston,Alina Korneeva,ML,no,1,
2026-09-25T19:21:18Z,odds/multi,74753672,2026-09-26T03:10:00Z,BetMGM,WTA,Seoul,Taylah Preston,Alina Korneeva,Spread,no,2, | 
2026-09-25T19:21:18Z,odds/multi,74753672,2026-09-26T03:10:00Z,BetMGM,WTA,Seoul,Taylah Preston,Alina Korneeva,Spread (Games),no,3, |  | 
2026-09-25T19:21:18Z,odds/multi,74753672,2026-09-26T03:10:00Z,BetMGM,WTA,Seoul,Taylah Preston,Alina Korneeva,Totals (Games),no,3, |  | 
2026-09-25T19:21:18Z,odds/multi,74753676,2026-09-26T02:00:00Z,BetMGM,WTA,Seoul,Anna Bondar,Elena-Gabriela Ruse,ML,no,1,
2026-09-25T19:21:18Z,odds/multi,74753676,2026-09-26T02:00:00Z,BetMGM,WTA,Seoul,Anna Bondar,Elena-Gabriela Ruse,Spread,no,2, | 
2026-09-25T19:21:18Z,odds/multi,74753676,2026-09-26T02:00:00Z,BetMGM,WTA,Seoul,Anna Bondar,Elena-Gabriela Ruse,Spread (Games),no,3, |  | 
2026-09-25T19:21:18Z,odds/multi,74753676,2026-09-26T02:00:00Z,BetMGM,WTA,Seoul,Anna Bondar,Elena-Gabriela Ruse,Totals (Games),no,3, |  | 
