captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-09-16T18:56:26Z,odds/multi,74628472,2026-09-16T19:00:00Z,BetMGM,WTA,Sao Paulo,Vendula Valdmannova,Laura Pigossi,ML,no,1,
2026-09-16T18:56:26Z,odds/multi,74628472,2026-09-16T19:00:00Z,BetMGM,WTA,Sao Paulo,Vendula Valdmannova,Laura Pigossi,Spread,no,2, | 
2026-09-16T18:56:26Z,odds/multi,74628472,2026-09-16T19:00:00Z,BetMGM,WTA,Sao Paulo,Vendula Valdmannova,Laura Pigossi,Spread (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74628472,2026-09-16T19:00:00Z,BetMGM,WTA,Sao Paulo,Vendula Valdmannova,Laura Pigossi,Totals (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574088,2026-09-16T19:00:00Z,BetMGM,WTA,Guadalajara,Magdalena Frech,Caroline Dolehide,ML,no,1,
2026-09-16T18:56:26Z,odds/multi,74574088,2026-09-16T19:00:00Z,BetMGM,WTA,Guadalajara,Magdalena Frech,Caroline Dolehide,Spread,no,2, | 
2026-09-16T18:56:26Z,odds/multi,74574088,2026-09-16T19:00:00Z,BetMGM,WTA,Guadalajara,Magdalena Frech,Caroline Dolehide,Spread (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574088,2026-09-16T19:00:00Z,BetMGM,WTA,Guadalajara,Magdalena Frech,Caroline Dolehide,Totals (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574104,2026-09-16T20:10:00Z,BetMGM,WTA,Guadalajara,Zeynep Sonmez,Iva Jovic,ML,no,1,
2026-09-16T18:56:26Z,odds/multi,74574104,2026-09-16T20:10:00Z,BetMGM,WTA,Guadalajara,Zeynep Sonmez,Iva Jovic,Spread,no,2, | 
2026-09-16T18:56:26Z,odds/multi,74574104,2026-09-16T20:10:00Z,BetMGM,WTA,Guadalajara,Zeynep Sonmez,Iva Jovic,Spread (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574104,2026-09-16T20:10:00Z,BetMGM,WTA,Guadalajara,Zeynep Sonmez,Iva Jovic,Totals (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574092,2026-09-17T00:10:00Z,BetMGM,WTA,Guadalajara,Kayla Day,Liudmila Samsonova,ML,no,1,
2026-09-16T18:56:26Z,odds/multi,74574092,2026-09-17T00:10:00Z,BetMGM,WTA,Guadalajara,Kayla Day,Liudmila Samsonova,Spread,no,2, | 
2026-09-16T18:56:26Z,odds/multi,74574092,2026-09-17T00:10:00Z,BetMGM,WTA,Guadalajara,Kayla Day,Liudmila Samsonova,Spread (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574092,2026-09-17T00:10:00Z,BetMGM,WTA,Guadalajara,Kayla Day,Liudmila Samsonova,Totals (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574108,2026-09-17T18:00:00Z,BetMGM,WTA,Guadalajara,Peyton Stearns,Sloane Stephens,ML,no,1,
2026-09-16T18:56:26Z,odds/multi,74574108,2026-09-17T18:00:00Z,BetMGM,WTA,Guadalajara,Peyton Stearns,Sloane Stephens,Spread,no,2, | 
2026-09-16T18:56:26Z,odds/multi,74574108,2026-09-17T18:00:00Z,BetMGM,WTA,Guadalajara,Peyton Stearns,Sloane Stephens,Spread (Games),no,3, |  | 
2026-09-16T18:56:26Z,odds/multi,74574108,2026-09-17T18:00:00Z,BetMGM,WTA,Guadalajara,Peyton Stearns,Sloane Stephens,Totals (Games),no,3, |  | 
2026-09-16T18:56:26Z,odds/multi,74574110,2026-09-17T18:00:00Z,BetMGM,WTA,Guadalajara,Cristina Bucsa,Sara Bejlek,ML,no,1,
2026-09-16T18:56:26Z,odds/multi,74573916,2026-09-16T19:00:00Z,BetMGM,WTA,Sao Paulo,Darja Semenistaja,Teodora Kostovic,ML,no,1,
2026-09-16T18:56:26Z,odds/multi,74573916,2026-09-16T19:00:00Z,BetMGM,WTA,Sao Paulo,Darja Semenistaja,Teodora Kostovic,Spread,no,2, | 
2026-09-16T18:56:26Z,odds/multi,74573916,2026-09-16T19:00:00Z,BetMGM,WTA,Sao Paulo,Darja Semenistaja,Teodora Kostovic,Totals (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74573916,2026-09-16T19:00:00Z,BetMGM,WTA,Sao Paulo,Darja Semenistaja,Teodora Kostovic,Spread (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574090,2026-09-16T23:00:00Z,BetMGM,WTA,Guadalajara,Marta Kostyuk,Taylor Townsend,ML,no,1,
2026-09-16T18:56:26Z,odds/multi,74574090,2026-09-16T23:00:00Z,BetMGM,WTA,Guadalajara,Marta Kostyuk,Taylor Townsend,Spread,no,2, | 
2026-09-16T18:56:26Z,odds/multi,74574090,2026-09-16T23:00:00Z,BetMGM,WTA,Guadalajara,Marta Kostyuk,Taylor Townsend,Spread (Games),no,1,
2026-09-16T18:56:26Z,odds/multi,74574090,2026-09-16T23:00:00Z,BetMGM,WTA,Guadalajara,Marta Kostyuk,Taylor Townsend,Totals (Games),no,1,
