captured_at,source_endpoint,event_id,kickoff_at,bookmaker,tour,tournament,player1,player2,market_name,recognized_most_aces,odds_count,sample_labels
2026-08-01T11:01:35Z,odds/multi,73327182,2026-08-01T15:00:00Z,BetMGM,WTA,Toronto,Emiliana Arango,Lois Boisson,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327182,2026-08-01T15:00:00Z,BetMGM,WTA,Toronto,Emiliana Arango,Lois Boisson,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327760,2026-08-01T14:30:00Z,BetMGM,ATP,Montreal,Michael Zheng,Kei Nishikori,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327760,2026-08-01T14:30:00Z,BetMGM,ATP,Montreal,Michael Zheng,Kei Nishikori,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327780,2026-08-01T14:30:00Z,BetMGM,ATP,Montreal,Marco Trungelliti,Nicolas Mejia,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327780,2026-08-01T14:30:00Z,BetMGM,ATP,Montreal,Marco Trungelliti,Nicolas Mejia,Spread,no,2, | 
2026-08-01T11:01:35Z,odds/multi,73327786,2026-08-01T14:30:00Z,BetMGM,ATP,Montreal,Marcos Giron,Pablo Llamas Ruiz,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327786,2026-08-01T14:30:00Z,BetMGM,ATP,Montreal,Marcos Giron,Pablo Llamas Ruiz,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327162,2026-08-01T15:00:00Z,BetMGM,WTA,Toronto,Victoria Jimenez Kasintseva,Marina Bassols Ribera,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327162,2026-08-01T15:00:00Z,BetMGM,WTA,Toronto,Victoria Jimenez Kasintseva,Marina Bassols Ribera,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327166,2026-08-01T15:00:00Z,BetMGM,WTA,Toronto,Leolia Jeanjean,Lin Zhu,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327166,2026-08-01T15:00:00Z,BetMGM,WTA,Toronto,Leolia Jeanjean,Lin Zhu,Spread,no,2, | 
2026-08-01T11:01:35Z,odds/multi,73327180,2026-08-01T15:00:00Z,BetMGM,WTA,Toronto,Oksana Selekhmeteva,Aoi Ito,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327180,2026-08-01T15:00:00Z,BetMGM,WTA,Toronto,Oksana Selekhmeteva,Aoi Ito,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327776,2026-08-01T15:40:00Z,BetMGM,ATP,Montreal,Adam Walton,Justin Boulais,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327776,2026-08-01T15:40:00Z,BetMGM,ATP,Montreal,Adam Walton,Justin Boulais,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327778,2026-08-01T15:40:00Z,BetMGM,ATP,Montreal,Sho Shimabukuro,Nicolai Budkov Kjaer,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327778,2026-08-01T15:40:00Z,BetMGM,ATP,Montreal,Sho Shimabukuro,Nicolai Budkov Kjaer,Spread,no,2, | 
2026-08-01T11:01:35Z,odds/multi,73327176,2026-08-01T16:10:00Z,BetMGM,WTA,Toronto,Moyuka Uchijima,Himeno Sakatsume,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327176,2026-08-01T16:10:00Z,BetMGM,WTA,Toronto,Moyuka Uchijima,Himeno Sakatsume,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327846,2026-08-01T16:50:00Z,BetMGM,ATP,Montreal,Jaime Faria,Christopher O'Connell,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327846,2026-08-01T16:50:00Z,BetMGM,ATP,Montreal,Jaime Faria,Christopher O'Connell,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327186,2026-08-01T16:10:00Z,BetMGM,WTA,Toronto,Alina Korneeva,Mary Stoiana,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327186,2026-08-01T16:10:00Z,BetMGM,WTA,Toronto,Alina Korneeva,Mary Stoiana,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327188,2026-08-01T16:10:00Z,BetMGM,WTA,Toronto,Tatjana Maria,Isabella Marton,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327188,2026-08-01T16:10:00Z,BetMGM,WTA,Toronto,Tatjana Maria,Isabella Marton,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327190,2026-08-01T16:10:00Z,BetMGM,WTA,Toronto,Lanlana Tararudee,Qinwen Zheng,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327190,2026-08-01T16:10:00Z,BetMGM,WTA,Toronto,Lanlana Tararudee,Qinwen Zheng,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327764,2026-08-01T16:50:00Z,BetMGM,ATP,Montreal,Shintaro Mochizuki,Dane Sweeny,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327764,2026-08-01T16:50:00Z,BetMGM,ATP,Montreal,Shintaro Mochizuki,Dane Sweeny,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327766,2026-08-01T15:40:00Z,BetMGM,ATP,Montreal,Jacob Fearnley,Sebastian Ofner,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327766,2026-08-01T15:40:00Z,BetMGM,ATP,Montreal,Jacob Fearnley,Sebastian Ofner,Spread,no,3, |  | 
2026-08-01T11:01:35Z,odds/multi,73327772,2026-08-01T15:40:00Z,BetMGM,ATP,Montreal,Alexei Popyrin,Thanasi Kokkinakis,ML,no,1,
2026-08-01T11:01:35Z,odds/multi,73327772,2026-08-01T15:40:00Z,BetMGM,ATP,Montreal,Alexei Popyrin,Thanasi Kokkinakis,Spread,no,3, |  | 
