date,tour,tournament,player,opponent,market,line,over_odds,under_odds
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,aces,15.0,13.0000,4.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,aces,20.0,26.0000,11.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,aces,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,1.0,,1.0100
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,2.0,,1.0700
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,3.0,1.0100,
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,5.0,1.0800,
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,8.0,1.4000,1.0700
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,10.0,1.8000,1.1800
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,12.0,2.5000,1.4000
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,15.0,4.3300,1.9000
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,20.0,13.0000,4.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Antonia Ruzic,double_faults,25.0,26.0000,11.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,aces,3.0,1.0400,1.0100
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,aces,5.0,1.1600,1.0500
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,aces,10.0,2.2500,1.5300
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,aces,15.0,6.0000,3.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,aces,20.0,19.0000,7.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,aces,25.0,26.0000,19.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,aces,30.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,2.0,,1.0100
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,3.0,1.0200,
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,5.0,1.1200,
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,8.0,1.5700,1.0400
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,10.0,2.2500,1.1200
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,12.0,3.5000,1.2800
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,15.0,8.0000,1.7200
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,20.0,26.0000,3.7500
2026-07-01,WTA,Wimbledon,Totals ( ),Mananchaya Sawangkaew,double_faults,25.0,,11.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,1.0,1.0100,
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,2.0,1.0700,
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,3.0,1.2500,
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,5.0,2.1000,1.0100
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,8.0,7.0000,1.1400
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,10.0,19.0000,1.3600
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,12.0,26.0000,1.8000
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,15.0,,3.2500
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,20.0,,11.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,double_faults,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,aces,1.0,1.0700,
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,aces,3.0,1.7200,1.0700
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,aces,5.0,4.0000,1.3300
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,aces,10.0,26.0000,4.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,aces,15.0,,19.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Daria Kasatkina,aces,20.0,,26.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,aces,5.0,,1.0300
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,aces,10.0,1.0200,
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,aces,15.0,1.1400,
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,aces,20.0,1.4000,1.0200
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,aces,25.0,1.8300,1.0700
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,aces,30.0,2.6200,1.1800
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,aces,40.0,6.0000,1.6600
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,aces,50.0,17.0000,3.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,2.0,1.0400,
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,3.0,1.1200,
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,5.0,1.5700,
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,8.0,3.7500,1.0600
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,10.0,8.0000,1.1800
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,12.0,17.0000,1.4000
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,15.0,26.0000,2.1000
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,20.0,,6.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Sebastian Ofner,double_faults,25.0,,21.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,1.0,1.0100,
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,2.0,1.0700,
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,3.0,1.2200,
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,5.0,1.8300,1.0400
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,8.0,5.0000,1.2800
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,10.0,11.0000,1.6600
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,12.0,21.0000,2.3700
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,15.0,26.0000,5.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,20.0,,21.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,double_faults,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,aces,1.0,1.0100,
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,aces,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,aces,3.0,1.1800,1.0200
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,aces,5.0,1.7200,1.1100
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,aces,10.0,9.0000,1.9000
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,aces,15.0,26.0000,5.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Lanlana Tararudee,aces,20.0,,15.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,aces,1.0,1.2200,
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,aces,3.0,3.5000,1.0700
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,aces,5.0,15.0000,1.3000
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,aces,10.0,,3.5000
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,aces,15.0,,13.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,aces,20.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,double_faults,1.0,1.0500,
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,double_faults,2.0,1.2500,1.0400
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,double_faults,3.0,1.6100,1.1400
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,double_faults,5.0,3.7500,1.6600
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,double_faults,8.0,19.0000,5.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,double_faults,10.0,26.0000,13.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Claire Liu,double_faults,12.0,,26.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,3.0,1.0100,
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,5.0,1.0600,
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,10.0,1.5300,
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,15.0,2.7500,1.0600
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,20.0,6.0000,1.2200
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,25.0,15.0000,1.5300
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,30.0,26.0000,2.1000
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,40.0,,5.5000
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,aces,50.0,,15.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,double_faults,3.0,1.0400,1.0200
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,double_faults,5.0,1.2000,
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,double_faults,8.0,1.9000,1.0300
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,double_faults,10.0,3.2500,1.1100
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,double_faults,12.0,6.0000,1.2500
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,double_faults,15.0,15.0000,1.7200
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,double_faults,20.0,26.0000,4.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Botic Van de Zandschulp,double_faults,25.0,,13.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,1.0,1.0400,
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,2.0,1.2200,
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,3.0,1.6100,1.0100
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,5.0,4.0000,1.1100
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,8.0,21.0000,1.7200
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,10.0,26.0000,2.7500
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,12.0,,5.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,15.0,,15.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,double_faults,20.0,,26.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,aces,3.0,1.0400,
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,aces,5.0,1.1600,
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,aces,10.0,2.2500,1.0800
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,aces,15.0,6.5000,1.3600
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,aces,20.0,19.0000,2.0000
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,aces,25.0,26.0000,3.5000
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,aces,30.0,,6.5000
2026-07-01,ATP,Wimbledon,Totals ( ),Ignacio Buse,aces,40.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,double_faults,1.0,1.1400,
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,double_faults,2.0,1.6100,1.0500
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,double_faults,3.0,2.6200,1.1600
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,double_faults,5.0,9.0000,1.8300
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,double_faults,8.0,26.0000,6.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,double_faults,10.0,,15.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,double_faults,12.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,aces,1.0,1.0300,
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,aces,3.0,1.4000,1.1100
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,aces,5.0,2.6200,1.4400
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,aces,10.0,23.0000,5.5000
2026-07-01,WTA,Wimbledon,Totals ( ),Sara Sorribes Tormo,aces,15.0,26.0000,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,aces,1.0,1.0200,
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,aces,3.0,1.3000,1.0300
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,aces,5.0,2.1000,1.1600
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,aces,10.0,11.0000,2.2500
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,aces,15.0,26.0000,7.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,aces,20.0,,21.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,aces,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,1.0,,1.0200
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,2.0,1.0100,
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,3.0,1.0400,
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,5.0,1.2500,1.0200
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,8.0,2.2000,1.2000
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,10.0,4.0000,1.5000
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,12.0,8.0000,2.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,15.0,23.0000,3.7500
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,20.0,26.0000,15.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Mirra Andreeva,double_faults,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,aces,5.0,1.5000,1.1100
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,aces,15.0,17.0000,5.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,aces,3.0,1.1200,1.0200
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,aces,10.0,4.3300,1.9000
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,aces,20.0,26.0000,15.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,aces,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,2.0,1.0100,1.0500
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,3.0,1.0500,
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,5.0,1.2500,1.0100
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,8.0,2.2500,1.1200
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,10.0,4.0000,1.3000
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,12.0,9.0000,1.6600
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,15.0,23.0000,2.7500
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,20.0,26.0000,9.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Anna Kalinskaya,double_faults,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,1.0,1.0100,
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,3.0,1.1600,1.0400
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,5.0,1.5700,1.1800
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,10.0,5.0000,2.5000
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,15.0,21.0000,7.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,20.0,26.0000,23.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,aces,25.0,,26.0000
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,1.0,1.0200,
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,2.0,1.1600,
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,3.0,1.4400,1.0200
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,5.0,3.2500,1.1600
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,8.0,17.0000,1.8300
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,10.0,26.0000,3.2500
2026-07-01,WTA,Wimbledon,Totals ( ),Iva Jovic,double_faults,12.0,,6.0000
