captured_at,event_id,kickoff_at,bookmaker,league,home,away,market_name,odds_count,sample_labels
2026-07-18T09:50:51Z,72940766,2026-07-18T10:15:00Z,Bet365,"WTA - Prague, Czech Republic, Qualifying","Ito, Aoi","Knutson, Gabriela",ML,1,"{'home': '2.00', 'away': '1.72'}"
2026-07-18T09:50:51Z,72940766,2026-07-18T10:15:00Z,Bet365,"WTA - Prague, Czech Republic, Qualifying","Ito, Aoi","Knutson, Gabriela",Set Betting,1,{}
2026-07-18T09:50:51Z,72944428,2026-07-18T10:40:00Z,Bet365,"ATP - Kitzbuhel, Austria, Qualifying","Coria, Federico","Sachko, Vitaliy",ML,1,"{'home': '3.25', 'away': '1.33'}"
2026-07-18T09:50:51Z,72944428,2026-07-18T10:40:00Z,Bet365,"ATP - Kitzbuhel, Austria, Qualifying","Coria, Federico","Sachko, Vitaliy",Set Betting,1,{}
2026-07-18T09:50:51Z,72944428,2026-07-18T10:40:00Z,Bet365,"ATP - Kitzbuhel, Austria, Qualifying","Coria, Federico","Sachko, Vitaliy",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-07-18T09:50:51Z,72944428,2026-07-18T10:40:00Z,Bet365,"ATP - Kitzbuhel, Austria, Qualifying","Coria, Federico","Sachko, Vitaliy",Totals (Games),1,hdp=21.5
2026-07-18T09:50:51Z,72943360,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Daniel, Taro","Prado Angelo, Juan Carlos",ML,1,"{'home': '1.57', 'away': '2.25'}"
2026-07-18T09:50:51Z,72943360,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Daniel, Taro","Prado Angelo, Juan Carlos",Set Betting,1,{}
2026-07-18T09:50:51Z,72943360,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Daniel, Taro","Prado Angelo, Juan Carlos",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-07-18T09:50:51Z,72943360,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Daniel, Taro","Prado Angelo, Juan Carlos",Totals (Games),1,hdp=22.5
2026-07-18T09:50:51Z,72943362,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Jacquet, Kyrian","Da Rosa Castro, Goncalo",ML,1,"{'home': '1.01', 'away': '21.00'}"
2026-07-18T09:50:51Z,72943362,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Jacquet, Kyrian","Da Rosa Castro, Goncalo",Set Betting,1,{}
2026-07-18T09:50:51Z,72943362,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Jacquet, Kyrian","Da Rosa Castro, Goncalo",Totals 1st Set,6,hdp=6.5 | hdp=7.5 | hdp=8.5 | hdp=9.5 | hdp=10.5 | hdp=12.5
2026-07-18T09:50:51Z,72943362,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Jacquet, Kyrian","Da Rosa Castro, Goncalo",Totals (Games),1,hdp=17.5
2026-07-18T09:50:51Z,72943364,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Butvilas, Edas","Tabur, Clement",ML,1,"{'home': '2.75', 'away': '1.40'}"
2026-07-18T09:50:51Z,72943364,2026-07-18T11:00:00Z,Bet365,"ATP - Estoril, Portugal, Qualifying","Butvilas, Edas","Tabur, Clement",Set Betting,1,{}
