event_id,date,tour,tournament,bookmaker,player,opponent,market,line,over_odds,under_odds,capture_ts,match_start_utc,raw_market_name,raw_outcome_count,raw_label_sample
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,aces,2.5,1.7200,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Team Total (Aces) Home,4,"{'hdp': 2.5, 'over': '1.72'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,aces,4.5,4.0000,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Team Total (Aces) Home,4,"{'hdp': 4.5, 'over': '4.00'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,aces,0.5,1.0600,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Team Total (Aces) Home,4,"{'hdp': 0.5, 'over': '1.06'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,aces,9.5,26.0000,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Team Total (Aces) Home,4,"{'hdp': 9.5, 'over': '26.00'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Iryna Shymanovich,Zeynep Sonmez,aces,0.5,1.2000,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Team Total (Aces) Away,3,"{'hdp': 0.5, 'over': '1.20'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Iryna Shymanovich,Zeynep Sonmez,aces,4.5,11.0000,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Team Total (Aces) Away,3,"{'hdp': 4.5, 'over': '11.00'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Iryna Shymanovich,Zeynep Sonmez,aces,2.5,3.2500,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Team Total (Aces) Away,3,"{'hdp': 2.5, 'over': '3.25'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,match_aces,4.5,1.8300,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Totals (Aces),5,"{'hdp': 4.5, 'over': '1.83'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,match_aces,0.5,1.0100,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Totals (Aces),5,"{'hdp': 0.5, 'over': '1.01'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,match_aces,2.5,1.2200,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Totals (Aces),5,"{'hdp': 2.5, 'over': '1.22'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,match_aces,9.5,11.0000,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Totals (Aces),5,"{'hdp': 9.5, 'over': '11.00'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,match_aces,14.5,26.0000,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Totals (Aces),5,"{'hdp': 14.5, 'over': '26.00'}"
74666246,2026-09-14,WTA,Guadalajara,Bet365,Zeynep Sonmez,Iryna Shymanovich,match_double_faults,19.5,26.0000,,2026-09-14T19:52:15Z,2026-09-14T23:00:00Z,Totals (Double Faults),8,"{'hdp': 19.5, 'over': '26.00'}"
