tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2025-3007,Nottingham 3,Grass,32,C,O,20250707,20,P0HT,5,,Jack Pinnington Jones,R,180,GBR,22272,281,196,B0U4,,,Nicolai Budkov Kjaer,R,191,NOR,18847,303,169,6-3 6-2,3,R32,79,3,4,58,34,27,9,8,5,6,2,7,60,34,23,7,9,1,6
2025-3007,Nottingham 3,Grass,32,C,O,20250707,21,D750,,,Kenny De Schepper,L,203,FRA,38108,627,52,MW76,6,,Matteo Martineau,R,183,FRA,26472,292,186,7-6(5) 7-6(7),3,R32,114,6,2,100,66,50,19,12,5,6,6,1,82,56,46,13,12,4,5
2025-3007,Nottingham 3,Grass,32,C,O,20250707,22,L0CF,7,,George Loffhagen,R,188,GBR,24216,293,185,R0K9,,,Charlie Robertson,R,170,GBR,,1174,8,6-2 6-1,3,R32,59,7,1,39,21,19,13,8,0,0,2,2,44,24,14,7,7,5,9
2025-3007,Nottingham 3,Grass,32,C,O,20250707,23,G0AO,8,,Alastair Gray,R,193,GBR,27042,374,130,J620,,,Maxime Janvier,R,196,FRA,28717,433,101,6-3 5-7 7-5,3,R32,151,16,4,103,62,48,23,17,6,8,7,7,121,80,56,18,16,9,12
2025-3007,Nottingham 3,Grass,32,C,O,20250707,24,E831,,,Kyle Edmund,R,188,GBR,30494,471,89,H0D8,,,Tom Hands,R,185,GBR,,1378,4,6-4 6-4,3,R32,84,3,3,50,31,26,9,10,0,2,1,11,76,43,26,12,10,7,11
2025-3007,Nottingham 3,Grass,32,C,O,20250707,25,I305,,,Ilya Ivashka,R,193,BLR,31365,858,23,RH50,,,Arthur Reymond,L,180,FRA,,509,76,5-7 6-4 6-4,3,R32,128,3,2,93,65,47,17,16,4,6,8,2,110,64,43,25,16,5,8
2025-3007,Nottingham 3,Grass,32,C,O,20250707,26,M0NJ,,,Lui Maxted,R,180,GBR,,1500,3,R0H6,,,Leonardo Rossi,R,180,ITA,,616,54,6-4 6-2,3,R32,72,2,2,47,30,23,11,9,0,1,7,3,47,33,21,5,9,0,4
2025-3007,Nottingham 3,Grass,32,C,O,20250707,27,S0TX,,,Henry Searle,L,193,GBR,19274,421,106,B0D6,,,Taha Baadi,R,183,MAR,23967,764,32,6-2 6-2,3,R32,53,10,0,42,33,28,5,8,1,1,1,3,52,35,22,3,8,5,9
2025-3007,Nottingham 3,Grass,32,C,O,20250707,28,S0EX,,,Hamish Stewart,R,193,GBR,,545,67,S0Y7,,,Matthew Summers,L,180,GBR,,804,27,7-6(2) 6-4,3,R32,93,9,4,63,40,34,14,11,0,0,2,2,79,58,34,15,11,6,7
2025-3007,Nottingham 3,Grass,32,C,O,20250707,29,T0B0,,,Connor Thomson,R,185,GBR,,1764,1,S0H9,,,James Story,R,185,GBR,,562,65,3-6 6-4 7-6(4),3,R32,160,9,3,121,74,54,21,16,10,13,9,3,105,58,40,25,15,5,7
2025-3007,Nottingham 3,Grass,32,C,O,20250707,30,W0AH,,,Harry Wendelken,R,178,GBR,,494,81,B0NV,,,Patrick Brady,R,188,GBR,,860,23,6-3 6-1,3,R32,82,1,2,47,27,18,17,8,1,1,2,3,50,34,20,6,8,2,6
2025-3007,Nottingham 3,Grass,32,C,O,20250707,31,Z09F,,,Patrick Zahraj,R,191,GER,25974,280,198,N0BA,,,Axel Nefve,L,193,USA,,946,17,6-4 6-4,3,R32,97,2,1,66,39,29,13,10,3,5,5,3,62,51,28,4,10,3,7
2025-3007,Nottingham 3,Grass,32,C,O,20250707,8,C0AK,3,,Oliver Crawford,R,180,GBR,26188,248,229,I305,,,Ilya Ivashka,R,193,BLR,31365,858,23,6-0 6-3,3,R16,71,6,1,39,27,24,8,8,0,0,2,1,57,38,22,5,7,8,12
2025-3007,Nottingham 3,Grass,32,C,O,20250707,9,PH78,4,,Ryan Peniston,L,180,GBR,29656,263,213,S0TX,,,Henry Searle,L,193,GBR,19274,421,106,4-6 6-1 6-2,3,R16,120,3,5,84,55,41,14,13,8,9,4,2,95,68,42,12,12,7,11
2025-3007,Nottingham 3,Grass,32,C,O,20250707,10,P0HT,5,,Jack Pinnington Jones,R,180,GBR,22272,281,196,W0AH,,,Harry Wendelken,R,178,GBR,,494,81,6-4 4-6 6-3,3,R16,144,7,9,103,59,39,22,15,6,10,8,3,92,53,38,14,14,6,11
2025-3007,Nottingham 3,Grass,32,C,O,20250707,11,S0EX,,,Hamish Stewart,R,193,GBR,,545,67,L0CF,7,,George Loffhagen,R,188,GBR,24216,293,185,6-3 6-4,3,R16,77,10,2,56,35,29,14,10,0,0,5,5,61,37,24,13,9,0,2
2025-3007,Nottingham 3,Grass,32,C,O,20250707,12,G0AO,8,,Alastair Gray,R,193,GBR,27042,374,130,M0NJ,,,Lui Maxted,R,180,GBR,,1500,3,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2025-3007,Nottingham 3,Grass,32,C,O,20250707,13,E831,,,Kyle Edmund,R,188,GBR,30494,471,89,BI23,,,Liam Broady,L,183,GBR,31504,557,66,7-6(1) 6-2,3,R16,105,7,1,65,39,30,17,10,4,5,5,1,75,52,28,13,10,6,9
2025-3007,Nottingham 3,Grass,32,C,O,20250707,14,W0C4,,,Edward Winter,R,178,AUS,,648,49,T0B0,,,Connor Thomson,R,185,GBR,,1764,1,6-4 6-1,3,R16,83,2,3,54,38,29,6,9,3,4,5,2,62,39,21,10,8,7,11
2025-3007,Nottingham 3,Grass,32,C,O,20250707,15,Z09F,,,Patrick Zahraj,R,191,GER,25974,280,198,D750,,,Kenny De Schepper,L,203,FRA,38108,627,52,6-3 6-2,3,R16,70,10,2,48,32,29,8,9,0,0,5,3,49,36,24,4,8,3,6
2025-3007,Nottingham 3,Grass,32,C,O,20250707,4,C0AK,3,,Oliver Crawford,R,180,GBR,26188,248,229,G0AO,8,,Alastair Gray,R,193,GBR,27042,374,130,6-7(6) 7-6(5) 6-3,3,QF,168,7,1,103,72,54,20,17,1,3,14,6,108,70,50,21,16,4,7
2025-3007,Nottingham 3,Grass,32,C,O,20250707,5,S0EX,,,Hamish Stewart,R,193,GBR,,545,67,PH78,4,,Ryan Peniston,L,180,GBR,29656,263,213,3-6 7-6(5) 6-4,3,QF,150,10,6,97,54,45,19,15,4,7,2,7,97,63,45,19,16,3,6
2025-3007,Nottingham 3,Grass,32,C,O,20250707,6,P0HT,5,,Jack Pinnington Jones,R,180,GBR,22272,281,196,W0C4,,,Edward Winter,R,178,AUS,,648,49,6-7(6) 6-3 6-4,3,QF,153,6,6,100,60,48,22,16,4,5,9,8,99,54,43,21,15,5,8
2025-3007,Nottingham 3,Grass,32,C,O,20250707,7,E831,,,Kyle Edmund,R,188,GBR,30494,471,89,Z09F,,,Patrick Zahraj,R,191,GER,25974,280,198,7-6(4) 4-3 RET,3,QF,110,11,2,53,36,29,9,9,0,1,11,3,75,40,33,12,10,7,9
2025-3007,Nottingham 3,Grass,32,C,O,20250707,2,P0HT,5,,Jack Pinnington Jones,R,180,GBR,22272,281,196,C0AK,3,,Oliver Crawford,R,180,GBR,26188,248,229,6-4 6-4,3,SF,87,5,1,66,53,37,7,10,2,3,1,3,54,29,24,12,10,2,5
2025-3007,Nottingham 3,Grass,32,C,O,20250707,3,E831,,,Kyle Edmund,R,188,GBR,30494,471,89,S0EX,,,Hamish Stewart,R,193,GBR,,545,67,6-1 6-4,3,SF,66,5,1,42,32,28,8,9,0,0,2,4,60,38,23,10,8,3,6
2025-3007,Nottingham 3,Grass,32,C,O,20250707,1,P0HT,5,,Jack Pinnington Jones,R,180,GBR,22272,281,196,E831,,,Kyle Edmund,R,188,GBR,30494,471,89,6-4 7-6(1),3,F,99,2,3,84,58,40,15,11,5,6,5,1,57,34,25,13,11,0,2
2025-315,Newport,Grass,32,C,O,20250707,16,H09P,1,,Brandon Holt,R,185,USA,27253,99,600,C0HT,,,Murphy Cassone,R,188,USA,22891,190,294,7-6(3) 7-6(1),3,R32,125,5,3,90,60,41,12,12,5,10,6,7,88,46,29,16,12,7,12
2025-315,Newport,Grass,32,C,O,20250707,17,M0RE,,,Patrick Maloney,R,193,USA,,325,158,D994,2,,James Duckworth,R,183,AUS,33459,103,566,6-2 7-6(5),3,R32,95,4,2,61,36,28,14,10,3,4,9,8,75,35,25,18,10,6,9
2025-315,Newport,Grass,32,C,O,20250707,18,S0N0,3,,Tristan Schoolkate,R,183,AUS,24359,104,564,BI81,,,Alex Bolt,L,183,AUS,32501,179,309,7-6(4) 7-6(2),3,R32,114,10,7,86,47,35,18,12,5,8,6,6,76,47,31,14,12,5,8
2025-315,Newport,Grass,32,C,O,20250707,19,ME82,4,,Adrian Mannarino,L,180,FRA,37021,123,477,U134,,,Yasutaka Uchiyama,R,183,JPN,32.92,205,269,6-3 6-4,3,R32,87,9,1,54,31,29,13,10,1,1,6,2,55,31,21,13,9,1,3
2025-315,Newport,Grass,32,C,O,20250707,20,S0JA,5,,Eliot Spizzirri,R,185,USA,23537,128,465,Z09K,,,Evan Zhu,R,185,USA,,577,63,7-5 6-2,3,R32,77,10,1,55,41,30,5,10,1,3,2,3,58,33,16,10,10,1,6
2025-315,Newport,Grass,32,C,O,20250707,21,E865,6,,Christopher Eubanks,R,201,USA,29172,130,454,M0RG,,,Daniel Milavsky,R,193,USA,,585,60,4-6 6-4 6-3,3,R32,92,15,2,79,53,44,16,15,1,2,13,1,74,47,37,18,14,2,4
2025-315,Newport,Grass,32,C,O,20250707,22,KC12,7,,Mitchell Krueger,R,188,USA,31483,164,344,KE64,,,Stefan Kozlov,R,183,USA,27428,367,133,6-1 3-6 6-1,3,R32,130,4,1,75,45,32,16,12,3,4,0,1,71,50,29,10,11,5,9
2025-315,Newport,Grass,32,C,O,20250707,23,WB08,8,,Yosuke Watanuki,R,180,JPN,27236,177,312,J553,,,Omar Jasika,L,183,AUS,28137,202,271,6-4 6-4,3,R32,73,5,4,52,24,21,19,10,0,0,4,2,64,42,26,13,10,7,9
2025-315,Newport,Grass,32,C,O,20250707,24,G0IW,,,Antoine Ghibaudo,R,191,FRA,,601,56,K0A3,,,Patrick Kypson,R,188,USA,25692,240,238,7-6(1) 7-5,3,R32,133,4,4,84,50,34,18,12,6,9,7,2,82,53,39,8,12,7,11
2025-315,Newport,Grass,32,C,O,20250707,25,M0NB,,,Aidan Mayo,R,183,USA,,299,172,M0C2,,,Dan Martin,R,175,CAN,26163,563,65,7-5 4-6 6-3,3,R32,123,10,3,90,50,41,19,15,6,8,1,2,101,72,41,21,16,7,11
2025-315,Newport,Grass,32,C,O,20250707,26,M0OQ,,,James McCabe,R,188,AUS,22007,181,308,A09P,,,Alafia Ayeni,R,191,USA,,582,61,6-1 6-2,3,R32,67,6,3,49,29,24,11,8,4,4,6,2,42,29,18,4,7,4,8
2025-315,Newport,Grass,32,C,O,20250707,27,S0K7,,,Zachary Svajda,R,175,USA,22604,229,246,V0DG,,,Quinn Vandecasteele,R,191,USA,,735,36,6-2 6-3,3,R32,71,5,0,40,26,24,9,8,1,1,5,3,66,27,18,17,9,5,9
2025-315,Newport,Grass,32,C,O,20250707,28,TA46,,,Bernard Tomic,R,196,AUS,32709,214,257,Z0BZ,,,Michael Zheng,R,188,USA,21443,498,79,6-4 6-3,3,R32,58,8,2,62,41,29,13,10,4,5,6,2,43,26,18,9,9,0,3
2025-315,Newport,Grass,32,C,O,20250707,29,W0ED,,,James Watt,R,206,NZL,25076,722,38,M0EG,,,Tristan McCormick,R,196,USA,,612,55,7-6(5) 7-6(4),3,R32,109,12,2,73,43,36,22,12,1,2,4,3,83,56,40,17,12,4,5
2025-315,Newport,Grass,32,C,O,20250707,30,W0AX,,,Oscar Weightman,R,188,GBR,,1024,13,P0C1,,,Karl Poling,L,185,USA,,552,67,7-6(5) 3-6 7-6(3),3,R32,158,11,7,117,58,46,30,17,7,11,4,2,92,67,48,16,16,0,2
2025-315,Newport,Grass,32,C,O,20250707,31,Z0AK,,,Tyler Zink,R,185,USA,,311,164,H0B7,,,Trey Hilderbrand,R,196,USA,,711,40,4-6 6-4 6-3,3,R32,120,12,3,104,65,49,21,15,4,5,14,4,80,52,41,12,14,1,3
2025-315,Newport,Grass,32,C,O,20250707,8,S0K7,,,Zachary Svajda,R,175,USA,22604,229,246,H09P,1,,Brandon Holt,R,185,USA,27253,99,600,4-6 6-0 6-1,3,R16,75,10,1,55,31,27,19,12,0,1,2,4,66,43,25,7,11,5,10
2025-315,Newport,Grass,32,C,O,20250707,9,S0N0,3,,Tristan Schoolkate,R,183,AUS,24359,104,564,M0OQ,,,James McCabe,R,188,AUS,22007,181,308,6-7(5) 7-6(5) 4-0 RET,3,R16,164,17,4,89,58,51,17,14,6,7,8,4,100,59,44,21,14,5,8
2025-315,Newport,Grass,32,C,O,20250707,10,ME82,4,,Adrian Mannarino,L,180,FRA,37021,123,477,Z0AK,,,Tyler Zink,R,185,USA,,311,164,6-3 7-5,3,R16,85,2,2,63,34,24,15,10,2,4,3,1,55,33,23,7,11,1,6
2025-315,Newport,Grass,32,C,O,20250707,11,S0JA,5,,Eliot Spizzirri,R,185,USA,23537,128,465,M0NB,,,Aidan Mayo,R,183,USA,,299,172,6-4 6-4,3,R16,80,8,0,51,32,28,12,10,0,0,2,0,56,33,23,14,10,1,3
2025-315,Newport,Grass,32,C,O,20250707,12,TA46,,,Bernard Tomic,R,196,AUS,32709,214,257,E865,6,,Christopher Eubanks,R,201,USA,29172,130,454,6-3 6-4,3,R16,59,4,1,51,38,30,7,10,1,2,11,4,56,34,27,7,9,1,4
2025-315,Newport,Grass,32,C,O,20250707,13,G0IW,,,Antoine Ghibaudo,R,191,FRA,,601,56,KC12,7,,Mitchell Krueger,R,188,USA,31483,164,344,6-4 5-7 6-3,3,R16,158,8,6,107,66,50,17,16,2,6,4,4,92,59,37,15,15,5,10
2025-315,Newport,Grass,32,C,O,20250707,14,WB08,8,,Yosuke Watanuki,R,180,JPN,27236,177,312,W0AX,,,Oscar Weightman,R,188,GBR,,1024,13,6-2 6-3,3,R16,69,11,6,47,22,18,17,9,0,1,3,2,46,25,14,7,8,1,5
2025-315,Newport,Grass,32,C,O,20250707,15,W0ED,,,James Watt,R,206,NZL,25076,722,38,M0RE,,,Patrick Maloney,R,193,USA,,325,158,6-3 6-3,3,R16,71,10,4,51,36,28,6,9,0,1,2,2,56,43,22,6,9,7,11
2025-315,Newport,Grass,32,C,O,20250707,4,S0JA,5,,Eliot Spizzirri,R,185,USA,23537,128,465,S0N0,3,,Tristan Schoolkate,R,183,AUS,24359,104,564,4-6 6-4 6-4,3,QF,138,7,5,90,53,40,19,15,6,9,10,15,99,55,42,16,15,9,13
2025-315,Newport,Grass,32,C,O,20250707,5,ME82,4,,Adrian Mannarino,L,180,FRA,37021,123,477,TA46,,,Bernard Tomic,R,196,AUS,32709,214,257,4-6 6-2 6-1,3,QF,99,10,3,72,49,39,9,13,2,4,5,1,70,32,21,17,12,4,9
2025-315,Newport,Grass,32,C,O,20250707,6,S0K7,,,Zachary Svajda,R,175,USA,22604,229,246,WB08,8,,Yosuke Watanuki,R,180,JPN,27236,177,312,7-5 6-4,3,QF,96,7,2,71,32,21,21,11,1,4,1,7,73,28,17,19,11,6,11
2025-315,Newport,Grass,32,C,O,20250707,7,G0IW,,,Antoine Ghibaudo,R,191,FRA,,601,56,W0ED,,,James Watt,R,206,NZL,25076,722,38,6-3 6-1,3,QF,55,3,3,45,32,27,8,8,1,1,5,2,43,26,18,4,8,1,5
2025-315,Newport,Grass,32,C,O,20250707,2,ME82,4,,Adrian Mannarino,L,180,FRA,37021,123,477,G0IW,,,Antoine Ghibaudo,R,191,FRA,,601,56,6-2 7-5,3,SF,93,1,3,58,32,19,14,10,3,7,2,6,56,31,18,6,10,1,8
2025-315,Newport,Grass,32,C,O,20250707,3,S0K7,,,Zachary Svajda,R,175,USA,22604,229,246,S0JA,5,,Eliot Spizzirri,R,185,USA,23537,128,465,6-3 6-4,3,SF,90,6,1,67,36,30,17,10,5,5,7,2,71,59,38,4,9,7,9
2025-315,Newport,Grass,32,C,O,20250707,1,S0K7,,,Zachary Svajda,R,175,USA,22604,229,246,ME82,4,,Adrian Mannarino,L,180,FRA,37021,123,477,7-5 6-3,3,F,89,5,1,65,32,21,23,11,2,4,1,1,56,33,21,9,10,0,4
2025-526,Braunschweig,Clay,32,C,O,20250707,16,P0AY,,,Luka Pavlovic,R,196,FRA,,241,237,EA24,1,,Tomas Martin Etcheverry,R,196,ARG,25971,53,1025,6-4 6-4,3,R32,103,11,7,91,41,35,20,10,14,15,5,2,60,38,24,14,10,4,7
2025-526,Braunschweig,Clay,32,C,O,20250707,17,CF59,2,,Roberto Carballes Baena,R,183,ESP,32.29,74,849,B0GY,,,Alex Barrena,R,175,ARG,,260,214,7-6(4) 7-6(6),3,R32,142,2,0,85,62,44,11,12,4,7,1,4,85,42,30,20,12,6,9
2025-526,Braunschweig,Clay,32,C,O,20250707,18,C0JP,3,,Raphael Collignon,R,191,BEL,23.48,85,705,GB93,,,Norbert Gombos,R,193,SVK,34899,328,156,7-5 6-2,3,R32,90,4,4,59,37,28,12,10,3,4,0,1,64,35,22,12,10,7,11
2025-526,Braunschweig,Clay,32,C,O,20250707,19,N0BS,4,,Mariano Navone,R,178,ARG,24356,91,670,B0ID,,,Ignacio Buse,R,183,PER,21284,152,383,7-5 6-2,3,R32,104,0,1,59,36,27,12,10,3,5,2,0,69,44,25,11,10,7,12
2025-526,Braunschweig,Clay,32,C,O,20250707,20,V812,5,,Botic van de Zandschulp,R,191,NED,29758,92,670,CH12,,,Jan Choinski,R,196,GBR,29073,200,277,6-1 6-0,3,R32,61,4,2,44,25,22,9,7,0,0,0,3,38,24,10,3,6,5,10
2025-526,Braunschweig,Clay,32,C,O,20250707,21,M0JZ,6,,Filip Misolic,R,180,AUT,23912,111,518,PH64,,,Andrea Pellegrino,R,185,ITA,28.29,139,437,6-4 6-1,3,R32,73,4,1,61,37,25,12,9,2,4,0,2,48,26,15,7,8,3,8
2025-526,Braunschweig,Clay,32,C,O,20250707,22,C0C8,7,,Juan Manuel Cerundolo,L,183,ARG,23641,112,514,A0BA,,,Federico Arnaboldi,R,185,ITA,,187,295,6-3 6-3,3,R32,89,5,0,62,44,32,10,9,5,5,1,1,53,38,22,8,9,1,4
2025-526,Braunschweig,Clay,32,C,O,20250707,23,P0CT,8,,Francesco Passaro,R,180,ITA,24496,131,453,V0DZ,,,Luca Van Assche,R,178,FRA,21155,180,309,7-6(2) 6-7(4) 7-6(2),3,R32,185,11,3,125,74,57,24,18,3,7,4,15,132,75,49,34,18,7,11
2025-526,Braunschweig,Clay,32,C,O,20250707,24,D0LJ,,,Diego Dedura,,,,,354,140,Y218,,,Elias Ymer,R,185,SWE,29.24,221,251,6-3 6-3,3,R32,94,1,1,67,43,30,11,9,4,5,1,4,68,44,27,9,9,2,6
2025-526,Braunschweig,Clay,32,C,O,20250707,25,F840,,,Nerman Fatic,R,191,BIH,30702,239,239,B0FV,,,Roman Andres Burruchaga,R,183,ARG,23452,132,453,4-6 6-3 7-5,3,R32,167,4,2,104,67,49,14,16,8,12,1,2,103,64,39,19,15,4,9
2025-526,Braunschweig,Clay,32,C,O,20250707,26,G0IB,,,Tom Gentzsch,R,191,GER,,402,116,M0AC,,,Rudolf Molleker,R,188,GER,24695,347,143,6-7(3) 6-2 6-2,3,R32,137,13,3,92,61,43,18,14,1,2,9,6,102,60,39,19,14,4,9
2025-526,Braunschweig,Clay,32,C,O,20250707,27,H997,,,Yannick Hanfmann,R,193,GER,33648,135,440,T09X,,,Clement Tabur,R,173,FRA,25451,215,254,6-3 6-4,3,R32,104,2,1,75,38,22,24,10,9,10,1,0,66,37,21,16,9,8,11
2025-526,Braunschweig,Clay,32,C,O,20250707,28,H0CX,,,Max Houkes,L,188,NED,,245,231,P0O9,,,Mika Petkovic,R,180,GER,,1097,11,6-3 6-4,3,R32,86,5,6,79,52,39,13,10,9,9,2,3,53,32,23,12,9,2,4
2025-526,Braunschweig,Clay,32,C,O,20250707,29,J476,,,David Jorda Sanchis,R,198,ESP,31064,513,76,E0DD,,,Justin Engel,R,185,GER,17766,219,253,6-2 7-6(7),3,R32,93,3,2,69,44,35,14,10,2,2,3,1,57,35,28,13,10,1,3
2025-526,Braunschweig,Clay,32,C,O,20250707,30,MV14,,,Alex Molcan,L,178,SVK,27598,480,84,P0EA,,,Saba Purtseladze,R,191,GEO,23.88,249,229,6-4 6-3,3,R32,85,3,1,66,39,30,11,10,3,4,11,2,62,29,20,14,9,3,6
2025-526,Braunschweig,Clay,32,C,O,20250707,31,N731,,,Christoph Negritu,R,193,GER,,282,196,MJ08,,,Thiago Monteiro,L,183,BRA,31102,142,420,6-4 6-2,3,R32,74,7,0,46,26,24,12,9,0,0,0,0,52,39,25,6,9,1,4
2025-526,Braunschweig,Clay,32,C,O,20250707,8,CF59,2,,Roberto Carballes Baena,R,183,ESP,32.29,74,849,N731,,,Christoph Negritu,R,193,GER,,282,196,1-6 6-3 6-2,3,R16,116,3,0,68,53,39,9,12,3,5,7,5,84,46,35,15,12,3,6
2025-526,Braunschweig,Clay,32,C,O,20250707,9,C0JP,3,,Raphael Collignon,R,191,BEL,23.48,85,705,H0CX,,,Max Houkes,L,188,NED,,245,231,4-6 6-4 6-1,3,R16,112,4,3,73,47,37,15,14,1,3,0,1,69,47,35,9,13,2,6
2025-526,Braunschweig,Clay,32,C,O,20250707,10,N0BS,4,,Mariano Navone,R,178,ARG,24356,91,670,D0LJ,,,Diego Dedura,,,,,354,140,6-1 6-2,3,R16,68,0,1,44,32,22,8,7,2,3,0,4,54,34,16,6,8,4,10
2025-526,Braunschweig,Clay,32,C,O,20250707,11,V812,5,,Botic van de Zandschulp,R,191,NED,29758,92,670,J476,,,David Jorda Sanchis,R,198,ESP,31064,513,76,6-1 6-1,3,R16,73,0,4,47,25,18,11,7,1,2,0,5,52,28,13,6,7,5,11
2025-526,Braunschweig,Clay,32,C,O,20250707,12,M0JZ,6,,Filip Misolic,R,180,AUT,23912,111,518,G0IB,,,Tom Gentzsch,R,191,GER,,402,116,7-6(3) 6-3,3,R16,91,1,2,73,53,44,9,11,3,3,10,3,65,45,35,7,10,1,2
2025-526,Braunschweig,Clay,32,C,O,20250707,13,C0C8,7,,Juan Manuel Cerundolo,L,183,ARG,23641,112,514,F840,,,Nerman Fatic,R,191,BIH,30702,239,239,6-3 6-4,3,R16,83,2,1,65,43,31,12,10,2,3,1,2,52,36,20,11,9,0,3
2025-526,Braunschweig,Clay,32,C,O,20250707,14,MV14,,,Alex Molcan,L,178,SVK,27598,480,84,P0CT,8,,Francesco Passaro,R,180,ITA,24496,131,453,6-3 6-3,3,R16,66,3,1,57,38,30,9,9,4,5,3,0,55,29,18,10,9,2,6
2025-526,Braunschweig,Clay,32,C,O,20250707,15,H997,,,Yannick Hanfmann,R,193,GER,33648,135,440,P0AY,,,Luka Pavlovic,R,196,FRA,,241,237,7-6(2) 6-4,3,R16,118,2,1,66,42,30,16,11,4,5,7,3,95,44,36,18,11,7,9
2025-526,Braunschweig,Clay,32,C,O,20250707,4,MV14,,,Alex Molcan,L,178,SVK,27598,480,84,CF59,2,,Roberto Carballes Baena,R,183,ESP,32.29,74,849,6-3 1-0 RET,3,QF,63,2,1,27,19,16,2,5,2,3,1,0,49,31,17,6,5,7,10
2025-526,Braunschweig,Clay,32,C,O,20250707,5,C0C8,7,,Juan Manuel Cerundolo,L,183,ARG,23641,112,514,C0JP,3,,Raphael Collignon,R,191,BEL,23.48,85,705,4-6 6-3 6-4,3,QF,154,4,0,80,50,36,16,15,0,4,1,5,99,55,35,19,14,7,12
2025-526,Braunschweig,Clay,32,C,O,20250707,6,N0BS,4,,Mariano Navone,R,178,ARG,24356,91,670,V812,5,,Botic van de Zandschulp,R,191,NED,29758,92,670,6-3 7-5,3,QF,108,1,3,76,49,31,11,11,6,10,1,2,55,31,15,11,10,2,8
2025-526,Braunschweig,Clay,32,C,O,20250707,7,M0JZ,6,,Filip Misolic,R,180,AUT,23912,111,518,H997,,,Yannick Hanfmann,R,193,GER,33648,135,440,7-6(3) 7-5,3,QF,120,1,2,88,49,31,24,12,5,7,2,3,88,61,41,10,12,5,8
2025-526,Braunschweig,Clay,32,C,O,20250707,2,N0BS,4,,Mariano Navone,R,178,ARG,24356,91,670,M0JZ,6,,Filip Misolic,R,180,AUT,23912,111,518,5-7 6-4 6-3,3,SF,154,1,1,75,43,30,19,15,1,6,1,0,117,73,40,22,16,16,23
2025-526,Braunschweig,Clay,32,C,O,20250707,3,C0C8,7,,Juan Manuel Cerundolo,L,183,ARG,23641,112,514,MV14,,,Alex Molcan,L,178,SVK,27598,480,84,1-6 6-4 6-2,3,SF,109,5,1,66,43,29,11,13,0,4,1,3,72,51,31,11,12,6,10
2025-526,Braunschweig,Clay,32,C,O,20250707,1,N0BS,4,,Mariano Navone,R,178,ARG,24356,91,670,C0C8,7,,Juan Manuel Cerundolo,L,183,ARG,23641,112,514,6-3 7-5,3,F,94,1,1,65,50,33,8,11,0,3,0,0,50,28,14,11,10,2,7
2025-7542,Winnipeg,Hard,32,C,O,20250707,16,B0PG,1,,Alexander Blockx,R,193,BEL,20246,141,423,T0IZ,,,Alvin Nicholas Tudorica,L,178,CAN,,435,101,7-5 6-2,3,R32,76,1,5,70,43,33,14,10,5,6,0,3,53,32,17,12,10,1,5
2025-7542,Winnipeg,Hard,32,C,O,20250707,17,D0DP,2,,Liam Draxl,R,185,CAN,23587,147,403,MI01,,,Hiroki Moriya,R,168,JPN,34724,398,118,6-3 6-1,3,R32,67,1,1,41,29,22,10,8,0,0,0,2,52,36,21,6,8,4,8
2025-7542,Winnipeg,Hard,32,C,O,20250707,18,SY67,3,,Sho Shimabukuro,R,180,JPN,27937,186,295,LI10,,,Christian Langmo,R,191,USA,,341,145,6-2 6-4,3,R32,61,6,3,51,33,25,9,9,0,1,0,3,48,35,22,6,9,1,5
2025-7542,Winnipeg,Hard,32,C,O,20250707,19,M0NP,,,Andres Martin,R,183,USA,24.0,353,140,GK06,,,Alexis Galarneau,R,180,CAN,26349,207,265,6-2 6-4,3,R32,80,3,3,62,37,28,12,9,4,5,1,2,52,32,21,6,9,4,8
2025-7542,Winnipeg,Hard,32,C,O,20250707,20,S0AQ,5,,Yuta Shimizu,L,163,JPN,26078,218,253,SM88,,,Karue Sell,R,183,BRA,31647,289,191,2-6 7-6(6) 7-6(4),3,R32,158,3,4,110,75,51,16,16,3,9,3,6,118,84,59,14,16,5,9
2025-7542,Winnipeg,Hard,32,C,O,20250707,21,N09U,6,,Rio Noguchi,R,168,JPN,26524,222,251,I0B0,,,Andre Ilagan,L,173,USA,,371,132,6-3 3-6 6-1,3,R32,110,2,0,85,64,39,9,13,4,8,4,3,79,53,32,10,12,5,11
2025-7542,Winnipeg,Hard,32,C,O,20250707,22,H09F,7,,Yu Hsiou Hsu,R,178,TPE,26264,242,235,B0F8,,,Justin Boulais,L,183,CAN,,685,44,6-0 7-5,3,R32,96,1,6,71,44,30,12,9,8,10,3,5,62,35,19,8,9,6,12
