tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-2831,Oeiras 1,Hard,32,C,I,20260119,28,Y171,,,Denis Yevseyev,R,188,KAZ,,367,131,K0EP,,,Jerome Kym,R,198,SUI,,187,315,6-4 6-7(5) 6-2,3,R32,133,17,4,107,57,50,22,15,3,4,5,5,104,63,47,17,15,7,11
2026-2831,Oeiras 1,Hard,32,C,I,20260119,29,T0CN,,,Tiago Torres,L,175,PRT,,764,37,HD68,1,,Billy Harris,R,193,GBR,,121,499,6-4 4-6 6-3,3,R32,130,1,7,106,47,36,27,14,12,15,3,4,92,56,40,16,15,5,10
2026-2831,Oeiras 1,Hard,32,C,I,20260119,30,G0FW,3,,Vilius Gaubas,R,178,LTU,,129,469,M0HT,,,Alejandro Moro Canas,R,183,ESP,,246,225,6-7(1) 7-6(4) 6-1,3,R32,178,6,4,120,69,46,25,16,7,10,0,3,102,60,40,19,15,4,9
2026-2831,Oeiras 1,Hard,32,C,I,20260119,31,RH62,,,Mats Rosenkranz,L,193,GER,,327,158,P0IY,,,Juan Carlos Prado Angelo,R,185,BOL,,210,279,6-2 6-4,3,R32,72,6,1,50,31,26,13,9,1,1,2,3,62,34,23,13,9,2,5
2026-2831,Oeiras 1,Hard,32,C,I,20260119,8,P0CT,4,,Francesco Passaro,R,180,ITA,,140,436,KE64,,,Stefan Kozlov,R,183,USA,,285,190,6-3 1-6 6-1,3,R16,128,5,1,88,39,27,25,12,7,10,1,6,73,40,26,13,11,4,8
2026-2831,Oeiras 1,Hard,32,C,I,20260119,9,G0BY,,,Daniil Glinka,L,188,EST,,200,297,M0AW,8,,Nicolas Mejia,R,183,COL,,169,345,6-3 6-3,3,R16,88,4,2,53,31,21,13,9,0,1,5,1,58,41,24,7,9,5,9
2026-2831,Oeiras 1,Hard,32,C,I,20260119,10,P09O,,,Zsombor Piros,R,180,HUN,,170,341,Y171,,,Denis Yevseyev,R,188,KAZ,,367,131,6-1 6-2,3,R16,57,2,2,54,39,27,9,8,11,12,0,1,54,31,14,10,7,9,14
2026-2831,Oeiras 1,Hard,32,C,I,20260119,11,R0FS,,,Leandro Riedi,R,191,SUI,,180,326,AG08,,,Andres Andrade,R,180,ECU,,274,200,6-4 7-6(5),3,R16,129,6,4,83,33,23,28,11,4,7,2,4,99,61,39,17,11,8,12
2026-2831,Oeiras 1,Hard,32,C,I,20260119,12,G0FW,3,,Vilius Gaubas,R,178,LTU,,129,469,B0OV,,,Petr Brunclik,L,188,CZE,,313,168,6-1 1-6 6-3,3,R16,131,0,4,84,63,37,11,12,7,11,2,3,80,52,29,11,11,6,11
2026-2831,Oeiras 1,Hard,32,C,I,20260119,13,R0E0,,,Chris Rodesch,R,198,LUX,,209,281,R09X,7,,Jurij Rodionov,L,191,AUT,,167,348,6-4 6-3,3,R16,75,2,2,61,41,31,12,10,2,3,5,3,51,36,24,6,9,0,3
2026-2831,Oeiras 1,Hard,32,C,I,20260119,14,K926,,,Mikhail Kukushkin,R,183,KAZ,,262,203,L0GH,,,Mark Lajal,R,191,EST,,153,407,6-7(4) 6-2 7-5,3,R16,194,3,0,98,64,45,20,16,5,8,9,8,130,79,54,17,16,9,15
2026-2831,Oeiras 1,Hard,32,C,I,20260119,15,RH62,,,Mats Rosenkranz,L,193,GER,,327,158,T0CN,,,Tiago Torres,L,175,PRT,,764,37,1-6 6-4 6-4,3,R16,125,4,5,106,64,41,18,14,9,14,5,7,80,40,28,19,13,2,6
2026-2831,Oeiras 1,Hard,32,C,I,20260119,4,G0FW,3,,Vilius Gaubas,R,178,LTU,,129,469,K926,,,Mikhail Kukushkin,R,183,KAZ,,262,203,6-4 6-3,3,QF,101,1,2,67,41,24,15,10,3,5,3,0,61,41,24,9,9,5,9
2026-2831,Oeiras 1,Hard,32,C,I,20260119,5,G0BY,,,Daniil Glinka,L,188,EST,,200,297,P0CT,4,,Francesco Passaro,R,180,ITA,,140,436,7-5 6-4,3,QF,81,5,3,65,44,36,12,11,2,2,4,4,57,31,25,15,11,1,3
2026-2831,Oeiras 1,Hard,32,C,I,20260119,6,P09O,,,Zsombor Piros,R,180,HUN,,170,341,R0FS,,,Leandro Riedi,R,191,SUI,,180,326,6-3 3-1 RET,3,QF,59,1,1,42,26,21,6,6,3,4,2,4,49,27,15,9,7,7,11
2026-2831,Oeiras 1,Hard,32,C,I,20260119,7,R0E0,,,Chris Rodesch,R,198,LUX,,209,281,RH62,,,Mats Rosenkranz,L,193,GER,,327,158,6-3 7-6(3),3,QF,82,9,4,71,50,36,12,11,0,2,4,1,58,44,30,8,10,1,4
2026-2831,Oeiras 1,Hard,32,C,I,20260119,2,R0E0,,,Chris Rodesch,R,198,LUX,,209,281,G0FW,3,,Vilius Gaubas,R,178,LTU,,129,469,7-6(5) 7-6(7),3,SF,136,3,0,75,55,44,14,12,1,2,2,7,111,68,47,23,12,13,14
2026-2831,Oeiras 1,Hard,32,C,I,20260119,3,P09O,,,Zsombor Piros,R,180,HUN,,170,341,G0BY,,,Daniil Glinka,L,188,EST,,200,297,7-5 4-6 6-1,3,SF,138,4,4,87,51,38,17,15,1,4,7,5,102,53,40,18,14,6,11
2026-2831,Oeiras 1,Hard,32,C,I,20260119,1,R0E0,,,Chris Rodesch,R,198,LUX,,209,281,P09O,,,Zsombor Piros,R,180,HUN,,170,341,6-4 4-6 6-2,3,F,129,7,3,85,62,45,11,14,6,9,0,3,92,53,33,20,14,6,11
2026-3053,Itajai,Clay,32,C,O,20260119,16,V0DP,2,,Adolfo Daniel Vallejo,R,183,PAR,,146,428,CF01,,,Marco Cecchinato,R,185,ITA,,230,247,6-1 6-0,3,R32,59,1,4,44,25,20,9,6,4,4,0,5,47,26,11,7,7,1,7
2026-3053,Itajai,Clay,32,C,O,20260119,17,B0GY,3,,Alex Barrena,R,175,ARG,,190,312,V821,,,Gonzalo Villanueva,R,175,ARG,,349,144,6-4 6-2,3,R32,95,1,5,76,36,19,20,9,5,9,0,5,49,25,10,7,9,4,11
2026-3053,Itajai,Clay,32,C,O,20260119,18,G0DH,4,,Alvaro Guillen Meza,R,175,ECU,,195,305,KC29,,,Nicolas Kicker,R,178,ARG,,258,210,6-3 6-2,3,R32,97,3,4,56,33,25,9,9,3,5,0,1,60,40,23,5,8,5,10
2026-3053,Itajai,Clay,32,C,O,20260119,19,S0GZ,,,Nikolas Sanchez Izquierdo,R,185,ESP,,306,176,R0A7,6,,Joao Lucas Reis Da Silva,R,178,BRA,,207,284,6-4 6-2,3,R32,89,2,5,53,31,25,10,9,1,2,1,2,60,34,20,11,9,3,7
2026-3053,Itajai,Clay,32,C,O,20260119,20,B0GR,7,,Gonzalo Bueno,R,173,PER,,215,271,D0AR,,,Mateus Alves,R,193,BRA,,461,97,4-6 6-2 6-2,3,R32,151,3,3,83,49,37,16,13,4,6,4,6,89,54,34,15,13,5,10
2026-3053,Itajai,Clay,32,C,O,20260119,21,SX91,8,,Thiago Seyboth Wild,R,185,BRA,,217,263,M0OH,,,Lautaro Midon,R,180,ARG,,232,247,6-3 6-4,3,R32,102,1,5,67,33,25,18,10,5,7,2,3,58,27,14,16,9,2,6
2026-3053,Itajai,Clay,32,C,O,20260119,22,AA27,,,Franco Agamenone,R,191,ITA,,279,198,V836,,,Juan Pablo Varillas,R,185,PER,,244,227,7-6(5) 6-2,3,R32,127,0,3,80,44,29,20,10,4,6,2,0,68,37,23,15,10,2,6
2026-3053,Itajai,Clay,32,C,O,20260119,23,B0C0,,,Gabi Adrian Boitan,R,185,ROU,,331,157,CC66,,,Andrea Collarini,L,183,ARG,,233,247,1-6 6-2 6-3,3,R32,116,7,11,76,37,29,14,12,5,9,1,7,68,39,24,10,12,2,7
2026-3053,Itajai,Clay,32,C,O,20260119,24,J0AW,,,Guido Ivan Justo,R,178,ARG,,378,128,T0DM,,,Juan Bautista Torres,R,178,ARG,,364,133,7-6(4) 6-2,3,R32,127,0,1,68,37,22,19,10,3,6,0,6,69,42,22,11,10,1,6
2026-3053,Itajai,Clay,32,C,O,20260119,25,L0GR,,,Juan Manuel La Serna,L,188,ARG,,412,115,SG56,,,Daniel Dutra da Silva,L,,BRA,,344,147,6-0 7-5,3,R32,87,0,4,62,49,28,4,9,4,8,1,2,54,27,9,10,9,4,12
2026-3053,Itajai,Clay,32,C,O,20260119,26,P0CY,,,Stefan Palosi,R,180,ROU,,484,90,DC48,,,Murkel Dellien,R,193,BOL,,243,228,6-2 2-6 6-4,3,R32,161,1,1,115,81,43,18,13,16,21,2,7,80,51,29,13,13,6,12
2026-3053,Itajai,Clay,32,C,O,20260119,27,R09V,,,Eduardo Ribeiro,R,178,BRA,,462,96,E0DI,,,Juan Estevez,R,170,ARG,,455,99,7-5 6-2,3,R32,74,4,1,55,35,26,10,10,1,3,1,3,60,31,17,16,10,8,13
2026-3053,Itajai,Clay,32,C,O,20260119,28,DA31,1,,Hugo Dellien,R,180,BOL,,137,438,P0DF,,,Matheus Pucinelli De Almeida,R,183,BRA,,297,180,6-4 4-6 7-6(7),3,R32,186,0,0,108,82,47,16,16,2,7,0,7,117,62,38,26,16,8,13
2026-3053,Itajai,Clay,32,C,O,20260119,29,MJ08,5,,Thiago Monteiro,L,183,BRA,,196,304,S0T1,,,Joao Eduardo Schiessl,L,180,BRA,,492,88,6-2 6-2,3,R32,71,4,2,51,28,24,14,8,6,6,1,5,48,28,17,7,8,3,7
2026-3053,Itajai,Clay,32,C,O,20260119,30,RD48,,,Igor Marcondes,L,185,BRA,,402,118,MW75,,,Felipe Meligeni Alves,R,185,BRA,,225,251,6-1 6-2,3,R32,73,4,3,52,33,26,10,8,1,1,1,1,47,29,14,8,7,3,7
2026-3053,Itajai,Clay,32,C,O,20260119,31,O660,,,Genaro Alberto Olivieri,R,175,ARG,,231,247,B0FI,,,Pedro Boscardin Dias,R,180,BRA,,268,201,7-6(2) 6-2,3,R32,145,1,2,74,56,36,10,10,8,11,0,5,104,52,30,21,10,10,15
2026-3053,Itajai,Clay,32,C,O,20260119,8,B0GY,3,,Alex Barrena,R,175,ARG,,190,312,B0C0,,,Gabi Adrian Boitan,R,185,ROU,,331,157,6-4 7-5,3,R16,128,4,4,86,44,27,17,11,9,14,1,9,72,42,26,9,11,7,14
2026-3053,Itajai,Clay,32,C,O,20260119,9,P0CY,,,Stefan Palosi,R,180,ROU,,484,90,G0DH,4,,Alvaro Guillen Meza,R,175,ECU,,195,305,6-2 7-6(3),3,R16,131,0,1,76,43,30,17,10,3,5,4,8,82,45,28,16,10,7,11
2026-3053,Itajai,Clay,32,C,O,20260119,10,B0GR,7,,Gonzalo Bueno,R,173,PER,,215,271,J0AW,,,Guido Ivan Justo,R,178,ARG,,378,128,6-3 0-6 6-2,3,R16,119,0,6,66,40,19,10,11,5,11,0,3,75,42,23,14,12,7,14
2026-3053,Itajai,Clay,32,C,O,20260119,11,S0GZ,,,Nikolas Sanchez Izquierdo,R,185,ESP,,306,176,L0GR,,,Juan Manuel La Serna,L,188,ARG,,412,115,6-4 6-1,3,R16,74,0,2,54,29,18,16,9,1,2,0,2,40,33,16,3,8,1,5
2026-3053,Itajai,Clay,32,C,O,20260119,12,RD48,,,Igor Marcondes,L,185,BRA,,402,118,DA31,1,,Hugo Dellien,R,180,BOL,,137,438,6-4 6-2,3,R16,87,5,2,60,39,26,10,9,1,3,2,1,63,40,21,10,9,7,12
2026-3053,Itajai,Clay,32,C,O,20260119,13,V0DP,2,,Adolfo Daniel Vallejo,R,183,PAR,,146,428,R09V,,,Eduardo Ribeiro,R,178,BRA,,462,96,6-3 6-2,3,R16,73,2,2,53,32,24,13,9,3,4,3,0,53,36,20,7,8,3,7
2026-3053,Itajai,Clay,32,C,O,20260119,14,MJ08,5,,Thiago Monteiro,L,183,BRA,,196,304,AA27,,,Franco Agamenone,R,191,ITA,,279,198,6-2 6-4,3,R16,87,2,1,47,28,23,10,9,0,1,1,2,52,26,18,11,9,1,5
2026-3053,Itajai,Clay,32,C,O,20260119,15,SX91,8,,Thiago Seyboth Wild,R,185,BRA,,217,263,O660,,,Genaro Alberto Olivieri,R,175,ARG,,231,247,7-5 6-2,3,R16,103,1,4,54,36,27,12,10,2,3,0,1,64,41,21,12,10,5,9
2026-3053,Itajai,Clay,32,C,O,20260119,4,V0DP,2,,Adolfo Daniel Vallejo,R,183,PAR,,146,428,MJ08,5,,Thiago Monteiro,L,183,BRA,,196,304,6-2 4-6 6-3,3,QF,169,5,5,89,47,37,15,14,6,10,4,2,98,59,32,17,13,13,19
2026-3053,Itajai,Clay,32,C,O,20260119,5,B0GY,3,,Alex Barrena,R,175,ARG,,190,312,B0GR,7,,Gonzalo Bueno,R,173,PER,,215,271,6-4 6-3,3,QF,86,2,4,54,27,20,15,10,2,4,0,3,59,30,20,12,9,10,14
2026-3053,Itajai,Clay,32,C,O,20260119,6,SX91,8,,Thiago Seyboth Wild,R,185,BRA,,217,263,RD48,,,Igor Marcondes,L,185,BRA,,402,118,6-2 6-4,3,QF,78,4,4,50,27,22,12,9,1,2,2,2,48,25,14,13,9,3,7
2026-3053,Itajai,Clay,32,C,O,20260119,7,S0GZ,,,Nikolas Sanchez Izquierdo,R,185,ESP,,306,176,P0CY,,,Stefan Palosi,R,180,ROU,,484,90,6-2 6-3,3,QF,84,0,1,50,28,19,14,9,1,3,1,0,46,28,13,7,8,2,7
2026-3053,Itajai,Clay,32,C,O,20260119,2,V0DP,2,,Adolfo Daniel Vallejo,R,183,PAR,,146,428,S0GZ,,,Nikolas Sanchez Izquierdo,R,185,ESP,,306,176,6-4 6-1,3,SF,89,2,1,57,37,25,9,9,2,5,0,3,44,25,12,5,8,2,8
2026-3053,Itajai,Clay,32,C,O,20260119,3,SX91,8,,Thiago Seyboth Wild,R,185,BRA,,217,263,B0GY,3,,Alex Barrena,R,175,ARG,,190,312,6-1 6-0,3,SF,62,5,1,38,17,15,14,7,1,1,2,3,41,19,10,6,6,1,6
2026-3053,Itajai,Clay,32,C,O,20260119,1,V0DP,2,,Adolfo Daniel Vallejo,R,183,PAR,,146,428,SX91,8,,Thiago Seyboth Wild,R,185,BRA,,217,263,7-5 4-6 6-2,3,F,193,9,6,94,53,39,19,15,5,9,2,4,117,70,41,20,15,13,19
2026-3055,Soma Bay,Hard,32,C,O,20260119,16,B0MM,,,Edas Butvilas,R,191,LTU,,277,199,D0H9,1,,Guy Den Ouden,R,183,NED,,160,372,7-5 3-6 6-3,3,R32,137,7,1,84,51,39,14,15,0,3,3,2,93,62,42,15,15,3,7
2026-3055,Soma Bay,Hard,32,C,O,20260119,17,BU54,,,Geoffrey Blancaneaux,R,180,FRA,,256,212,GA79,4,,Lorenzo Giustino,R,180,ITA,,211,279,6-2 6-1,3,R32,81,0,3,58,39,27,11,8,6,7,0,4,43,27,15,4,7,3,8
2026-3055,Soma Bay,Hard,32,C,O,20260119,18,HG86,5,,Lloyd Harris,R,193,RSA,,221,256,P0EA,,,Saba Purtseladze,R,191,GEO,,292,185,6-2 6-2,3,R32,74,6,0,49,32,24,11,8,4,4,1,3,53,31,18,10,8,3,7
2026-3055,Soma Bay,Hard,32,C,O,20260119,19,CG33,,,Kimmer Coppejans,R,178,BEL,,252,218,PG20,6,,Dmitry Popko,R,191,KAZ,,222,255,1-6 6-3 6-2,3,R32,146,3,0,87,56,34,18,12,5,8,2,1,87,59,34,15,12,9,13
2026-3055,Soma Bay,Hard,32,C,O,20260119,20,N0CS,7,,Lukas Neumayer,R,183,AUT,,226,251,KC33,,,Dimitar Kuzmanov,R,183,BUL,,266,202,6-4 6-0,3,R32,69,1,2,47,31,23,12,8,1,1,0,4,43,30,17,5,8,0,4
2026-3055,Soma Bay,Hard,32,C,O,20260119,21,P0J1,8,,Rodrigo Pacheco Mendez,L,191,MEX,,234,247,M0I0,,,Maxwell Mckennon,L,193,USA,,550,73,6-1 6-4,3,R32,86,4,4,55,27,22,17,9,3,3,4,4,58,37,24,7,8,4,7
2026-3055,Soma Bay,Hard,32,C,O,20260119,22,A0CJ,,,Duje Ajdukovic,R,188,CRO,,335,153,G0J9,,,Svyatoslav Gulin,R,178,RUS,,457,98,7-5 1-6 7-6(2),3,R32,140,1,3,101,63,38,16,15,4,11,3,3,100,62,37,18,16,9,15
2026-3055,Soma Bay,Hard,32,C,O,20260119,23,B0LV,,,Michael Bassem Sobhy,R,,EGY,,730,43,K0CJ,,,Sandro Kopp,R,185,AUT,,310,171,6-4 3-6 6-3,3,R32,144,1,2,102,62,41,24,14,6,7,12,3,93,65,46,16,14,5,7
2026-3055,Soma Bay,Hard,32,C,O,20260119,24,GG65,,,Michael Geerts,R,178,BEL,,293,184,MW76,,,Matteo Martineau,R,183,FRA,,282,193,7-6(3) 6-1,3,R32,101,5,2,59,25,22,19,10,1,3,5,5,66,36,23,12,9,6,10
2026-3055,Soma Bay,Hard,32,C,O,20260119,25,KI48,,,Ergi Kirkin,R,180,TUR,,556,71,B0T6,,,Thijs Boogaard,R,183,,,1184,9,2-6 6-3 6-3,3,R32,142,1,1,88,59,36,17,13,7,10,4,3,82,50,36,11,13,4,8
2026-3055,Soma Bay,Hard,32,C,O,20260119,26,M0SE,,,Maxim Mrva,R,178,CZE,,348,144,A829,,,Radu Albot,R,175,MDA,,432,108,6-3 6-1,3,R32,71,1,2,61,42,26,12,8,8,9,2,2,54,37,17,10,8,4,9
2026-3055,Soma Bay,Hard,32,C,O,20260119,27,S0WT,,,Joel Schwaerzler,L,188,AUT,,245,225,N679,,,Stefano Napolitano,R,196,ITA,,450,101,3-6 7-6(0) RET,3,R32,79,8,1,64,41,26,13,11,1,4,0,1,62,41,32,8,10,1,2
2026-3055,Soma Bay,Hard,32,C,O,20260119,28,GH92,,,Borna Gojo,R,196,CRO,,289,186,CI14,2,,Jay Clarke,R,183,GBR,,178,330,6-1 6-4,3,R32,92,4,1,61,43,32,9,9,3,4,0,3,56,31,18,9,8,4,8
2026-3055,Soma Bay,Hard,32,C,O,20260119,29,P0HT,3,,Jack Pinnington Jones,R,180,GBR,,197,300,G0IB,,,Tom Gentzsch,R,191,GER,,283,193,6-1 7-6(5),3,R32,99,2,5,66,49,41,4,10,2,3,2,1,56,36,25,8,9,1,4
2026-3055,Soma Bay,Hard,32,C,O,20260119,30,DC76,,,Viktor Durasovic,R,185,NOR,,329,157,PD31,,,Benoit Paire,R,196,FRA,,917,23,4-6 6-3 6-1,3,R32,103,4,3,85,56,35,11,13,3,8,8,4,82,43,26,13,13,7,15
2026-3055,Soma Bay,Hard,32,C,O,20260119,31,Z09F,,,Patrick Zahraj,R,191,GER,,280,198,Z0BL,,,Fares Zakaria,R,183,EGY,,542,75,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2026-3055,Soma Bay,Hard,32,C,O,20260119,8,HG86,5,,Lloyd Harris,R,193,RSA,,221,256,GG65,,,Michael Geerts,R,178,BEL,,293,184,6-1 6-7(5) 6-1,3,R16,127,10,0,79,64,53,9,14,3,3,2,1,86,50,33,18,12,7,11
2026-3055,Soma Bay,Hard,32,C,O,20260119,9,P0J1,8,,Rodrigo Pacheco Mendez,L,191,MEX,,234,247,KI48,,,Ergi Kirkin,R,180,TUR,,556,71,7-5 6-4,3,R16,116,2,1,67,35,28,19,11,2,3,3,1,70,38,28,14,11,7,10
2026-3055,Soma Bay,Hard,32,C,O,20260119,10,B0MM,,,Edas Butvilas,R,191,LTU,,277,199,A0CJ,,,Duje Ajdukovic,R,188,CRO,,335,153,6-1 7-6(6),3,R16,112,5,1,81,46,33,19,10,2,2,4,3,73,44,30,11,9,2,4
2026-3055,Soma Bay,Hard,32,C,O,20260119,11,M0SE,,,Maxim Mrva,R,178,CZE,,348,144,BU54,,,Geoffrey Blancaneaux,R,180,FRA,,256,212,6-2 6-4,3,R16,97,2,1,65,47,33,5,9,3,6,0,3,64,36,19,9,9,2,8
2026-3055,Soma Bay,Hard,32,C,O,20260119,12,P0HT,3,,Jack Pinnington Jones,R,180,GBR,,197,300,DC76,,,Viktor Durasovic,R,185,NOR,,329,157,6-1 6-4,3,R16,71,3,1,44,25,22,12,9,0,1,6,2,46,28,19,5,8,4,8
2026-3055,Soma Bay,Hard,32,C,O,20260119,13,N0CS,7,,Lukas Neumayer,R,183,AUT,,226,251,B0LV,,,Michael Bassem Sobhy,R,,EGY,,730,43,6-1 7-6(3),3,R16,91,6,2,60,41,32,14,10,1,1,4,4,72,44,30,14,9,5,7
2026-3055,Soma Bay,Hard,32,C,O,20260119,14,GH92,,,Borna Gojo,R,196,CRO,,289,186,S0WT,,,Joel Schwaerzler,L,188,AUT,,245,225,6-4 6-1,3,R16,80,10,0,63,40,30,11,9,1,3,4,2,50,33,19,4,8,1,6
2026-3055,Soma Bay,Hard,32,C,O,20260119,15,Z09F,,,Patrick Zahraj,R,191,GER,,280,198,CG33,,,Kimmer Coppejans,R,178,BEL,,252,218,7-6(4) 6-4,3,R16,135,3,6,81,44,28,17,11,8,12,5,2,68,44,25,10,11,5,10
2026-3055,Soma Bay,Hard,32,C,O,20260119,4,P0HT,3,,Jack Pinnington Jones,R,180,GBR,,197,300,Z09F,,,Patrick Zahraj,R,191,GER,,280,198,6-1 6-2,3,QF,65,5,0,43,28,23,11,8,2,2,0,5,40,19,11,8,7,1,5
2026-3055,Soma Bay,Hard,32,C,O,20260119,5,HG86,5,,Lloyd Harris,R,193,RSA,,221,256,M0SE,,,Maxim Mrva,R,178,CZE,,348,144,6-3 5-7 6-2,3,QF,125,5,1,87,65,44,12,15,5,9,2,4,87,47,32,15,14,2,8
2026-3055,Soma Bay,Hard,32,C,O,20260119,6,GH92,,,Borna Gojo,R,196,CRO,,289,186,N0CS,7,,Lukas Neumayer,R,183,AUT,,226,251,5-7 7-5 6-3,3,QF,150,23,4,93,65,54,14,17,2,4,2,0,104,64,44,20,16,5,8
2026-3055,Soma Bay,Hard,32,C,O,20260119,7,B0MM,,,Edas Butvilas,R,191,LTU,,277,199,P0J1,8,,Rodrigo Pacheco Mendez,L,191,MEX,,234,247,6-1 6-4,3,QF,85,6,1,52,34,27,13,9,2,2,0,2,66,47,26,8,8,9,12
2026-3055,Soma Bay,Hard,32,C,O,20260119,2,P0HT,3,,Jack Pinnington Jones,R,180,GBR,,197,300,GH92,,,Borna Gojo,R,196,CRO,,289,186,7-6(5) 6-1,3,SF,92,3,1,69,54,41,5,10,4,5,5,2,56,36,26,6,9,0,3
2026-3055,Soma Bay,Hard,32,C,O,20260119,3,HG86,5,,Lloyd Harris,R,193,RSA,,221,256,B0MM,,,Edas Butvilas,R,191,LTU,,277,199,6-7(2) 7-5 6-3,3,SF,167,13,0,111,80,52,20,17,6,8,8,3,112,78,54,18,16,7,11
2026-3055,Soma Bay,Hard,32,C,O,20260119,1,HG86,5,,Lloyd Harris,R,193,RSA,,221,256,P0HT,3,,Jack Pinnington Jones,R,180,GBR,,197,300,6-1 5-2 RET,3,F,75,6,0,36,26,22,6,7,0,0,1,1,62,39,20,11,7,7,11
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,16,J553,,,Omar Jasika,L,183,AUS,,334,155,WB08,1,,Yosuke Watanuki,R,180,JPN,,162,364,2-6 6-3 7-5,3,R32,119,4,3,84,51,31,20,15,2,7,10,5,86,41,30,20,14,6,11
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,17,C0NB,,,Federico Cina,R,185,ITA,,237,240,C0AK,4,,Oliver Crawford,R,180,GBR,,204,292,6-4 6-3,3,R32,78,4,0,42,21,18,18,9,0,0,1,5,66,33,22,17,10,5,8
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,18,R0ED,,,Max Hans Rehberg,R,183,GER,,549,73,B0QC,5,,Gilles Arnaud Bailly,R,180,BEL,,208,283,3-6 6-1 6-4,3,R32,161,7,4,90,61,41,17,13,7,9,3,2,82,52,32,14,13,3,7
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,19,G09C,,,Marek Gengel,R,185,CZE,,336,153,P0AY,6,,Luka Pavlovic,R,196,FRA,,218,262,6-2 6-2,3,R32,62,3,1,39,28,24,8,8,0,0,9,3,71,35,25,10,8,14,18
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,20,CH27,,,Hyeon Chung,R,188,KOR,,418,113,PH78,7,,Ryan Peniston,L,180,GBR,,219,260,6-4 6-4,3,R32,118,2,6,71,44,30,8,10,3,7,3,7,73,50,29,6,10,4,10
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,21,B0NO,,,Darwin Blanch,L,185,USA,,305,176,H09F,8,,Yu Hsiou Hsu,R,178,TPE,,220,257,6-2 3-6 6-2,3,R32,105,2,3,67,31,25,19,12,4,6,3,4,85,57,35,13,13,6,11
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,22,B0LQ,,,Petr Bar Biryukov,L,196,RUS,,323,160,SX90,,,Fajing Sun,R,178,CHN,,271,200,6-4 6-3,3,R32,81,9,1,52,27,26,16,10,3,3,1,2,65,38,27,11,9,4,6
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,23,KF17,,,Soonwoo Kwon,R,180,KOR,,486,89,Z0CQ,,,Yi Zhou,R,193,CHN,,238,236,6-2 6-2,3,R32,69,9,5,42,27,22,8,8,1,2,2,2,59,34,19,10,8,6,11
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,24,R0JW,,,Michele Ribecai,R,173,ITA,,425,111,S0KT,,,Stefanos Sakellaridis,R,198,GRE,,287,187,7-6(9) 6-3,3,R32,112,1,1,82,51,33,21,11,4,6,12,3,66,42,33,8,10,2,5
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,25,S0O6,,,Ilia Simakin,R,193,RUS,,275,199,M0EA,,,Pol Martin Tiffon,R,183,ESP,,264,202,2-6 6-3 7-5,3,R32,113,11,5,89,48,37,22,15,4,6,7,7,89,40,30,26,14,3,5
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,26,W0A4,,,Arthur Weber,L,185,FRA,,439,106,V0DR,,,Ha Minh Duc Vu,R,,VNM,,1758,2,6-0 6-0,3,R32,55,0,0,41,31,19,8,6,2,2,0,3,36,20,7,3,6,4,10
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,27,B0W9,,,Nikolai Barsukov,R,188,GER,,1137,11,M0N1,2,,Luka Mikrut,R,188,CRO,,163,361,3-6 6-2 7-6(4),3,R32,127,7,5,89,58,47,10,14,3,6,6,5,99,59,40,20,15,8,12
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,28,S0GR,3,,Timofey Skatov,R,173,KAZ,,183,324,S0MN,,,Marat Sharipov,R,188,RUS,,298,179,6-7(7) 7-6(5) 4-4 RET,3,R32,190,6,5,118,72,47,20,16,1,5,13,8,111,59,46,22,16,2,6
2026-3057,Phan Thiet 1,Hard,32,C,O,20260119,29,B0JJ,,,Robin Bertrand,R,178,FRA,,307,176,D0L3,,,Matej Dodig,R,188,CRO,,235,244,7-5 5-2 RET,3,R32,83,1,1,48,26,21,16,9,1,1,3,3,64,36,25,12,10,2,5
