captured_at,league,match_date,kickoff_iso,home_team,away_team,line,side,odds_decimal,odds_american
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T13:00:00Z,Monaco,Auxerre,10.0,over,2.15,115
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T13:00:00Z,Monaco,Auxerre,10.0,under,1.6944,-144
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T13:00:00Z,Monaco,Auxerre,10.5,over,2.39,139
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T13:00:00Z,Monaco,Auxerre,10.5,under,1.5495,-182
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),9.5,over,1.8621,-116
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),9.5,under,1.9524,-105
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),8.5,over,1.5102,-196
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),8.5,under,2.49,149
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),9.0,over,1.6452,-155
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),9.0,under,2.23,123
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),10.0,over,2.09,109
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),10.0,under,1.7353,-136
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),10.5,over,2.32,132
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Metz (Corners),Paris FC (Corners),10.5,under,1.5848,-171
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,9.5,over,1.9434,-106
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,9.5,under,1.8772,-114
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,8.5,over,1.5525,-181
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,8.5,under,2.36,136
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,9.0,over,1.7042,-142
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,9.0,under,2.11,111
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,10.0,over,2.18,118
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,10.0,under,1.6623,-151
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,10.5,over,2.41,141
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Strasbourg,Rennes,10.5,under,1.5291,-189
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,9.0,over,1.8,-125
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,9.0,under,2.01,101
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,8.0,over,1.4367,-229
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,8.0,under,2.71,171
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,8.5,over,1.6289,-159
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,8.5,under,2.26,126
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,9.5,over,2.03,103
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,9.5,under,1.7874,-127
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,10.0,over,2.32,132
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes,Brest,10.0,under,1.5848,-171
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,9.5,over,2.01,101
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,9.5,under,1.8,-125
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,8.5,over,1.5988,-167
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,8.5,under,2.26,126
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,9.0,over,1.7752,-129
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,9.0,under,2.02,102
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,10.0,over,2.32,132
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,10.0,under,1.5848,-171
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,10.5,over,2.58,158
2026-04-14T09:09:52Z,ligue-1,2026-04-17,2026-04-17T18:45:00Z,Lens,Toulouse,10.5,under,1.4651,-215
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,10.0,over,2.01,101
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,10.0,under,1.8,-125
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,9.0,over,1.5747,-174
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,9.0,under,2.34,134
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,9.5,over,1.7937,-126
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,9.5,under,2.02,102
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,10.5,over,2.26,126
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,10.5,under,1.6289,-159
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,11.0,over,2.65,165
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille,Nice,11.0,under,1.4525,-221
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),9.0,over,1.8,-125
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),9.0,under,2.01,101
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),8.0,over,1.4367,-229
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),8.0,under,2.71,171
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),8.5,over,1.6289,-159
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),8.5,under,2.26,126
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),9.5,over,2.03,103
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),9.5,under,1.7874,-127
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),10.0,over,2.32,132
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T15:15:00Z,Nantes (Corners),Brest (Corners),10.0,under,1.5848,-171
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,9.0,over,1.9346,-107
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,9.0,under,1.8772,-114
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,8.0,over,1.5181,-193
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,8.0,under,2.44,144
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,8.5,over,1.7246,-138
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,8.5,under,2.09,109
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,9.5,over,2.15,115
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,9.5,under,1.6803,-147
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,10.0,over,2.48,148
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers,Le Havre,10.0,under,1.5025,-199
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),9.5,over,1.9174,-109
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),9.5,under,1.9009,-111
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),8.5,over,1.5319,-188
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),8.5,under,2.43,143
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),9.0,over,1.6803,-147
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),9.0,under,2.17,117
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),10.0,over,2.18,118
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),10.0,under,1.6711,-149
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),10.5,over,2.44,144
2026-04-14T09:09:52Z,ligue-1,2026-04-19,2026-04-19T18:45:00Z,Paris Saint-Germain (Corners),Lyon (Corners),10.5,under,1.5291,-189
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),9.0,over,1.9346,-107
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),9.0,under,1.8772,-114
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),8.0,over,1.5181,-193
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),8.0,under,2.44,144
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),8.5,over,1.7246,-138
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),8.5,under,2.09,109
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),9.5,over,2.15,115
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),9.5,under,1.6803,-147
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),10.0,over,2.48,148
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T17:00:00Z,Angers (Corners),Le Havre (Corners),10.0,under,1.5025,-199
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,9.0,over,1.8475,-118
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,9.0,under,1.9615,-104
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,8.0,over,1.4717,-212
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,8.0,under,2.59,159
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,8.5,over,1.6667,-150
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,8.5,under,2.19,119
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,9.5,over,2.07,107
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,9.5,under,1.7519,-133
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,10.0,over,2.37,137
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T15:00:00Z,Lorient,Marseille,10.0,under,1.5587,-179
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),10.0,over,2.01,101
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),10.0,under,1.8,-125
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),9.0,over,1.5747,-174
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),9.0,under,2.34,134
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),9.5,over,1.7937,-126
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),9.5,under,2.02,102
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),10.5,over,2.26,126
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),10.5,under,1.6289,-159
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),11.0,over,2.65,165
2026-04-14T09:09:52Z,ligue-1,2026-04-18,2026-04-18T19:05:00Z,Lille (Corners),Nice (Corners),11.0,under,1.4525,-221
2026-04-14T13:04:59Z,epl,2026-04-18,2026-04-18T14:00:00Z,Newcastle United (Corners),Bournemouth (Corners),9.5,over,1.5181,-193
2026-04-14T13:04:59Z,epl,2026-04-18,2026-04-18T14:00:00Z,Newcastle United (Corners),Bournemouth (Corners),9.5,under,2.47,147
2026-04-14T13:04:59Z,epl,2026-04-18,2026-04-18T14:00:00Z,Newcastle United,Bournemouth,9.5,over,1.5181,-193
2026-04-14T13:04:59Z,epl,2026-04-18,2026-04-18T14:00:00Z,Newcastle United,Bournemouth,9.5,under,2.47,147
2026-04-14T13:04:59Z,serie-a,2026-04-19,2026-04-19T16:00:00Z,Pisa (Corners),Genoa (Corners),10.0,over,2.63,163
2026-04-14T13:04:59Z,serie-a,2026-04-19,2026-04-19T16:00:00Z,Pisa (Corners),Genoa (Corners),10.0,under,1.4587,-218
2026-04-14T13:04:59Z,serie-a,2026-04-19,2026-04-19T16:00:00Z,Pisa,Genoa,10.0,over,2.63,163
2026-04-14T13:04:59Z,serie-a,2026-04-19,2026-04-19T16:00:00Z,Pisa,Genoa,10.0,under,1.4587,-218
2026-04-14T19:59:59Z,serie-a,2026-04-18,2026-04-18T16:00:00Z,Napoli (Corners),Lazio (Corners),7.5,over,1.4608,-217
2026-04-14T19:59:59Z,serie-a,2026-04-18,2026-04-18T16:00:00Z,Napoli (Corners),Lazio (Corners),7.5,under,2.63,163
2026-04-14T19:59:59Z,serie-a,2026-04-18,2026-04-18T16:00:00Z,Napoli,Lazio,7.5,over,1.4608,-217
2026-04-14T19:59:59Z,serie-a,2026-04-18,2026-04-18T16:00:00Z,Napoli,Lazio,7.5,under,2.63,163
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,9.5,over,1.9259,-108
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,9.5,under,1.9091,-110
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,8.5,over,1.5319,-188
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,8.5,under,2.44,144
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,9.0,over,1.6803,-147
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,9.0,under,2.17,117
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,10.0,over,2.17,117
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,10.0,under,1.6803,-147
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,10.5,over,2.41,141
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United,Wolverhampton,10.5,under,1.5435,-184
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,10.0,over,1.9615,-104
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,10.0,under,1.8621,-116
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,9.0,over,1.5435,-184
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,9.0,under,2.41,141
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,9.5,over,1.7519,-133
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,9.5,under,2.06,106
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,10.5,over,2.17,117
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,10.5,under,1.6803,-147
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,11.0,over,2.49,149
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Everton,Liverpool,11.0,under,1.5102,-196
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),9.5,over,1.9259,-108
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),9.5,under,1.9091,-110
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),8.5,over,1.5319,-188
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),8.5,under,2.44,144
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),9.0,over,1.6803,-147
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),9.0,under,2.17,117
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),10.0,over,2.17,117
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),10.0,under,1.6803,-147
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),10.5,over,2.41,141
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T14:00:00Z,Leeds United (Corners),Wolverhampton (Corners),10.5,under,1.5435,-184
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,10.0,over,2.01,101
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,10.0,under,1.813,-123
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,9.0,over,1.5618,-178
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,9.0,under,2.36,136
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,9.5,over,1.7874,-127
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,9.5,under,2.03,103
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,10.5,over,2.24,124
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,10.5,under,1.6369,-157
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,11.0,over,2.62,162
2026-04-15T09:10:56Z,epl,2026-04-19,2026-04-19T13:00:00Z,Aston Villa,Sunderland,11.0,under,1.463,-216
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),10.0,over,1.8197,-122
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),10.0,under,2.01,101
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),9.0,over,1.4505,-222
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),9.0,under,2.66,166
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),9.5,over,1.6369,-157
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),9.5,under,2.24,124
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),10.5,over,2.03,103
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),10.5,under,1.7812,-128
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),11.0,over,2.31,131
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur (Corners),Brighton (Corners),11.0,under,1.5917,-169
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,10.0,over,1.8065,-124
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,10.0,under,2.02,102
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,9.0,over,1.4505,-222
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,9.0,under,2.66,166
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,9.5,over,1.6329,-158
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,9.5,under,2.25,125
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,10.5,over,2.02,102
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,10.5,under,1.7937,-126
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,11.0,over,2.29,129
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T11:30:00Z,Brentford,Fulham,11.0,under,1.5952,-168
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,10.0,over,1.8197,-122
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,10.0,under,2.01,101
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,9.0,over,1.4505,-222
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,9.0,under,2.66,166
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,9.5,over,1.6369,-157
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,9.5,under,2.24,124
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,10.5,over,2.03,103
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,10.5,under,1.7812,-128
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,11.0,over,2.31,131
2026-04-15T09:10:56Z,epl,2026-04-18,2026-04-18T16:30:00Z,Tottenham Hotspur,Brighton,11.0,under,1.5917,-169
2026-04-15T09:10:56Z,epl,2026-04-20,2026-04-20T19:00:00Z,Crystal Palace (Corners),West Ham United (Corners),10.0,over,1.8772,-114
2026-04-15T09:10:56Z,epl,2026-04-20,2026-04-20T19:00:00Z,Crystal Palace (Corners),West Ham United (Corners),10.0,under,1.9524,-105
2026-04-15T09:10:56Z,epl,2026-04-20,2026-04-20T19:00:00Z,Crystal Palace (Corners),West Ham United (Corners),9.0,over,1.4831,-207
2026-04-15T09:10:56Z,epl,2026-04-20,2026-04-20T19:00:00Z,Crystal Palace (Corners),West Ham United (Corners),9.0,under,2.56,156
