date,league,season,match,line,side,bookmaker,bookie_odds,market_prob,model_prob_raw,model_prob,model_fair,edge,stake,stake_label,lambda_h,lambda_a,lambda_total,lambda_h_recent,lambda_a_recent,divergence,consensus,policy_version,actual_total,won,pnl
2026-01-11,serie-a,2025-2026,Inter vs Napoli,8.5,under,synthetic_b365_1x2,2.862,0.3494,0.8411,0.5428,1.842,0.1933,1.5,MEDIUM,3.363,2.696,6.059,1.844,2.671,0.2549,divergent,V3,5,true,2.793
2026-01-14,serie-a,2025-2026,Napoli vs Parma,8.5,under,synthetic_b365_1x2,3.375,0.2963,0.7272,0.4842,2.065,0.1879,1.5,MEDIUM,5.44,1.574,7.015,5.091,1.013,0.1298,aligned,V3,8,true,3.5625
2026-01-17,serie-a,2025-2026,Napoli vs Sassuolo,8.5,under,synthetic_b365_1x2,3.121,0.3204,0.7172,0.48,2.084,0.1595,1.5,MEDIUM,5.508,1.582,7.091,5.688,1.009,0.0555,aligned,V3,9,false,-1.5
2026-01-19,serie-a,2025-2026,Lazio vs Como,8.5,under,synthetic_b365_1x2,2.521,0.3966,0.868,0.5612,1.782,0.1645,1.5,MEDIUM,2.941,2.85,5.791,2.627,2.88,0.0492,aligned,V3,5,true,2.2815
2026-01-23,serie-a,2025-2026,Inter vs Pisa,9.5,under,synthetic_b365_1x2,2.599,0.3848,0.6873,0.5383,1.858,0.1535,1.5,MEDIUM,6.271,1.963,8.233,4.517,2.146,0.1907,divergent,V3,12,false,-1.5
2026-01-24,serie-a,2025-2026,Como vs Torino,8.5,under,synthetic_b365_1x2,2.943,0.3398,0.8275,0.5344,1.871,0.1946,1.5,MEDIUM,3.544,2.642,6.186,3.347,2.015,0.1331,aligned,V3,3,true,2.9145
2026-02-07,epl,2025-2026,Arsenal vs Sunderland,8.5,under,synthetic_b365_1x2,3.56,0.2809,0.6141,0.4404,2.271,0.1595,0.75,MEDIUM,6.005,1.84,7.845,5.811,1.793,0.0307,aligned,V3,7,true,1.92
2026-02-08,serie-a,2025-2026,Juventus vs Lazio,8.5,under,synthetic_b365_1x2,3.095,0.3231,0.8006,0.5193,1.926,0.1962,1.5,MEDIUM,3.964,2.459,6.423,4.576,1.963,0.0181,aligned,V3,9,false,-1.5
2026-02-15,serie-a,2025-2026,Napoli vs Roma,8.5,under,synthetic_b365_1x2,2.599,0.3848,0.8907,0.5791,1.727,0.1943,1.5,MEDIUM,3.094,2.448,5.542,1.842,2.797,0.1631,divergent,V3,3,true,2.3985
2026-02-18,serie-a,2025-2026,Milan vs Como,8.5,under,synthetic_b365_1x2,2.7,0.3704,0.8043,0.5212,1.919,0.1509,1.5,MEDIUM,2.663,3.729,6.392,1.625,4.129,0.0997,aligned,V3,8,true,2.55
2026-02-21,serie-a,2025-2026,Juventus vs Como,8.5,under,synthetic_b365_1x2,2.772,0.3608,0.8563,0.5528,1.809,0.1921,1.5,MEDIUM,3.233,2.678,5.911,3.074,2.46,0.0636,aligned,V3,9,false,-1.5
2026-02-28,serie-a,2025-2026,Como vs Lecce,8.5,under,synthetic_b365_1x2,3.201,0.3124,0.6921,0.4697,2.129,0.1572,1.5,MEDIUM,4.745,2.534,7.279,4.134,2.424,0.099,aligned,V3,6,true,3.3015
2026-03-01,serie-a,2025-2026,Torino vs Lazio,8.5,under,synthetic_b365_1x2,2.543,0.3933,0.863,0.5575,1.794,0.1642,1.5,MEDIUM,2.896,2.947,5.843,2.552,2.573,0.1229,aligned,V3,15,false,-1.5
2026-03-06,bundesliga,2025-2026,Bayern Munich vs M'gladbach,9.5,under,synthetic_b365_1x2,2.635,0.3795,0.6842,0.5372,1.861,0.1577,1.0,MEDIUM,5.957,2.301,8.258,4.599,2.346,0.1589,divergent,V3,8,true,1.635
2026-03-06,serie-a,2025-2026,Napoli vs Torino,8.5,under,synthetic_b365_1x2,2.975,0.3361,0.8614,0.5564,1.797,0.2203,2.0,HIGH,3.848,2.011,5.859,3.22,2.147,0.0841,aligned,V3,13,false,-2.0
2026-03-07,serie-a,2025-2026,Juventus vs Pisa,8.5,under,synthetic_b365_1x2,3.541,0.2824,0.668,0.4603,2.173,0.1779,1.5,MEDIUM,4.721,2.735,7.456,3.695,2.281,0.1985,divergent,V3,8,true,3.8115
2026-03-08,la-liga,2025-2026,Villarreal vs Elche,8.5,under,synthetic_b365_1x2,3.154,0.3171,0.7063,0.4754,2.103,0.1583,1.25,MEDIUM,3.436,3.737,7.173,3.147,3.0,0.143,aligned,V3,10,false,-1.25
2026-03-14,serie-a,2025-2026,Napoli vs Lecce,8.5,under,synthetic_b365_1x2,3.275,0.3054,0.688,0.4681,2.137,0.1627,1.5,MEDIUM,5.405,1.904,7.309,5.07,2.167,0.0099,aligned,V3,14,false,-1.5
2026-03-15,serie-a,2025-2026,Como vs Roma,8.5,under,synthetic_b365_1x2,2.722,0.3673,0.9377,0.6293,1.589,0.2619,2.0,MAX,2.233,2.675,4.909,1.724,2.974,0.0429,aligned,V3,8,true,3.444
2026-03-21,bundesliga,2025-2026,Bayern Munich vs Union Berlin,9.5,under,synthetic_b365_1x2,2.626,0.3808,0.7106,0.5465,1.83,0.1658,1.0,MEDIUM,5.562,2.487,8.049,5.099,1.484,0.1821,divergent,V3,13,false,-1.0
2026-03-22,serie-a,2025-2026,Como vs Pisa,8.5,under,synthetic_b365_1x2,3.51,0.2849,0.8093,0.524,1.908,0.2391,2.0,HIGH,4.251,2.097,6.348,3.959,1.82,0.0895,aligned,V3,8,true,5.02
2026-04-03,ligue-1,2025-2026,Paris SG vs Toulouse,8.5,under,synthetic_b365_1x2,3.541,0.2824,0.6102,0.439,2.278,0.1566,0.5,MEDIUM,5.276,2.597,7.874,4.114,2.539,0.1551,divergent,V3,7,true,1.2705
2026-04-05,serie-a,2025-2026,Inter vs Roma,8.5,under,synthetic_b365_1x2,2.986,0.3349,0.8668,0.5603,1.785,0.2253,2.0,HIGH,3.683,2.121,5.804,3.62,2.037,0.0253,aligned,V3,11,false,-2.0
2026-04-10,serie-a,2025-2026,Roma vs Pisa,8.5,under,synthetic_b365_1x2,3.319,0.3013,0.76,0.4989,2.004,0.1977,1.5,MEDIUM,4.667,2.092,6.759,5.234,1.822,0.0441,aligned,V3,4,true,3.4785
2026-04-11,bundesliga,2025-2026,RB Leipzig vs M'gladbach,8.5,under,synthetic_b365_1x2,3.187,0.3138,0.7648,0.5012,1.995,0.1875,1.0,MEDIUM,4.129,2.59,6.72,3.581,1.989,0.1711,divergent,V3,15,false,-1.0
2026-04-12,serie-a,2025-2026,Como vs Inter,8.5,under,synthetic_b365_1x2,2.674,0.374,0.8683,0.5614,1.781,0.1874,1.5,MEDIUM,2.363,3.425,5.788,2.455,3.57,0.0408,aligned,V3,2,true,2.511
2026-04-17,serie-a,2025-2026,Sassuolo vs Como,8.5,under,synthetic_b365_1x2,2.755,0.363,0.8312,0.5366,1.864,0.1737,1.5,MEDIUM,2.528,3.624,6.152,1.82,3.67,0.1076,aligned,V3,13,false,-1.5
2026-04-17,serie-a,2025-2026,Inter vs Cagliari,8.5,under,synthetic_b365_1x2,3.51,0.2849,0.6494,0.4532,2.206,0.1684,1.5,MEDIUM,5.976,1.615,7.591,4.256,1.486,0.2437,divergent,V3,13,false,-1.5
2026-04-18,serie-a,2025-2026,Napoli vs Lazio,8.5,under,synthetic_b365_1x2,3.01,0.3322,0.7401,0.4899,2.041,0.1576,0.75,MEDIUM,4.703,2.212,6.915,7.093,2.473,0.3834,conflict,V3,12,false,-0.75
2026-05-02,serie-a,2025-2026,Como vs Napoli,8.5,under,synthetic_b365_1x2,2.697,0.3708,0.8699,0.5625,1.778,0.1918,1.5,MEDIUM,2.712,3.06,5.771,3.202,3.768,0.2076,divergent,V3,5,true,2.5455
2026-05-03,serie-a,2025-2026,Juventus vs Verona,8.5,under,synthetic_b365_1x2,3.589,0.2786,0.6513,0.4539,2.203,0.1753,1.5,MEDIUM,4.702,2.875,7.578,2.405,4.053,0.1477,aligned,V3,15,false,-1.5
2026-05-10,serie-a,2025-2026,Verona vs Como,8.5,under,synthetic_b365_1x2,2.79,0.3584,0.8295,0.5356,1.867,0.1773,1.5,MEDIUM,2.249,3.918,6.167,2.696,3.351,0.0194,aligned,V3,14,false,-1.5
2026-05-17,serie-a,2025-2026,Como vs Parma,8.5,under,synthetic_b365_1x2,3.405,0.2937,0.6797,0.4648,2.152,0.1711,1.5,MEDIUM,4.901,2.469,7.37,6.243,2.776,0.2237,divergent,V3,17,false,-1.5
2026-05-17,serie-a,2025-2026,Genoa vs Milan,8.5,under,synthetic_b365_1x2,2.676,0.3738,0.8213,0.5307,1.884,0.157,0.75,MEDIUM,2.989,3.253,6.242,2.471,1.842,0.309,conflict,V3,8,true,1.257
